bag_time,time,x,y,yaw,vx,vy,wz
1788880173.0285504,1788880172.9774053,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788880173.1170151,1788880173.0304782,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788880173.1779027,1788880173.1281955,0.8002,3.1583,-1.5707963267948966,0.0041,0.0,0.0
1788880173.2258878,1788880173.1788418,0.8002,3.1516,-1.5692364391184674,0.2364,0.0089,0.0568
1788880173.2740064,1788880173.228006,0.8003,3.1388,-1.5632858567670749,0.2694,0.029,0.1875
1788880173.3242447,1788880173.2780895,0.8005,3.1254,-1.550405773073389,0.2635,0.0506,0.321
1788880173.3737936,1788880173.3282933,0.8009,3.1126,-1.531159257310411,0.2511,0.0685,0.4274
1788880173.425515,1788880173.3779087,0.8017,3.1001,-1.5099391492857248,0.2502,0.0687,0.4264
1788880173.4767468,1788880173.4277847,0.8027,3.0876,-1.4885716466282528,0.2499,0.0686,0.4263
1788880173.5233948,1788880173.4776242,0.8039,3.0755,-1.4676119370054297,0.2498,0.0686,0.4263
1788880173.5738523,1788880173.5275247,0.8054,3.0631,-1.4463668458354952,0.2497,0.0685,0.4263
1788880173.623877,1788880173.5778778,0.8073,3.0505,-1.4245402523302144,0.2496,0.0685,0.4263
1788880173.67478,1788880173.6279163,0.8093,3.0381,-1.4032563147257264,0.2496,0.0685,0.4263
1788880173.7245848,1788880173.677937,0.8117,3.0257,-1.3832327199470575,0.2529,0.0643,0.4001
1788880173.7741346,1788880173.727647,0.8142,3.0133,-1.366337155115931,0.2591,0.0554,0.3445
1788880173.8243232,1788880173.7781844,0.8173,2.9994,-1.3506905352666174,0.2865,0.0503,0.3135
1788880173.8754098,1788880173.8278222,0.821,2.9838,-1.3366026162523534,0.3374,0.0466,0.2908
1788880173.923248,1788880173.8775606,0.8257,2.9653,-1.3244826088054387,0.4122,0.0413,0.2587
1788880173.9755023,1788880173.9278216,0.8312,2.9438,-1.3130792533030526,0.4446,0.036,0.2251
1788880174.0239584,1788880173.9775581,0.8374,2.9212,-1.3052425942765866,0.4936,0.0261,0.1637
1788880174.0741243,1788880174.028113,0.8445,2.8953,-1.2996832094718644,0.5446,0.0174,0.1094
1788880174.1244366,1788880174.0782642,0.8521,2.8682,-1.2976881935382754,0.573,0.0062,0.0398
1788880174.1739514,1788880174.128388,0.8601,2.8398,-1.2981295782269417,0.5983,-0.0018,-0.0101
1788880174.2242625,1788880174.178134,0.868,2.8115,-1.3011369159216033,0.5804,-0.0111,-0.0679
1788880174.2741616,1788880174.2283702,0.8754,2.7843,-1.305977883252098,0.5556,-0.016,-0.0985
1788880174.3242435,1788880174.2775362,0.8822,2.7588,-1.312260968053576,0.5299,-0.0213,-0.131
1788880174.3739498,1788880174.328354,0.8892,2.732,-1.3166586505795304,0.5486,-0.0136,-0.0838
1788880174.425993,1788880174.3779967,0.8958,2.706,-1.3226614765709832,0.5288,-0.0198,-0.1225
1788880174.4748385,1788880174.4282477,0.9026,2.6791,-1.325373471112787,0.57,-0.0088,-0.0545
1788880174.5240738,1788880174.4778976,0.9095,2.6512,-1.327054217016579,0.5759,-0.0053,-0.0329
1788880174.5758076,1788880174.5284274,0.9166,2.6225,-1.3279292490318462,0.5981,-0.0027,-0.0166
1788880174.6251974,1788880174.5779297,0.9236,2.5941,-1.330777631980465,0.5799,-0.0105,-0.0653
1788880174.6740227,1788880174.6282341,0.9303,2.5667,-1.334619794525288,0.5555,-0.0123,-0.0763
1788880174.7260234,1788880174.6781862,0.9367,2.5397,-1.3389004725624258,0.5518,-0.0135,-0.0835
1788880174.774137,1788880174.7280133,0.9431,2.5122,-1.3404567459292875,0.5731,-0.0047,-0.0292
1788880174.8248913,1788880174.7782407,0.9495,2.4849,-1.343741533115492,0.5545,-0.0112,-0.0693
1788880174.8750353,1788880174.8278828,0.9558,2.4572,-1.3465832169144598,0.5733,-0.0093,-0.0575
1788880174.924048,1788880174.878295,0.9621,2.4292,-1.349863927470009,0.5761,-0.0106,-0.0658
1788880174.9748595,1788880174.9281347,0.9682,2.4017,-1.3535501716120137,0.5549,-0.012,-0.0745
1788880175.0247583,1788880174.9779735,0.9743,2.374,-1.3563921017502318,0.5734,-0.009,-0.0558
1788880175.073767,1788880175.0277963,0.9803,2.3459,-1.3596726070923588,0.5761,-0.0105,-0.0649
1788880175.1250052,1788880175.0777795,0.9863,2.3177,-1.3619489710298263,0.5766,-0.0075,-0.0463
1788880175.1742868,1788880175.128022,0.9923,2.2894,-1.3646371002232625,0.5766,-0.0089,-0.0552
1788880175.2246375,1788880175.1781423,0.998,2.2618,-1.3679192366784698,0.5765,-0.0108,-0.0667
1788880175.274709,1788880175.227915,1.0039,2.2329,-1.3703219821739119,0.5766,-0.0072,-0.0445
1788880175.3249602,1788880175.2777839,1.0096,2.2047,-1.3728840469875723,0.5766,-0.0082,-0.0507
1788880175.37496,1788880175.3279474,1.0152,2.1764,-1.3758822017289485,0.5765,-0.01,-0.0623
1788880175.4248312,1788880175.3781242,1.0207,2.1481,-1.377853499869653,0.5766,-0.0063,-0.0391
1788880175.4739058,1788880175.4277594,1.0261,2.1203,-1.380133808412696,0.5766,-0.0072,-0.0445
1788880175.5253296,1788880175.47797,1.0316,2.0914,-1.3829773484241676,0.5765,-0.009,-0.0561
1788880175.5740337,1788880175.5283105,1.037,2.0631,-1.3845356514906761,0.5766,-0.005,-0.0311
1788880175.624151,1788880175.5781105,1.0423,2.0347,-1.3863800136299886,0.5766,-0.0059,-0.0365
1788880175.6744175,1788880175.6283202,1.0475,2.0064,-1.3886619468539416,0.5766,-0.0075,-0.0463
1788880175.722968,1788880175.6777096,1.0526,1.9786,-1.3912235214404418,0.5766,-0.0085,-0.0525
1788880175.774086,1788880175.7280796,1.0578,1.9496,-1.394195218687881,0.5765,-0.0096,-0.0596
1788880175.8239286,1788880175.7782543,1.0628,1.9212,-1.3974736716722678,0.5765,-0.0106,-0.0658
1788880175.8741755,1788880175.828128,1.0677,1.8928,-1.3995956470698967,0.5766,-0.0069,-0.0427
1788880175.9242291,1788880175.878287,1.0726,1.8644,-1.4020039729059939,0.5766,-0.0076,-0.0472
1788880175.9740605,1788880175.928291,1.0774,1.8359,-1.4032826079056342,0.5766,-0.0039,-0.024
1788880176.0249784,1788880175.9781291,1.0822,1.8075,-1.4045631870748887,0.5766,-0.0046,-0.0285
1788880176.075105,1788880176.028107,1.0869,1.779,-1.4064076706071074,0.5766,-0.0057,-0.0356
1788880176.1242304,1788880176.0781388,1.0916,1.7506,-1.4085361831734722,0.5766,-0.0069,-0.0427
1788880176.1748993,1788880176.1284313,1.0962,1.7221,-1.4109448058846605,0.5766,-0.0076,-0.0472
1788880176.224132,1788880176.1779199,1.1008,1.6936,-1.4135057068996078,0.5766,-0.0085,-0.0525
1788880176.2739532,1788880176.2282116,1.1052,1.6651,-1.4164765984838594,0.5765,-0.0093,-0.0578
1788880176.323933,1788880176.2780468,1.1096,1.6366,-1.418036776583649,0.5766,-0.0052,-0.032
1788880176.3750474,1788880176.327833,1.1139,1.6087,-1.4198813662922865,0.5766,-0.0059,-0.0365
1788880176.4238946,1788880176.3782773,1.1183,1.5796,-1.4221597041254148,0.5766,-0.0073,-0.0454
1788880176.4748387,1788880176.4279382,1.1226,1.5504,-1.423004461560921,0.598,-0.0031,-0.0194
1788880176.5252588,1788880176.4778633,1.1269,1.5213,-1.4241305746685877,0.58,-0.0035,-0.0215
1788880176.5741699,1788880176.5283422,1.1311,1.4927,-1.4255641507670003,0.5771,-0.0044,-0.0276
1788880176.623785,1788880176.5781894,1.1353,1.4642,-1.4272573434984277,0.5767,-0.0052,-0.032
1788880176.6751478,1788880176.6278179,1.1394,1.4356,-1.4288196527729073,0.5766,-0.0057,-0.0356
1788880176.7249496,1788880176.6781826,1.1434,1.4071,-1.4309464026329732,0.5766,-0.0066,-0.0409
1788880176.7741177,1788880176.7279184,1.1474,1.3785,-1.433355442021335,0.5766,-0.0075,-0.0463
1788880176.824043,1788880176.7783742,1.1513,1.3499,-1.4359152251907488,0.5765,-0.0085,-0.0525
1788880176.8748837,1788880176.8281083,1.155,1.3219,-1.4387363084321385,0.5765,-0.0095,-0.0587
1788880176.9240496,1788880176.8779876,1.1588,1.2928,-1.4421429424770733,0.5765,-0.0108,-0.0667
1788880176.973933,1788880176.92818,1.1625,1.2641,-1.444269743180205,0.5766,-0.0066,-0.0409
1788880177.02498,1788880176.978046,1.1661,1.2355,-1.4463965289083633,0.5766,-0.0073,-0.0454
1788880177.0748518,1788880177.028219,1.1696,1.2069,-1.4476717464257995,0.5766,-0.0036,-0.0222
1788880177.1248996,1788880177.0778913,1.1732,1.1783,-1.448951209430429,0.5766,-0.0043,-0.0267
1788880177.1737936,1788880177.1280077,1.1766,1.1496,-1.450645709364542,0.5766,-0.0056,-0.0347
1788880177.2242813,1788880177.1778824,1.18,1.121,-1.452772420896658,0.5766,-0.0066,-0.0409
1788880177.2739325,1788880177.2283897,1.1834,1.0923,-1.4548990982325711,0.5766,-0.0072,-0.0445
1788880177.3243206,1788880177.2780051,1.1867,1.0637,-1.4574414430194542,0.5766,-0.008,-0.0498
1788880177.3748996,1788880177.3284054,1.1899,1.035,-1.4602823284973625,0.5765,-0.0092,-0.0569
