bag_time,time,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d25,d26
1788880173.0302308,1788880173.0302308,1788880173.030163,0.8597072958946228,-1.5664284857921302,0.27059415041989665,0.5236,0.08000000000000002,0.285,0.0,1.0585529613494873,0.9003574061393738,0.9995430707931519,0.8597480058670044,0.06981767527759075,2.356198977679014,0.9801269578933716,9.785060386657715,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788880173.118355,1788880173.118355,1788880173.1182775,0.8597072958946228,-1.5664284857921302,0.2705942746694257,0.5236,0.3627670624,0.285,0.0,1.0585529613494873,0.9003575849533081,0.9995430707931519,0.8597480058670044,0.06981767527759075,2.356198977679014,0.9801269578933716,9.785047035217286,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788880173.17909,1788880173.17909,1788880173.179008,0.8597072958946228,-1.5664284857921302,0.27059415041989665,0.5236,0.5236,0.285,0.0,1.0585529613494873,0.9003574061393738,0.9995430707931519,0.8597480058670044,0.06981767527759075,2.356198977679014,0.9801269578933716,9.785060386657715,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788880173.227133,1788880173.227133,1788880173.227059,0.8598018884658813,-1.5664284857921302,0.27085172110186245,0.5236,0.5236,0.285,0.0,1.0582140493392944,0.9006315279006958,0.9994869828224182,0.8598371744155884,0.06981767527759075,2.356198977679014,0.9800530481338501,9.755135040283204,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788880173.2751627,1788880173.2751627,1788880173.2751122,0.8607674837112427,-1.5707918088883162,0.26663321602225076,0.5236,0.5236,0.285,0.0,1.0554779577255249,0.9030486154556274,0.9987844228744507,0.860778272151947,0.06545435218140483,2.356198977679014,0.9792274045944214,9.768679122924805,2.2907446254976094,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788880173.3253672,1788880173.3253672,1788880173.3253126,0.863603413105011,-1.5707918088883162,0.2525470409973871,0.5236,0.5236,0.285,0.0,1.048248987197876,0.9097971129417419,0.9963104724884033,0.863569974899292,0.05236438289284706,2.356198977679014,0.9764985251426697,9.90640495300293,2.303834594786167,2.0,0.0,0.0,0.0,671.0,11.0,0.0,0.0,0.0,0.0
1788880173.3751874,1788880173.3751874,1788880173.3751347,0.8687235116958618,-1.5707918088883162,0.23586542717128153,0.5236,0.5236,0.285,0.0,1.0364789772033691,0.9215234923362732,0.9917669296264648,0.8684359192848206,0.03491109050810337,2.356198977679014,0.9717687773704529,9.901018600463868,2.321287887170911,2.0,0.0,0.0,0.0,671.0,11.0,0.0,0.0,0.0,0.0
1788880173.426657,1788880173.426657,1788880173.4265785,0.8758190870285034,-1.5707918088883162,0.2144922270281573,0.5236,0.5236,0.285,0.0,1.022004942893982,0.9372176933288574,0.9859145283699036,0.87485271692276,0.013094475027173758,2.356198977679014,0.9656588244438171,9.88756893157959,2.3431045026518404,2.0,0.0,0.0,0.0,671.0,11.0,0.0,0.0,0.0,0.0
1788880173.47794,1788880173.47794,1788880173.4778671,0.883650004863739,-1.5707918088883162,0.19366705541658197,0.5236,0.5236,0.285,0.0,1.0078420448303222,0.9540356802940368,0.98017817735672,0.8815891146659851,-0.008722140453755856,2.356198977679014,0.9592221784591675,9.867791633605957,2.36492111813277,2.0,0.0,0.0,0.0,671.0,12.0,0.0,0.0,0.0,0.0
1788880173.524762,1788880173.524762,1788880173.524677,0.8921570181846619,-1.5707918088883162,0.1722800837850837,0.5236,0.5236,0.285,0.0,0.9940700340270996,0.9719180274009704,0.9746223092079163,0.8885754942893982,-0.03053875593468547,2.356198977679014,0.9525310802459717,9.846903305053711,2.3867377336136997,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
