simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,throttle_k_norm,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps,steering_k1_rad,throttle_k1_norm
52.1390038,52.2390022,52140.0,52240.0,100.0,0.09999840000000404,-5.827,26.9797,1.1844824301824388,0.434,-0.046,6.9756,0.0,-5.8064,27.0181,1.184644010011138,0.4335,-0.0438,6.9679,0.0,0.0
52.2390022,52.339,52240.0,52340.0,100.0,0.09999779999999703,-5.8064,27.0181,1.184644010011138,0.4335,-0.0438,6.9679,0.0,-5.7858,27.0567,1.184644010011138,0.4327,-0.0495,6.9788,0.0,0.0
52.339,52.439003,52340.0,52440.0,100.0,0.10000300000000095,-5.7858,27.0567,1.184644010011138,0.4327,-0.0495,6.9788,0.0,-5.7652,27.0953,1.1846488317960346,0.433,-0.0451,6.9756,0.0,0.0
52.439003,52.539,52440.0,52540.0,100.0,0.09999700000000189,-5.7652,27.0953,1.1846488317960346,0.433,-0.0451,6.9756,0.0,-5.7446,27.1337,1.184644010011138,0.4326,-0.0438,6.9679,0.0,0.0
52.539,52.6390038,52540.0,52640.0,100.0,0.10000379999999609,-5.7446,27.1337,1.184644010011138,0.4326,-0.0438,6.9679,0.0,-5.724,27.1722,1.1847559855393082,0.4318,-0.0489,6.9788,0.0,0.0
52.6390038,52.7390022,52640.0,52740.0,100.0,0.09999840000000404,-5.724,27.1722,1.1847559855393082,0.4318,-0.0489,6.9788,0.0,-5.7035,27.2107,1.184760808938264,0.4321,-0.0449,6.9756,0.0,0.0
52.7390022,52.839,52740.0,52840.0,100.0,0.09999779999999703,-5.7035,27.2107,1.184760808938264,0.4321,-0.0449,6.9756,0.0,-5.683,27.2491,1.1847559855393082,0.4317,-0.0436,6.9678,0.0,0.0
52.839,52.939003,52840.0,52940.0,100.0,0.10000300000000095,-5.683,27.2491,1.1847559855393082,0.4317,-0.0436,6.9678,0.0,-5.6625,27.2875,1.1847559855393082,0.431,-0.0483,6.9788,0.0,0.0
52.939003,53.039,52940.0,53040.0,100.0,0.09999700000000189,-5.6625,27.2875,1.1847559855393082,0.431,-0.0483,6.9788,0.0,-5.642,27.326,1.184760808938264,0.4312,-0.0438,6.9756,0.0,0.0
53.039,53.1390038,53040.0,53140.0,100.0,0.10000379999999609,-5.642,27.326,1.184760808938264,0.4312,-0.0438,6.9756,0.0,-5.6216,27.3642,1.1847559855393082,0.4311,-0.0425,6.9679,0.0,0.0
53.1390038,53.2390022,53140.0,53240.0,100.0,0.09999840000000404,-5.6216,27.3642,1.1847559855393082,0.4311,-0.0425,6.9679,0.0,-5.6012,27.4026,1.1849223754086122,0.4301,-0.048,6.9788,0.0,0.0
53.2390022,53.339,53240.0,53340.0,100.0,0.09999779999999703,-5.6012,27.4026,1.1849223754086122,0.4301,-0.048,6.9788,0.0,-5.5807,27.441,1.1849199396719843,0.4305,-0.0443,6.9756,0.0,0.0
53.339,53.439003,53340.0,53440.0,100.0,0.10000300000000095,-5.5807,27.441,1.1849199396719843,0.4305,-0.0443,6.9756,0.0,-5.5605,27.4793,1.1849223754086118,0.4301,-0.0413,6.9678,0.0,0.0
53.439003,53.539,53440.0,53540.0,100.0,0.09999700000000189,-5.5605,27.4793,1.1849223754086118,0.4301,-0.0413,6.9678,0.0,-5.5402,27.5176,1.1849223754086118,0.4292,-0.047,6.9788,0.0,0.0
53.539,53.6390038,53540.0,53640.0,100.0,0.10000379999999609,-5.5402,27.5176,1.1849223754086118,0.4292,-0.047,6.9788,0.0,-5.5199,27.556,1.1849199396719843,0.4297,-0.0427,6.9756,0.0,0.0
53.6390038,53.7390022,53640.0,53740.0,100.0,0.09999840000000404,-5.5199,27.556,1.1849199396719843,0.4297,-0.0427,6.9756,0.0,-5.4998,27.5942,1.1849223754086118,0.4292,-0.0412,6.9678,0.0,0.0
53.7390022,53.839,53740.0,53840.0,100.0,0.09999779999999703,-5.4998,27.5942,1.1849223754086118,0.4292,-0.0412,6.9678,0.0,-5.4796,27.6324,1.1849223754086118,0.4284,-0.0462,6.9789,0.0,0.0
53.839,53.939003,53840.0,53940.0,100.0,0.10000300000000095,-5.4796,27.6324,1.1849223754086118,0.4284,-0.0462,6.9789,0.0,-5.4593,27.6708,1.1849199396719843,0.4288,-0.0423,6.9756,0.0,0.0
53.939003,54.039,53940.0,54040.0,100.0,0.09999700000000189,-5.4593,27.6708,1.1849199396719843,0.4288,-0.0423,6.9756,0.0,-5.4392,27.7089,1.1849223754086118,0.4284,-0.0409,6.9678,0.0,0.0
54.039,54.1390038,54040.0,54140.0,100.0,0.10000379999999609,-5.4392,27.7089,1.1849223754086118,0.4284,-0.0409,6.9678,0.0,-5.4191,27.7471,1.1850343771921457,0.4277,-0.046,6.9788,0.0,0.0
54.1390038,54.2390022,54140.0,54240.0,100.0,0.09999840000000404,-5.4191,27.7471,1.1850343771921457,0.4277,-0.046,6.9788,0.0,-5.399,27.7854,1.1850319424030233,0.4279,-0.0414,6.9756,0.0,0.0
54.2390022,54.339,54240.0,54340.0,100.0,0.09999779999999703,-5.399,27.7854,1.1850319424030233,0.4279,-0.0414,6.9756,0.0,-5.379,27.8235,1.185200755975537,0.4276,-0.0401,6.9678,0.0,0.0
54.339,54.439003,54340.0,54440.0,100.0,0.10000300000000095,-5.379,27.8235,1.185200755975537,0.4276,-0.0401,6.9678,0.0,-5.359,27.8616,1.185200755975537,0.4267,-0.0461,6.9788,0.0,0.0
54.439003,54.539,54440.0,54540.0,100.0,0.09999700000000189,-5.359,27.8616,1.185200755975537,0.4267,-0.0461,6.9788,0.0,-5.3388,27.8998,1.1851983234685737,0.4273,-0.0421,6.9756,0.0,0.0
54.539,54.6390038,54540.0,54640.0,100.0,0.10000379999999609,-5.3388,27.8998,1.1851983234685737,0.4273,-0.0421,6.9756,0.0,-5.3188,27.9378,1.1852007559755375,0.4267,-0.0403,6.9678,0.0,0.0
54.6390038,54.7390022,54640.0,54740.0,100.0,0.09999840000000404,-5.3188,27.9378,1.1852007559755375,0.4267,-0.0403,6.9678,0.0,-5.2988,27.9758,1.1852007559755375,0.4261,-0.046,6.9789,0.0,0.0
54.7390022,54.839,54740.0,54840.0,100.0,0.09999779999999703,-5.2988,27.9758,1.1852007559755375,0.4261,-0.046,6.9789,0.0,-5.2788,28.014,1.1851983234685737,0.4265,-0.0415,6.9756,0.0,0.0
54.839,54.939003,54840.0,54940.0,100.0,0.10000300000000095,-5.2788,28.014,1.1851983234685737,0.4265,-0.0415,6.9756,0.0,-5.2589,28.052,1.1852007559755375,0.4261,-0.0395,6.9677,0.0,0.0
54.939003,55.039,54940.0,55040.0,100.0,0.09999700000000189,-5.2589,28.052,1.1852007559755375,0.4261,-0.0395,6.9677,0.0,-5.2389,28.0899,1.1852007559755375,0.4253,-0.0453,6.9788,0.0,0.0
55.039,55.1390038,55040.0,55140.0,100.0,0.10000379999999609,-5.2389,28.0899,1.1852007559755375,0.4253,-0.0453,6.9788,0.0,-5.2189,28.128,1.1851983234685737,0.4256,-0.0411,6.9756,0.0,0.0
55.1390038,55.2390022,55140.0,55240.0,100.0,0.09999840000000404,-5.2189,28.128,1.1851983234685737,0.4256,-0.0411,6.9756,0.0,-5.1991,28.1659,1.185367116087556,0.4253,-0.0386,6.9677,0.0,0.0
55.2390022,55.3390045,55240.0,55340.0,100.0,0.10000229999999988,-5.1991,28.1659,1.185367116087556,0.4253,-0.0386,6.9677,0.0,-5.1793,28.2039,1.185367116087556,0.4244,-0.044,6.9789,0.0,0.0
55.3390045,55.439003,55340.0,55440.0,100.0,0.0999984999999981,-5.1793,28.2039,1.185367116087556,0.4244,-0.044,6.9789,0.0,-5.1595,28.242,1.185364685862129,0.4249,-0.0404,6.9757,0.0,0.0
55.439003,55.539,55440.0,55540.0,100.0,0.09999700000000189,-5.1595,28.242,1.185364685862129,0.4249,-0.0404,6.9757,0.0,-5.1397,28.2798,1.185367116087556,0.4244,-0.039,6.9677,0.0,0.0
55.539,55.6390038,55540.0,55640.0,100.0,0.10000379999999609,-5.1397,28.2798,1.185367116087556,0.4244,-0.039,6.9677,0.0,-5.1199,28.3177,1.1854791517023087,0.4238,-0.0448,6.9789,0.0,0.0
55.6390038,55.7390022,55640.0,55740.0,100.0,0.09999840000000404,-5.1199,28.3177,1.1854791517023087,0.4238,-0.0448,6.9789,0.0,-5.1001,28.3557,1.1854767224258291,0.4242,-0.04,6.9757,0.0,0.0
55.7390022,55.8390045,55740.0,55840.0,100.0,0.10000229999999988,-5.1001,28.3557,1.1854767224258291,0.4242,-0.04,6.9757,0.0,-5.0804,28.3935,1.1854791517023087,0.4237,-0.0377,6.9677,0.0,0.0
55.8390045,55.939003,55840.0,55940.0,100.0,0.0999984999999981,-5.0804,28.3935,1.1854791517023087,0.4237,-0.0377,6.9677,0.0,-5.0608,28.4314,1.1854791517023087,0.423,-0.0428,6.9788,0.0,0.0
55.939003,56.039,55940.0,56040.0,100.0,0.09999700000000189,-5.0608,28.4314,1.1854791517023087,0.423,-0.0428,6.9788,0.0,-5.0411,28.4694,1.1854767224258291,0.4233,-0.039,6.9757,0.0,0.0
56.039,56.1390038,56040.0,56140.0,100.0,0.10000379999999609,-5.0411,28.4694,1.1854767224258291,0.4233,-0.039,6.9757,0.0,-5.0216,28.5072,1.1854791517023087,0.4231,-0.0369,6.9678,0.0,0.0
56.1390038,56.2390022,56140.0,56240.0,100.0,0.09999840000000404,-5.0216,28.5072,1.1854791517023087,0.4231,-0.0369,6.9678,0.0,-5.0021,28.545,1.185645500717338,0.4223,-0.0415,6.9788,0.0,0.0
56.2390022,56.3390045,56240.0,56340.0,100.0,0.10000229999999988,-5.0021,28.545,1.185645500717338,0.4223,-0.0415,6.9788,0.0,-4.9825,28.583,1.1856430737221852,0.4225,-0.0373,6.9756,0.0,0.0
56.3390045,56.439003,56340.0,56440.0,100.0,0.0999984999999981,-4.9825,28.583,1.1856430737221852,0.4225,-0.0373,6.9756,0.0,-4.9631,28.6207,1.1856455007173377,0.4221,-0.0362,6.9677,0.0,0.0
56.439003,56.539,56440.0,56540.0,100.0,0.09999700000000189,-4.9631,28.6207,1.1856455007173377,0.4221,-0.0362,6.9677,0.0,-4.9436,28.6584,1.1856455007173377,0.4214,-0.0421,6.9789,0.0,0.0
56.539,56.6390038,56540.0,56640.0,100.0,0.10000379999999609,-4.9436,28.6584,1.1856455007173377,0.4214,-0.0421,6.9789,0.0,-4.9241,28.6963,1.1856430737221852,0.4219,-0.0381,6.9757,0.0,0.0
56.6390038,56.7390022,56640.0,56740.0,100.0,0.09999840000000404,-4.9241,28.6963,1.1856430737221852,0.4219,-0.0381,6.9757,0.0,-4.9047,28.734,1.1856455007173377,0.4215,-0.036,6.9677,0.0,0.0
56.7390022,56.8390045,56740.0,56840.0,100.0,0.10000229999999988,-4.9047,28.734,1.1856455007173377,0.4215,-0.036,6.9677,0.0,-4.8853,28.7717,1.1856455007173377,0.4208,-0.042,6.9789,0.0,0.0
56.8390045,56.939003,56840.0,56940.0,100.0,0.0999984999999981,-4.8853,28.7717,1.1856455007173377,0.4208,-0.042,6.9789,0.0,-4.8658,28.8095,1.1856430737221852,0.4211,-0.0377,6.9757,0.0,0.0
56.939003,57.039,56940.0,57040.0,100.0,0.09999700000000189,-4.8658,28.8095,1.1856430737221852,0.4211,-0.0377,6.9757,0.0,-4.8464,28.8471,1.185757562579316,0.4207,-0.0365,6.9677,0.0,0.0
57.039,57.1390038,57040.0,57140.0,100.0,0.10000379999999609,-4.8464,28.8471,1.185757562579316,0.4207,-0.0365,6.9677,0.0,-4.827,28.8848,1.1859239004894169,0.42,-0.0417,6.979,0.0,0.0
57.1390038,57.2390022,57140.0,57240.0,100.0,0.09999840000000404,-4.827,28.8848,1.1859239004894169,0.42,-0.0417,6.979,0.0,-4.8076,28.9225,1.1859214767253572,0.4204,-0.0378,6.9757,0.0,0.0
57.2390022,57.3390045,57240.0,57340.0,100.0,0.10000229999999988,-4.8076,28.9225,1.1859214767253572,0.4204,-0.0378,6.9757,0.0,-4.7883,28.9601,1.1859239004894169,0.4201,-0.0359,6.9677,0.0,0.0
57.3390045,57.439003,57340.0,57440.0,100.0,0.0999984999999981,-4.7883,28.9601,1.1859239004894169,0.4201,-0.0359,6.9677,0.0,-4.769,28.9977,1.1859239004894169,0.4192,-0.041,6.979,0.0,0.0
57.439003,57.539,57440.0,57540.0,100.0,0.09999700000000189,-4.769,28.9977,1.1859239004894169,0.4192,-0.041,6.979,0.0,-4.7497,29.0354,1.1859214767253572,0.4197,-0.0361,6.9757,0.0,0.0
57.539,57.6390038,57540.0,57640.0,100.0,0.10000379999999609,-4.7497,29.0354,1.1859214767253572,0.4197,-0.0361,6.9757,0.0,-4.7305,29.0729,1.1859239004894169,0.4192,-0.035,6.9676,0.0,0.0
57.6390038,57.7390022,57640.0,57740.0,100.0,0.09999840000000404,-4.7305,29.0729,1.1859239004894169,0.4192,-0.035,6.9676,0.0,-4.7113,29.1105,1.1859239004894169,0.4185,-0.0401,6.979,0.0,0.0
57.7390022,57.8390045,57740.0,57840.0,100.0,0.10000229999999988,-4.7113,29.1105,1.1859239004894169,0.4185,-0.0401,6.979,0.0,-4.692,29.1482,1.1859214767253572,0.4189,-0.0357,6.9757,0.0,0.0
57.8390045,57.939003,57840.0,57940.0,100.0,0.0999984999999981,-4.692,29.1482,1.1859214767253572,0.4189,-0.0357,6.9757,0.0,-4.673,29.1856,1.1859239004894169,0.4185,-0.0345,6.9677,0.0,0.0
57.939003,58.039,57940.0,58040.0,100.0,0.09999700000000189,-4.673,29.1856,1.1859239004894169,0.4185,-0.0345,6.9677,0.0,-4.6538,29.2232,1.1859239004894169,0.4178,-0.0403,6.9789,0.0,0.0
58.039,58.1390038,58040.0,58140.0,100.0,0.10000379999999609,-4.6538,29.2232,1.1859239004894169,0.4178,-0.0403,6.9789,0.0,-4.6346,29.2608,1.1859214767253572,0.4182,-0.036,6.9757,0.0,0.0
58.1390038,58.2390022,58140.0,58240.0,100.0,0.09999840000000404,-4.6346,29.2608,1.1859214767253572,0.4182,-0.036,6.9757,0.0,-4.6156,29.2982,1.1859239004894169,0.4179,-0.0337,6.9676,0.0,0.0
58.2390022,58.3390045,58240.0,58340.0,100.0,0.10000229999999988,-4.6156,29.2982,1.1859239004894169,0.4179,-0.0337,6.9676,0.0,-4.5965,29.3357,1.1860902197227106,0.417,-0.0394,6.979,0.0,0.0
58.3390045,58.439003,58340.0,58440.0,100.0,0.0999984999999981,-4.5965,29.3357,1.1860902197227106,0.417,-0.0394,6.979,0.0,-4.5774,29.3733,1.1860829735729086,0.4174,-0.0358,6.9757,0.0,0.0
58.439003,58.539,58440.0,58540.0,100.0,0.09999700000000189,-4.5774,29.3733,1.1860829735729086,0.4174,-0.0358,6.9757,0.0,-4.5585,29.4106,1.1860902197227106,0.4173,-0.0333,6.9676,0.0,0.0
58.539,58.6390038,58540.0,58640.0,100.0,0.10000379999999609,-4.5585,29.4106,1.1860902197227106,0.4173,-0.0333,6.9676,0.0,-4.5395,29.4481,1.1860902197227106,0.4164,-0.0392,6.979,0.0,0.0
58.6390038,58.7390022,58640.0,58740.0,100.0,0.09999840000000404,-4.5395,29.4481,1.1860902197227106,0.4164,-0.0392,6.979,0.0,-4.5205,29.4856,1.1861950685794727,0.4169,-0.0346,6.9757,0.0,0.0
58.7390022,58.8390045,58740.0,58840.0,100.0,0.10000229999999988,-4.5205,29.4856,1.1861950685794727,0.4169,-0.0346,6.9757,0.0,-4.5015,29.5229,1.1862023153941792,0.4164,-0.0334,6.9676,0.0,0.0
58.8390045,58.939003,58840.0,58940.0,100.0,0.0999984999999981,-4.5015,29.5229,1.1862023153941792,0.4164,-0.0334,6.9676,0.0,-4.4826,29.5603,1.1862023153941792,0.4158,-0.0386,6.9789,0.0,0.0
58.939003,59.039,58940.0,59040.0,100.0,0.09999700000000189,-4.4826,29.5603,1.1862023153941792,0.4158,-0.0386,6.9789,0.0,-4.4636,29.5978,1.1861950685794727,0.4161,-0.0345,6.9757,0.0,0.0
59.039,59.1390038,59040.0,59140.0,100.0,0.10000379999999609,-4.4636,29.5978,1.1861950685794727,0.4161,-0.0345,6.9757,0.0,-4.4448,29.635,1.1862023153941792,0.4158,-0.0323,6.9676,0.0,0.0
59.1390038,59.2390022,59140.0,59240.0,100.0,0.09999840000000404,-4.4448,29.635,1.1862023153941792,0.4158,-0.0323,6.9676,0.0,-4.4259,29.6724,1.1862023153941792,0.415,-0.0378,6.979,0.0,0.0
59.2390022,59.3390045,59240.0,59340.0,100.0,0.10000229999999988,-4.4259,29.6724,1.1862023153941792,0.415,-0.0378,6.979,0.0,-4.4071,29.7099,1.1861950685794727,0.4154,-0.0337,6.9757,0.0,0.0
59.3390045,59.439003,59340.0,59440.0,100.0,0.0999984999999981,-4.4071,29.7099,1.1861950685794727,0.4154,-0.0337,6.9757,0.0,-4.3883,29.7471,1.1862023153941792,0.4151,-0.0325,6.9676,0.0,0.0
59.439003,59.539,59440.0,59540.0,100.0,0.09999700000000189,-4.3883,29.7471,1.1862023153941792,0.4151,-0.0325,6.9676,0.0,-4.3695,29.7844,1.186368623511474,0.4144,-0.037,6.979,0.0,0.0
59.539,59.6390038,59540.0,59640.0,100.0,0.10000379999999609,-4.3695,29.7844,1.186368623511474,0.4144,-0.037,6.979,0.0,-4.3508,29.8218,1.186361378310891,0.4147,-0.0332,6.9757,0.0,0.0
59.6390038,59.7390022,59640.0,59740.0,100.0,0.09999840000000404,-4.3508,29.8218,1.186361378310891,0.4147,-0.0332,6.9757,0.0,-4.3321,29.859,1.186368623511474,0.4143,-0.0322,6.9675,0.0,0.0
59.7390022,59.8390045,59740.0,59840.0,100.0,0.10000229999999988,-4.3321,29.859,1.186368623511474,0.4143,-0.0322,6.9675,0.0,-4.3134,29.8962,1.186368623511474,0.4138,-0.0368,6.979,0.0,0.0
59.8390045,59.939003,59840.0,59940.0,100.0,0.0999984999999981,-4.3134,29.8962,1.186368623511474,0.4138,-0.0368,6.979,0.0,-4.2947,29.9336,1.186361378310891,0.4142,-0.0317,6.9757,0.0,0.0
59.939003,60.039,59940.0,60040.0,100.0,0.09999700000000189,-4.2947,29.9336,1.186361378310891,0.4142,-0.0317,6.9757,0.0,-4.2761,29.9708,1.186368623511474,0.4137,-0.0301,6.9676,0.0,0.0
60.039,60.1390038,60040.0,60140.0,100.0,0.10000379999999609,-4.2761,29.9708,1.186368623511474,0.4137,-0.0301,6.9676,0.0,-4.2575,30.008,1.186368623511474,0.4129,-0.0367,6.979,0.0,0.0
60.1390038,60.2390022,60140.0,60240.0,100.0,0.09999840000000404,-4.2575,30.008,1.186368623511474,0.4129,-0.0367,6.979,0.0,-4.2389,30.0453,1.186361378310891,0.4135,-0.0327,6.9757,0.0,0.0
60.2390022,60.3390045,60240.0,60340.0,100.0,0.10000229999999988,-4.2389,30.0453,1.186361378310891,0.4135,-0.0327,6.9757,0.0,-4.2203,30.0824,1.186368623511474,0.413,-0.0313,6.9675,0.0,0.0
60.3390045,60.439003,60340.0,60440.0,100.0,0.0999984999999981,-4.2203,30.0824,1.186368623511474,0.413,-0.0313,6.9675,0.0,-4.2017,30.1196,1.1864807454220097,0.4124,-0.0365,6.979,0.0,0.0
60.439003,60.539,60440.0,60540.0,100.0,0.09999700000000189,-4.2017,30.1196,1.1864807454220097,0.4124,-0.0365,6.979,0.0,-4.1831,30.1569,1.1864734995571424,0.4128,-0.0315,6.9757,0.0,0.0
60.539,60.6390038,60540.0,60640.0,100.0,0.10000379999999609,-4.1831,30.1569,1.1864734995571424,0.4128,-0.0315,6.9757,0.0,-4.1646,30.1939,1.1864807454220097,0.4124,-0.0307,6.9675,0.0,0.0
60.6390038,60.7390022,60640.0,60740.0,100.0,0.09999840000000404,-4.1646,30.1939,1.1864807454220097,0.4124,-0.0307,6.9675,0.0,-4.146,30.231,1.1866470424153677,0.4117,-0.0367,6.9791,0.0,0.0
60.7390022,60.8390045,60740.0,60840.0,100.0,0.10000229999999988,-4.146,30.231,1.1866470424153677,0.4117,-0.0367,6.9791,0.0,-4.1274,30.2683,1.186639798165032,0.4122,-0.0317,6.9757,0.0,0.0
60.8390045,60.939003,60840.0,60940.0,100.0,0.0999984999999981,-4.1274,30.2683,1.186639798165032,0.4122,-0.0317,6.9757,0.0,-4.109,30.3053,1.1866470424153677,0.4117,-0.0302,6.9674,0.0,0.0
60.939003,61.039,60940.0,61040.0,100.0,0.09999700000000189,-4.109,30.3053,1.1866470424153677,0.4117,-0.0302,6.9674,0.0,-4.0905,30.3423,1.1866470424153677,0.411,-0.0365,6.979,0.0,0.0
