bag_time,time,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d25,d26
1788879103.5566728,1788879103.5566728,1788879103.5565813,0.8596938848495483,-1.5664284857921302,0.27059591420801415,0.5236,0.08000000000000002,0.23399999999999999,0.0,0.9801399517059326,0.8396938848495483,0.9995564222335815,0.8597347140312195,0.06981767527759075,2.356198977679014,0.9801399517059326,9.785109977722168,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879103.646705,1788879103.646705,1788879103.6466126,0.8597015738487244,-1.5664284857921302,0.2705949670184424,0.5236,0.368406096,0.23399999999999999,0.0,0.9801330375671387,0.8397015738487243,0.9995489120483398,0.859742283821106,0.06981767527759075,2.356198977679014,0.9801330375671387,9.78506706237793,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879103.7012517,1788879103.7012517,1788879103.7011702,0.8597072958946228,-1.5664284857921302,0.27059440355363723,0.5236,0.5236,0.23399999999999999,0.0,0.9801269578933716,0.8397072958946228,0.9995430707931519,0.8597480058670044,0.06981767527759075,2.356198977679014,0.9801269578933716,9.78503273010254,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879103.749945,1788879103.749945,1788879103.7498791,0.8600093722343445,-1.5664284857921302,0.26459199768355446,0.5236,0.5236,0.23399999999999999,0.0,0.9798944997787475,0.8400093722343445,0.9993575215339661,0.8600351810455322,0.06545435218140483,2.356198977679014,0.9798944997787475,9.953553657531739,2.2907446254976094,2.0,0.0,0.0,0.0,671.0,11.0,0.0,0.0,0.0,0.0
1788879103.8001256,1788879103.8001256,1788879103.800011,0.8613303899765015,-1.5707918088883162,0.2611375072146321,0.5236,0.5236,0.23399999999999999,0.0,0.9786773133277893,0.8413303899765014,0.9982941150665283,0.8613303899765015,0.061091029085218906,2.356198977679014,0.9786773133277893,9.89631317138672,2.2951079485937953,2.0,0.0,0.0,0.0,671.0,11.0,0.0,0.0,0.0,0.0
1788879103.851718,1788879103.851718,1788879103.851656,0.864328920841217,-1.5707918088883162,0.25407648941209005,0.5236,0.5236,0.23399999999999999,0.0,0.9757597851753235,0.844328920841217,0.9956133961677551,0.8642759919166565,0.05236438289284706,2.356198977679014,0.9757597851753235,9.76535270690918,2.303834594786167,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879103.9001555,1788879103.9001555,1788879103.9000788,0.8691774010658264,-1.5707918088883162,0.23675509146012752,0.5236,0.5236,0.23399999999999999,0.0,0.9712921190261841,0.8491774010658264,0.9912921190261841,0.8688594102859497,0.03491109050810337,2.356198977679014,0.9712921190261841,9.823087196350098,2.321287887170911,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879103.9504616,1788879103.9504616,1788879103.9503546,0.8750221729278564,-1.5707918088883162,0.21975051966219783,0.5236,0.5236,0.23399999999999999,0.0,0.9662427115440368,0.8550221729278564,0.9864454865455627,0.8741558790206909,0.01745779812335968,2.356198977679014,0.9662427115440368,9.78596160888672,2.3387411795556545,2.0,0.0,0.0,0.0,670.0,11.0,0.0,0.0,0.0,0.0
1788879104.0016098,1788879104.0016098,1788879104.0011833,0.8813098073005676,-1.5707918088883162,0.2032712347629551,0.5236,0.5236,0.23399999999999999,0.0,0.9610218811035156,0.8613098073005676,0.9817240238189697,0.8796197175979614,4.505738615989685e-06,2.356198977679014,0.9610218811035156,9.748500328063965,2.356194471940398,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879104.0503857,1788879104.0503857,1788879104.0502694,0.8880473971366882,-1.5707918088883162,0.17930669287189507,0.5236,0.5236,0.23399999999999999,0.0,0.9556308197975159,0.8680473971366882,0.9771242737770081,0.8852512240409851,-0.021812109742313623,2.356198977679014,0.9556308197975159,9.964411239624024,2.378011087421328,2.0,0.0,0.0,0.0,671.0,10.0,0.0,0.0,0.0,0.0
1788879104.1022441,1788879104.1022441,1788879104.1021848,0.8952394127845764,-1.5707918088883162,0.16274623685159684,0.5236,0.5236,0.23399999999999999,0.0,0.9500719714164734,0.8752394127845764,0.9726449251174927,0.8910471796989441,-0.039265402127057314,2.356198977679014,0.9500719714164734,9.924144248962403,2.3954643798060715,2.0,0.0,0.0,0.0,671.0,10.0,0.0,0.0,0.0,0.0
1788879104.1514823,1788879104.1514823,1788879104.1514025,0.902895987033844,-1.5707918088883162,0.1462566979109915,0.4912971613644523,0.4912971613644523,0.23399999999999999,0.0,0.944343786239624,0.882895987033844,0.968280017375946,0.8970097899436951,-0.056718694511801004,2.356198977679014,0.944343786239624,9.882917861938477,2.412917672190815,2.0,0.0,0.0,0.0,671.0,10.0,0.0,0.0,0.0,0.0
1788879104.2014313,1788879104.2014313,1788879104.2013211,0.9110230803489685,-1.5707918088883162,0.12926814836747055,0.43694980075246975,0.43694980075246975,0.23399999999999999,0.0,0.938449125289917,0.8910230803489685,0.9640284776687622,0.9031360149383545,-0.0741719868965447,2.356198977679014,0.938449125289917,9.840932350158692,2.430370964575559,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879104.2512252,1788879104.2512252,1788879104.2511528,0.9196295142173767,-1.5707918088883162,0.11241197305925985,0.382887759878483,0.382887759878483,0.23399999999999999,0.0,0.9323900151252746,0.8996295142173767,0.9598888754844666,0.9094241261482239,-0.09162527928128839,2.356198977679014,0.9323900151252746,9.797805290222168,2.4478242569603026,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879104.300077,1788879104.300077,1788879104.2999806,0.9283007979393005,-1.5707918088883162,0.09466657647947548,0.32691945927756993,0.32691945927756993,0.26273988822483463,0.0,0.9264247822761535,0.9083007979393005,0.9559751749038696,0.9156169891357422,-0.10907857166603208,2.356198977679014,0.9264247822761535,9.817660789489747,2.4652775493450463,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879104.351778,1788879104.351778,1788879104.351677,0.9366605281829834,-1.5707918088883162,0.07582438024448156,0.2679224495309097,0.2679224495309097,0.30555666382401514,0.0,0.9207668709754944,0.9166605281829834,0.9523404240608215,0.9215112924575806,-0.12653186405077577,2.356198977679014,0.9207668709754944,9.946875076293946,2.48273084172979,2.0,0.0,0.0,0.0,671.0,10.0,0.0,0.0,0.0,0.0
1788879104.3999717,1788879104.3999717,1788879104.3999126,0.93544602394104,1.4006312196142972,0.0632991155566089,0.22216675370607686,0.22216675370607686,0.33876362412469596,0.0,0.91544602394104,0.9245881843566894,0.9489439725875854,0.9270688891410828,-0.13962183333933353,2.356198977679014,0.91544602394104,9.923700790405274,2.4958208110183477,2.0,0.0,0.0,0.0,671.0,10.0,0.0,0.0,0.0,0.0
1788879104.4512374,1788879104.4512374,1788879104.4511633,0.9301620721817017,1.3875412503257394,0.0491653632936394,0.17678043988957534,0.17678043988957534,0.37170250733758853,0.0,0.9101620721817016,0.9324800777435303,0.9455417990684509,0.9326074123382568,-0.1527118026278913,2.356198977679014,0.9101620721817016,9.965572814941407,2.5089107803069055,2.0,0.0,0.0,0.0,671.0,10.0,0.0,0.0,0.0,0.0
1788879104.5021687,1788879104.5021687,1788879104.5021105,0.9245200753211975,1.3788146041333675,0.042410498830407026,0.14803364934698435,0.14803364934698435,0.39256534233794105,0.0,0.9045200753211975,0.9408581066131592,0.9417948722839355,0.9385576844215393,-0.16143844882026315,2.356198977679014,0.9045200753211975,9.766829948425293,2.5176374264992774,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879104.5502708,1788879104.5502708,1788879104.5501657,0.9186000823974609,1.3657246348448098,0.027843502425292307,0.1067795402367501,0.1067795402367501,0.42250529929342046,0.0,0.8986000823974609,0.9495314168930054,0.937713086605072,0.9448177814483643,-0.17452841810882092,2.356198977679014,0.8986000823974609,9.881670455932618,2.530727395787835,2.0,0.0,0.0,0.0,671.0,10.0,0.0,0.0,0.0,0.0
1788879104.6015723,1788879104.6015723,1788879104.6014805,0.9121760725975037,1.3264547269791365,0.019198853138524315,0.0750392931013195,0.0750392931013195,0.4455406199799438,0.0,0.8921760725975036,0.9584581065177917,0.9332129955291748,0.9514173865318298,-0.18325506430119276,2.356198977679014,0.8921760725975036,9.789706687927247,2.539454041980207,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879104.6511025,1788879104.6511025,1788879104.6510193,0.9051399230957031,1.3177280807867646,0.010358043235769708,0.045713804778519995,0.045713804778519995,0.466823441910165,0.0,0.8851399230957031,0.9676735806465149,0.9282960891723633,0.9583672285079956,-0.1919817104935646,2.356198977679014,0.8851399230957031,9.743743400573731,2.548180688172579,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
1788879104.7001793,1788879104.7001793,1788879104.7001064,0.8981345891952515,1.3133647576905787,-0.00013058889231209675,0.013421622314776905,0.013421622314776905,0.490259326815097,0.0,0.8781345891952514,0.9764572191238403,0.9230893850326538,0.9652767777442932,-0.20070835668593645,2.356198977679014,0.8781345891952514,9.81594036102295,2.5569073343649507,2.0,0.0,0.0,0.0,671.0,10.0,0.0,0.0,0.0,0.0
1788879104.7499065,1788879104.7499065,1788879104.7498238,0.8911638259887695,1.3090014345943928,0.0027899620451495672,0.010276001675568103,0.010276001675568103,0.4925422447732699,0.0,0.8711638259887695,0.9848309564590454,0.9176064729690552,0.9721490740776062,-0.20507167978212237,2.356198977679014,0.8711638259887695,9.724105339050293,2.5612706574611366,2.0,0.0,0.0,0.0,670.0,11.0,0.0,0.0,0.0,0.0
1788879104.80045,1788879104.80045,1788879104.800291,0.8842502236366272,1.3046381114982069,-0.010080680279224215,-0.019497923322791808,-0.019497923322791808,0.48584948269163314,0.0,0.8642502236366272,0.9927140283584595,0.9118518233299255,0.9789559245109558,-0.2094350028783083,2.356198977679014,0.8642502236366272,9.738356094360352,2.5656339805573225,2.0,0.0,0.0,0.0,670.0,10.0,0.0,0.0,0.0,0.0
