bag_time,time,speed,steering
1788879103.5567012,1788879103.55664,0.23399999737739563,0.07999999821186066
1788879103.646695,1788879103.646645,0.23399999737739563,0.3684060871601105
1788879103.7012427,1788879103.7012053,0.23399999737739563,0.5235999822616577
1788879103.7499666,1788879103.7499144,0.23399999737739563,0.5235999822616577
1788879103.8001175,1788879103.8000531,0.23399999737739563,0.5235999822616577
1788879103.851733,1788879103.851698,0.23399999737739563,0.5235999822616577
1788879103.9001482,1788879103.9001155,0.23399999737739563,0.5235999822616577
1788879103.9504519,1788879103.9504004,0.23399999737739563,0.5235999822616577
1788879104.0016062,1788879104.00122,0.23399999737739563,0.5235999822616577
1788879104.050408,1788879104.0503447,0.23399999737739563,0.5235999822616577
1788879104.102237,1788879104.1022148,0.23399999737739563,0.5235999822616577
1788879104.1514983,1788879104.151453,0.23399999737739563,0.4912971556186676
1788879104.2014234,1788879104.201382,0.23399999737739563,0.43694978952407837
1788879104.2512195,1788879104.2511904,0.23399999737739563,0.38288775086402893
1788879104.300068,1788879104.3000228,0.262739896774292,0.32691946625709534
1788879104.3517952,1788879104.351754,0.30555665493011475,0.26792246103286743
1788879104.39999,1788879104.399948,0.33876362442970276,0.2221667468547821
1788879104.4512343,1788879104.4512033,0.37170252203941345,0.17678043246269226
1788879104.5021634,1788879104.5021415,0.3925653398036957,0.14803364872932434
1788879104.5502605,1788879104.5502176,0.42250528931617737,0.1067795380949974
1788879104.601564,1788879104.6015193,0.4455406069755554,0.07503928989171982
1788879104.651097,1788879104.6510541,0.46682342886924744,0.04571380466222763
1788879104.700173,1788879104.7001417,0.4902593195438385,0.013421622104942799
1788879104.749896,1788879104.7498627,0.49254223704338074,0.010276001878082752
1788879104.8004472,1788879104.8003256,0.4858494699001312,-0.01949792355298996
1788879104.8500342,1788879104.8499963,0.4678540825843811,-0.044293709099292755
1788879104.9021351,1788879104.9021032,0.46206191182136536,-0.05227470397949219
1788879104.9501085,1788879104.9500718,0.45767658948898315,-0.05831721052527428
1788879105.0011566,1788879105.001118,0.45270615816116333,-0.06516595184803009
1788879105.0507996,1788879105.0507488,0.4578631520271301,-0.05806012079119682
1788879105.1002862,1788879105.1002467,0.47770190238952637,-0.030724434182047844
1788879105.1504326,1788879105.1504052,0.48968806862831116,-0.014208762906491756
1788879105.1997159,1788879105.1996925,0.4767567813396454,-0.03202669322490692
1788879105.2500978,1788879105.2499304,0.4925857186317444,-0.010216095484793186
1788879105.3018858,1788879105.3018603,0.4955579936504364,-0.00612063379958272
1788879105.35105,1788879105.350989,0.48203766345977783,-0.024750225245952606
1788879105.4018776,1788879105.401838,0.47596606612205505,-0.033116213977336884
1788879105.4526472,1788879105.4526138,0.46179553866386414,-0.05264173075556755
1788879105.5010867,1788879105.5009983,0.4663386940956116,-0.046381719410419464
1788879105.550255,1788879105.5501208,0.46426868438720703,-0.049233999103307724
1788879105.6010685,1788879105.6010182,0.45935940742492676,-0.05599845200777054
1788879105.6515534,1788879105.65149,0.46572741866111755,-0.047224000096321106
1788879105.699926,1788879105.6998782,0.4633316993713379,-0.05052504688501358
1788879105.750071,1788879105.7499824,0.46990320086479187,-0.04147021472454071
1788879105.799846,1788879105.7998126,0.46780306100845337,-0.04436400532722473
1788879105.850184,1788879105.850149,0.4743345379829407,-0.0353643000125885
1788879105.9003806,1788879105.9003198,0.47311294078826904,-0.037047527730464935
1788879105.95011,1788879105.9500732,0.4804840087890625,-0.02689100243151188
1788879106.0016756,1788879106.0016217,0.4798901081085205,-0.02770933508872986
1788879106.0519202,1788879106.0518656,0.48763251304626465,-0.017041100189089775
1788879106.101103,1788879106.1009395,0.48797160387039185,-0.01657387614250183
1788879106.1508973,1788879106.150828,0.48563361167907715,-0.019795378670096397
