stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788160539.132617,80.237742,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788160539.218751,80.323877,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788160539.343782,80.448908,0.480679,-0.127558,0.026861,0.480682,-0.127658,0.026861,0.000100,0.000000,0.480682,-0.127658,0.026861,0.000100,0.000000,0.480682,-0.127658,0.026861,0.000100,0.000000,0.000814
1788160539.410857,80.515982,0.480679,-0.127558,0.026861,0.480682,-0.127658,0.026861,0.000100,0.000000,0.480682,-0.127658,0.026861,0.000100,0.000000,0.480682,-0.127658,0.026861,0.000100,0.000000,0.000000
1788160539.515515,80.620640,0.480679,-0.127558,0.026861,0.480682,-0.127658,0.026861,0.000100,0.000000,0.480682,-0.127658,0.026861,0.000100,0.000000,0.480682,-0.127658,0.026861,0.000100,0.000000,0.000000
1788160539.621362,80.726487,0.481279,-0.127542,0.026874,0.480682,-0.127658,0.026861,0.000608,0.000013,0.489558,-0.127420,0.026874,0.008280,0.000000,0.489558,-0.127420,0.026874,0.008280,0.000000,0.005695
1788160539.725999,80.831125,0.517266,-0.126577,0.031242,0.567206,-0.118935,0.031874,0.050522,0.000632,0.562923,-0.124343,0.031373,0.045712,0.000130,0.563672,-0.125265,0.031242,0.046425,0.000000,0.348319
1788160539.819270,80.924395,0.606510,-0.123284,0.041994,0.708113,-0.107261,0.042512,0.102859,0.000518,0.702020,-0.117612,0.042300,0.095679,0.000306,0.701819,-0.120204,0.041994,0.095359,0.000000,0.936972
1788160539.919192,81.024318,0.749275,-0.116355,0.056286,0.901489,-0.091817,0.056500,0.154179,0.000214,0.895936,-0.105958,0.056838,0.147029,0.000552,0.894955,-0.110706,0.056286,0.145790,0.000000,1.430528
1788160540.021879,81.127004,0.942704,-0.103666,0.074046,1.118703,-0.072306,0.073567,0.178771,0.000480,1.112518,-0.089366,0.074868,0.170415,0.000822,1.110743,-0.096624,0.074046,0.168186,0.000000,1.892489
1788160540.138082,81.243208,1.215915,-0.081736,0.084252,1.487915,-0.038884,0.083358,0.275355,0.000894,1.480210,-0.059899,0.085074,0.265196,0.000822,1.478459,-0.067459,0.084252,0.262932,0.000000,2.370879
1788160540.238549,81.343675,1.513808,-0.058844,0.066860,1.822334,-0.009543,0.064664,0.312440,0.002195,1.816483,-0.031441,0.068097,0.303912,0.001238,1.813938,-0.042063,0.066860,0.300598,0.000000,2.950140
1788160540.295516,81.400642,1.854660,-0.045003,0.007101,2.175713,0.006976,0.003736,0.325234,0.003365,2.173695,-0.012319,0.009031,0.320705,0.001930,2.170405,-0.028875,0.007101,0.316157,0.000000,5.988695
