time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.358627,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,nan,nan,nan,nan,nan
1.376493,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000
2.410285,0.717159,-0.119917,0.032674,0.617423,-0.123837,0.029781,0.099813,0.002893,0.617120,-0.123845,0.029781,0.100116,0.002893,0.617423,-0.123837,0.029781,0.099813,0.002893
3.496381,1.578019,-0.088233,0.025951,1.512278,-0.090314,0.026533,0.065774,0.000582,1.512224,-0.090315,0.026533,0.065828,0.000582,1.512278,-0.090314,0.026533,0.065774,0.000582
4.561697,2.460506,-0.094583,-0.041055,2.434175,-0.088706,-0.034744,0.026980,0.006310,2.434165,-0.088706,-0.034744,0.026989,0.006310,2.434175,-0.088706,-0.034744,0.026980,0.006310
5.637110,3.337530,-0.143395,-0.048696,3.284946,-0.133211,-0.047900,0.053561,0.000797,3.284944,-0.133211,-0.047900,0.053562,0.000797,3.284946,-0.133211,-0.047900,0.053561,0.000797
6.665730,4.161095,-0.175833,-0.040136,4.108533,-0.166128,-0.039845,0.053451,0.000291,4.108532,-0.166128,-0.039845,0.053451,0.000291,4.108533,-0.166128,-0.039845,0.053451,0.000291
7.750035,4.921702,-0.210660,-0.048357,4.952306,-0.203761,-0.047679,0.031372,0.000678,4.952306,-0.203761,-0.047679,0.031372,0.000678,5.053844,-0.208624,-0.048031,0.132158,0.000325
8.801085,5.893963,-0.259619,-0.053100,5.835129,-0.247473,-0.052277,0.060074,0.000823,5.835129,-0.247473,-0.052277,0.060074,0.000823,5.835129,-0.247473,-0.052277,0.060074,0.000823
9.884829,6.785569,-0.315042,-0.069399,6.752644,-0.302010,-0.068078,0.035410,0.001321,6.752644,-0.302010,-0.068078,0.035410,0.001321,6.752644,-0.302010,-0.068078,0.035410,0.001321
10.935032,7.641689,-0.390123,-0.104860,7.604621,-0.371540,-0.100961,0.041465,0.003899,7.604621,-0.371540,-0.100961,0.041465,0.003899,7.604621,-0.371540,-0.100961,0.041465,0.003899
11.967770,8.487091,-0.513209,-0.174853,8.465583,-0.486366,-0.169319,0.034397,0.005534,8.465583,-0.486366,-0.169319,0.034397,0.005534,8.465583,-0.486366,-0.169319,0.034397,0.005534
12.988890,9.288076,-0.707111,-0.288261,9.267807,-0.663464,-0.278273,0.048124,0.009988,9.267807,-0.663464,-0.278273,0.048124,0.009988,9.267807,-0.663464,-0.278273,0.048124,0.009988
