time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.843460,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000
1.940687,0.850968,-0.114729,0.041302,0.817121,-0.116394,0.040314,0.033888,0.000988,0.816168,-0.116423,0.040302,0.034841,0.001001,0.817121,-0.116394,0.040314,0.033888,0.000988
2.954539,1.973576,-0.081329,0.000949,1.958738,-0.080995,0.004138,0.014842,0.003189,1.958564,-0.081001,0.004136,0.015015,0.003188,1.958738,-0.080995,0.004138,0.014842,0.003189
4.002131,3.106185,-0.129890,-0.058704,3.091791,-0.125064,-0.057216,0.015181,0.001488,3.091764,-0.125065,-0.057216,0.015207,0.001489,3.091791,-0.125064,-0.057216,0.015181,0.001488
5.025720,4.223243,-0.173066,-0.037248,4.201907,-0.167335,-0.036507,0.022092,0.000741,4.201902,-0.167335,-0.036507,0.022098,0.000741,4.201907,-0.167335,-0.036507,0.022092,0.000741
6.031401,5.318439,-0.229133,-0.048385,5.323894,-0.223729,-0.049056,0.007678,0.000671,5.323893,-0.223729,-0.049056,0.007677,0.000671,5.323894,-0.223729,-0.049056,0.007678,0.000671
7.079495,6.487470,-0.289222,-0.065538,6.484484,-0.283126,-0.064579,0.006788,0.000959,6.484483,-0.283126,-0.064579,0.006788,0.000959,6.484484,-0.283126,-0.064579,0.006788,0.000959
8.134375,7.609508,-0.380082,-0.102420,7.607656,-0.371674,-0.098649,0.008609,0.003770,7.607656,-0.371674,-0.098649,0.008609,0.003770,7.607656,-0.371674,-0.098649,0.008609,0.003770
9.171150,8.729370,-0.550229,-0.206817,8.757373,-0.540193,-0.199847,0.029747,0.006970,8.757373,-0.540193,-0.199847,0.029747,0.006970,8.757373,-0.540193,-0.199847,0.029747,0.006970
10.223286,9.793401,-0.876628,-0.420478,9.826987,-0.857519,-0.401796,0.038642,0.018682,9.826987,-0.857519,-0.401796,0.038642,0.018682,9.826987,-0.857519,-0.401796,0.038642,0.018682
11.272035,10.617694,-1.492157,-0.966201,10.664941,-1.445095,-0.915535,0.066686,0.050666,10.664941,-1.445095,-0.915535,0.066686,0.050666,10.664941,-1.445095,-0.915535,0.066686,0.050666
12.360123,10.695033,-2.473836,-1.984901,10.816945,-2.449287,-1.913787,0.124359,0.071114,10.816945,-2.449287,-1.913787,0.124359,0.071114,10.816945,-2.449287,-1.913787,0.124359,0.071114
13.408854,10.015529,-3.255129,-2.541544,10.186925,-3.283184,-2.482825,0.173676,0.058719,10.186925,-3.283184,-2.482825,0.173676,0.058719,10.186925,-3.283184,-2.482825,0.173676,0.058719
14.457818,9.076874,-3.433551,2.876488,9.238083,-3.534949,2.946581,0.190446,0.070093,9.238083,-3.534949,2.946581,0.190446,0.070093,9.238083,-3.534949,2.946581,0.190446,0.070093
15.464268,8.899627,-3.374480,2.788952,9.033447,-3.479086,2.809735,0.169854,0.020783,9.038438,-3.481058,2.816127,0.175006,0.027175,9.033447,-3.479086,2.809735,0.169854,0.020783
16.495896,8.659951,-3.281571,2.761079,8.811219,-3.397033,2.772279,0.190299,0.011200,8.794024,-3.390489,2.770900,0.172739,0.009822,8.793130,-3.390010,2.770304,0.171743,0.009225
17.544418,8.399120,-3.175723,2.752431,8.542461,-3.290161,2.756938,0.183419,0.004507,8.543574,-3.290643,2.757047,0.184590,0.004616,8.542461,-3.290161,2.756938,0.183419,0.004507
18.551514,7.865812,-2.951237,2.732410,8.016586,-3.071143,2.736338,0.192640,0.003928,8.016792,-3.071237,2.736347,0.192860,0.003937,8.016586,-3.071143,2.736338,0.192640,0.003928
19.628699,6.768095,-2.457880,2.740763,6.924382,-2.583833,2.739290,0.200723,0.001473,6.924426,-2.583853,2.739291,0.200770,0.001472,6.924382,-2.583833,2.739290,0.200723,0.001473
20.678975,5.746175,-2.149959,3.010408,5.900055,-2.263464,2.992065,0.191213,0.018343,5.900062,-2.263467,2.992065,0.191220,0.018343,5.900055,-2.263464,2.992065,0.191213,0.018343
21.767635,4.617107,-2.293172,-2.882171,4.760187,-2.372549,-2.896835,0.163623,0.014664,4.760189,-2.372549,-2.896835,0.163625,0.014664,4.760187,-2.372549,-2.896835,0.163623,0.014664
22.817075,3.495094,-2.550236,-2.896924,3.628139,-2.621516,-2.906537,0.150936,0.009612,3.628139,-2.621516,-2.906537,0.150936,0.009612,3.628139,-2.621516,-2.906537,0.150936,0.009612
23.824489,2.437088,-2.855202,-2.885728,2.558534,-2.922062,-2.885666,0.138634,0.000062,2.558534,-2.922062,-2.885666,0.138634,0.000062,2.558534,-2.922062,-2.885666,0.138634,0.000062
24.869419,1.417515,-3.090013,-2.919100,1.528465,-3.159773,-2.919142,0.131058,0.000042,1.530168,-3.160865,-2.920435,0.133081,0.001334,1.528465,-3.159773,-2.919142,0.131058,0.000042
25.934478,0.238021,-3.266489,-3.128999,0.348262,-3.345825,-3.112357,0.135820,0.016642,0.348542,-3.345879,-3.112505,0.136080,0.016494,0.348262,-3.345825,-3.112357,0.135820,0.016642
26.986748,-0.789830,-3.088074,2.775362,-0.709870,-3.186953,2.785328,0.127164,0.009965,-0.709822,-3.186952,2.785316,0.127194,0.009954,-0.709870,-3.186953,2.785328,0.127164,0.009965
28.003889,-1.618748,-2.479172,2.179357,-1.570996,-2.595422,2.229376,0.125676,0.050019,-1.570986,-2.595422,2.229376,0.125679,0.050019,-1.570996,-2.595422,2.229376,0.125676,0.050019
29.071254,-1.842763,-1.474215,1.412208,-1.849044,-1.585819,1.472241,0.111781,0.060033,-1.849042,-1.585819,1.472241,0.111781,0.060033,-1.849044,-1.585819,1.472241,0.111781,0.060033
30.125437,-1.293806,-0.692921,0.487647,-1.354766,-0.763219,0.567320,0.093048,0.079673,-1.354766,-0.763219,0.567320,0.093048,0.079673,-1.354766,-0.763219,0.567320,0.093048,0.079673
31.125896,-0.240963,-0.340876,0.329363,-0.319108,-0.346806,0.363189,0.078369,0.033827,-0.332993,-0.352253,0.362417,0.092730,0.033055,-0.319108,-0.346806,0.363189,0.078369,0.033827
32.175393,0.820746,-0.144150,-0.014621,0.758075,-0.107117,0.022294,0.072795,0.036915,0.766934,-0.100319,0.014092,0.069404,0.028712,0.758075,-0.107117,0.022294,0.072795,0.036915
33.198629,1.952202,-0.149726,0.054142,1.879833,-0.070305,0.031940,0.107448,0.022202,1.908255,-0.081351,0.036601,0.081281,0.017542,1.906577,-0.093531,0.059715,0.072384,0.005572
34.212072,3.074696,-0.179252,-0.092149,2.963297,-0.119968,-0.121493,0.126192,0.029344,2.994634,-0.120264,-0.116324,0.099447,0.024175,3.007747,-0.114468,-0.097186,0.093162,0.005038
35.246981,4.211591,-0.193686,-0.021842,4.154987,-0.138415,-0.023383,0.079114,0.001541,4.146817,-0.147141,-0.029563,0.079763,0.007721,4.154987,-0.138415,-0.023383,0.079114,0.001541
36.297553,5.382909,-0.283125,-0.053957,5.327769,-0.228033,-0.061710,0.077946,0.007753,5.326481,-0.229417,-0.061840,0.077902,0.007883,5.327769,-0.228033,-0.061710,0.077946,0.007753
37.312517,6.511950,-0.325479,-0.073270,6.467293,-0.275181,-0.073164,0.067262,0.000105,6.467031,-0.275422,-0.073121,0.067257,0.000148,6.467293,-0.275181,-0.073164,0.067262,0.000105
38.399054,7.689041,-0.428768,-0.086440,7.641125,-0.378037,-0.084895,0.069783,0.001545,7.641079,-0.378068,-0.084882,0.069792,0.001558,7.641125,-0.378037,-0.084895,0.069783,0.001545
39.425969,8.826024,-0.603157,-0.224655,8.795260,-0.547480,-0.216553,0.063612,0.008103,8.795251,-0.547484,-0.216550,0.063612,0.008105,8.795260,-0.547480,-0.216553,0.063612,0.008103
40.449608,9.831329,-0.918226,-0.414101,9.827999,-0.858806,-0.396953,0.059514,0.017148,9.827997,-0.858807,-0.396952,0.059513,0.017148,9.827999,-0.858806,-0.396953,0.059514,0.017148
41.461034,10.659095,-1.532661,-0.969108,10.672086,-1.450035,-0.918380,0.083642,0.050728,10.672086,-1.450035,-0.918380,0.083642,0.050728,10.672086,-1.450035,-0.918380,0.083642,0.050728
42.498916,10.741416,-2.461389,-1.952232,10.829800,-2.394093,-1.881453,0.111088,0.070779,10.829800,-2.394093,-1.881453,0.111088,0.070779,10.829800,-2.394093,-1.881453,0.111088,0.070779
43.500198,10.124536,-3.250206,-2.462930,10.257033,-3.228104,-2.407300,0.134328,0.055630,10.257033,-3.228104,-2.407300,0.134328,0.055630,10.257033,-3.228104,-2.407300,0.134328,0.055630
44.584784,9.179465,-3.491522,2.908825,9.304805,-3.544960,2.979908,0.136257,0.071082,9.304805,-3.544960,2.979908,0.136257,0.071082,9.304805,-3.544960,2.979908,0.136257,0.071082
