time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
2.512832,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
2.615178,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
2.722810,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
2.840246,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
2.900518,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
2.995325,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
3.106741,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
3.178859,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
3.283816,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
3.399768,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
3.481971,0.785184,-0.071812,0.029517,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.785184,-0.071812,0.029517,0.000000,0.000000,0.000000
3.578233,0.785684,-0.071797,0.029525,0.785184,-0.071812,0.029517,0.000500,0.000009,0.791322,-0.071631,0.029525,0.005640,0.000001,0.791868,-0.071615,0.029525,0.006187,0.000000,0.005105
3.683043,0.819469,-0.070802,0.024266,0.855567,-0.069887,0.024253,0.036109,0.000012,0.855039,-0.069917,0.024265,0.035581,0.000001,0.855586,-0.069900,0.024266,0.036128,0.000000,0.326861
3.778387,0.906964,-0.069324,0.010938,0.960895,-0.068015,0.010914,0.053947,0.000024,0.960461,-0.068060,0.010936,0.053512,0.000002,0.960967,-0.068045,0.010938,0.054018,0.000000,0.906318
3.878250,1.044819,-0.069163,-0.009418,1.123802,-0.067880,-0.009447,0.078993,0.000030,1.123443,-0.067930,-0.009424,0.078634,0.000006,1.123891,-0.067921,-0.009418,0.079082,0.000000,1.377289
3.984787,1.234317,-0.073082,-0.031453,1.334089,-0.072178,-0.031488,0.099776,0.000035,1.333745,-0.072227,-0.031461,0.099432,0.000008,1.334169,-0.072219,-0.031453,0.099856,0.000000,1.779050
4.098152,1.522787,-0.084790,-0.047566,1.644612,-0.084456,-0.047625,0.121825,0.000059,1.644274,-0.084503,-0.047578,0.121488,0.000012,1.644676,-0.084494,-0.047566,0.121889,0.000000,2.589432
4.200566,1.805292,-0.097774,-0.042285,1.938535,-0.097675,-0.042359,0.133243,0.000074,1.938217,-0.097721,-0.042302,0.132925,0.000017,1.938598,-0.097707,-0.042285,0.133306,0.000000,2.712420
4.300640,2.120142,-0.108404,-0.024186,2.262417,-0.108447,-0.024310,0.142276,0.000124,2.262166,-0.108497,-0.024202,0.142025,0.000017,2.262548,-0.108478,-0.024186,0.142406,0.000000,3.193141
4.395558,2.431222,-0.113343,-0.008251,2.589494,-0.113767,-0.008422,0.158273,0.000171,2.589242,-0.113824,-0.008286,0.158021,0.000035,2.589595,-0.113782,-0.008251,0.158373,0.000000,3.238161
4.497367,2.773836,-0.115552,-0.005689,2.937385,-0.116234,-0.005914,0.163551,0.000225,2.937169,-0.116277,-0.005738,0.163335,0.000049,2.937510,-0.116207,-0.005689,0.163676,0.000000,3.375177
4.555527,3.123208,-0.119662,-0.019623,3.289479,-0.120758,-0.019925,0.166274,0.000302,3.289266,-0.120751,-0.019673,0.166062,0.000049,3.289607,-0.120664,-0.019623,0.166402,0.000000,6.043452
4.662420,3.351872,-0.125229,-0.029250,3.519433,-0.126457,-0.029635,0.167566,0.000385,3.519310,-0.126416,-0.029317,0.167442,0.000068,3.519641,-0.126286,-0.029250,0.167772,0.000000,2.122390
4.763797,3.701883,-0.137424,-0.039805,3.871367,-0.138787,-0.040284,0.169489,0.000480,3.871327,-0.138700,-0.039926,0.169449,0.000122,3.871653,-0.138445,-0.039805,0.169773,0.000000,3.482436
