stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788155178.592137,0.531709,0.479592,-0.122333,0.027045,0.479592,-0.122333,0.027045,0.000000,0.000000,0.479845,-0.123561,0.027003,0.001254,0.000042,0.479592,-0.122333,0.027045,0.000000,0.000000,0.000000
1788155178.688980,0.628552,0.479592,-0.122333,0.027045,0.479592,-0.122333,0.027045,0.000000,0.000000,0.479691,-0.122812,0.027029,0.000489,0.000016,0.479592,-0.122333,0.027045,0.000000,0.000000,0.000000
1788155178.794391,0.733963,0.479592,-0.122333,0.027045,0.479592,-0.122333,0.027045,0.000000,0.000000,0.479667,-0.122697,0.027033,0.000372,0.000012,0.479592,-0.122333,0.027045,0.000000,0.000000,0.000000
1788155178.880036,0.819608,0.479592,-0.122333,0.027045,0.479592,-0.122333,0.027045,0.000000,0.000000,0.479667,-0.122697,0.027033,0.000372,0.000012,0.479592,-0.122333,0.027045,0.000000,0.000000,0.000000
1788155178.975134,0.914706,0.479592,-0.122333,0.027045,0.479592,-0.122333,0.027045,0.000000,0.000000,0.479642,-0.122576,0.027037,0.000249,0.000008,0.479592,-0.122333,0.027045,0.000000,0.000000,0.000000
1788155179.080519,1.020092,0.479792,-0.122327,0.027049,0.479592,-0.122333,0.027045,0.000200,0.000004,0.482303,-0.122468,0.027042,0.002516,0.000007,0.482729,-0.122248,0.027049,0.002939,0.000000,0.001926
1788155179.185217,1.124789,0.510280,-0.121504,0.027166,0.535824,-0.116908,0.028014,0.025954,0.000847,0.532463,-0.121108,0.027159,0.022186,0.000007,0.532889,-0.120888,0.027166,0.022617,0.000000,0.287417
1788155179.258928,1.198500,0.604046,-0.118973,0.027231,0.692768,-0.108369,0.027903,0.089353,0.000672,0.687992,-0.115311,0.027515,0.084026,0.000285,0.687296,-0.116687,0.027231,0.083281,0.000000,1.312395
1788155179.361771,1.301343,0.701108,-0.116253,0.027822,0.830179,-0.101145,0.028436,0.129952,0.000615,0.825734,-0.110259,0.028284,0.124770,0.000462,0.824463,-0.112910,0.027822,0.123400,0.000000,0.925279
1788155179.412742,1.352314,0.870944,-0.111568,0.028687,1.061720,-0.091128,0.028705,0.191868,0.000018,1.056744,-0.102230,0.029337,0.186035,0.000650,1.054890,-0.106398,0.028687,0.184019,0.000000,3.314276
1788155179.510115,1.449687,0.986393,-0.108151,0.029542,1.209239,-0.083832,0.028988,0.224168,0.000554,1.203727,-0.096364,0.030336,0.217653,0.000795,1.201260,-0.102136,0.029542,0.214950,0.000000,1.195992
1788155179.608846,1.548418,1.275561,-0.099344,0.030386,1.526619,-0.071588,0.028779,0.252588,0.001607,1.522103,-0.084983,0.031314,0.246959,0.000928,1.519162,-0.092607,0.030386,0.243694,0.000000,2.906081
1788155179.690938,1.630510,1.551758,-0.091788,0.023867,1.819788,-0.061241,0.021032,0.269765,0.002835,1.818374,-0.076669,0.024795,0.267045,0.000928,1.815441,-0.084568,0.023867,0.263782,0.000000,3.369306
1788155179.794314,1.733886,1.841225,-0.086675,0.007911,2.131907,-0.054514,0.004286,0.292455,0.003626,2.129841,-0.068242,0.008946,0.289204,0.001034,2.126585,-0.079624,0.007911,0.285447,0.000000,2.809776
1788155179.911129,1.850701,2.228673,-0.090621,-0.031714,2.535703,-0.058173,-0.036386,0.308740,0.004672,2.533359,-0.071130,-0.030724,0.305309,0.000990,2.529872,-0.084424,-0.031714,0.301263,0.000000,3.309508
1788155180.024663,1.964236,2.629234,-0.113419,-0.085057,2.943954,-0.081756,-0.091479,0.316309,0.006421,2.947144,-0.093687,-0.084297,0.318522,0.000761,2.943949,-0.108627,-0.085057,0.314752,0.000000,3.527331
1788155180.128633,2.068205,2.973569,-0.150841,-0.132884,3.294378,-0.120965,-0.141363,0.322197,0.008479,3.301952,-0.131528,-0.132616,0.328950,0.000269,3.299470,-0.147523,-0.132884,0.325917,0.000000,3.357494
1788155180.224514,2.164086,3.316375,-0.202009,-0.162111,3.644652,-0.175689,-0.172500,0.329331,0.010389,3.654730,-0.183857,-0.162607,0.338841,0.000496,3.653231,-0.200083,-0.162111,0.336862,0.000000,3.604330
1788155180.333318,2.272890,3.658762,-0.256189,-0.148258,3.992794,-0.234898,-0.160821,0.334710,0.012563,4.006734,-0.239998,-0.149859,0.348349,0.001600,4.006670,-0.255376,-0.148258,0.347910,0.000000,3.179199
1788155180.443501,2.383073,4.064266,-0.302763,-0.071431,4.405799,-0.287699,-0.086441,0.341865,0.015010,4.424176,-0.288713,-0.074519,0.360184,0.003088,4.426066,-0.301631,-0.071431,0.361801,0.000000,3.719584
1788155180.544901,2.484473,4.422195,-0.310107,0.038563,4.768188,-0.300259,0.021791,0.346133,0.016771,4.792727,-0.295908,0.035475,0.370804,0.003088,4.794638,-0.307688,0.038563,0.372451,0.000000,3.505851
1788155180.644006,2.583578,4.750333,-0.281141,0.142828,5.087912,-0.277002,0.123965,0.337605,0.018863,5.121345,-0.269832,0.138092,0.371184,0.004737,5.125332,-0.277613,0.142828,0.375016,0.000000,3.324875
1788155180.742496,2.682069,5.032393,-0.231411,0.206201,5.348113,-0.236648,0.184474,0.315763,0.021727,5.388850,-0.226853,0.199703,0.356486,0.006498,5.395403,-0.229998,0.206201,0.363013,0.000000,2.906776
1788155180.841163,2.780735,5.289606,-0.176550,0.208953,5.593354,-0.189342,0.185370,0.304017,0.023583,5.644983,-0.177681,0.200568,0.355378,0.008385,5.654448,-0.175440,0.208953,0.364844,0.000000,2.679846
1788155180.943514,2.883086,5.566329,-0.125464,0.144711,5.880622,-0.144857,0.120738,0.314891,0.023973,5.934930,-0.134085,0.132754,0.368703,0.011957,5.952675,-0.122147,0.144711,0.386360,0.000000,2.735487
1788155181.047791,2.987363,5.875608,-0.098308,0.014942,6.211792,-0.126467,-0.008485,0.337361,0.023427,6.272991,-0.114135,0.001434,0.397698,0.013508,6.295698,-0.094707,0.014942,0.420105,0.000000,2.986899
1788155181.112243,3.051816,6.181826,-0.117051,-0.148132,6.501749,-0.154399,-0.172901,0.322096,0.024769,6.567491,-0.141667,-0.163217,0.386450,0.015085,6.596023,-0.114736,-0.148132,0.414203,0.000000,4.846180
1788155181.215815,3.155387,6.349871,-0.149828,-0.240600,6.644541,-0.190360,-0.265363,0.297444,0.024763,6.720882,-0.178582,-0.257113,0.372123,0.016513,6.756426,-0.146312,-0.240600,0.406570,0.000000,1.630091
1788155181.329937,3.269509,6.612673,-0.235267,-0.386381,6.895880,-0.286377,-0.412403,0.287782,0.026022,6.981417,-0.273764,-0.404649,0.370748,0.018268,7.025968,-0.233692,-0.386381,0.413298,0.000000,2.425981
1788155181.446674,3.386246,6.857704,-0.340593,-0.414707,7.136133,-0.400123,-0.442653,0.284722,0.027947,7.228994,-0.383972,-0.432975,0.373815,0.018268,7.275517,-0.339360,-0.414707,0.417815,0.000000,2.283700
1788155181.562189,3.501761,7.120440,-0.453244,-0.387933,7.404922,-0.531285,-0.418205,0.294992,0.030272,7.496282,-0.519094,-0.410750,0.381567,0.022817,7.561797,-0.460843,-0.387933,0.441422,0.000000,2.476281
1788155181.677217,3.616790,7.432712,-0.559156,-0.246869,7.744961,-0.662171,-0.279344,0.328804,0.032474,7.845120,-0.650859,-0.272503,0.422481,0.025634,7.923273,-0.579590,-0.246869,0.490987,0.000000,2.860890
1788155181.778291,3.717863,7.734452,-0.608431,-0.059820,8.040789,-0.722092,-0.095890,0.326744,0.036071,8.149714,-0.712723,-0.088305,0.428159,0.028485,8.239812,-0.628514,-0.059820,0.505760,0.000000,3.023795
1788155181.827912,3.767484,7.991155,-0.601401,0.129703,8.224070,-0.721098,0.090212,0.261871,0.039490,8.346065,-0.715350,0.098752,0.372754,0.030951,8.447080,-0.621269,0.129703,0.456358,0.000000,5.188430
1788155181.930622,3.870194,8.106176,-0.582090,0.203667,8.280246,-0.710715,0.161377,0.216437,0.042290,8.421421,-0.705058,0.172716,0.338379,0.030951,8.522081,-0.608650,0.203667,0.416753,0.000000,1.138108
1788155182.031036,3.970608,8.272149,-0.538095,0.310616,8.396864,-0.679361,0.266186,0.188441,0.044430,8.543700,-0.677463,0.277539,0.305226,0.033077,8.654786,-0.573754,0.310616,0.384294,0.000000,1.706770
1788155182.112753,4.052325,8.382389,-0.501007,0.309807,8.404494,-0.670065,0.265244,0.170498,0.044563,8.540454,-0.674708,0.273697,0.234855,0.036110,8.674667,-0.567381,0.309807,0.299721,0.000000,1.441772
1788155182.210634,4.150206,8.427621,-0.486781,0.289604,8.404494,-0.670065,0.265244,0.184738,0.024360,8.531315,-0.673889,0.254532,0.213920,0.035071,8.676164,-0.566918,0.289604,0.261143,0.000000,0.479087
1788155182.313384,4.252956,8.440322,-0.482937,0.280018,8.404494,-0.670065,0.265244,0.190528,0.014774,8.532517,-0.670474,0.246951,0.208974,0.033066,8.688018,-0.563448,0.280018,0.260452,0.000000,0.130759
1788155182.409695,4.349267,8.475274,-0.473290,0.252680,8.459326,-0.650859,0.208860,0.178284,0.043820,8.574984,-0.658047,0.218432,0.209945,0.034249,8.739833,-0.549311,0.252680,0.275264,0.000000,0.371272
1788155182.517331,4.456903,8.551328,-0.455731,0.198697,8.537519,-0.630991,0.155136,0.175803,0.043561,8.653380,-0.640554,0.163540,0.211125,0.035156,8.827431,-0.529198,0.198697,0.285710,0.000000,0.730304
1788155182.572897,4.512469,8.618234,-0.443922,0.152240,8.603775,-0.617492,0.107809,0.174172,0.044430,8.718784,-0.629336,0.116309,0.210924,0.035931,8.901837,-0.516007,0.152240,0.292621,0.000000,1.209137
1788155182.684235,4.623807,8.766877,-0.428705,0.049032,8.764249,-0.604361,0.004377,0.175676,0.044655,8.879581,-0.617470,0.012463,0.219851,0.036569,9.071707,-0.498854,0.049032,0.312797,0.000000,1.347700
1788155182.761286,4.700858,8.961133,-0.431864,-0.083871,8.967608,-0.614151,-0.128428,0.182402,0.044557,9.085529,-0.628212,-0.120963,0.232436,0.037092,9.287595,-0.502615,-0.083871,0.334041,0.000000,2.503530
1788155182.864390,4.803962,9.120475,-0.453472,-0.188703,9.130561,-0.642447,-0.232664,0.189244,0.043961,9.252686,-0.658160,-0.226280,0.243675,0.037577,9.465875,-0.527064,-0.188703,0.353154,0.000000,1.565976
1788155182.919862,4.859434,9.342735,-0.511995,-0.326571,9.350831,-0.711148,-0.370385,0.199318,0.043814,9.477934,-0.728695,-0.364748,0.255416,0.038177,9.703855,-0.589770,-0.326571,0.369400,0.000000,4.176316
