stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788155524.717309,0.374856,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788155524.820716,0.478264,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788155524.931768,0.589315,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788155525.034976,0.692523,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788155525.142255,0.799802,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788155525.196590,0.854137,0.480963,-0.127686,0.027037,0.480682,-0.127658,0.026861,0.000283,0.000176,0.486559,-0.127500,0.027037,0.005599,0.000000,0.486559,-0.127500,0.027037,0.005599,0.000000,0.005159
1788155525.300786,0.958333,0.493500,-0.127347,0.027137,0.532643,-0.124786,0.031377,0.039226,0.004240,0.531248,-0.126290,0.027108,0.037762,0.000029,0.532117,-0.126265,0.027137,0.038632,0.000000,0.120152
1788155525.407638,1.065185,0.556623,-0.125557,0.028828,0.665140,-0.119825,0.038858,0.108668,0.010030,0.664480,-0.122255,0.029456,0.107908,0.000628,0.665165,-0.122541,0.028828,0.108584,0.000000,0.593629
1788155525.519942,1.177490,0.698072,-0.121259,0.032760,0.863728,-0.111746,0.048559,0.165928,0.015799,0.862336,-0.115274,0.034777,0.164373,0.002017,0.862957,-0.116449,0.032760,0.164955,0.000000,1.255167
1788155525.617681,1.275228,0.879087,-0.114858,0.037795,1.091834,-0.100465,0.061135,0.213234,0.023340,1.089007,-0.105441,0.041801,0.210131,0.004005,1.089517,-0.108453,0.037795,0.210528,0.000000,1.852490
1788155525.718692,1.376239,1.125387,-0.104889,0.042690,1.386788,-0.081520,0.079175,0.262444,0.036485,1.382597,-0.090060,0.049396,0.257637,0.006706,1.382921,-0.096639,0.042690,0.257666,0.000000,2.440555
1788155525.821292,1.478839,1.428095,-0.092046,0.040161,1.719826,-0.052344,0.097355,0.294420,0.057195,1.716702,-0.069497,0.050946,0.289487,0.010785,1.716849,-0.082798,0.040161,0.288902,0.000000,2.954982
1788155525.919695,1.577242,1.757165,-0.081353,0.023306,2.059953,-0.011161,0.105117,0.310817,0.081811,2.062284,-0.046400,0.040438,0.307114,0.017132,2.062559,-0.071824,0.023306,0.305542,0.000000,3.346181
1788155526.021321,1.678868,1.093329,-0.125415,0.059939,2.404510,0.020460,0.147344,1.319271,0.087405,2.412752,-0.011400,0.086133,1.324340,0.026194,2.414112,-0.057183,0.059939,1.322545,0.000000,6.562469
1788155526.122199,1.779747,1.160880,-0.121926,0.045842,2.751197,0.056812,0.140220,1.600329,0.094378,2.764612,0.030620,0.080388,1.610970,0.034546,2.768024,-0.038447,0.045842,1.609311,0.000000,0.668586
1788155526.202025,1.859572,1.282236,-0.118223,0.013849,3.103703,0.087318,0.117950,1.833028,0.104101,3.116370,0.066719,0.056177,1.843435,0.042328,3.122274,-0.027871,0.013849,1.842255,0.000000,1.524817
