time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.684522,0.785249,-0.071747,0.029530,0.785252,-0.071847,0.029530,0.000100,0.000000,0.783927,-0.055840,0.030473,0.015963,0.000942,0.785252,-0.071847,0.029530,0.000100,0.000000
1.771565,1.619417,-0.099076,-0.067387,2.054233,-0.095385,-0.054787,0.434832,0.012599,2.054739,-0.093660,-0.052751,0.435356,0.014635,2.054989,-0.092755,-0.052013,0.435618,0.015374
2.872191,5.391215,-0.226675,0.021484,5.917274,-0.272072,-0.001684,0.528014,0.023169,5.924776,-0.261107,0.003200,0.534670,0.018284,5.927546,-0.236299,0.009800,0.536417,0.011684
3.921215,8.123477,-0.585510,-0.151815,8.685556,-0.629563,-0.185750,0.563803,0.033934,8.702149,-0.598413,-0.174248,0.578815,0.022433,8.719276,-0.499089,-0.150420,0.602034,0.001395
4.952004,9.406244,-0.881035,-0.344622,9.978212,-0.980793,-0.362346,0.580603,0.017725,9.991024,-0.958742,-0.359490,0.589921,0.014869,10.030938,-0.782447,-0.321223,0.632426,0.023399
6.037774,10.096488,-1.364403,-0.896232,10.674426,-1.473501,-0.879995,0.588145,0.016237,10.683386,-1.460941,-0.882108,0.594785,0.014124,10.750706,-1.240848,-0.841323,0.665783,0.054908
7.491822,0.419693,0.007253,0.004493,0.419593,0.007253,0.004514,0.000100,0.000021,0.419593,0.007253,0.004521,0.000100,0.000028,0.419593,0.007253,0.004521,0.000100,0.000028
8.495635,0.419693,0.007253,0.004467,0.419593,0.007253,0.004514,0.000100,0.000046,0.419593,0.007253,0.004523,0.000100,0.000056,0.419593,0.007253,0.004545,0.000100,0.000077
9.527337,0.419693,0.007253,0.004467,0.419593,0.007253,0.004514,0.000100,0.000046,0.419593,0.007253,0.004520,0.000100,0.000052,0.419593,0.007253,0.004553,0.000100,0.000085
10.541278,0.419693,0.007253,0.004467,0.419593,0.007253,0.004514,0.000100,0.000046,0.419593,0.007253,0.004517,0.000100,0.000049,0.419593,0.007253,0.004556,0.000100,0.000088
11.629418,0.419693,0.007253,0.004467,0.419593,0.007253,0.004514,0.000100,0.000046,0.419593,0.007253,0.004515,0.000100,0.000048,0.419593,0.007253,0.004557,0.000100,0.000090
12.681042,0.419693,0.007253,0.004467,0.419593,0.007253,0.004514,0.000100,0.000046,0.419593,0.007253,0.004514,0.000100,0.000047,0.419593,0.007253,0.004558,0.000100,0.000090
