time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
0.602886,0.785032,-0.071747,0.029479,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.000000
0.707165,0.785032,-0.071747,0.029479,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.000000
0.805749,0.785032,-0.071747,0.029479,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.000000
0.907248,0.785032,-0.071747,0.029479,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.000000
1.008209,0.785032,-0.071747,0.029479,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.785032,-0.071747,0.029479,0.000000,0.000000,0.000000
1.125563,0.785832,-0.071723,0.029214,0.785032,-0.071747,0.029479,0.000800,0.000265,0.792922,-0.071515,0.029214,0.007093,0.000000,0.792922,-0.071515,0.029214,0.007093,0.000000,0.006783
1.237949,0.830215,-0.070517,0.022522,0.862441,-0.069690,0.022507,0.032236,0.000016,0.861274,-0.069743,0.022564,0.031069,0.000042,0.862458,-0.069716,0.022522,0.032252,0.000000,0.394915
1.341583,0.921614,-0.069127,0.008329,0.862441,-0.069690,0.022507,0.059176,0.014177,0.961515,-0.067855,0.011160,0.039921,0.002831,0.981437,-0.067880,0.008329,0.059835,0.000000,0.881750
1.458530,1.092008,-0.069815,-0.016099,1.189740,-0.068645,-0.016128,0.097739,0.000029,1.172958,-0.068292,-0.013840,0.080965,0.002259,1.189817,-0.068690,-0.016099,0.097815,0.000000,1.456963
1.570964,1.332807,-0.076434,-0.037921,1.468264,-0.076155,-0.037963,0.135458,0.000042,1.454019,-0.075497,-0.036127,0.121215,0.001794,1.468346,-0.076215,-0.037921,0.135539,0.000000,2.150546
1.673746,1.597463,-0.088053,-0.047608,1.762721,-0.088746,-0.047671,0.165259,0.000063,1.750555,-0.087914,-0.046189,0.153091,0.001419,1.762790,-0.088814,-0.047608,0.165328,0.000000,2.591681
1.787457,1.898798,-0.101794,-0.041723,2.090661,-0.103402,-0.041817,0.191870,0.000094,2.078506,-0.102106,-0.040304,0.179708,0.001419,2.090721,-0.103471,-0.041723,0.191930,0.000000,2.659564
1.850258,2.101305,-0.109239,-0.030307,2.309731,-0.111294,-0.030421,0.208436,0.000114,2.299357,-0.110124,-0.029205,0.198054,0.001102,2.309817,-0.111365,-0.030307,0.208523,0.000000,3.165603
1.958466,2.514229,-0.117595,-0.010606,2.743792,-0.120187,-0.010784,0.229577,0.000178,2.736105,-0.119278,-0.009971,0.221882,0.000635,2.743953,-0.120248,-0.010606,0.229739,0.000000,3.830922
2.078312,2.915532,-0.121991,-0.012685,3.161245,-0.125082,-0.012937,0.245732,0.000251,3.154593,-0.124218,-0.012259,0.239071,0.000426,3.161378,-0.125109,-0.012685,0.245866,0.000000,3.336104
2.190971,3.324632,-0.129559,-0.025205,3.586075,-0.133239,-0.025537,0.261469,0.000332,3.580383,-0.132421,-0.024966,0.255767,0.000239,3.586257,-0.133159,-0.025205,0.261650,0.000000,3.644418
2.292924,3.667787,-0.139968,-0.036621,3.942224,-0.144404,-0.037044,0.274474,0.000423,3.937362,-0.143648,-0.036544,0.269601,0.000078,3.942466,-0.144174,-0.036621,0.274712,0.000000,3.355175
2.389700,4.014255,-0.154181,-0.045727,4.301938,-0.159465,-0.046224,0.287732,0.000497,4.297826,-0.158721,-0.045792,0.283607,0.000064,4.302291,-0.158998,-0.045727,0.288076,0.000000,3.585111
2.492629,4.364004,-0.171099,-0.050449,4.665170,-0.177243,-0.051015,0.301229,0.000565,4.661185,-0.176231,-0.050513,0.297225,0.000064,4.665651,-0.176485,-0.050449,0.301695,0.000000,3.407435
2.614024,4.769100,-0.192191,-0.053681,5.085681,-0.199532,-0.054308,0.316667,0.000626,5.082444,-0.198503,-0.053874,0.313407,0.000192,5.086381,-0.198410,-0.053681,0.317342,0.000000,3.341766
2.690708,5.143062,-0.212598,-0.055449,5.473931,-0.220982,-0.056075,0.330975,0.000626,5.471504,-0.220322,-0.055854,0.328532,0.000406,5.474644,-0.219617,-0.055449,0.331656,0.000000,4.886018
2.788231,5.408515,-0.227495,-0.057533,5.747481,-0.236623,-0.058159,0.339089,0.000626,5.745374,-0.236069,-0.058004,0.336968,0.000471,5.748204,-0.235087,-0.057533,0.339774,0.000000,2.716840
2.894197,5.740134,-0.247048,-0.060523,6.087269,-0.256917,-0.061149,0.347276,0.000626,6.085442,-0.256446,-0.061044,0.345435,0.000521,6.088005,-0.255168,-0.060523,0.347965,0.000000,3.138516
2.992611,6.070980,-0.267523,-0.062909,6.426809,-0.278112,-0.063535,0.355987,0.000626,6.424983,-0.277605,-0.063430,0.354147,0.000521,6.427557,-0.276151,-0.062909,0.356682,0.000000,3.366364
3.055582,6.405656,-0.288987,-0.065276,6.771120,-0.300426,-0.065902,0.365643,0.000626,6.769734,-0.300092,-0.065862,0.364248,0.000586,6.771883,-0.298250,-0.065276,0.366344,0.000000,5.335394
3.159542,6.611949,-0.302724,-0.068547,6.984836,-0.314882,-0.069173,0.373084,0.000626,6.983450,-0.314539,-0.069133,0.371689,0.000586,6.985607,-0.312572,-0.068547,0.373787,0.000000,1.987048
3.258447,6.933575,-0.326072,-0.076921,7.318216,-0.339383,-0.077547,0.384870,0.000626,7.317162,-0.339152,-0.077539,0.383810,0.000617,7.319002,-0.336864,-0.076921,0.385578,0.000000,3.259622
3.376778,7.307761,-0.357477,-0.091339,7.706247,-0.372350,-0.091965,0.398763,0.000626,7.705194,-0.372115,-0.091956,0.397702,0.000617,7.707054,-0.369588,-0.091339,0.399477,0.000000,3.181058
3.495383,7.684617,-0.394607,-0.106206,8.091012,-0.410722,-0.106832,0.406715,0.000626,8.090220,-0.410566,-0.106839,0.405918,0.000633,8.091843,-0.407718,-0.106206,0.407438,0.000000,3.237291
3.567351,7.990585,-0.429820,-0.124444,8.381297,-0.444532,-0.125070,0.390989,0.000626,8.380607,-0.444404,-0.125080,0.390294,0.000636,8.382149,-0.441347,-0.124444,0.391734,0.000000,4.302100
3.673301,8.166445,-0.453057,-0.139993,8.535620,-0.465154,-0.140619,0.369373,0.000626,8.535020,-0.465048,-0.140630,0.368770,0.000637,8.536485,-0.461873,-0.139993,0.370145,0.000000,1.638103
3.772216,8.357189,-0.482358,-0.165450,8.638196,-0.481009,-0.166076,0.281010,0.000626,8.637675,-0.480918,-0.166086,0.280489,0.000636,8.639071,-0.477663,-0.165450,0.281921,0.000000,1.955072
3.877149,8.492961,-0.506574,-0.187439,8.719489,-0.495556,-0.188065,0.226796,0.000626,8.719036,-0.495479,-0.188074,0.226348,0.000635,8.720373,-0.492159,-0.187439,0.227869,0.000000,1.324840
3.976484,8.572459,-0.522342,-0.199602,8.790646,-0.509547,-0.200228,0.218562,0.000626,8.790253,-0.509481,-0.200236,0.218174,0.000634,8.791539,-0.506105,-0.199602,0.219681,0.000000,0.807321
4.079586,8.627418,-0.533730,-0.208110,8.846681,-0.521167,-0.208736,0.219623,0.000626,8.846341,-0.521111,-0.208742,0.219286,0.000633,8.847582,-0.517691,-0.208110,0.220747,0.000000,0.545815
4.190169,8.720666,-0.554396,-0.225692,8.953040,-0.544675,-0.226318,0.232578,0.000626,8.952745,-0.544627,-0.226323,0.232285,0.000632,8.953955,-0.541132,-0.225692,0.233666,0.000000,0.861718
4.294339,8.831807,-0.581338,-0.249312,9.071456,-0.573419,-0.249938,0.239780,0.000626,9.071161,-0.573371,-0.249944,0.239487,0.000632,9.072389,-0.569802,-0.249312,0.240859,0.000000,1.098495
4.388987,8.963309,-0.616885,-0.278165,9.209262,-0.610723,-0.278791,0.246030,0.000626,9.209041,-0.610687,-0.278794,0.245809,0.000629,9.210219,-0.607020,-0.278165,0.247106,0.000000,1.438442
4.491247,9.092002,-0.655515,-0.303417,9.344877,-0.651402,-0.304043,0.252909,0.000626,9.344685,-0.651371,-0.304045,0.252717,0.000628,9.345859,-0.647613,-0.303417,0.253980,0.000000,1.314323
4.591650,9.242626,-0.705106,-0.332692,9.502573,-0.703430,-0.333318,0.259953,0.000626,9.502406,-0.703403,-0.333319,0.259786,0.000627,9.503588,-0.699543,-0.332692,0.261021,0.000000,1.582106
4.692283,9.387635,-0.757662,-0.361860,9.651072,-0.757283,-0.362486,0.263438,0.000626,9.650927,-0.757259,-0.362486,0.263293,0.000626,9.652120,-0.753303,-0.361860,0.264521,0.000000,1.531395
4.793061,9.517406,-0.809167,-0.392922,9.778810,-0.808010,-0.393548,0.261407,0.000626,9.778684,-0.807989,-0.393547,0.261281,0.000626,9.779890,-0.803950,-0.392922,0.262535,0.000000,1.384983
4.893183,9.624822,-0.855727,-0.423197,9.884924,-0.853965,-0.423823,0.260108,0.000626,9.884815,-0.853946,-0.423822,0.259999,0.000625,9.886032,-0.849838,-0.423197,0.261276,0.000000,1.181606
4.990824,9.709836,-0.895743,-0.453105,9.968258,-0.893072,-0.453731,0.258435,0.000626,9.968163,-0.893056,-0.453730,0.258341,0.000625,9.969391,-0.888893,-0.453105,0.259645,0.000000,0.951403
5.093000,9.770161,-0.926282,-0.477971,10.028897,-0.923583,-0.478597,0.258751,0.000626,10.028815,-0.923569,-0.478595,0.258669,0.000624,10.030049,-0.919366,-0.477971,0.259980,0.000000,0.667950
5.190688,9.823424,-0.954827,-0.503854,10.082914,-0.952502,-0.504480,0.259501,0.000626,10.082832,-0.952487,-0.504479,0.259419,0.000624,10.084084,-0.948251,-0.503854,0.260743,0.000000,0.612643
5.290785,9.869725,-0.981377,-0.529180,10.130769,-0.979720,-0.529806,0.261049,0.000626,10.130707,-0.979709,-0.529804,0.260988,0.000624,10.131956,-0.975440,-0.529180,0.262298,0.000000,0.533123
5.392834,9.920048,-1.012009,-0.558807,10.183346,-1.011567,-0.559433,0.263298,0.000626,10.183284,-1.011556,-0.559431,0.263237,0.000624,10.184553,-1.007254,-0.558807,0.264548,0.000000,0.577767
5.491815,9.979211,-1.050686,-0.595845,10.245986,-1.052424,-0.596471,0.266781,0.000626,10.245940,-1.052416,-0.596469,0.266734,0.000624,10.247218,-1.048072,-0.595845,0.268020,0.000000,0.713461
5.566266,10.047782,-1.099689,-0.641200,10.318141,-1.103844,-0.641826,0.270390,0.000626,10.318101,-1.103836,-0.641824,0.270350,0.000624,10.319406,-1.099446,-0.641200,0.271623,0.000000,1.177018
5.658196,10.097950,-1.138630,-0.675311,10.371268,-1.144981,-0.675937,0.273392,0.000626,10.371233,-1.144974,-0.675936,0.273357,0.000625,10.372559,-1.140550,-0.675311,0.274616,0.000000,0.669930
5.759738,10.176347,-1.205353,-0.730785,10.453420,-1.214694,-0.731411,0.277231,0.000626,10.453390,-1.214688,-0.731409,0.277200,0.000625,10.454754,-1.210211,-0.730785,0.278450,0.000000,1.014297
5.858847,10.253341,-1.278820,-0.790728,10.533125,-1.290660,-0.791354,0.280034,0.000626,10.533099,-1.290654,-0.791352,0.280008,0.000625,10.534507,-1.286127,-0.790728,0.281260,0.000000,1.074690
5.959946,10.325670,-1.356926,-0.852075,10.607950,-1.371177,-0.852701,0.282639,0.000626,10.607928,-1.371173,-0.852699,0.282616,0.000625,10.609382,-1.366598,-0.852075,0.283877,0.000000,1.054503
