stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788157574.815672,0.432807,0.479656,-0.122408,0.027037,0.479656,-0.122408,0.027037,0.000000,0.000000,0.479894,-0.123619,0.026997,0.001234,0.000040,0.479656,-0.122408,0.027037,0.000000,0.000000,0.000000
1788157574.918126,0.535260,0.479656,-0.122408,0.027037,0.479656,-0.122408,0.027037,0.000000,0.000000,0.479790,-0.123090,0.027014,0.000695,0.000022,0.479656,-0.122408,0.027037,0.000000,0.000000,0.000000
1788157575.011931,0.629065,0.479656,-0.122408,0.027037,0.479656,-0.122408,0.027037,0.000000,0.000000,0.479749,-0.122880,0.027021,0.000481,0.000015,0.479656,-0.122408,0.027037,0.000000,0.000000,0.000000
1788157575.117092,0.734226,0.479656,-0.122408,0.027037,0.479656,-0.122408,0.027037,0.000000,0.000000,0.479727,-0.122768,0.027025,0.000366,0.000012,0.479656,-0.122408,0.027037,0.000000,0.000000,0.000000
1788157575.219890,0.837025,0.479656,-0.122408,0.027037,0.479656,-0.122408,0.027037,0.000000,0.000000,0.479713,-0.122697,0.027028,0.000294,0.000009,0.479656,-0.122408,0.027037,0.000000,0.000000,0.000000
1788157575.323220,0.940355,0.479656,-0.122408,0.027037,0.479656,-0.122408,0.027037,0.000000,0.000000,0.479703,-0.122648,0.027029,0.000244,0.000007,0.479656,-0.122408,0.027037,0.000000,0.000000,0.000000
1788157575.374505,0.991640,0.479656,-0.122408,0.027037,0.479656,-0.122408,0.027037,0.000000,0.000000,0.479696,-0.122612,0.027031,0.000208,0.000006,0.479656,-0.122408,0.027037,0.000000,0.000000,0.000000
1788157575.484100,1.101235,0.480356,-0.122390,0.027050,0.479656,-0.122408,0.027037,0.000700,0.000013,0.492624,-0.122235,0.027045,0.012270,0.000005,0.492590,-0.122059,0.027050,0.012238,0.000000,0.006392
1788157575.582899,1.200033,0.514543,-0.121467,0.027171,0.583494,-0.115874,0.027947,0.069178,0.000776,0.579601,-0.119855,0.027164,0.065077,0.000006,0.581161,-0.119657,0.027171,0.066642,0.000000,0.345202
1788157575.639106,1.256240,0.596413,-0.119257,0.027510,0.708941,-0.108425,0.028033,0.113048,0.000523,0.703101,-0.116009,0.027629,0.106737,0.000119,0.704216,-0.116292,0.027510,0.107843,0.000000,1.507319
1788157575.743304,1.360439,0.668185,-0.117220,0.027526,0.817443,-0.102160,0.028039,0.150017,0.000513,0.811195,-0.112202,0.027761,0.143098,0.000235,0.811692,-0.113333,0.027526,0.143560,0.000000,0.682326
1788157575.831463,1.448598,0.841019,-0.112456,0.028103,1.012896,-0.093039,0.027965,0.172970,0.000138,1.006105,-0.105668,0.028482,0.165225,0.000380,1.005972,-0.107928,0.028103,0.165015,0.000000,1.941314
1788157575.931936,1.549070,1.053728,-0.106215,0.030377,1.297171,-0.081859,0.029706,0.244658,0.000671,1.289304,-0.095971,0.030898,0.235799,0.000521,1.288519,-0.099664,0.030377,0.234882,0.000000,2.118442
1788157575.998220,1.615355,1.330597,-0.097643,0.031231,1.612484,-0.069265,0.029303,0.283311,0.001928,1.605867,-0.084561,0.031938,0.275580,0.000706,1.604354,-0.089932,0.031231,0.273865,0.000000,4.183267
