time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
1.102775,0.785240,-0.071842,0.029527,0.785240,-0.071842,0.029527,0.000000,0.000000,nan,nan,nan,nan,nan,0.785240,-0.071842,0.029527,0.000000,0.000000
2.950382,1.647650,-0.161268,-0.169007,1.699088,-0.150960,-0.145740,0.052461,0.023267,1.699061,-0.150674,-0.144473,0.052491,0.024535,1.699351,-0.150191,-0.143880,0.052874,0.025127
3.971786,2.870134,-0.173249,0.057704,2.937041,-0.182138,0.036499,0.067495,0.021205,2.938515,-0.182111,0.037481,0.068953,0.020223,2.939254,-0.179386,0.039046,0.069392,0.018658
5.004682,4.435292,-0.125007,-0.040447,4.476832,-0.139395,-0.037482,0.043961,0.002964,4.481562,-0.137641,-0.034831,0.047964,0.005616,4.483328,-0.130036,-0.031796,0.048298,0.008650
6.061854,6.182821,-0.290283,-0.035953,6.219768,-0.315507,-0.058875,0.044736,0.022921,6.227932,-0.310548,-0.056741,0.049454,0.020788,6.232985,-0.291047,-0.051271,0.050169,0.015318
7.106686,8.025918,-0.330889,-0.092507,8.098504,-0.379671,-0.091940,0.087455,0.000567,8.104980,-0.376152,-0.091243,0.091102,0.001263,8.113768,-0.338883,-0.083717,0.088213,0.008790
8.161532,9.670231,-0.758421,-0.447423,9.775237,-0.791576,-0.420224,0.110117,0.027199,9.779520,-0.790044,-0.420265,0.113772,0.027158,9.793833,-0.736987,-0.412001,0.125446,0.035422
9.258255,10.610233,-1.406402,-0.934522,10.770139,-1.430988,-0.894774,0.161784,0.039748,10.776507,-1.435075,-0.898758,0.168728,0.035763,10.797682,-1.372780,-0.890302,0.190441,0.044220
10.312075,10.813174,-1.869723,-1.342438,11.000385,-1.887303,-1.316154,0.188034,0.026284,11.002679,-1.883707,-1.313477,0.190020,0.028961,11.027949,-1.822603,-1.307931,0.219882,0.034507
11.340911,10.809572,-2.327828,-1.749346,11.030975,-2.343253,-1.664991,0.221939,0.084355,11.032652,-2.341093,-1.663903,0.223474,0.085442,11.062287,-2.278286,-1.656768,0.257525,0.092578
12.376813,10.620687,-2.846920,-2.006323,10.880754,-2.885574,-1.949536,0.262924,0.056787,10.881909,-2.884258,-1.949141,0.263878,0.057182,10.916530,-2.821824,-1.941313,0.296906,0.065010
13.461840,10.147293,-3.349588,-2.712583,10.446955,-3.441692,-2.618748,0.313497,0.093834,10.447735,-3.440870,-2.618608,0.314002,0.093975,10.487319,-3.381490,-2.610525,0.341519,0.102057
14.512052,9.202856,-3.413146,2.841779,9.455377,-3.616665,2.940595,0.324325,0.098816,9.455889,-3.616171,2.940668,0.324415,0.098890,9.497214,-3.564611,2.948818,0.331041,0.107039
15.544624,8.062598,-2.834095,2.704677,8.307858,-3.099684,2.693210,0.361511,0.011467,8.308174,-3.099418,2.693270,0.361530,0.011407,8.345482,-3.057084,2.701433,0.360205,0.003244
16.562826,6.357939,-2.287090,2.843039,6.550714,-2.522085,2.835566,0.303950,0.007473,6.550896,-2.522001,2.835619,0.304000,0.007420,6.583648,-2.493953,2.843789,0.306165,0.000750
17.602372,4.865075,-2.025267,-2.930521,5.059958,-2.220028,-2.943386,0.275520,0.012865,5.064567,-2.219168,-2.941792,0.278198,0.011271,5.095349,-2.203344,-2.933340,0.291097,0.002819
18.662726,3.078378,-2.560749,-3.020220,3.201683,-2.756437,-3.013157,0.231296,0.007063,3.211568,-2.761570,-3.011478,0.240974,0.008742,3.250931,-2.765512,-3.001216,0.267772,0.019004
19.683375,1.160255,-3.121015,-2.726492,1.239358,-3.254586,-2.761870,0.155237,0.035378,1.250304,-3.260422,-2.764147,0.165961,0.037655,1.300305,-3.291661,-2.752469,0.220758,0.025977
20.735935,-0.403429,-3.148005,2.791790,-0.367980,-3.285434,2.816301,0.141928,0.024512,-0.361496,-3.290461,2.814172,0.148499,0.022383,-0.307308,-3.342629,2.825166,0.217066,0.033377
21.784362,-1.646795,-2.451442,2.292949,-1.644153,-2.609850,2.357235,0.158430,0.064286,-1.643523,-2.616519,2.355926,0.165110,0.062977,-1.594513,-2.685415,2.366269,0.239744,0.073319
22.870852,-1.845924,-1.275799,1.260863,-1.932559,-1.374592,1.336719,0.131399,0.075856,-1.941305,-1.381183,1.338339,0.142138,0.077477,-1.908081,-1.457978,1.349915,0.192491,0.089052
23.921939,-1.581820,-0.861437,0.732571,-1.703360,-0.960987,0.799210,0.157106,0.066639,-1.711519,-0.965728,0.800720,0.166429,0.068149,-1.686701,-1.041459,0.813014,0.208346,0.080443
24.957892,-0.742735,-0.397209,0.314604,-0.872592,-0.453123,0.357351,0.141383,0.042748,-0.882908,-0.456125,0.358243,0.152051,0.043639,-0.868434,-0.522466,0.371662,0.177453,0.057058
26.055471,0.806877,-0.093114,0.019570,0.670722,-0.104377,0.056376,0.136619,0.036806,0.656777,-0.105700,0.057950,0.150626,0.038380,0.664477,-0.152102,0.071085,0.154134,0.051515
27.055303,2.818135,-0.153673,0.129886,2.711161,-0.171470,0.089135,0.108444,0.040750,2.701160,-0.173131,0.089776,0.118582,0.040110,2.707145,-0.188694,0.104926,0.116384,0.024959
28.124634,4.992471,-0.285758,-0.348419,4.932164,-0.268554,-0.332469,0.062713,0.015950,4.930084,-0.266569,-0.329151,0.065271,0.019268,4.934779,-0.246797,-0.312983,0.069615,0.035436
29.192835,6.804824,-0.053851,0.243768,6.823088,-0.102463,0.330875,0.051929,0.087107,6.823247,-0.099951,0.332887,0.049644,0.089119,6.824124,-0.043230,0.351176,0.022029,0.107409
30.220035,8.021834,-0.623336,-0.448560,8.127906,-0.610624,-0.532925,0.106831,0.084365,8.128468,-0.609001,-0.532210,0.107593,0.083650,8.138989,-0.524798,-0.512623,0.153085,0.064063
31.311881,9.383869,-0.668920,-0.007426,9.516345,-0.741616,0.029200,0.151111,0.036626,9.516657,-0.740632,0.029388,0.150914,0.036814,9.529801,-0.627577,0.049502,0.151675,0.056928
32.336006,10.472659,-1.168353,-0.873012,10.659232,-1.204908,-0.807481,0.190120,0.065531,10.659429,-1.204380,-0.807467,0.190213,0.065545,10.681857,-1.067572,-0.787179,0.232208,0.085833
33.372756,11.358668,-1.820728,-1.489413,10.912691,-2.235955,-1.810089,0.609352,0.320676,10.913686,-2.235908,-1.809846,0.608591,0.320433,10.957488,-2.093448,-1.789322,0.485100,0.299909
33.978523,0.636499,-0.106602,0.040434,0.636499,-0.106602,0.040434,0.000000,0.000000,0.636499,-0.106602,0.040434,0.000000,0.000000,0.636499,-0.106602,0.040434,0.000000,0.000000
35.027971,0.637998,-0.106541,0.040479,0.636499,-0.106602,0.040434,0.001500,0.000045,0.636499,-0.106602,0.040451,0.001500,0.000028,0.636499,-0.106602,0.040457,0.001500,0.000022
36.064854,0.637998,-0.106541,0.040475,0.636499,-0.106602,0.040434,0.001500,0.000041,0.636499,-0.106602,0.040449,0.001500,0.000026,0.636499,-0.106602,0.040470,0.001500,0.000004
37.080658,0.637998,-0.106541,0.040475,0.636499,-0.106602,0.040434,0.001500,0.000041,0.636499,-0.106602,0.040444,0.001500,0.000031,0.636499,-0.106602,0.040476,0.001500,0.000002
38.164313,0.637998,-0.106541,0.040475,0.636499,-0.106602,0.040434,0.001500,0.000041,0.636499,-0.106602,0.040439,0.001500,0.000035,0.636499,-0.106602,0.040479,0.001500,0.000004
39.201319,0.637998,-0.106541,0.040475,0.636499,-0.106602,0.040434,0.001500,0.000041,0.636499,-0.106602,0.040437,0.001500,0.000038,0.636499,-0.106602,0.040480,0.001500,0.000005
40.231651,0.637994,-0.106441,0.040475,0.636499,-0.106602,0.040434,0.001503,0.000041,0.636499,-0.106602,0.040435,0.001503,0.000039,0.636499,-0.106602,0.040480,0.001503,0.000005
41.232118,0.637994,-0.106441,0.040475,0.636499,-0.106602,0.040434,0.001503,0.000041,0.636499,-0.106602,0.040434,0.001503,0.000040,0.636499,-0.106602,0.040480,0.001503,0.000005
42.232158,0.637994,-0.106441,0.040475,0.636499,-0.106602,0.040434,0.001503,0.000041,0.636499,-0.106602,0.040434,0.001503,0.000041,0.636499,-0.106602,0.040480,0.001503,0.000006
43.290221,0.637994,-0.106441,0.040475,0.636499,-0.106602,0.040434,0.001503,0.000041,0.636499,-0.106602,0.040434,0.001503,0.000041,0.636499,-0.106602,0.040480,0.001503,0.000006
