stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788151839.433372,0.392651,0.480656,-0.127527,0.026865,0.480656,-0.127527,0.026865,0.000000,0.000000,0.480664,-0.127571,0.026864,0.000045,0.000001,0.480656,-0.127527,0.026865,0.000000,0.000000,0.000000
1788151839.534795,0.494073,0.480656,-0.127527,0.026865,0.480656,-0.127527,0.026865,0.000000,0.000000,0.480664,-0.127571,0.026864,0.000045,0.000001,0.480656,-0.127527,0.026865,0.000000,0.000000,0.000000
1788151839.585950,0.545229,0.480656,-0.127527,0.026865,0.480656,-0.127527,0.026865,0.000000,0.000000,0.480661,-0.127553,0.026865,0.000027,0.000001,0.480656,-0.127527,0.026865,0.000000,0.000000,0.000000
1788151839.681040,0.640318,0.480656,-0.127527,0.026865,0.480656,-0.127527,0.026865,0.000000,0.000000,0.480660,-0.127549,0.026865,0.000022,0.000001,0.480656,-0.127527,0.026865,0.000000,0.000000,0.000000
1788151839.785705,0.744983,0.480656,-0.127527,0.026865,0.480656,-0.127527,0.026865,0.000000,0.000000,0.480660,-0.127549,0.026865,0.000022,0.000001,0.480656,-0.127527,0.026865,0.000000,0.000000,0.000000
1788151839.885579,0.844857,0.480656,-0.127527,0.026865,0.480656,-0.127527,0.026865,0.000000,0.000000,0.480659,-0.127543,0.026865,0.000017,0.000000,0.480656,-0.127527,0.026865,0.000000,0.000000,0.000000
1788151839.985278,0.944557,0.480656,-0.127527,0.026865,0.480656,-0.127527,0.026865,0.000000,0.000000,0.480658,-0.127541,0.026865,0.000015,0.000000,0.480656,-0.127527,0.026865,0.000000,0.000000,0.000000
1788151840.083844,1.043122,0.480855,-0.127521,0.026870,0.480656,-0.127527,0.026865,0.000200,0.000004,0.483133,-0.127473,0.026869,0.002278,0.000001,0.483416,-0.127453,0.026870,0.002562,0.000000,0.002016
1788151840.149223,1.108502,0.510545,-0.126725,0.027556,0.535173,-0.125940,0.027578,0.024641,0.000022,0.534849,-0.126054,0.027558,0.024313,0.000002,0.535098,-0.126046,0.027556,0.024563,0.000000,0.458213
1788151840.253495,1.212773,0.559425,-0.125315,0.028451,0.608051,-0.123781,0.028474,0.048651,0.000023,0.607638,-0.124015,0.028453,0.048231,0.000002,0.607888,-0.124007,0.028451,0.048481,0.000000,0.469208
1788151840.315590,1.274869,0.670776,-0.122028,0.030701,0.727909,-0.120119,0.030730,0.057164,0.000029,0.727532,-0.120422,0.030709,0.056778,0.000008,0.727712,-0.120462,0.030701,0.056957,0.000000,1.780613
1788151840.416097,1.375376,0.750937,-0.119479,0.032418,0.856941,-0.115917,0.032437,0.106064,0.000019,0.856522,-0.116348,0.032426,0.105631,0.000008,0.856702,-0.116390,0.032418,0.105810,0.000000,0.798155
1788151840.523693,1.482971,0.928436,-0.113318,0.036389,1.120853,-0.106719,0.036400,0.192531,0.000011,1.120427,-0.107230,0.036401,0.192088,0.000011,1.120575,-0.107308,0.036389,0.192234,0.000000,1.649871
1788151840.589527,1.548805,1.139498,-0.105358,0.038942,1.368094,-0.097279,0.038926,0.228738,0.000015,1.367759,-0.097826,0.038961,0.228385,0.000019,1.367853,-0.097990,0.038942,0.228474,0.000000,3.285270
1788151840.685462,1.644741,1.328566,-0.097887,0.040063,1.573709,-0.089038,0.040021,0.245303,0.000042,1.367759,-0.097826,0.038961,0.039194,0.001102,1.367853,-0.097990,0.038942,0.039287,0.001121,1.938714
1788151840.791705,1.750983,1.631376,-0.086765,0.032456,1.908495,-0.076792,0.032382,0.277298,0.000074,1.908185,-0.077497,0.032478,0.276964,0.000022,1.908261,-0.077719,0.032456,0.277032,0.000000,2.850381
1788151840.902593,1.861871,2.024194,-0.078432,0.006849,2.325299,-0.068523,0.006752,0.301268,0.000098,2.325002,-0.069197,0.006878,0.300950,0.000028,2.325040,-0.069527,0.006849,0.300978,0.000000,3.544695
1788151841.017764,1.977042,2.426047,-0.082462,-0.030170,2.745692,-0.073351,-0.030307,0.319775,0.000137,2.745488,-0.074088,-0.030141,0.319551,0.000028,2.745526,-0.074430,-0.030170,0.319580,0.000000,3.489502
1788151841.136990,2.096269,2.826877,-0.104325,-0.081341,3.162601,-0.096582,-0.081536,0.335814,0.000195,3.162509,-0.097253,-0.081312,0.335707,0.000030,3.162529,-0.097704,-0.081341,0.335718,0.000000,3.375256
1788151841.234465,2.193743,3.171441,-0.139401,-0.124145,3.520656,-0.133503,-0.124397,0.349265,0.000252,3.162509,-0.097253,-0.081312,0.043084,0.042833,3.162529,-0.097704,-0.081341,0.042638,0.042803,3.541504
1788151841.334480,2.293758,3.514746,-0.187215,-0.151036,3.877175,-0.182929,-0.151357,0.362454,0.000321,3.877266,-0.183483,-0.151023,0.362539,0.000014,3.877289,-0.184010,-0.151036,0.362557,0.000000,3.465572
1788151841.434747,2.394025,3.860965,-0.239253,-0.143808,4.236870,-0.236462,-0.144190,0.375915,0.000382,4.237088,-0.236911,-0.143811,0.376130,0.000003,4.237124,-0.237446,-0.143808,0.376163,0.000000,3.491679
1788151841.533398,2.492676,4.208170,-0.283261,-0.103206,4.597646,-0.281421,-0.103637,0.389480,0.000431,4.597976,-0.281734,-0.103232,0.389809,0.000026,4.598032,-0.282248,-0.103206,0.389863,0.000000,3.547462
1788151841.636565,2.595843,4.545857,-0.308118,-0.037646,4.945061,-0.306117,-0.038144,0.399209,0.000498,4.945573,-0.306307,-0.037701,0.399720,0.000054,4.945660,-0.306771,-0.037646,0.399804,0.000000,3.283009
1788151841.742031,2.701309,4.867102,-0.309207,0.034378,5.264009,-0.306837,0.033802,0.396914,0.000576,5.264713,-0.306907,0.034289,0.397618,0.000089,5.264839,-0.307293,0.034378,0.397742,0.000000,3.056450
1788151841.853985,2.813264,5.196435,-0.287371,0.096215,5.581640,-0.286251,0.095640,0.385206,0.000576,5.582298,-0.286233,0.096092,0.385864,0.000123,5.582457,-0.286524,0.096215,0.386023,0.000000,2.944197
1788151841.967774,2.927053,5.483775,-0.255157,0.122529,5.871667,-0.254572,0.121954,0.387893,0.000576,5.872311,-0.254422,0.122406,0.388537,0.000123,5.872467,-0.254678,0.122529,0.388692,0.000000,2.537183
1788151842.069639,3.028918,5.730658,-0.225128,0.114396,6.132046,-0.223774,0.113746,0.401390,0.000650,6.132859,-0.223592,0.114203,0.402203,0.000193,6.133080,-0.223659,0.114396,0.402424,0.000000,2.440412
1788151842.170272,3.129550,5.988983,-0.200194,0.074703,6.411531,-0.197503,0.073963,0.422557,0.000740,6.412465,-0.197223,0.074467,0.423492,0.000236,6.412724,-0.197140,0.074703,0.423752,0.000000,2.586250
