time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.516837,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000
1.582544,1.202702,-0.100097,0.044509,1.199912,-0.102073,0.042131,0.003419,0.002377,1.199705,-0.102079,0.042131,0.003593,0.002377,1.199912,-0.102073,0.042131,0.003419,0.002377
2.619232,3.759959,-0.142572,-0.065499,3.726736,-0.142061,-0.074940,0.033227,0.009442,3.726694,-0.142061,-0.074940,0.033269,0.009442,3.726736,-0.142061,-0.074940,0.033227,0.009442
3.648572,6.333465,-0.257539,-0.037479,6.391291,-0.290513,-0.062574,0.066567,0.025095,6.391283,-0.290513,-0.062574,0.066559,0.025094,6.391291,-0.290513,-0.062574,0.066567,0.025095
4.552260,8.485949,-0.412951,-0.158377,8.560154,-0.464552,-0.152489,0.090382,0.005888,8.561593,-0.464788,-0.152638,0.091701,0.005739,8.561595,-0.464788,-0.152638,0.091702,0.005738
5.688731,9.889872,-0.833227,-0.475386,9.976680,-0.881707,-0.464586,0.099427,0.010800,9.976636,-0.881693,-0.464583,0.099383,0.010804,9.976680,-0.881707,-0.464586,0.099427,0.010800
6.714982,10.542028,-1.352634,-0.921843,10.646383,-1.386552,-0.880720,0.109729,0.041123,10.646375,-1.386549,-0.880719,0.109720,0.041124,10.646383,-1.386552,-0.880720,0.109729,0.041123
7.733133,10.766326,-2.248745,-1.736027,10.927056,-2.280128,-1.664450,0.163765,0.071577,10.927054,-2.280127,-1.664450,0.163764,0.071577,10.927056,-2.280128,-1.664450,0.163765,0.071577
8.752792,10.299619,-3.056944,-2.408181,10.511774,-3.139413,-2.347773,0.227620,0.060408,10.511774,-3.139413,-2.347773,0.227620,0.060408,10.511774,-3.139413,-2.347773,0.227620,0.060408
9.753006,9.595489,-3.412243,-2.949848,9.827517,-3.541952,-2.887643,0.265821,0.062205,9.827517,-3.541952,-2.887643,0.265821,0.062205,9.827517,-3.541952,-2.887643,0.265821,0.062205
10.837760,8.638513,-3.291649,2.753699,8.859881,-3.495887,2.800375,0.301192,0.046676,8.853571,-3.493887,2.792125,0.295212,0.038426,8.851335,-3.492835,2.790217,0.292863,0.036518
11.843841,8.539113,-3.248197,2.712126,8.771721,-3.460807,2.738997,0.315134,0.026871,8.763075,-3.457465,2.738529,0.306515,0.026404,8.756643,-3.454328,2.732410,0.299682,0.020284
12.924776,8.392055,-3.177113,2.678146,8.608394,-3.385553,2.687781,0.300415,0.009634,8.615626,-3.389195,2.690156,0.308161,0.012010,8.608394,-3.385553,2.687781,0.300415,0.009634
13.924833,7.962019,-2.953959,2.662936,8.217012,-3.186173,2.665781,0.344883,0.002845,8.219913,-3.187806,2.666244,0.348128,0.003308,8.217012,-3.186173,2.665781,0.344883,0.002845
15.037302,6.074260,-2.115153,2.823506,6.344079,-2.342672,2.814058,0.352941,0.009447,6.344526,-2.342958,2.814072,0.353468,0.009434,6.344079,-2.342672,2.814058,0.352941,0.009447
16.076838,4.422081,-2.119436,-2.877291,4.760863,-2.295420,-2.928746,0.381764,0.051455,4.755908,-2.292972,-2.930805,0.376238,0.053514,4.760863,-2.295420,-2.928746,0.381764,0.051455
17.157852,1.920694,-2.925768,-2.879665,2.187162,-3.005172,-2.899317,0.278048,0.019652,2.169261,-3.019061,-2.892186,0.265498,0.012520,2.187013,-3.042941,-2.887528,0.290957,0.007863
18.164663,0.247291,-3.276445,-3.079224,0.473422,-3.396390,-3.071583,0.255973,0.007641,0.470461,-3.389339,-3.070746,0.250099,0.008479,0.473422,-3.396390,-3.071583,0.255973,0.007641
