time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
3.281172,0.785508,-0.071965,0.029595,0.785508,-0.071965,0.029595,0.000000,0.000000,0.785508,-0.071965,0.029595,0.000000,0.000000,0.785508,-0.071965,0.029595,0.000000,0.000000
4.332568,0.921790,-0.069339,0.008729,0.918654,-0.068650,0.017270,0.003211,0.008542,0.918309,-0.068682,0.017321,0.003543,0.008593,0.918701,-0.068671,0.017324,0.003161,0.008595
5.380245,4.018477,-0.128104,-0.058394,4.121316,-0.128230,-0.048406,0.102840,0.009987,4.121440,-0.127730,-0.047972,0.102964,0.010421,4.121675,-0.127072,-0.047755,0.103204,0.010638
6.497604,7.737303,-0.449909,-0.296297,7.839366,-0.377787,-0.238898,0.124974,0.057398,7.839808,-0.377098,-0.238727,0.125733,0.057570,7.840447,-0.373074,-0.238024,0.128617,0.058273
7.517432,9.364818,-0.846214,-0.293360,9.520968,-0.757954,-0.274108,0.179367,0.019252,9.521256,-0.757673,-0.274081,0.179756,0.019279,9.522381,-0.751769,-0.273234,0.183701,0.020127
8.611649,10.233298,-1.235633,-0.686336,10.417020,-1.129719,-0.647206,0.212065,0.039130,10.417197,-1.129598,-0.647216,0.212279,0.039120,10.418759,-1.122750,-0.646331,0.217113,0.040005
9.701820,10.713288,-2.210082,-1.548385,10.963274,-2.109089,-1.493303,0.269615,0.055082,10.963573,-2.109068,-1.493274,0.269901,0.055111,10.966166,-2.101662,-1.492344,0.275140,0.056041
10.756480,10.356140,-3.144838,-2.306044,10.657113,-3.067107,-2.257235,0.310849,0.048809,10.657285,-3.067103,-2.257240,0.311016,0.048804,10.660924,-3.059973,-2.256276,0.316378,0.049768
11.772499,9.791256,-3.515984,-2.799014,10.099541,-3.476917,-2.759779,0.310751,0.039235,10.099646,-3.476910,-2.759788,0.310856,0.039226,10.103745,-3.470317,-2.758820,0.315809,0.040194
12.815375,8.826394,-3.562001,2.929042,9.137896,-3.570321,2.975603,0.311614,0.046561,9.137965,-3.570311,2.975597,0.311683,0.046555,9.142190,-3.564643,2.976561,0.315807,0.047519
13.887958,8.723411,-3.537032,2.881518,9.030529,-3.548821,2.913915,0.307344,0.032396,9.018937,-3.546793,2.901929,0.295687,0.020411,9.022478,-3.540259,2.900087,0.299084,0.018569
14.946266,8.569615,-3.488653,2.802816,8.876539,-3.504311,2.817934,0.307323,0.015119,8.864936,-3.501342,2.814377,0.295593,0.011561,8.866462,-3.494041,2.811867,0.296895,0.009052
16.038481,8.430868,-3.434927,2.749224,8.725341,-3.447882,2.755082,0.294757,0.005858,8.729336,-3.450394,2.758294,0.298869,0.009069,8.729517,-3.442600,2.756041,0.298747,0.006816
17.119676,8.305997,-3.380192,2.714155,8.607439,-3.397296,2.719770,0.301927,0.005615,8.602076,-3.395564,2.720015,0.296477,0.005860,8.601852,-3.387766,2.718734,0.295952,0.004579
18.121071,7.696215,-3.064764,2.647174,8.025172,-3.102917,2.654304,0.331162,0.007129,8.028735,-3.105754,2.655543,0.335037,0.008369,8.029018,-3.098306,2.655262,0.334489,0.008088
19.187337,5.664925,-2.197879,2.917878,6.082455,-2.250223,2.905345,0.420798,0.012533,6.084640,-2.252682,2.905732,0.423277,0.012146,6.085484,-2.247474,2.906303,0.423473,0.011575
20.224347,4.029881,-2.335630,-2.832587,4.455140,-2.319288,-2.865469,0.425574,0.032882,4.457263,-2.320391,-2.865480,0.427654,0.032893,4.458796,-2.317749,-2.864541,0.429288,0.031954
21.291966,1.803910,-3.090704,-2.944130,2.180797,-3.048597,-2.939227,0.379231,0.004903,2.183578,-3.048054,-2.939903,0.382056,0.004227,2.186696,-3.047569,-2.939077,0.385208,0.005053
22.358551,0.342730,-3.390590,-2.983562,1.002906,-3.271859,-2.983004,0.670768,0.000558,1.005479,-3.271437,-2.983240,0.673375,0.000322,1.009261,-3.270558,-2.983125,0.677252,0.000437
23.403048,-1.165757,-3.423458,2.918400,-0.508065,-3.319001,2.936604,0.665936,0.018203,-0.506375,-3.318648,2.936518,0.667661,0.018117,-0.501717,-3.317518,2.936483,0.672438,0.018083
