stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788155446.033765,0.193982,0.500735,-0.154194,0.020216,0.500735,-0.154194,0.020216,0.000000,0.000000,0.493645,-0.145498,0.022503,0.011220,0.002287,nan,nan,nan,nan,nan,nan
1788155446.133756,0.293973,0.500735,-0.154194,0.020216,0.500735,-0.154194,0.020216,0.000000,0.000000,0.493276,-0.145727,0.022442,0.011284,0.002226,nan,nan,nan,nan,nan,0.000000
1788155446.133756,0.293973,0.500735,-0.154194,0.020216,0.500735,-0.154194,0.020216,0.000000,0.000000,0.494602,-0.147236,0.022019,0.009275,0.001803,nan,nan,nan,nan,nan,0.000000
1788155446.242214,0.402431,0.501235,-0.154184,0.020229,0.479709,-0.135167,0.030898,0.028723,0.010668,0.501069,-0.147094,0.022074,0.007092,0.001844,nan,nan,nan,nan,nan,0.004629
1788155446.242214,0.402431,0.501235,-0.154184,0.020229,0.479709,-0.135167,0.030898,0.028723,0.010668,0.501069,-0.147094,0.022074,0.007092,0.001844,nan,nan,nan,nan,nan,0.004629
1788155446.307309,0.467526,0.541524,-0.153272,0.025165,0.577523,-0.127114,0.035987,0.044499,0.010822,0.589223,-0.142685,0.028531,0.048859,0.003366,nan,nan,nan,nan,nan,0.615793
1788155446.307309,0.467526,0.541524,-0.153272,0.025165,0.577523,-0.127114,0.035987,0.044499,0.010822,0.589223,-0.142685,0.028531,0.048859,0.003366,nan,nan,nan,nan,nan,0.615793
1788155446.403161,0.563378,0.586609,-0.152063,0.030832,0.647776,-0.119680,0.041706,0.069210,0.010874,0.656083,-0.138204,0.035469,0.070843,0.004636,nan,nan,nan,nan,nan,0.472961
1788155446.403161,0.563378,0.586609,-0.152063,0.030832,0.647776,-0.119680,0.041706,0.069210,0.010874,0.656083,-0.138204,0.035469,0.070843,0.004636,nan,nan,nan,nan,nan,0.472961
1788155446.508326,0.668543,0.715133,-0.146971,0.048239,0.850565,-0.105348,0.058530,0.141684,0.010291,0.857987,-0.126663,0.053887,0.144290,0.005648,nan,nan,nan,nan,nan,1.272063
1788155446.508326,0.668543,0.715133,-0.146971,0.048239,0.850565,-0.105348,0.058530,0.141684,0.010291,0.857105,-0.123904,0.054837,0.143834,0.006598,nan,nan,nan,nan,nan,1.272063
1788155446.605260,0.765477,0.887269,-0.137099,0.066864,0.873568,-0.123445,0.050011,0.019343,0.016853,1.087054,-0.109132,0.073462,0.201733,0.006598,nan,nan,nan,nan,nan,1.705904
1788155446.605260,0.765477,0.887269,-0.137099,0.066864,0.873568,-0.123445,0.050011,0.019343,0.016853,1.087054,-0.109132,0.073462,0.201733,0.006598,nan,nan,nan,nan,nan,1.705904
1788155446.704162,0.864379,1.115866,-0.119787,0.085045,1.361633,-0.059241,0.093338,0.253114,0.008293,1.343649,-0.089711,0.088394,0.229760,0.003348,nan,nan,nan,nan,nan,2.298106
1788155446.704162,0.864379,1.115866,-0.119787,0.085045,1.361633,-0.059241,0.093338,0.253114,0.008293,1.345701,-0.085601,0.089835,0.232364,0.004790,nan,nan,nan,nan,nan,2.298106
1788155446.810470,0.970687,1.420211,-0.094146,0.080088,1.361633,-0.059241,0.093338,0.068190,0.013250,1.679497,-0.056416,0.084866,0.262017,0.004778,nan,nan,nan,nan,nan,2.914662
1788155446.810470,0.970687,1.420211,-0.094146,0.080088,1.361633,-0.059241,0.093338,0.068190,0.013250,1.650924,-0.055365,0.086544,0.233950,0.006456,nan,nan,nan,nan,nan,2.914662
1788155446.885753,1.045970,1.732182,-0.074653,0.035318,2.030892,-0.004131,0.042442,0.306922,0.007124,1.986316,-0.033817,0.041774,0.257395,0.006456,nan,nan,nan,nan,nan,4.181366
1788155446.885753,1.045970,1.732182,-0.074653,0.035318,2.030892,-0.004131,0.042442,0.306922,0.007124,1.990525,-0.029805,0.042875,0.262207,0.007557,nan,nan,nan,nan,nan,4.181366
1788155446.987013,1.147229,2.028020,-0.073589,-0.036877,2.361572,-0.022410,-0.037023,0.337455,0.000146,2.300253,-0.027679,-0.029284,0.276077,0.007593,nan,nan,nan,nan,nan,2.879787
1788155446.987013,1.147229,2.028020,-0.073589,-0.036877,2.361572,-0.022410,-0.037023,0.337455,0.000146,2.300253,-0.027679,-0.029284,0.276077,0.007593,nan,nan,nan,nan,nan,2.879787
1788155447.087994,1.248210,2.356261,-0.102078,-0.142968,2.701303,-0.048487,-0.143133,0.349178,0.000165,2.648019,-0.056386,-0.136205,0.295314,0.006762,nan,nan,nan,nan,nan,3.275658
1788155447.087994,1.248210,2.356261,-0.102078,-0.142968,2.701303,-0.048487,-0.143133,0.349178,0.000165,2.648019,-0.056386,-0.136205,0.295314,0.006762,nan,nan,nan,nan,nan,3.275658
1788155447.190709,1.350926,2.694454,-0.167773,-0.242437,3.052484,-0.113023,-0.243225,0.362191,0.000788,3.004130,-0.122249,-0.236136,0.313004,0.006301,nan,nan,nan,nan,nan,3.381240
1788155447.190709,1.350926,2.694454,-0.167773,-0.242437,3.052484,-0.113023,-0.243225,0.362191,0.000788,3.003925,-0.122287,-0.236138,0.312796,0.006299,nan,nan,nan,nan,nan,3.381240
1788155447.288089,1.448305,3.030722,-0.262014,-0.303117,3.368619,-0.183313,-0.300068,0.346941,0.003049,3.356635,-0.216539,-0.297050,0.329070,0.006067,nan,nan,nan,nan,nan,3.550381
1788155447.288089,1.448305,3.030722,-0.262014,-0.303117,3.368619,-0.183313,-0.300068,0.346941,0.003049,3.356635,-0.216539,-0.297050,0.329070,0.006067,nan,nan,nan,nan,nan,3.550381
1788155447.390348,1.550565,3.365428,-0.363087,-0.273266,3.739722,-0.307774,-0.276775,0.378359,0.003509,3.704935,-0.311688,-0.266023,0.343375,0.007243,nan,nan,nan,nan,nan,3.443863
1788155447.390348,1.550565,3.365428,-0.363087,-0.273266,3.739722,-0.307774,-0.276775,0.378359,0.003509,3.704935,-0.311688,-0.266023,0.343375,0.007243,nan,nan,nan,nan,nan,3.443863
1788155447.487543,1.647759,3.707338,-0.439510,-0.143453,4.065021,-0.360287,-0.146868,0.366351,0.003415,4.064983,-0.385027,-0.136908,0.361771,0.006545,nan,nan,nan,nan,nan,3.559078
1788155447.487543,1.647759,3.707338,-0.439510,-0.143453,4.065021,-0.360287,-0.146868,0.366351,0.003415,4.064983,-0.385027,-0.136908,0.361771,0.006545,nan,nan,nan,nan,nan,3.559078
1788155447.588102,1.748319,4.034640,-0.461116,0.034274,4.389520,-0.381975,0.027822,0.363597,0.006452,4.393117,-0.397943,0.040840,0.364001,0.006566,nan,nan,nan,nan,nan,3.271389
1788155447.588102,1.748319,4.034640,-0.461116,0.034274,4.389520,-0.381975,0.027822,0.363597,0.006452,4.393117,-0.397943,0.040840,0.364001,0.006566,nan,nan,nan,nan,nan,3.271389
1788155447.688123,1.848340,4.326142,-0.423532,0.236255,4.657227,-0.374831,0.223909,0.334648,0.012345,4.635462,-0.362229,0.242174,0.315336,0.005919,nan,nan,nan,nan,nan,2.939414
1788155447.688123,1.848340,4.326142,-0.423532,0.236255,4.657227,-0.374831,0.223909,0.334648,0.012345,4.635462,-0.362229,0.242174,0.315336,0.005919,nan,nan,nan,nan,nan,2.939414
1788155447.745719,1.905936,4.527366,-0.363163,0.347790,4.735973,-0.318254,0.335389,0.213386,0.012401,4.749368,-0.331448,0.351517,0.224257,0.003727,nan,nan,nan,nan,nan,3.660905
1788155447.745719,1.905936,4.527366,-0.363163,0.347790,4.735973,-0.318254,0.335389,0.213386,0.012401,4.749368,-0.331448,0.351517,0.224257,0.003727,nan,nan,nan,nan,nan,3.660905
1788155447.836859,1.997076,4.627513,-0.324836,0.373649,4.760985,-0.303436,0.359143,0.135177,0.014507,4.780093,-0.318917,0.376259,0.152694,0.002610,nan,nan,nan,nan,nan,1.173798
1788155447.836859,1.997076,4.627513,-0.324836,0.373649,4.760985,-0.303436,0.359143,0.135177,0.014507,4.780093,-0.318917,0.376259,0.152694,0.002610,nan,nan,nan,nan,nan,1.173798
1788155447.938875,2.099092,4.764599,-0.268161,0.401860,4.853881,-0.288617,0.383763,0.091596,0.018097,4.848680,-0.289585,0.403170,0.086768,0.001310,nan,nan,nan,nan,nan,1.454242
1788155447.938875,2.099092,4.764599,-0.268161,0.401860,4.853881,-0.288617,0.383763,0.091596,0.018097,4.848680,-0.289585,0.403170,0.086768,0.001310,nan,nan,nan,nan,nan,1.454242
1788155448.033519,2.193736,4.878974,-0.221146,0.358431,4.940046,-0.218363,0.341503,0.061135,0.016928,4.971745,-0.241472,0.357850,0.094972,0.000582,nan,nan,nan,nan,nan,1.302298
1788155448.033519,2.193736,4.878974,-0.221146,0.358431,4.940046,-0.218363,0.341503,0.061135,0.016928,4.971745,-0.241472,0.357850,0.094972,0.000582,nan,nan,nan,nan,nan,1.302298
1788155448.137936,2.298153,5.024737,-0.173198,0.267463,5.176712,-0.166488,0.247771,0.152123,0.019693,5.183359,-0.171052,0.265737,0.158636,0.001726,nan,nan,nan,nan,nan,1.475096
1788155448.137936,2.298153,5.024737,-0.173198,0.267463,5.176712,-0.166488,0.247771,0.152123,0.019693,5.183359,-0.171052,0.265737,0.158636,0.001726,nan,nan,nan,nan,nan,1.475096
1788155448.239101,2.399318,5.235930,-0.131032,0.114947,5.439992,-0.094924,0.097640,0.207232,0.017307,5.491891,-0.112943,0.111460,0.256599,0.003487,nan,nan,nan,nan,nan,2.139778
1788155448.239101,2.399318,5.235930,-0.131032,0.114947,5.439992,-0.094924,0.097640,0.207232,0.017307,5.487862,-0.111570,0.110784,0.252682,0.004163,nan,nan,nan,nan,nan,2.139778
1788155448.329563,2.489779,5.510658,-0.124692,-0.080786,5.793660,-0.109707,-0.098902,0.283398,0.018116,5.823427,-0.107235,-0.084949,0.313255,0.004163,nan,nan,nan,nan,nan,3.060370
1788155448.329563,2.489779,5.510658,-0.124692,-0.080786,5.793660,-0.109707,-0.098902,0.283398,0.018116,5.823427,-0.107235,-0.084949,0.313255,0.004163,nan,nan,nan,nan,nan,3.060370
1788155448.419744,2.579961,5.748577,-0.162904,-0.247981,6.050569,-0.156657,-0.263015,0.302056,0.015034,6.089586,-0.154450,-0.253527,0.341114,0.005545,nan,nan,nan,nan,nan,2.636273
1788155448.419744,2.579961,5.748577,-0.162904,-0.247981,6.050569,-0.156657,-0.263015,0.302056,0.015034,6.089586,-0.154450,-0.253527,0.341114,0.005545,nan,nan,nan,nan,nan,2.636273
1788155448.521336,2.681553,6.035020,-0.261349,-0.415204,6.294619,-0.245767,-0.427330,0.260067,0.012126,6.383836,-0.260265,-0.421784,0.348818,0.006580,nan,nan,nan,nan,nan,2.968121
1788155448.521336,2.681553,6.035020,-0.261349,-0.415204,6.294619,-0.245767,-0.427330,0.260067,0.012126,6.383836,-0.260265,-0.421784,0.348818,0.006580,nan,nan,nan,nan,nan,2.968121
1788155448.620896,2.781113,6.319563,-0.399541,-0.483275,6.620514,-0.407008,-0.495716,0.301043,0.012440,6.676649,-0.405732,-0.490045,0.357139,0.006770,nan,nan,nan,nan,nan,3.191630
1788155448.620896,2.781113,6.319563,-0.399541,-0.483275,6.620514,-0.407008,-0.495716,0.301043,0.012440,6.676649,-0.405732,-0.490045,0.357139,0.006770,nan,nan,nan,nan,nan,3.191630
1788155448.721932,2.882149,6.608082,-0.546355,-0.439831,6.872092,-0.544443,-0.454287,0.264017,0.014456,6.972357,-0.559089,-0.447594,0.364498,0.007763,nan,nan,nan,nan,nan,3.205606
1788155448.721932,2.882149,6.608082,-0.546355,-0.439831,6.872092,-0.544443,-0.454287,0.264017,0.014456,6.972357,-0.559089,-0.447594,0.364498,0.007763,nan,nan,nan,nan,nan,3.205606
1788155448.822913,2.983130,6.914642,-0.670300,-0.302613,7.166003,-0.670108,-0.321549,0.251361,0.018936,7.273892,-0.682503,-0.311501,0.359457,0.008888,nan,nan,nan,nan,nan,3.250370
1788155448.822913,2.983130,6.914642,-0.670300,-0.302613,7.166003,-0.670108,-0.321549,0.251361,0.018936,7.273892,-0.682503,-0.311501,0.359457,0.008888,nan,nan,nan,nan,nan,3.250370
1788155448.879003,3.039220,7.193211,-0.735397,-0.135181,7.398373,-0.735377,-0.159338,0.205161,0.024157,7.470394,-0.731618,-0.145910,0.277209,0.010729,nan,nan,nan,nan,nan,5.311959
1788155448.879003,3.039220,7.193211,-0.735397,-0.135181,7.398373,-0.735377,-0.159338,0.205161,0.024157,7.470394,-0.731618,-0.145910,0.277209,0.010729,nan,nan,nan,nan,nan,5.311959
1788155448.988441,3.148657,7.347580,-0.747188,-0.001483,7.442719,-0.733402,-0.029330,0.096132,0.027847,7.562012,-0.742363,-0.014399,0.214486,0.012916,nan,nan,nan,nan,nan,1.390190
1788155448.988441,3.148657,7.347580,-0.747188,-0.001483,7.442719,-0.733402,-0.029330,0.096132,0.027847,7.562012,-0.742363,-0.014399,0.214486,0.012916,nan,nan,nan,nan,nan,1.390190
1788155449.091270,3.251487,7.526950,-0.733969,0.147695,7.537544,-0.743429,0.118076,0.014202,0.029619,7.618965,-0.739890,0.132542,0.092205,0.015152,nan,nan,nan,nan,nan,1.761203
1788155449.091270,3.251487,7.526950,-0.733969,0.147695,7.537544,-0.743429,0.118076,0.014202,0.029619,7.618965,-0.739890,0.132542,0.092205,0.015152,nan,nan,nan,nan,nan,1.761203
1788155449.190007,3.350224,7.650110,-0.710882,0.212169,7.537556,-0.725260,0.182015,0.113468,0.030153,7.656588,-0.734455,0.194942,0.024447,0.017226,nan,nan,nan,nan,nan,1.257078
1788155449.190007,3.350224,7.650110,-0.710882,0.212169,7.537556,-0.725260,0.182015,0.113468,0.030153,7.656588,-0.734455,0.194942,0.024447,0.017226,nan,nan,nan,nan,nan,1.257078
1788155449.287991,3.448208,7.719200,-0.694786,0.232403,7.569886,-0.717352,0.202324,0.151009,0.030080,7.682639,-0.727964,0.213383,0.049371,0.019020,nan,nan,nan,nan,nan,0.723331
