stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788157741.374951,0.378590,0.479622,-0.122394,0.027050,0.479622,-0.122394,0.027050,0.000000,0.000000,0.479868,-0.123608,0.027006,0.001239,0.000043,0.479622,-0.122394,0.027050,0.000000,0.000000,0.000000
1788157741.487987,0.491626,0.479622,-0.122394,0.027050,0.479622,-0.122394,0.027050,0.000000,0.000000,0.479761,-0.123078,0.027025,0.000697,0.000024,0.479622,-0.122394,0.027050,0.000000,0.000000,0.000000
1788157741.548582,0.552221,0.479622,-0.122394,0.027050,0.479622,-0.122394,0.027050,0.000000,0.000000,0.479695,-0.122755,0.027037,0.000368,0.000012,0.479622,-0.122394,0.027050,0.000000,0.000000,0.000000
1788157741.655315,0.658954,0.479622,-0.122394,0.027050,0.479622,-0.122394,0.027050,0.000000,0.000000,0.479681,-0.122684,0.027040,0.000296,0.000010,0.479622,-0.122394,0.027050,0.000000,0.000000,0.000000
1788157741.761899,0.765538,0.479622,-0.122394,0.027050,0.479622,-0.122394,0.027050,0.000000,0.000000,0.479671,-0.122635,0.027041,0.000246,0.000008,0.479622,-0.122394,0.027050,0.000000,0.000000,0.000000
1788157741.860673,0.864312,0.479922,-0.122386,0.027058,0.479622,-0.122394,0.027050,0.000300,0.000009,0.487165,-0.122396,0.027050,0.007243,0.000008,0.488442,-0.122156,0.027058,0.008523,0.000000,0.002991
1788157741.944952,0.948591,0.514509,-0.121452,0.027183,0.586827,-0.115828,0.027958,0.072536,0.000775,0.583754,-0.119246,0.027315,0.069280,0.000132,0.584555,-0.119548,0.027183,0.070072,0.000000,0.411459
1788157742.046154,1.049793,0.578486,-0.119725,0.027229,0.717812,-0.108228,0.027754,0.139800,0.000525,0.713061,-0.114778,0.027488,0.134666,0.000260,0.713194,-0.116048,0.027229,0.134758,0.000000,0.638416
1788157742.100945,1.104584,0.708236,-0.116122,0.027823,0.956748,-0.098734,0.028164,0.249120,0.000341,0.952465,-0.107012,0.028260,0.244399,0.000437,0.952056,-0.109471,0.027823,0.243911,0.000000,2.331227
1788157742.210979,1.214618,0.815991,-0.113012,0.029528,1.141286,-0.090965,0.029320,0.326041,0.000208,1.136794,-0.100434,0.030106,0.321049,0.000577,1.135850,-0.104200,0.029528,0.319980,0.000000,0.978802
1788157742.267058,1.270697,1.028995,-0.106561,0.030383,1.482705,-0.079774,0.030099,0.454500,0.000284,1.476973,-0.088878,0.031160,0.448327,0.000777,1.475402,-0.094025,0.030383,0.446583,0.000000,3.797069
1788157742.376624,1.380263,1.193724,-0.101713,0.027562,1.700584,-0.072082,0.026681,0.507726,0.000881,1.696379,-0.081224,0.028459,0.503073,0.000897,1.694368,-0.087679,0.027562,0.500840,0.000000,1.502219
1788157742.479672,1.483311,1.485731,-0.094329,0.022469,2.023515,-0.062816,0.020858,0.538706,0.001611,2.022456,-0.071694,0.023429,0.537202,0.000960,2.020346,-0.079523,0.022469,0.534820,0.000000,2.836283
1788157742.539500,1.543139,1.845140,-0.093528,-0.022616,2.407568,-0.061238,-0.024727,0.563354,0.002111,2.405577,-0.070252,-0.021573,0.560920,0.001043,2.403278,-0.079551,-0.022616,0.558313,0.000000,6.035045
