time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
111.737981,5.663432,-2.241572,3.012710,5.663432,-2.241572,3.012710,0.000000,0.000000,5.663432,-2.241572,3.012710,0.000000,0.000000,5.663432,-2.241572,3.012710,0.000000,0.000000
112.755271,4.990197,-2.295759,-2.840045,4.583681,-2.269313,-2.928165,0.407375,0.088120,4.577066,-2.260067,-2.937391,0.414670,0.097346,4.575044,-2.257421,-2.938889,0.416920,0.098844
113.777530,2.591676,-3.105286,-2.913195,2.209294,-3.057326,-2.951034,0.385378,0.037839,2.188588,-3.031670,-2.941696,0.409755,0.028501,2.164802,-2.972397,-2.956423,0.447081,0.043228
114.813200,1.451796,-3.406426,-2.954161,1.353331,-3.227221,-2.979887,0.204474,0.025727,1.340328,-3.238162,-2.955854,0.201836,0.001694,1.301728,-3.172504,-2.951197,0.277921,0.002963
115.953524,0.784422,-0.054561,0.030673,0.783822,-0.054580,0.030720,0.000600,0.000047,0.783822,-0.054580,0.030719,0.000600,0.000047,0.783822,-0.054580,0.030719,0.000600,0.000047
116.980919,0.785322,-0.054534,0.030766,0.783822,-0.054580,0.030720,0.001500,0.000046,0.783822,-0.054580,0.030734,0.001500,0.000031,0.783822,-0.054580,0.030734,0.001500,0.000031
117.995947,0.785322,-0.054534,0.030761,0.783822,-0.054580,0.030720,0.001500,0.000042,0.783822,-0.054580,0.030730,0.001500,0.000031,0.783822,-0.054580,0.030750,0.001500,0.000011
119.067438,0.785319,-0.054434,0.030761,0.783822,-0.054580,0.030720,0.001503,0.000042,0.783822,-0.054580,0.030725,0.001503,0.000036,0.783822,-0.054580,0.030756,0.001503,0.000005
120.170430,0.785315,-0.054334,0.030761,0.783822,-0.054580,0.030720,0.001513,0.000042,0.783822,-0.054580,0.030722,0.001513,0.000039,0.783822,-0.054580,0.030758,0.001513,0.000003
121.180535,0.785312,-0.054234,0.030761,0.783822,-0.054580,0.030720,0.001530,0.000042,0.783822,-0.054580,0.030721,0.001530,0.000041,0.783822,-0.054580,0.030759,0.001530,0.000002
122.250551,0.785309,-0.054134,0.030761,0.783822,-0.054580,0.030720,0.001552,0.000042,0.783822,-0.054580,0.030720,0.001552,0.000041,0.783822,-0.054580,0.030760,0.001552,0.000002
123.280861,0.785306,-0.054034,0.030761,0.783822,-0.054580,0.030720,0.001581,0.000042,0.783822,-0.054580,0.030720,0.001581,0.000041,0.783822,-0.054580,0.030760,0.001581,0.000001
124.302642,0.785303,-0.053934,0.030761,0.783822,-0.054580,0.030720,0.001616,0.000042,0.783822,-0.054580,0.030720,0.001616,0.000041,0.783822,-0.054580,0.030760,0.001616,0.000001
125.387271,0.785300,-0.053834,0.030761,0.783822,-0.054580,0.030720,0.001655,0.000042,0.783822,-0.054580,0.030720,0.001655,0.000042,0.783822,-0.054580,0.030760,0.001655,0.000001
126.418930,0.785297,-0.053734,0.030761,0.783822,-0.054580,0.030720,0.001700,0.000042,0.783822,-0.054580,0.030720,0.001700,0.000042,0.783822,-0.054580,0.030760,0.001700,0.000001
127.421710,0.785294,-0.053634,0.030761,0.783822,-0.054580,0.030720,0.001749,0.000042,0.783822,-0.054580,0.030720,0.001749,0.000042,0.783822,-0.054580,0.030760,0.001749,0.000001
128.501985,0.785291,-0.053534,0.030761,0.783822,-0.054580,0.030720,0.001803,0.000042,0.783822,-0.054580,0.030720,0.001803,0.000042,0.783822,-0.054580,0.030760,0.001803,0.000001
129.506568,0.785288,-0.053434,0.030761,0.783822,-0.054580,0.030720,0.001860,0.000042,0.783822,-0.054580,0.030720,0.001860,0.000042,0.783822,-0.054580,0.030760,0.001860,0.000001
130.540641,0.785285,-0.053334,0.030761,0.783822,-0.054580,0.030720,0.001921,0.000042,0.783822,-0.054580,0.030720,0.001921,0.000042,0.783822,-0.054580,0.030760,0.001921,0.000001
131.622638,0.785282,-0.053234,0.030761,0.783822,-0.054580,0.030720,0.001985,0.000042,0.783822,-0.054580,0.030720,0.001985,0.000042,0.783822,-0.054580,0.030760,0.001985,0.000001
132.677651,0.785279,-0.053134,0.030761,0.783822,-0.054580,0.030720,0.002052,0.000042,0.783822,-0.054580,0.030720,0.002052,0.000042,0.783822,-0.054580,0.030760,0.002052,0.000001
133.701410,0.785276,-0.053034,0.030761,0.783822,-0.054580,0.030720,0.002121,0.000042,0.783822,-0.054580,0.030720,0.002121,0.000042,0.783822,-0.054580,0.030760,0.002121,0.000001
134.762080,0.785272,-0.052934,0.030761,0.783822,-0.054580,0.030720,0.002193,0.000042,0.783822,-0.054580,0.030720,0.002193,0.000042,0.783822,-0.054580,0.030760,0.002193,0.000001
135.780876,0.785269,-0.052834,0.030761,0.783822,-0.054580,0.030720,0.002267,0.000042,0.783822,-0.054580,0.030720,0.002267,0.000042,0.783822,-0.054580,0.030760,0.002267,0.000001
136.846619,0.785266,-0.052734,0.030761,0.783822,-0.054580,0.030720,0.002343,0.000042,0.783822,-0.054580,0.030720,0.002343,0.000042,0.783822,-0.054580,0.030760,0.002343,0.000001
137.853960,0.785263,-0.052635,0.030761,0.783822,-0.054580,0.030720,0.002421,0.000042,0.783822,-0.054580,0.030720,0.002421,0.000042,0.783822,-0.054580,0.030760,0.002421,0.000001
138.899297,0.785260,-0.052535,0.030761,0.783822,-0.054580,0.030720,0.002500,0.000042,0.783822,-0.054580,0.030720,0.002500,0.000042,0.783822,-0.054580,0.030760,0.002500,0.000001
139.964737,0.785257,-0.052435,0.030761,0.783822,-0.054580,0.030720,0.002581,0.000042,0.783822,-0.054580,0.030720,0.002581,0.000042,0.783822,-0.054580,0.030760,0.002581,0.000001
140.982687,0.785254,-0.052335,0.030761,0.783822,-0.054580,0.030720,0.002663,0.000042,0.783822,-0.054580,0.030720,0.002663,0.000042,0.783822,-0.054580,0.030760,0.002663,0.000001
142.001833,0.785251,-0.052235,0.030761,0.783822,-0.054580,0.030720,0.002746,0.000042,0.783822,-0.054580,0.030720,0.002746,0.000042,0.783822,-0.054580,0.030760,0.002746,0.000001
143.097213,0.785248,-0.052135,0.030761,0.783822,-0.054580,0.030720,0.002830,0.000042,0.783822,-0.054580,0.030720,0.002830,0.000042,0.783822,-0.054580,0.030760,0.002830,0.000001
144.184818,0.785245,-0.052035,0.030761,0.783822,-0.054580,0.030720,0.002915,0.000042,0.783822,-0.054580,0.030720,0.002915,0.000042,0.783822,-0.054580,0.030760,0.002915,0.000001
145.252960,0.785242,-0.051935,0.030761,0.783822,-0.054580,0.030720,0.003002,0.000042,0.783822,-0.054580,0.030720,0.003002,0.000042,0.783822,-0.054580,0.030760,0.003002,0.000001
146.340833,0.785239,-0.051835,0.030761,0.783822,-0.054580,0.030720,0.003089,0.000042,0.783822,-0.054580,0.030720,0.003089,0.000042,0.783822,-0.054580,0.030760,0.003089,0.000001
147.456117,0.785236,-0.051735,0.030761,0.783822,-0.054580,0.030720,0.003176,0.000042,0.783822,-0.054580,0.030720,0.003176,0.000042,0.783822,-0.054580,0.030760,0.003176,0.000001
