time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.738832,0.785565,-0.071995,0.029609,0.785565,-0.071995,0.029609,0.000000,0.000000,0.785565,-0.071995,0.029609,0.000000,0.000000,0.785565,-0.071995,0.029609,0.000000,0.000000
1.783589,1.179656,-0.106465,-0.126177,1.211163,-0.094674,-0.136151,0.033641,0.009974,1.210918,-0.093501,-0.133367,0.033844,0.007189,1.211655,-0.092880,-0.132152,0.034764,0.005974
2.840184,2.271311,-0.170036,0.020039,2.309233,-0.177043,0.001620,0.038564,0.018419,2.309785,-0.177262,0.002299,0.039147,0.017740,2.310780,-0.172133,0.005603,0.039525,0.014436
3.943895,3.818413,-0.133705,0.016028,3.861123,-0.163632,-0.000150,0.052152,0.016178,3.862905,-0.165135,0.003113,0.054474,0.012915,3.864503,-0.153911,0.008154,0.050325,0.007874
5.040889,5.662134,-0.181647,-0.080080,5.715574,-0.235686,-0.088761,0.076000,0.008681,5.722985,-0.226982,-0.083075,0.075882,0.002995,5.727850,-0.193835,-0.071325,0.066836,0.008755
6.105557,7.572345,-0.309458,-0.057990,7.659190,-0.418061,-0.085651,0.139057,0.027661,7.672838,-0.400676,-0.077896,0.135718,0.019905,7.687668,-0.315470,-0.055211,0.115480,0.002779
7.105320,9.325940,-0.523635,-0.284607,9.373217,-0.692899,-0.302540,0.175743,0.017934,9.397547,-0.667904,-0.292867,0.161062,0.008261,9.430533,-0.503961,-0.256416,0.106428,0.028190
8.174477,10.546208,-1.144149,-0.683847,10.579752,-1.362670,-0.710697,0.221080,0.026850,10.624069,-1.345716,-0.698615,0.216082,0.014768,10.715404,-1.090349,-0.640150,0.177544,0.043697
9.273813,10.852249,-1.557286,-1.179684,10.854465,-1.769152,-1.192281,0.211878,0.012597,10.894943,-1.763592,-1.184022,0.210677,0.004338,11.046599,-1.473291,-1.110647,0.211724,0.069037
10.292667,10.987669,-2.178656,-1.583879,10.934760,-2.396746,-1.622018,0.224416,0.038139,10.983138,-2.399436,-1.620364,0.220827,0.036485,11.218914,-2.095136,-1.535715,0.245866,0.048163
11.323533,10.871953,-2.738220,-1.904574,10.783428,-2.948030,-1.905839,0.227721,0.001265,10.829887,-2.953797,-1.910713,0.219643,0.006139,11.140124,-2.659731,-1.824136,0.279422,0.080438
12.358189,10.630587,-3.172742,-2.319216,10.490864,-3.375058,-2.293656,0.245875,0.025560,10.551921,-3.391720,-2.304016,0.232680,0.015201,10.933070,-3.122793,-2.225348,0.306579,0.093868
13.360658,10.180315,-3.471377,-2.679019,10.010527,-3.673800,-2.666239,0.264202,0.012780,10.062821,-3.688798,-2.677212,0.247137,0.001807,10.505164,-3.461553,-2.610066,0.324998,0.068953
14.378998,9.688028,-3.590775,3.131850,9.492442,-3.810077,3.138116,0.293848,0.006266,9.533169,-3.818025,3.130310,0.274997,0.001540,10.012659,-3.626730,-3.095949,0.326617,0.055387
15.425406,9.154321,-3.479997,2.700993,8.924409,-3.717755,2.744326,0.330739,0.043333,8.958907,-3.718853,2.742016,0.308608,0.041023,9.459440,-3.557618,2.790556,0.314837,0.089564
16.497545,8.171559,-2.900184,2.509134,7.932874,-3.175479,2.520409,0.364360,0.011275,7.961529,-3.168991,2.521542,0.341131,0.012407,8.460228,-3.051757,2.567660,0.326043,0.058526
17.594304,6.619151,-2.188444,3.025084,6.377160,-2.397006,2.978501,0.319464,0.046583,6.395338,-2.380840,2.974526,0.295141,0.050558,6.879304,-2.321026,3.015215,0.291989,0.009868
18.630462,5.197641,-2.222663,-2.789364,4.936241,-2.368103,-2.886302,0.299137,0.096938,4.941492,-2.338344,-2.892761,0.281059,0.103397,5.434433,-2.307547,-2.861744,0.251547,0.072380
19.666987,3.250575,-2.682397,-3.029187,2.945793,-2.835579,-3.050254,0.341112,0.021067,2.936639,-2.805617,-3.047644,0.337253,0.018457,3.438931,-2.792569,-3.026080,0.218210,0.003107
20.717760,1.303040,-3.244690,-3.023073,0.992962,-3.375930,-3.006053,0.336708,0.017020,0.978621,-3.360963,-2.997686,0.344626,0.025387,1.484177,-3.368889,-2.975837,0.219628,0.047236
21.801369,-0.329755,-3.021939,2.912363,-0.626286,-3.139822,2.885806,0.319103,0.026557,-0.666021,-3.149807,2.905119,0.359757,0.007244,-0.183594,-3.216245,2.946065,0.243141,0.033702
22.826994,-1.391481,-2.180544,1.929090,-1.657107,-2.270026,1.936346,0.280294,0.007256,-1.733696,-2.285328,1.948840,0.357898,0.019750,-1.344311,-2.443564,2.021517,0.267216,0.092428
23.922597,-1.318150,-0.968949,1.092254,-1.512995,-1.027391,1.106494,0.203421,0.014240,-1.603216,-1.026332,1.100399,0.290784,0.008145,-1.380992,-1.193593,1.188228,0.233269,0.095974
25.005766,-0.847878,-0.433119,0.753837,-0.987923,-0.490338,0.722688,0.151284,0.031149,-1.057372,-0.485263,0.710851,0.215887,0.042986,-0.938619,-0.611373,0.792291,0.200021,0.038454
26.091002,0.255951,0.076320,0.068444,0.125732,0.047228,0.101512,0.133429,0.033067,0.085370,0.045619,0.096460,0.173322,0.028016,0.123475,0.000335,0.168230,0.152721,0.099785
27.174799,1.823784,-0.152052,0.030360,1.697776,-0.198282,-0.068963,0.134221,0.099324,1.676926,-0.205726,-0.074066,0.156359,0.104427,1.707751,-0.144579,-0.006100,0.116273,0.036461
28.256876,3.590170,0.047129,-0.401901,3.533168,0.019575,-0.359285,0.063312,0.042616,3.525867,0.005359,-0.352210,0.076678,0.049691,3.530876,0.167761,-0.289840,0.134416,0.112062
29.272851,5.134863,-0.126103,0.421434,5.147388,-0.268440,0.346596,0.142887,0.074837,5.149596,-0.279211,0.342979,0.153816,0.078455,5.168380,-0.017516,0.407276,0.113642,0.014158
30.295961,6.763255,-0.162702,-0.356712,6.810280,-0.341948,-0.453537,0.185312,0.096825,6.820591,-0.353555,-0.454009,0.199279,0.097296,6.845448,-0.000616,-0.393142,0.181735,0.036429
31.328214,8.389673,-0.088511,0.074841,8.447271,-0.411556,0.041829,0.328140,0.033012,8.459501,-0.430119,0.040174,0.348672,0.034667,8.493443,0.004228,0.095434,0.139171,0.020593
32.344848,9.828326,-0.546200,-0.632456,9.892321,-0.866824,-0.646599,0.326948,0.014143,9.922760,-0.875335,-0.636028,0.342414,0.003572,9.992021,-0.370849,-0.578437,0.239884,0.054019
33.394746,10.728320,-1.415987,-1.267960,10.770576,-1.792606,-1.238146,0.378983,0.029814,10.822835,-1.794304,-1.223796,0.389946,0.044163,10.989849,-1.214786,-1.142590,0.329969,0.125370
34.430778,10.754014,-1.963666,-1.711315,10.761820,-2.298010,-1.770184,0.334435,0.058869,10.805004,-2.309447,-1.758148,0.349520,0.046834,11.057292,-1.726686,-1.656999,0.384885,0.054316
35.483538,10.258768,-2.977943,-2.309173,10.155456,-3.282798,-2.358873,0.321885,0.049700,10.215843,-3.307564,-2.365243,0.332404,0.056070,10.626611,-2.792813,-2.249591,0.411802,0.059582
36.530362,9.253943,-3.208535,2.778806,9.050730,-3.498264,2.746596,0.353891,0.032210,9.099280,-3.518104,2.733202,0.346054,0.045604,9.579754,-3.137165,2.840136,0.333536,0.061330
37.631398,7.603919,-2.619534,2.877765,7.448694,-2.827835,2.809963,0.259777,0.067802,7.493591,-2.814200,2.796913,0.223757,0.080852,7.948513,-2.578499,2.882591,0.347029,0.004826
38.716581,5.902724,-2.164303,3.056236,5.717655,-2.280504,2.959232,0.218525,0.097005,5.748293,-2.244466,2.949185,0.173997,0.107052,6.197013,-2.101440,3.012938,0.300928,0.043298
39.800424,4.169713,-2.639619,-2.894324,3.932743,-2.708932,-2.889010,0.246899,0.005313,3.932649,-2.658320,-2.892617,0.237800,0.001707,4.414617,-2.553806,-2.850691,0.259504,0.043633
40.852321,2.124073,-3.047543,-2.759331,1.895348,-3.104330,-2.773168,0.235669,0.013837,1.883480,-3.067303,-2.769896,0.241403,0.010566,2.373861,-2.995261,-2.736115,0.255200,0.023215
