stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788161520.953089,1.471159,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788161521.051673,1.569743,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788161521.155905,1.673975,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788161521.257503,1.775573,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788161521.370485,1.888556,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788161521.482930,2.001000,0.481181,-0.127645,0.026874,0.480682,-0.127658,0.026861,0.000500,0.000013,0.489367,-0.127425,0.026872,0.008189,0.000002,0.490908,-0.127383,0.026874,0.009731,0.000000,0.004458
1788161521.540442,2.058512,0.519265,-0.126524,0.031522,0.617592,-0.114185,0.032054,0.099098,0.000532,0.489367,-0.127425,0.026872,0.029911,0.004650,0.490908,-0.127383,0.026874,0.028370,0.004648,0.671297
1788161521.641611,2.159681,0.566840,-0.124948,0.036912,0.724749,-0.101343,0.037798,0.159664,0.000886,0.717870,-0.116732,0.037327,0.151254,0.000415,0.717662,-0.120236,0.036912,0.150896,0.000000,0.465590
1788161521.754788,2.272858,0.709122,-0.118632,0.050971,0.991260,-0.081542,0.051632,0.284566,0.000662,0.983766,-0.104930,0.051386,0.274986,0.000415,0.983563,-0.108545,0.050971,0.274627,0.000000,1.264671
1788161521.855718,2.373788,0.888105,-0.108131,0.066301,1.265801,-0.059258,0.066601,0.380846,0.000300,1.259023,-0.082489,0.067782,0.371804,0.001480,1.257165,-0.092483,0.066301,0.369392,0.000000,1.783980
