stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788156197.164615,0.425747,0.476744,-0.122508,0.027565,0.476744,-0.122508,0.027565,0.000000,0.000000,0.477260,-0.123177,0.027475,0.000844,0.000090,0.476744,-0.122508,0.027565,0.000000,0.000000,0.000000
1788156197.284780,0.545913,0.476744,-0.122508,0.027565,0.476744,-0.122508,0.027565,0.000000,0.000000,0.477101,-0.122971,0.027504,0.000584,0.000061,0.476744,-0.122508,0.027565,0.000000,0.000000,0.000000
1788156197.344298,0.605430,0.476744,-0.122508,0.027565,0.476744,-0.122508,0.027565,0.000000,0.000000,0.477016,-0.122861,0.027519,0.000445,0.000046,0.476744,-0.122508,0.027565,0.000000,0.000000,0.000000
1788156197.439488,0.700621,0.476744,-0.122508,0.027565,0.476744,-0.122508,0.027565,0.000000,0.000000,0.476963,-0.122791,0.027528,0.000358,0.000037,0.476744,-0.122508,0.027565,0.000000,0.000000,0.000000
1788156197.548232,0.809365,0.476744,-0.122508,0.027565,0.476744,-0.122508,0.027565,0.000000,0.000000,0.476963,-0.122791,0.027528,0.000358,0.000037,0.476744,-0.122508,0.027565,0.000000,0.000000,0.000000
1788156197.649309,0.910442,0.477044,-0.122500,0.027574,0.476744,-0.122508,0.027565,0.000300,0.000009,0.484961,-0.122522,0.027544,0.007917,0.000030,0.484780,-0.122287,0.027574,0.007739,0.000000,0.002969
1788156197.761849,1.022982,0.519927,-0.121308,0.027708,0.596455,-0.115349,0.028383,0.076759,0.000675,0.593362,-0.118929,0.027814,0.073473,0.000107,0.593924,-0.119269,0.027708,0.074024,0.000000,0.378864
1788156197.884249,1.145382,0.611892,-0.118751,0.028038,0.755708,-0.106693,0.028375,0.144321,0.000337,0.751161,-0.113519,0.028267,0.139368,0.000229,0.751070,-0.114888,0.028038,0.139232,0.000000,0.755988
1788156197.940778,1.201911,0.705356,-0.116153,0.028056,0.908200,-0.099383,0.028249,0.203536,0.000194,0.904306,-0.108027,0.028432,0.199116,0.000376,0.903713,-0.110605,0.028056,0.198435,0.000000,1.641885
1788156198.045121,1.306254,0.913470,-0.110167,0.029483,1.238610,-0.087399,0.029172,0.325936,0.000311,1.233676,-0.098425,0.029859,0.320422,0.000376,1.233087,-0.101127,0.029483,0.319745,0.000000,1.998317
1788156198.160550,1.421683,1.201639,-0.101456,0.030910,1.583825,-0.074981,0.030033,0.383101,0.000877,1.578308,-0.085154,0.031665,0.377022,0.000755,1.576558,-0.090752,0.030910,0.375072,0.000000,2.485645
1788156198.261741,1.522873,1.506799,-0.092173,0.029219,1.928872,-0.062455,0.027166,0.423118,0.002053,1.924416,-0.073102,0.030084,0.418053,0.000865,1.922187,-0.080358,0.029219,0.415556,0.000000,3.016486
1788156198.325701,1.586834,1.852521,-0.084563,0.013288,2.288260,-0.053209,0.009913,0.436866,0.003375,2.287530,-0.063794,0.014176,0.435505,0.000888,2.285237,-0.072641,0.013288,0.432880,0.000000,5.426898
1788156198.424693,1.685825,2.076584,-0.083736,-0.010866,2.520355,-0.051156,-0.015043,0.444965,0.004177,2.519772,-0.062067,-0.010047,0.443717,0.000819,2.517424,-0.072360,-0.010866,0.440986,0.000000,2.269049
1788156198.532881,1.794014,2.422174,-0.096537,-0.068111,2.878194,-0.064052,-0.073180,0.457176,0.005069,2.877147,-0.074715,-0.067433,0.455496,0.000678,2.874688,-0.086475,-0.068111,0.452626,0.000000,3.189630
1788156198.645940,1.907072,2.824797,-0.138565,-0.142030,3.289234,-0.107620,-0.148835,0.465467,0.006806,3.292910,-0.117420,-0.141679,0.468590,0.000351,3.290791,-0.130357,-0.142030,0.466066,0.000000,3.578490
1788156198.758510,2.019643,3.224070,-0.207597,-0.198553,3.694818,-0.180380,-0.207767,0.471534,0.009214,3.704325,-0.187996,-0.198885,0.480656,0.000331,3.703150,-0.201264,-0.198553,0.479122,0.000000,3.592684
1788156198.862602,2.123734,3.560139,-0.277385,-0.209443,4.037604,-0.256335,-0.220282,0.477929,0.010839,4.049796,-0.260511,-0.210764,0.489948,0.001321,4.049921,-0.273003,-0.209443,0.489802,0.000000,3.297761
1788156198.962795,2.223927,3.900156,-0.341661,-0.153926,4.384719,-0.327045,-0.166200,0.484783,0.012274,4.399853,-0.327182,-0.156512,0.499907,0.002585,4.401676,-0.337624,-0.153926,0.501536,0.000000,3.455126
