stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788162454.138519,0.899308,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788162454.251432,1.012222,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788162454.332937,1.093726,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788162454.431155,1.191945,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.000000
1788162454.532354,1.293144,0.480762,-0.127599,0.026861,0.480682,-0.127658,0.026861,0.000100,0.000000,0.480682,-0.127658,0.026861,0.000100,0.000000,0.480682,-0.127658,0.026861,0.000100,0.000000,0.000989
1788162454.633502,1.394291,0.481042,-0.127640,0.026866,0.480682,-0.127658,0.026861,0.000361,0.000006,0.489752,-0.127414,0.026866,0.008714,0.000000,0.489752,-0.127414,0.026866,0.008714,0.000000,0.002807
1788162454.736845,1.497635,0.516728,-0.126587,0.031382,0.591032,-0.146947,0.026964,0.077042,0.004417,0.591066,-0.127573,0.030573,0.074344,0.000809,0.592425,-0.124423,0.031382,0.075728,0.000000,0.344761
1788162454.853467,1.614256,0.618092,-0.122793,0.043089,0.769325,-0.164975,0.031173,0.157005,0.011916,0.769197,-0.127043,0.040094,0.151164,0.002995,0.770514,-0.117789,0.043089,0.152504,0.000000,0.871094
1788162454.911020,1.671809,0.762276,-0.115648,0.057563,0.984051,-0.178420,0.041103,0.230488,0.016460,0.982788,-0.116926,0.054568,0.220516,0.002995,0.984074,-0.107032,0.057563,0.221965,0.000000,2.546837
1788162455.016995,1.777785,0.887183,-0.107851,0.068042,1.167069,-0.190900,0.049220,0.291947,0.018822,1.166881,-0.124412,0.058691,0.280188,0.009351,1.167809,-0.095478,0.068042,0.280898,0.000000,1.168186
1788162455.123485,1.884274,1.119852,-0.089778,0.085509,1.447257,-0.192792,0.065731,0.343229,0.019777,1.446969,-0.116961,0.072379,0.328245,0.013129,1.447527,-0.073960,0.085509,0.328057,0.000000,2.215964
1788162455.235068,1.995857,1.468323,-0.061195,0.075208,1.844730,-0.177909,0.060611,0.394087,0.014597,1.845829,-0.090106,0.062079,0.378612,0.013129,1.846001,-0.041870,0.075208,0.378172,0.000000,3.110583
1788162455.334295,2.095084,1.817016,-0.039293,0.046597,2.215494,-0.159801,0.043411,0.416302,0.003185,2.218567,-0.085530,0.030068,0.404205,0.016529,2.218334,-0.019166,0.046597,0.401822,0.000000,3.534026
1788162455.436968,2.197757,2.202993,-0.033947,-0.026188,2.625664,-0.136062,-0.005098,0.434831,0.021089,2.629388,-0.102461,-0.044288,0.431865,0.018100,2.629663,-0.014969,-0.026188,0.427092,0.000000,3.742803
1788162455.536935,2.297725,0.513080,-0.128046,0.019886,3.055819,-0.152381,0.034123,2.542855,0.014238,3.057631,-0.111563,0.001786,2.544605,0.018100,3.058001,-0.016319,0.019886,2.547372,0.000000,16.996157
1788162455.617298,2.378088,0.605027,-0.126998,0.007937,3.542260,-0.165474,0.018323,2.937484,0.010386,3.541101,-0.122830,-0.009479,2.936077,0.017415,3.541418,-0.009593,0.007937,2.938737,0.000000,1.137294
1788162455.718794,2.479583,0.716894,-0.126126,0.010711,3.876809,-0.179702,0.022998,3.160369,0.012287,3.872827,-0.131701,-0.006356,3.155937,0.017067,3.872724,-0.006504,0.010711,3.158096,0.000000,1.100686
