time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.427846,0.467663,-0.062041,0.029145,0.467663,-0.062041,0.029145,0.000000,0.000000,0.469196,-0.063326,0.029006,0.002001,0.000139,0.467663,-0.062041,0.029145,0.000000,0.000000
1.499874,1.142744,-0.099721,-0.123436,1.147889,-0.086835,-0.137970,0.013875,0.014534,1.125170,-0.089736,-0.119011,0.020213,0.004425,1.101938,-0.083130,-0.094207,0.044050,0.029230
2.594011,3.836601,-0.114075,-0.246901,3.610457,-0.134945,-0.273086,0.227105,0.026185,3.670707,-0.121632,-0.226541,0.166066,0.020360,3.772215,-0.109642,-0.198951,0.064538,0.047950
3.700327,6.510757,-0.180224,-0.260927,6.273065,-0.283596,-0.301681,0.259197,0.040755,6.262867,-0.258074,-0.277948,0.259827,0.017021,6.458065,-0.125024,-0.208459,0.076312,0.052468
4.818208,9.165018,-0.432531,-0.404766,8.955824,-0.646180,-0.451242,0.299012,0.046476,8.948218,-0.629971,-0.461731,0.293232,0.056964,9.145022,-0.205212,-0.332130,0.228197,0.072636
5.875582,10.385256,-0.787390,-0.407352,10.159064,-1.044299,-0.404468,0.342294,0.002884,10.165558,-1.047658,-0.413019,0.340598,0.005667,10.398195,-0.527389,-0.364302,0.260323,0.043050
6.933930,11.073490,-1.435246,-1.186114,10.860798,-1.705327,-1.187977,0.343775,0.001863,10.861037,-1.693842,-1.169291,0.334677,0.016823,11.136854,-1.145533,-1.118381,0.296562,0.067733
7.968522,10.939416,-2.596737,-2.110215,10.697829,-2.923645,-2.155417,0.406488,0.045201,10.696507,-2.917595,-2.149860,0.402436,0.039645,11.083399,-2.322770,-2.040382,0.309498,0.069834
8.985797,10.265058,-3.213112,-2.713350,10.050997,-3.482120,-2.722467,0.343784,0.009117,10.024004,-3.496976,-2.735274,0.372406,0.021924,10.444807,-2.976399,-2.648033,0.297225,0.065317
10.036414,9.038234,-3.237005,2.842625,8.971639,-3.489011,2.835794,0.260657,0.006831,8.952540,-3.496464,2.824289,0.273245,0.018336,9.270496,-3.089041,2.881951,0.275389,0.039326
