stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788160644.405679,1.274894,0.476733,-0.122393,0.027534,0.476733,-0.122393,0.027534,0.000000,0.000000,0.477007,-0.122755,0.027490,0.000453,0.000045,0.476733,-0.122393,0.027534,0.000000,0.000000,0.000000
1788160644.513305,1.382520,0.476733,-0.122393,0.027534,0.476733,-0.122393,0.027534,0.000000,0.000000,0.476953,-0.122683,0.027499,0.000364,0.000035,0.476733,-0.122393,0.027534,0.000000,0.000000,0.000000
1788160644.589641,1.458856,0.482031,-0.122248,0.027875,0.516846,-0.117363,0.028739,0.035156,0.000863,0.514166,-0.121603,0.027846,0.032141,0.000029,0.513984,-0.121361,0.027875,0.031964,0.000000,0.070792
1788160644.681283,1.550498,0.506922,-0.121563,0.030206,0.573756,-0.111662,0.031093,0.067563,0.000886,0.567635,-0.119420,0.030333,0.060751,0.000126,0.567055,-0.119819,0.030206,0.060159,0.000000,0.267795
1788160644.778023,1.647238,0.586078,-0.118888,0.037296,0.667148,-0.105022,0.038393,0.082247,0.001097,0.660309,-0.115245,0.037568,0.074320,0.000273,0.658910,-0.116718,0.037296,0.072864,0.000000,0.808929
1788160644.879883,1.749098,0.707383,-0.113753,0.047445,0.827583,-0.094336,0.047992,0.121758,0.000547,0.820001,-0.107152,0.047909,0.112811,0.000464,0.817764,-0.109983,0.047445,0.110445,0.000000,1.190021
1788160644.999809,1.869024,0.917255,-0.102582,0.058634,1.131904,-0.075141,0.058679,0.216395,0.000045,1.123279,-0.089388,0.059265,0.206446,0.000631,1.120182,-0.093928,0.058634,0.203111,0.000000,1.754051
1788160645.105876,1.975091,1.192879,-0.085103,0.067264,1.462833,-0.051852,0.066080,0.271993,0.001184,1.455250,-0.066556,0.068122,0.263026,0.000858,1.451232,-0.073061,0.067264,0.258633,0.000000,2.651011
1788160645.213405,2.082620,1.516457,-0.065305,0.050818,1.812077,-0.029531,0.048733,0.297777,0.002085,1.808146,-0.043687,0.051845,0.292488,0.001027,1.803366,-0.052247,0.050818,0.287206,0.000000,2.954603
1788160645.330579,2.199794,1.903453,-0.056169,-0.010321,2.216041,-0.019499,-0.013328,0.314732,0.003007,2.211198,-0.033449,-0.009172,0.308583,0.001148,2.206044,-0.044092,-0.010321,0.302833,0.000000,3.304071
1788160645.388681,2.257896,2.249166,-0.077379,-0.121093,2.572960,-0.041118,-0.124548,0.325818,0.003455,2.566278,-0.054734,-0.119867,0.317919,0.001226,2.560634,-0.067425,-0.121093,0.311628,0.000000,6.088092
1788160645.479065,2.348280,2.423589,-0.101295,-0.149508,2.750748,-0.063413,-0.154002,0.329346,0.004494,2.744742,-0.077160,-0.148192,0.322059,0.001316,2.738460,-0.091632,-0.149508,0.315020,0.000000,1.930189
1788160645.595886,2.465101,2.811941,-0.170651,-0.207609,3.140273,-0.134721,-0.213996,0.330292,0.006387,3.140482,-0.146562,-0.206362,0.329423,0.001247,3.133581,-0.162944,-0.207609,0.321732,0.000000,3.382717
1788160645.694599,2.563814,3.144792,-0.251637,-0.273004,3.476020,-0.219300,-0.280975,0.332803,0.007971,3.479201,-0.228206,-0.272066,0.335229,0.000938,3.472257,-0.245934,-0.273004,0.327515,0.000000,3.461733
1788160645.798676,2.667892,3.481562,-0.344219,-0.237683,3.814669,-0.312318,-0.247994,0.334631,0.010311,3.823207,-0.317511,-0.237307,0.342687,0.000376,3.816560,-0.335811,-0.237683,0.335103,0.000000,3.345629
1788160645.908504,2.777719,3.876896,-0.412783,-0.081043,4.213043,-0.383720,-0.095026,0.337401,0.013983,4.229014,-0.383479,-0.081599,0.353335,0.000556,4.223272,-0.401180,-0.081043,0.346571,0.000000,3.657111
1788160646.012323,2.881538,4.221666,-0.410610,0.115829,4.568692,-0.386166,0.096944,0.347886,0.018885,4.586281,-0.379655,0.113783,0.365927,0.002046,4.582148,-0.394938,0.115829,0.360822,0.000000,3.328823
1788160646.068610,2.937825,4.556075,-0.337194,0.309887,4.911854,-0.320619,0.286598,0.356165,0.023289,4.934987,-0.308502,0.305775,0.379997,0.004113,4.932316,-0.319255,0.309887,0.376668,0.000000,6.050080
1788160646.179153,3.048368,4.757319,-0.263237,0.401189,5.112714,-0.251164,0.374803,0.355600,0.026386,5.141082,-0.236963,0.394726,0.384661,0.006464,5.139925,-0.242166,0.401189,0.383186,0.000000,1.942341
1788160646.294140,3.163355,5.108201,-0.079427,0.567456,5.468111,-0.072023,0.538571,0.359986,0.028885,5.501630,-0.054384,0.558561,0.394225,0.008895,5.501064,-0.052165,0.567456,0.393807,0.000000,3.442165
