stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788155028.701709,0.403605,0.476530,-0.122097,0.027534,0.476530,-0.122097,0.027534,0.000000,0.000000,0.477495,-0.123379,0.027380,0.001605,0.000154,0.476530,-0.122097,0.027534,0.000000,0.000000,0.000000
1788155028.778473,0.480369,0.476530,-0.122097,0.027534,0.476530,-0.122097,0.027534,0.000000,0.000000,0.477074,-0.122819,0.027448,0.000904,0.000086,0.476530,-0.122097,0.027534,0.000000,0.000000,0.000000
1788155028.878548,0.580444,0.476530,-0.122097,0.027534,0.476530,-0.122097,0.027534,0.000000,0.000000,0.476907,-0.122597,0.027475,0.000627,0.000059,0.476530,-0.122097,0.027534,0.000000,0.000000,0.000000
1788155028.983335,0.685231,0.476530,-0.122097,0.027534,0.476530,-0.122097,0.027534,0.000000,0.000000,0.476817,-0.122478,0.027490,0.000477,0.000044,0.476530,-0.122097,0.027534,0.000000,0.000000,0.000000
1788155029.082791,0.784687,0.476530,-0.122097,0.027534,0.476530,-0.122097,0.027534,0.000000,0.000000,0.476761,-0.122403,0.027499,0.000383,0.000035,0.476530,-0.122097,0.027534,0.000000,0.000000,0.000000
1788155029.198545,0.900441,0.476530,-0.122097,0.027534,0.476530,-0.122097,0.027534,0.000000,0.000000,0.476722,-0.122351,0.027505,0.000318,0.000029,0.476530,-0.122097,0.027534,0.000000,0.000000,0.000000
1788155029.297661,0.999557,0.476530,-0.122097,0.027534,0.476530,-0.122097,0.027534,0.000000,0.000000,0.476693,-0.122313,0.027510,0.000270,0.000024,0.476530,-0.122097,0.027534,0.000000,0.000000,0.000000
1788155029.400700,1.102595,0.476530,-0.122097,0.027534,0.476530,-0.122097,0.027534,0.000000,0.000000,0.476671,-0.122283,0.027514,0.000234,0.000020,0.476530,-0.122097,0.027534,0.000000,0.000000,0.000000
1788155029.519105,1.221001,0.477230,-0.122077,0.027551,0.476530,-0.122097,0.027534,0.000700,0.000017,0.485862,-0.122006,0.027534,0.008633,0.000017,0.485739,-0.121843,0.027551,0.008513,0.000000,0.005939
1788155029.576494,1.278389,0.509417,-0.121183,0.027665,0.544150,-0.116114,0.028482,0.035101,0.000817,0.540222,-0.120487,0.027648,0.030812,0.000017,0.541191,-0.120312,0.027665,0.031786,0.000000,0.560952
1788155029.684272,1.386168,0.565396,-0.119629,0.027425,0.635546,-0.109131,0.028086,0.070932,0.000661,0.628629,-0.117575,0.027531,0.063266,0.000106,0.629175,-0.117888,0.027425,0.063803,0.000000,0.517062
1788155029.744736,1.446632,0.686749,-0.116259,0.027443,0.793175,-0.100959,0.028086,0.107520,0.000643,0.786490,-0.112341,0.027670,0.099818,0.000226,0.786323,-0.113575,0.027443,0.099611,0.000000,2.007707
1788155029.850037,1.551933,0.789312,-0.113511,0.027742,0.957095,-0.092497,0.027712,0.169093,0.000030,0.949773,-0.106642,0.028143,0.160608,0.000402,0.948962,-0.109086,0.027742,0.159711,0.000000,0.976888
1788155029.964884,1.666780,1.023616,-0.106805,0.028606,1.304142,-0.079950,0.028134,0.281808,0.000472,1.295509,-0.095332,0.029164,0.272135,0.000559,1.294017,-0.099362,0.028606,0.270503,0.000000,2.039158
1788155030.067958,1.769854,1.290408,-0.099197,0.028054,1.612464,-0.068330,0.026408,0.323532,0.001646,1.605302,-0.084728,0.028865,0.315226,0.000811,1.603024,-0.090606,0.028054,0.312735,0.000000,2.587109
1788155030.164684,1.866580,1.596104,-0.091208,0.023799,1.940180,-0.057631,0.020839,0.345711,0.002960,1.936704,-0.074101,0.024819,0.341029,0.001021,1.933795,-0.082029,0.023799,0.337816,0.000000,3.186206
1788155030.267823,1.969719,1.935190,-0.085994,0.002953,2.300010,-0.051059,-0.001244,0.366489,0.004198,2.295784,-0.067181,0.004105,0.361084,0.001152,2.292582,-0.077229,0.002953,0.357499,0.000000,3.260959
1788155030.367713,2.069609,2.276139,-0.090232,-0.030348,2.653705,-0.054922,-0.035996,0.379214,0.005648,2.649643,-0.069941,-0.029156,0.374055,0.001192,2.646075,-0.082071,-0.030348,0.370026,0.000000,3.440244
1788155030.470077,2.171973,2.621680,-0.108547,-0.078590,3.006207,-0.073850,-0.086045,0.386089,0.007455,3.007022,-0.087564,-0.077509,0.385913,0.001081,3.003091,-0.101537,-0.078590,0.381475,0.000000,3.361499
1788155030.582642,2.284538,3.025236,-0.148161,-0.116722,3.418116,-0.115341,-0.126158,0.394249,0.009436,3.423495,-0.126880,-0.115952,0.398827,0.000770,3.419607,-0.142342,-0.116722,0.394414,0.000000,3.597476
1788155030.684135,2.386031,3.372679,-0.191733,-0.132666,3.773612,-0.162603,-0.143930,0.401990,0.011264,3.781591,-0.171028,-0.132452,0.409436,0.000215,3.778166,-0.187285,-0.132666,0.405511,0.000000,3.478678
1788155030.786616,2.488512,3.720097,-0.234406,-0.105316,4.127563,-0.209975,-0.119224,0.408197,0.013909,4.139473,-0.214033,-0.105919,0.419870,0.000604,4.136785,-0.230160,-0.105316,0.416709,0.000000,3.402496
1788155030.841438,2.543334,4.065206,-0.262338,-0.052296,4.478807,-0.244689,-0.068475,0.413978,0.016178,4.494870,-0.243679,-0.054103,0.430070,0.001807,4.493314,-0.258315,-0.052296,0.428127,0.000000,6.276134
1788155030.949258,2.651153,4.300095,-0.269520,-0.007967,4.716505,-0.257844,-0.025815,0.416574,0.017848,4.734726,-0.253574,-0.011215,0.434923,0.003248,4.734607,-0.265588,-0.007967,0.434529,0.000000,2.178851
1788155031.048836,2.750732,4.632256,-0.267100,0.022016,5.042858,-0.263090,0.002315,0.410621,0.019700,5.068729,-0.255085,0.017152,0.436639,0.004863,5.070189,-0.263231,0.022016,0.437949,0.000000,3.336152
1788155031.153829,2.855725,4.943364,-0.259461,0.025890,5.339038,-0.263502,0.004499,0.395695,0.021390,5.372400,-0.252673,0.019229,0.429089,0.006661,5.375995,-0.255904,0.025890,0.432646,0.000000,2.962882
