stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788154248.733821,1.024144,0.480655,-0.127526,0.026866,0.480655,-0.127526,0.026866,0.000000,0.000000,0.480668,-0.127592,0.026864,0.000067,0.000002,0.480655,-0.127526,0.026866,0.000000,0.000000,0.000000
1788154248.839304,1.129628,0.480655,-0.127526,0.026866,0.480655,-0.127526,0.026866,0.000000,0.000000,0.480664,-0.127570,0.026864,0.000045,0.000001,0.480655,-0.127526,0.026866,0.000000,0.000000,0.000000
1788154248.898821,1.189144,0.480655,-0.127526,0.026866,0.480655,-0.127526,0.026866,0.000000,0.000000,0.480661,-0.127559,0.026865,0.000033,0.000001,0.480655,-0.127526,0.026866,0.000000,0.000000,0.000000
1788154249.000809,1.291132,0.480655,-0.127526,0.026866,0.480655,-0.127526,0.026866,0.000000,0.000000,0.480660,-0.127552,0.026865,0.000027,0.000001,0.480655,-0.127526,0.026866,0.000000,0.000000,0.000000
1788154249.052152,1.342475,0.480655,-0.127526,0.026866,0.480655,-0.127526,0.026866,0.000000,0.000000,0.480659,-0.127548,0.026865,0.000022,0.000001,0.480655,-0.127526,0.026866,0.000000,0.000000,0.000000
1788154249.150548,1.440871,0.480655,-0.127526,0.026866,0.480655,-0.127526,0.026866,0.000000,0.000000,0.480658,-0.127545,0.026865,0.000019,0.000001,0.480655,-0.127526,0.026866,0.000000,0.000000,0.000000
1788154249.249476,1.539799,0.480655,-0.127526,0.026866,0.480655,-0.127526,0.026866,0.000000,0.000000,0.480658,-0.127542,0.026865,0.000017,0.000000,0.480655,-0.127526,0.026866,0.000000,0.000000,0.000000
1788154249.350558,1.640881,0.481054,-0.127515,0.026874,0.480655,-0.127526,0.026866,0.000400,0.000009,0.487124,-0.127367,0.026874,0.006072,0.000000,0.487121,-0.127352,0.026874,0.006069,0.000000,0.003957
1788154249.449440,1.739764,0.515942,-0.126580,0.027851,0.551856,-0.125477,0.027872,0.035931,0.000021,0.551116,-0.125613,0.027850,0.035188,0.000001,0.551783,-0.125582,0.027851,0.035855,0.000000,0.352884
1788154249.554722,1.845045,0.602605,-0.124056,0.030169,0.675371,-0.121770,0.030188,0.072802,0.000019,0.674630,-0.122018,0.030170,0.072054,0.000001,0.675227,-0.122000,0.030169,0.072651,0.000000,0.828593
