stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1788152387.385524,0.429391,0.480655,-0.127526,0.026865,0.480655,-0.127526,0.026865,0.000000,0.000000,0.480668,-0.127592,0.026863,0.000067,0.000002,0.480655,-0.127526,0.026865,0.000000,0.000000,0.000000
1788152387.496657,0.540524,0.480655,-0.127526,0.026865,0.480655,-0.127526,0.026865,0.000000,0.000000,0.480664,-0.127570,0.026864,0.000045,0.000001,0.480655,-0.127526,0.026865,0.000000,0.000000,0.000000
1788152387.597201,0.641068,0.480655,-0.127526,0.026865,0.480655,-0.127526,0.026865,0.000000,0.000000,0.480662,-0.127559,0.026865,0.000034,0.000001,0.480655,-0.127526,0.026865,0.000000,0.000000,0.000000
1788152387.702159,0.746025,0.480655,-0.127526,0.026865,0.480655,-0.127526,0.026865,0.000000,0.000000,0.480660,-0.127553,0.026865,0.000027,0.000001,0.480655,-0.127526,0.026865,0.000000,0.000000,0.000000
1788152387.814760,0.858626,0.480655,-0.127526,0.026865,0.480655,-0.127526,0.026865,0.000000,0.000000,0.480659,-0.127548,0.026865,0.000022,0.000001,0.480655,-0.127526,0.026865,0.000000,0.000000,0.000000
1788152387.917490,0.961356,0.480655,-0.127526,0.026865,0.480655,-0.127526,0.026865,0.000000,0.000000,0.480659,-0.127545,0.026865,0.000019,0.000000,0.480655,-0.127526,0.026865,0.000000,0.000000,0.000000
1788152388.018562,1.062428,0.480655,-0.127526,0.026865,0.480655,-0.127526,0.026865,0.000000,0.000000,0.480658,-0.127543,0.026865,0.000017,0.000000,0.480655,-0.127526,0.026865,0.000000,0.000000,0.000000
1788152388.136621,1.180488,0.481355,-0.127508,0.026879,0.480655,-0.127526,0.026865,0.000700,0.000013,0.488107,-0.127341,0.026878,0.006754,0.000000,0.488104,-0.127326,0.026879,0.006752,0.000000,0.005926
1788152388.261598,1.305464,0.525939,-0.126312,0.027845,0.557637,-0.125320,0.027865,0.031713,0.000021,0.556792,-0.125459,0.027843,0.030865,0.000002,0.557565,-0.125425,0.027845,0.031639,0.000000,0.359047
1788152388.352900,1.396766,0.617001,-0.123670,0.029593,0.669398,-0.121983,0.029611,0.052424,0.000019,0.668558,-0.122237,0.029594,0.051578,0.000001,0.669250,-0.122217,0.029593,0.052270,0.000000,0.990625
1788152388.413790,1.457657,0.755735,-0.119349,0.032444,0.839282,-0.116586,0.032463,0.083593,0.000018,0.838505,-0.116943,0.032448,0.082805,0.000004,0.839123,-0.116946,0.032444,0.083423,0.000000,2.286832
1788152388.519284,1.563151,0.875470,-0.115338,0.034992,1.003390,-0.110926,0.034994,0.127996,0.000003,1.002640,-0.111377,0.034999,0.127232,0.000007,1.003194,-0.111412,0.034992,0.127785,0.000000,1.140284
1788152388.635566,1.679432,1.147295,-0.105148,0.039790,1.338101,-0.098289,0.039781,0.190930,0.000008,1.337370,-0.098819,0.039799,0.190181,0.000010,1.337867,-0.098892,0.039790,0.190675,0.000000,2.344384
1788152388.736757,1.780623,1.430386,-0.093555,0.041744,1.641461,-0.085792,0.041700,0.211218,0.000044,1.640807,-0.086398,0.041758,0.210543,0.000014,1.641251,-0.086517,0.041744,0.210983,0.000000,2.774991
1788152388.859197,1.903064,1.794321,-0.078794,0.037224,2.030977,-0.070310,0.037149,0.236808,0.000075,2.030437,-0.070955,0.037242,0.236246,0.000017,2.030836,-0.071127,0.037224,0.236640,0.000000,2.975909
1788152388.975986,2.019852,2.192791,-0.068609,0.010823,2.450673,-0.060138,0.010714,0.258021,0.000109,2.450133,-0.060815,0.010843,0.257460,0.000020,2.450497,-0.061043,0.010823,0.257817,0.000000,3.416040
1788152389.029102,2.072968,2.530964,-0.070544,-0.025827,2.800849,-0.062691,-0.025971,0.269999,0.000145,2.800354,-0.063385,-0.025804,0.269484,0.000023,2.800684,-0.063670,-0.025827,0.269807,0.000000,6.354240
1788152389.134692,2.178559,2.769521,-0.080653,-0.063473,3.047319,-0.073627,-0.063665,0.277886,0.000191,3.046929,-0.074345,-0.063448,0.277479,0.000025,3.047229,-0.074686,-0.063473,0.277772,0.000000,2.261815
1788152389.236026,2.279893,3.114186,-0.112025,-0.119888,3.403244,-0.106332,-0.120133,0.289114,0.000246,3.402993,-0.107024,-0.119864,0.288851,0.000024,3.403270,-0.107419,-0.119888,0.289121,0.000000,3.458863
1788152389.335857,2.379723,3.467549,-0.161870,-0.158248,3.768017,-0.157427,-0.158548,0.300501,0.000301,3.767875,-0.158048,-0.158228,0.300350,0.000020,3.768137,-0.158490,-0.158248,0.300607,0.000000,3.529480
1788152389.436929,2.480796,3.795839,-0.216790,-0.173984,4.106598,-0.214287,-0.174343,0.310769,0.000359,4.106589,-0.214804,-0.173973,0.310756,0.000011,4.106844,-0.215278,-0.173984,0.311008,0.000000,3.289166
1788152389.537734,2.581600,4.137689,-0.273746,-0.149673,4.459403,-0.272031,-0.150087,0.321718,0.000414,4.459554,-0.272416,-0.149675,0.321868,0.000003,4.459810,-0.272902,-0.149673,0.322122,0.000000,3.473392
1788152389.654319,2.698186,4.543098,-0.320895,-0.073088,4.878342,-0.319092,-0.073570,0.335248,0.000482,4.878674,-0.319308,-0.073110,0.335579,0.000022,4.878940,-0.319779,-0.073088,0.335844,0.000000,3.509977
1788152389.756433,2.800300,4.883202,-0.331382,0.017448,5.227129,-0.329008,0.016896,0.343935,0.000552,5.227732,-0.329070,0.017400,0.344538,0.000048,5.228019,-0.329493,0.017448,0.344823,0.000000,3.303370
1788152389.825057,2.868924,5.223971,-0.310740,0.103935,5.550668,-0.309527,0.103383,0.326699,0.000552,5.551228,-0.309492,0.103854,0.327259,0.000081,5.551547,-0.309833,0.103935,0.327578,0.000000,5.116538
1788152389.922750,2.966616,5.376243,-0.292752,0.131248,5.696484,-0.292383,0.130696,0.320241,0.000552,5.697007,-0.292343,0.131136,0.320764,0.000112,5.697354,-0.292608,0.131248,0.321111,0.000000,1.547650
1788152390.019911,3.063777,5.620624,-0.258888,0.141110,5.941394,-0.258961,0.140559,0.320771,0.000552,5.941877,-0.258871,0.140970,0.321253,0.000141,5.942246,-0.259051,0.141110,0.321623,0.000000,2.519111
1788152390.124635,3.168502,5.872728,-0.225818,0.111681,6.207560,-0.225319,0.111053,0.334833,0.000629,6.208270,-0.225114,0.111513,0.335543,0.000168,6.208657,-0.225198,0.111681,0.335929,0.000000,2.428077
1788152390.189690,3.233556,6.157783,-0.201668,0.053809,6.508623,-0.200591,0.053095,0.350842,0.000715,6.509473,-0.200258,0.053608,0.351693,0.000201,6.509887,-0.200215,0.053809,0.352107,0.000000,4.470149
1788152390.288221,3.332087,6.338791,-0.195814,0.004073,6.710250,-0.194898,0.003358,0.371460,0.000715,6.711061,-0.194554,0.003835,0.372272,0.000238,6.711510,-0.194378,0.004073,0.372721,0.000000,1.817438
1788152390.353158,3.397025,6.657431,-0.207977,-0.085064,7.047221,-0.208792,-0.085779,0.389791,0.000715,7.048004,-0.208378,-0.085337,0.390573,0.000273,7.048491,-0.208032,-0.085064,0.391060,0.000000,4.905026
1788152390.454754,3.498620,6.869173,-0.232810,-0.153117,7.266650,-0.235208,-0.153832,0.397484,0.000715,7.267411,-0.234788,-0.153424,0.398243,0.000307,7.267939,-0.234290,-0.153117,0.398768,0.000000,2.096950
1788152390.567313,3.611180,7.207362,-0.302469,-0.253090,7.603453,-0.304821,-0.253805,0.396098,0.000715,7.604208,-0.304354,-0.253430,0.396850,0.000340,7.604791,-0.303663,-0.253090,0.397431,0.000000,3.066996
1788152390.672482,3.716348,7.490366,-0.384612,-0.309578,7.891044,-0.388157,-0.310293,0.400694,0.000715,7.891794,-0.387675,-0.309950,0.401440,0.000372,7.892442,-0.386794,-0.309578,0.402082,0.000000,2.823509
1788152390.770843,3.814710,7.754953,-0.473851,-0.339939,8.156829,-0.477853,-0.340653,0.401896,0.000715,8.157571,-0.477371,-0.340342,0.402634,0.000404,8.158291,-0.476299,-0.339939,0.403345,0.000000,2.824559
1788152390.872865,3.916731,7.997209,-0.558488,-0.328094,8.403345,-0.563596,-0.328809,0.406168,0.000715,8.404075,-0.563125,-0.328528,0.406893,0.000434,8.404868,-0.561866,-0.328094,0.407673,0.000000,2.515592
