time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.772080,0.785562,-0.071895,0.029608,0.785565,-0.071995,0.029608,0.000100,0.000000,0.785565,-0.071995,0.029608,0.000100,0.000000,0.785565,-0.071995,0.029608,0.000100,0.000000
1.807863,1.249629,-0.074084,-0.038094,1.236990,-0.069022,-0.022632,0.013615,0.015462,1.237242,-0.068864,-0.021238,0.013442,0.016856,1.237326,-0.068766,-0.020934,0.013403,0.017160
2.826916,4.585682,-0.280398,-0.262821,4.560952,-0.216685,-0.220381,0.068345,0.042440,4.564773,-0.203035,-0.211239,0.080140,0.051583,4.566362,-0.183724,-0.204665,0.098586,0.058157
3.841228,7.592737,-0.430710,-0.192686,7.562907,-0.417210,-0.214761,0.032743,0.022075,7.577774,-0.388192,-0.203701,0.045074,0.011015,7.587472,-0.290611,-0.182776,0.140197,0.009910
4.875346,9.550605,-0.546208,-0.232852,9.403993,-0.646634,-0.258684,0.177708,0.025832,9.443945,-0.616656,-0.242501,0.127825,0.009649,9.477136,-0.409977,-0.198049,0.154779,0.034803
5.946213,10.510560,-1.038158,-0.670111,10.267381,-1.191578,-0.715668,0.287530,0.045557,10.332157,-1.154257,-0.704996,0.212853,0.034886,10.432356,-0.853391,-0.633589,0.200636,0.036522
6.955525,11.075017,-1.769498,-1.202058,10.740551,-1.942000,-1.213947,0.376330,0.011889,10.812977,-1.912488,-1.218526,0.298514,0.016468,11.016643,-1.539603,-1.135845,0.237191,0.066213
7.961338,10.953846,-2.892469,-2.123549,10.589671,-3.091694,-2.143090,0.415107,0.019541,10.639370,-3.074170,-2.152673,0.363195,0.029124,10.978787,-2.691769,-2.072078,0.202244,0.051471
8.997754,10.568486,-3.265019,-2.618152,10.188829,-3.463931,-2.624532,0.428609,0.006380,10.220231,-3.452752,-2.633724,0.395632,0.015573,10.614882,-3.087386,-2.564581,0.183592,0.053571
10.013001,9.893637,-3.442537,-3.127463,9.525880,-3.643482,-3.119926,0.419075,0.007537,9.545592,-3.633236,-3.126181,0.396865,0.001282,9.968358,-3.299772,-3.067563,0.161137,0.059901
11.028176,9.466890,-3.393125,2.920285,9.093525,-3.598731,2.904599,0.426234,0.015686,9.094843,-3.588438,2.885657,0.420198,0.034628,9.525281,-3.270403,2.933649,0.135905,0.013364
12.096100,9.343162,-3.360167,2.851275,8.966764,-3.564820,2.824931,0.428438,0.026343,8.978853,-3.561100,2.825659,0.416047,0.025616,9.411191,-3.241781,2.863628,0.136540,0.012353
13.115784,9.231626,-3.323346,2.801355,8.866905,-3.532293,2.780738,0.420332,0.020617,8.864857,-3.525398,2.775780,0.418741,0.025575,9.298656,-3.206239,2.809269,0.134935,0.007915
