time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
1.155505,0.497112,-0.061270,0.021532,0.492426,-0.061308,0.028822,0.004686,0.007289,0.492426,-0.061409,0.028810,0.004687,0.007278,0.491172,-0.061344,0.028822,0.005940,0.007289
2.189184,2.537605,-0.072760,0.078333,2.428769,-0.084273,0.058394,0.109443,0.019939,2.526943,-0.098052,0.051687,0.027447,0.026646,2.516839,-0.083370,0.060314,0.023319,0.018018
3.201905,5.069613,-0.150014,-0.019852,4.860792,-0.217495,-0.047693,0.219453,0.027841,4.884038,-0.213724,-0.029035,0.196206,0.009183,5.072327,-0.140797,0.007798,0.009608,0.027651
4.205611,7.549839,-0.176949,-0.011801,7.361924,-0.339256,-0.042502,0.248306,0.030701,7.365106,-0.336041,-0.033783,0.243796,0.021982,7.592322,-0.125801,0.014457,0.066490,0.026257
5.215305,9.519005,-0.426309,-0.237313,9.350818,-0.673264,-0.274441,0.298787,0.037128,9.359352,-0.670765,-0.275865,0.291972,0.038552,9.602871,-0.318375,-0.210300,0.136687,0.027014
6.291135,10.462171,-0.797395,-0.555481,10.266814,-1.071041,-0.574152,0.336224,0.018671,10.278094,-1.076463,-0.578644,0.334310,0.023163,10.578525,-0.673058,-0.527938,0.170288,0.027543
7.372704,11.025884,-1.423700,-1.160552,10.813676,-1.695833,-1.164603,0.345092,0.004051,10.817948,-1.694225,-1.159489,0.341205,0.001063,11.176078,-1.281019,-1.111245,0.207162,0.049306
8.404767,10.988469,-2.450618,-2.020300,10.762487,-2.760884,-2.058091,0.383840,0.037790,10.762604,-2.756501,-2.047752,0.380236,0.027452,11.210352,-2.324136,-1.951315,0.255402,0.068986
9.439615,10.453178,-3.075515,-2.535040,10.220805,-3.365474,-2.566867,0.371582,0.031826,10.207047,-3.372909,-2.577746,0.386036,0.042706,10.702422,-2.998982,-2.484709,0.260729,0.050332
10.463729,9.345879,-3.294942,2.983692,9.238490,-3.540545,2.996084,0.268056,0.012392,9.192395,-3.553265,2.986570,0.300481,0.002878,9.614893,-3.294837,3.050120,0.269014,0.066427
11.547769,9.178849,-3.261875,2.913630,9.102108,-3.504738,2.912970,0.254699,0.000660,9.087512,-3.503864,2.906778,0.258653,0.006852,9.433176,-3.269969,2.937021,0.254456,0.023390
12.610162,8.793306,-3.141913,2.786400,8.732008,-3.388772,2.793370,0.254356,0.006970,8.720573,-3.385204,2.787285,0.253931,0.000885,9.043108,-3.157294,2.797371,0.250276,0.010971
13.626988,8.321382,-2.944625,2.716401,8.282662,-3.206189,2.725596,0.264414,0.009195,8.283440,-3.205997,2.726531,0.264112,0.010129,8.595842,-2.976321,2.727947,0.276284,0.011546
14.628501,6.608673,-2.159397,2.793096,6.571456,-2.436548,2.789029,0.279639,0.004067,6.540103,-2.422317,2.790057,0.271714,0.003039,6.835985,-2.174612,2.781548,0.227821,0.011548
15.644903,5.250540,-1.964327,-3.041733,5.353396,-2.248971,-3.073759,0.302658,0.032025,5.329259,-2.239047,-3.083114,0.285775,0.041381,5.530039,-1.956053,-3.086404,0.279621,0.044671
16.645791,2.970304,-2.533739,-2.852938,3.108577,-2.753761,-2.881223,0.259863,0.028285,3.078544,-2.760863,-2.872936,0.251597,0.019998,3.206964,-2.451149,-2.876584,0.250657,0.023647
17.699584,0.744213,-3.148699,-2.936567,1.043091,-3.254780,-2.964217,0.317145,0.027650,0.964415,-3.272782,-2.965419,0.252756,0.028852,0.936511,-3.043441,-2.941957,0.219222,0.005390
18.781407,-0.657022,-3.233299,3.007758,-0.309924,-3.302704,2.993845,0.353969,0.013913,-0.333623,-3.305405,3.001263,0.331340,0.006496,-0.504319,-3.136677,3.027176,0.180705,0.019418
19.815255,-1.660391,-2.845753,2.505953,-1.289867,-2.899450,2.501521,0.374395,0.004432,-1.299312,-2.899344,2.500077,0.365035,0.005876,-1.516581,-2.772498,2.535953,0.161394,0.030000
20.834870,-2.205717,-2.108468,1.896045,-1.821893,-2.173035,1.910610,0.389217,0.014566,-1.827865,-2.177640,1.916347,0.384132,0.020302,-2.104290,-2.051915,1.944378,0.116128,0.048333
21.914576,-2.237307,-1.351166,1.308486,-1.853227,-1.401444,1.322204,0.387358,0.013719,-1.857850,-1.400438,1.321676,0.382643,0.013190,-2.179104,-1.281954,1.357298,0.090432,0.048812
22.914865,-1.303815,-0.424185,0.400079,-0.937799,-0.465796,0.412437,0.368374,0.012358,-0.945424,-0.463093,0.414231,0.360496,0.014152,-1.321304,-0.280117,0.476608,0.145126,0.076529
23.986185,0.381835,-0.053412,0.051358,0.770403,-0.074140,0.053464,0.389120,0.002106,0.764402,-0.076982,0.058156,0.383292,0.006797,0.320000,0.197953,0.115722,0.258859,0.064364
25.006567,2.867520,-0.082290,-0.099620,3.263103,-0.111142,-0.132557,0.396634,0.032937,3.299613,-0.114190,-0.122841,0.433268,0.023222,2.859155,0.291095,-0.061359,0.373478,0.038260
26.041068,5.438026,-0.114107,-0.044406,5.258658,-0.194062,-0.081437,0.196381,0.037031,5.359397,-0.198224,-0.073303,0.115144,0.028896,5.496986,0.278962,-0.033003,0.397467,0.011403
27.056225,7.962304,-0.217997,-0.058863,7.770385,-0.397057,-0.089282,0.262480,0.030419,7.768477,-0.393087,-0.093334,0.261200,0.034470,8.009920,0.196439,-0.049744,0.417162,0.009119
28.063752,9.792191,-0.483906,-0.289984,9.605958,-0.735151,-0.312355,0.312741,0.022371,9.610140,-0.732151,-0.313981,0.307845,0.023997,9.873754,-0.056554,-0.279050,0.435065,0.010933
29.154900,10.595794,-0.885854,-0.671979,10.398259,-1.161059,-0.682408,0.338759,0.010429,10.408236,-1.164384,-0.681454,0.335793,0.009474,10.714431,-0.458096,-0.645322,0.443905,0.026657
30.223619,11.083768,-1.608398,-1.325596,10.872957,-1.889370,-1.337214,0.351264,0.011617,10.875918,-1.880079,-1.319522,0.342071,0.006074,11.229859,-1.157833,-1.268209,0.473658,0.057387
31.223832,10.899228,-2.598670,-2.117516,10.661210,-2.920610,-2.165631,0.400372,0.048115,10.660764,-2.914732,-2.159642,0.395930,0.042125,11.114668,-2.175286,-2.052270,0.475046,0.065246
32.306612,10.310341,-3.165899,-2.658360,10.094503,-3.439473,-2.672130,0.348467,0.013770,10.074645,-3.452917,-2.683194,0.371392,0.024834,10.556939,-2.787932,-2.594427,0.451298,0.063933
33.322940,9.205392,-3.266406,2.915269,9.112271,-3.506596,2.924576,0.257609,0.009307,9.063414,-3.515514,2.900831,0.286727,0.014437,9.456315,-2.967692,2.957123,0.390118,0.041854
34.328333,9.131222,-3.247851,2.887971,9.063834,-3.491033,2.892724,0.252347,0.004754,9.049453,-3.489754,2.885924,0.255350,0.002046,9.382236,-2.951737,2.907227,0.388190,0.019256
35.331586,8.751560,-3.123716,2.777686,8.698830,-3.372187,2.788172,0.254004,0.010486,8.695090,-3.371694,2.784475,0.254326,0.006789,9.014502,-2.840403,2.794097,0.386529,0.016411
36.349039,8.185408,-2.882044,2.712373,8.149473,-3.144946,2.725309,0.265346,0.012936,8.149070,-3.144940,2.723530,0.265395,0.011157,8.461566,-2.613333,2.725325,0.385316,0.012952
37.384286,6.418014,-2.084298,2.813032,6.420543,-2.373998,2.800087,0.289711,0.012946,6.390295,-2.362990,2.808668,0.280067,0.004365,6.677411,-1.814496,2.806714,0.374273,0.006318
38.432382,4.832431,-2.032089,-2.946925,4.955149,-2.302696,-2.975022,0.297132,0.028097,4.925133,-2.295545,-2.972266,0.279289,0.025341,5.126122,-1.708069,-2.984457,0.437314,0.037532
39.484791,2.324360,-2.727666,-2.853987,2.454515,-2.932426,-2.884556,0.242626,0.030569,2.416690,-2.945034,-2.869114,0.236164,0.015127,2.515408,-2.360171,-2.862076,0.414189,0.008088
40.532790,0.440901,-3.190619,-2.974538,0.754815,-3.286471,-2.998736,0.328221,0.024198,0.694005,-3.298781,-3.000496,0.275246,0.025958,0.645306,-2.812667,-2.969892,0.429684,0.004646
41.571309,-0.864607,-3.195507,2.924976,-0.502486,-3.263248,2.911051,0.368402,0.013924,-0.517816,-3.267552,2.916600,0.354196,0.008375,-0.682009,-2.841136,2.951280,0.398648,0.026305
42.631927,-1.807320,-2.722865,2.392646,-1.433689,-2.770905,2.390173,0.376707,0.002473,-1.443534,-2.770111,2.382314,0.366841,0.010331,-1.656533,-2.396390,2.428110,0.359615,0.035464
43.702429,-2.263794,-1.889561,1.742072,-1.882091,-1.934105,1.754513,0.384294,0.012442,-1.890739,-1.927636,1.756329,0.374993,0.014257,-2.165994,-1.559576,1.792974,0.344173,0.050902
44.771783,-2.146723,-1.111536,1.082933,-1.768702,-1.171269,1.102139,0.382711,0.019206,-1.771846,-1.165635,1.108635,0.378761,0.025702,-2.091159,-0.778963,1.149941,0.337182,0.067008
45.773111,-0.887570,-0.288749,0.310273,-0.491075,-0.317710,0.310957,0.397552,0.000683,-0.504944,-0.319053,0.307476,0.383824,0.002797,-0.900627,0.157522,0.385617,0.446462,0.075344
46.791402,1.039199,-0.018521,0.015472,1.465586,-0.037119,0.007653,0.426791,0.007820,1.458861,-0.043983,0.004622,0.420433,0.010851,1.005471,0.541979,0.062963,0.561514,0.047490
47.809465,3.503689,-0.106438,-0.044945,3.845766,-0.151413,-0.085670,0.345022,0.040725,3.956776,-0.158499,-0.079777,0.456069,0.034832,3.556347,0.532053,-0.027106,0.640660,0.017839
