time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
1.014789,0.467568,-0.062052,0.029209,0.467568,-0.062052,0.029209,0.000000,0.000000,0.469112,-0.063337,0.029066,0.002009,0.000143,0.467568,-0.062052,0.029209,0.000000,0.000000
2.063188,1.107575,-0.090708,-0.102339,1.107392,-0.078043,-0.113814,0.012667,0.011474,1.075592,-0.081245,-0.091028,0.033354,0.011312,1.060495,-0.076897,-0.074833,0.049065,0.027507
3.114453,3.660489,-0.077989,-0.174899,3.444246,-0.097333,-0.201928,0.217107,0.027029,3.510709,-0.088310,-0.168749,0.150135,0.006150,3.606838,-0.059241,-0.132401,0.056832,0.042498
4.129184,6.254489,-0.146505,-0.221366,6.018695,-0.243760,-0.244340,0.255063,0.022974,6.022924,-0.232078,-0.212374,0.246870,0.008992,6.180770,-0.113253,-0.164358,0.080871,0.057008
5.147696,8.592183,-0.125956,-0.309759,8.364752,-0.311367,-0.301180,0.293432,0.008579,8.367512,-0.291115,-0.236758,0.278846,0.073001,8.531939,-0.153750,-0.234502,0.066347,0.075256
6.238539,10.018468,-0.626094,-0.329653,9.821338,-0.884841,-0.347699,0.325285,0.018046,9.823501,-0.883322,-0.351630,0.322767,0.021977,9.991410,-0.659647,-0.331534,0.043104,0.001882
7.256157,10.753623,-1.039240,-0.760569,10.534538,-1.294027,-0.750847,0.336027,0.009722,10.540822,-1.297034,-0.750752,0.334278,0.009817,10.734747,-1.059926,-0.730874,0.028004,0.029694
8.351102,11.127043,-1.840696,-1.520148,10.913551,-2.129647,-1.538181,0.359265,0.018033,10.915778,-2.104425,-1.514545,0.337914,0.005603,11.144664,-1.833741,-1.460231,0.018944,0.059917
9.348839,10.813459,-2.751524,-2.228301,10.581106,-3.058885,-2.265851,0.385305,0.037550,10.577660,-3.054917,-2.266028,0.384251,0.037728,10.893433,-2.761881,-2.168896,0.080641,0.059404
10.456903,10.110343,-3.255233,-2.823762,9.939836,-3.508667,-2.814237,0.305453,0.009525,9.916810,-3.520866,-2.821745,0.328658,0.002018,10.238907,-3.298385,-2.751374,0.135612,0.072388
11.542528,9.159080,-3.260063,2.909810,9.070741,-3.506568,2.908454,0.261856,0.001356,9.051397,-3.508127,2.895463,0.270428,0.014347,9.287147,-3.370892,2.942129,0.169365,0.032319
12.589508,8.980555,-3.210346,2.836999,8.916868,-3.460244,2.844444,0.257886,0.007445,8.912336,-3.460891,2.840594,0.259667,0.003595,9.123833,-3.329939,2.864128,0.186631,0.027129
13.674700,8.546408,-3.043530,2.735692,8.508884,-3.306074,2.744307,0.265212,0.008616,8.507742,-3.305757,2.741740,0.265063,0.006048,8.703204,-3.178741,2.751312,0.207044,0.015620
14.706545,7.109014,-2.375144,2.722451,7.109855,-2.664258,2.722943,0.289115,0.000492,7.117991,-2.666772,2.719327,0.291767,0.003124,7.313484,-2.550608,2.725702,0.269436,0.003251
15.791772,5.677502,-1.935884,3.099283,5.805209,-2.233153,3.056507,0.323539,0.042776,5.789926,-2.225664,3.034396,0.310824,0.064887,5.941273,-2.104813,3.045325,0.313228,0.053958
16.809870,3.433140,-2.405605,-2.901328,3.617535,-2.629137,-2.928738,0.289773,0.027411,3.601987,-2.633421,-2.915623,0.283566,0.014295,3.712875,-2.466720,-2.926358,0.286333,0.025030
17.859735,1.031039,-3.082111,-2.941647,1.322773,-3.201527,-2.972236,0.315229,0.030589,1.261280,-3.220232,-2.968554,0.268493,0.026907,1.291600,-3.097460,-2.948140,0.261013,0.006493
18.963775,-0.453439,-3.255455,3.092067,-0.075362,-3.331772,3.093160,0.385703,0.001093,-0.084853,-3.336286,3.092838,0.377345,0.000771,-0.173703,-3.273286,3.111612,0.280304,0.019545
20.025858,-1.553046,-2.924767,2.570658,-1.168621,-2.986710,2.569209,0.389383,0.001449,-1.171363,-2.990632,2.570573,0.387324,0.000085,-1.289071,-2.977581,2.605660,0.269206,0.035002
21.043853,-2.183311,-2.207834,1.975506,-1.793788,-2.276810,1.995280,0.395583,0.019774,-1.798166,-2.279734,1.996517,0.391799,0.021011,-1.948681,-2.292952,2.025608,0.249592,0.050103
22.114553,-2.270887,-1.427755,1.375389,-1.888667,-1.495017,1.391178,0.388093,0.015790,-1.892085,-1.494429,1.394400,0.384625,0.019012,-2.080419,-1.517253,1.427595,0.210447,0.052207
23.168310,-1.370743,-0.452102,0.395115,-1.001652,-0.496593,0.410170,0.371764,0.015054,-1.022462,-0.505032,0.425109,0.352281,0.029994,-1.285077,-0.493490,0.494200,0.095140,0.099085
24.176062,0.327964,-0.050216,0.076527,0.721760,-0.073017,0.074483,0.394456,0.002043,0.704362,-0.079889,0.074741,0.377566,0.001786,0.354900,0.009457,0.129134,0.065471,0.052607
25.234680,2.821914,-0.063626,-0.051909,3.114448,-0.088356,-0.075662,0.293577,0.023753,3.168594,-0.098374,-0.069005,0.348416,0.017095,2.811509,0.084426,-0.026915,0.148417,0.024994
26.280551,5.391337,-0.129858,-0.001251,5.209411,-0.215429,-0.033200,0.201045,0.031949,5.354117,-0.222209,-0.026866,0.099569,0.025616,5.381684,0.054743,0.020154,0.184853,0.021405
27.308628,8.075280,-0.198554,-0.065319,7.860615,-0.380943,-0.081521,0.281685,0.016202,7.846674,-0.377564,-0.078163,0.290354,0.012844,8.030883,0.025374,-0.035547,0.228287,0.029772
28.335423,9.837861,-0.505007,-0.318532,9.639745,-0.754048,-0.335532,0.318233,0.017000,9.633200,-0.746805,-0.343937,0.316785,0.025405,9.817641,-0.239684,-0.298517,0.266092,0.020015
29.336713,10.598296,-0.886203,-0.657149,10.388001,-1.145031,-0.657722,0.333491,0.000573,10.392392,-1.146613,-0.661168,0.331979,0.004019,10.592108,-0.604906,-0.631277,0.281365,0.025871
30.387568,11.085013,-1.586413,-1.308782,10.876559,-1.872149,-1.319135,0.353693,0.010353,10.878613,-1.859140,-1.295898,0.342025,0.012884,11.109278,-1.292170,-1.251702,0.295242,0.057080
31.412624,10.882883,-2.644955,-2.143698,10.653243,-2.952306,-2.180424,0.383665,0.036726,10.649091,-2.947834,-2.184597,0.382615,0.040899,10.975719,-2.344774,-2.084272,0.314209,0.059427
32.441158,10.313465,-3.170676,-2.658156,10.113125,-3.433102,-2.669284,0.330157,0.011128,10.096598,-3.443230,-2.680495,0.348306,0.022339,10.442218,-2.902838,-2.603119,0.297178,0.055037
