time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.638390,0.785084,-0.071769,0.029492,0.785084,-0.071769,0.029492,0.000000,0.000000,0.785084,-0.071769,0.029492,0.000000,0.000000,0.785084,-0.071769,0.029492,0.000000,0.000000
1.687913,1.131344,-0.092487,-0.101877,1.157471,-0.083008,-0.108038,0.027794,0.006161,1.157662,-0.083257,-0.106168,0.027890,0.004291,1.157829,-0.083168,-0.105441,0.028077,0.003565
2.710436,2.316315,-0.121624,-0.012476,2.343070,-0.121996,-0.021281,0.026757,0.008805,2.343740,-0.124258,-0.019481,0.027551,0.007005,2.344205,-0.122020,-0.016805,0.027893,0.004329
3.793510,4.045753,-0.158639,-0.020330,4.109933,-0.171999,-0.030317,0.065556,0.009986,4.112728,-0.170748,-0.025005,0.068061,0.004675,4.114353,-0.158844,-0.017781,0.068600,0.002549
4.830742,5.868394,-0.221523,-0.036927,5.907195,-0.272462,-0.055472,0.064034,0.018544,5.915778,-0.261074,-0.050996,0.061722,0.014068,5.921628,-0.218086,-0.035752,0.053345,0.001176
5.912495,7.822119,-0.305757,-0.083197,7.871008,-0.415942,-0.108458,0.120544,0.025262,7.885138,-0.398105,-0.101145,0.111801,0.017949,7.900869,-0.296873,-0.076000,0.079249,0.007196
7.017212,9.670378,-0.640704,-0.377894,9.733691,-0.828934,-0.412158,0.198592,0.034265,9.766056,-0.805962,-0.400471,0.190957,0.022577,9.808780,-0.612283,-0.359622,0.141290,0.018272
8.045534,10.636167,-1.268251,-0.889193,10.642106,-1.515432,-0.911265,0.247252,0.022071,10.698978,-1.499032,-0.897438,0.239176,0.008245,10.812185,-1.223933,-0.831938,0.181512,0.057255
9.111454,10.810221,-1.987840,-1.634860,10.743095,-2.249529,-1.659361,0.270161,0.024501,10.822633,-2.247804,-1.650692,0.260260,0.015831,11.047924,-1.943192,-1.562146,0.241860,0.072715
10.165063,10.436502,-2.950857,-2.223168,10.280249,-3.201032,-2.239474,0.294963,0.016307,10.368145,-3.210129,-2.238213,0.268132,0.015045,10.745414,-2.947100,-2.145760,0.308934,0.077407
11.265572,9.600771,-3.451371,-3.086769,9.321679,-3.745411,-3.100803,0.405404,0.014034,9.375668,-3.762789,-3.106805,0.384256,0.020036,9.866802,-3.596973,-3.013128,0.303269,0.073641
12.270110,9.019899,-3.358927,2.811035,8.726877,-3.629745,2.816179,0.399004,0.005144,8.762239,-3.645076,2.808577,0.385059,0.002458,9.274834,-3.541189,2.892980,0.313387,0.081945
13.282079,7.592955,-2.389705,2.806703,7.302341,-2.548173,2.649720,0.331011,0.156983,7.328480,-2.542387,2.634980,0.305383,0.171724,7.780944,-2.552499,2.708139,0.248680,0.098564
14.716358,0.935010,-0.031520,0.004721,0.935110,-0.031519,0.004720,0.000100,0.000001,0.935110,-0.031519,0.004720,0.000100,0.000001,0.935110,-0.031519,0.004720,0.000100,0.000001
15.774725,0.936609,-0.031512,0.004767,0.935110,-0.031519,0.004720,0.001500,0.000047,0.935110,-0.031519,0.004735,0.001500,0.000032,0.935110,-0.031519,0.004735,0.001500,0.000032
16.837801,0.936509,-0.031513,0.004763,0.935110,-0.031519,0.004720,0.001400,0.000043,0.935110,-0.031519,0.004731,0.001400,0.000032,0.935110,-0.031519,0.004753,0.001400,0.000010
17.893199,0.936509,-0.031513,0.004763,0.935110,-0.031519,0.004720,0.001400,0.000043,0.935110,-0.031519,0.004725,0.001400,0.000037,0.935110,-0.031519,0.004758,0.001400,0.000004
18.905207,0.936509,-0.031413,0.004763,0.935110,-0.031519,0.004720,0.001404,0.000043,0.935110,-0.031519,0.004722,0.001404,0.000040,0.935110,-0.031519,0.004761,0.001404,0.000002
20.009374,0.936509,-0.031413,0.004763,0.935110,-0.031519,0.004720,0.001404,0.000043,0.935110,-0.031519,0.004721,0.001404,0.000042,0.935110,-0.031519,0.004762,0.001404,0.000001
21.073819,0.936509,-0.031413,0.004763,0.935110,-0.031519,0.004720,0.001404,0.000043,0.935110,-0.031519,0.004720,0.001404,0.000042,0.935110,-0.031519,0.004762,0.001404,0.000000
