time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
0.658781,0.785550,-0.071981,0.029606,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.000000
0.764246,0.785550,-0.071981,0.029606,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.000000
0.819555,0.785550,-0.071981,0.029606,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.000000
0.915219,0.785550,-0.071981,0.029606,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.000000
1.027587,0.785550,-0.071981,0.029606,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.000000
1.127441,0.785550,-0.071981,0.029606,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.785550,-0.071981,0.029606,0.000000,0.000000,0.000000
1.230382,0.785650,-0.071978,0.029610,0.785550,-0.071981,0.029606,0.000100,0.000004,0.788112,-0.071905,0.029610,0.002463,0.000000,0.788112,-0.071905,0.029610,0.002463,0.000000,0.000980
1.331534,0.816240,-0.071165,0.024916,0.854176,-0.070102,0.024901,0.037951,0.000015,0.853838,-0.070114,0.024915,0.037613,0.000001,0.854194,-0.070103,0.024916,0.037969,0.000000,0.301601
1.446208,0.920432,-0.069356,0.009030,0.994307,-0.067719,0.008998,0.073893,0.000032,0.994067,-0.067733,0.009027,0.073653,0.000003,0.994381,-0.067723,0.009030,0.073967,0.000000,0.913362
1.548489,1.069506,-0.069610,-0.013659,1.174252,-0.068143,-0.013702,0.104757,0.000043,1.174061,-0.068150,-0.013666,0.104565,0.000007,1.174346,-0.068140,-0.013659,0.104850,0.000000,1.461152
1.646641,1.271162,-0.075197,-0.042795,1.406135,-0.074706,-0.042849,0.134974,0.000054,1.405952,-0.074700,-0.042807,0.134790,0.000012,1.406215,-0.074687,-0.042795,0.135054,0.000000,2.031166
