time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.927269,0.480682,-0.127658,0.026861,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000,0.480682,-0.127658,0.026861,0.000000,0.000000
2.012230,0.738549,-0.119244,0.037663,0.707336,-0.120542,0.035994,0.031240,0.001668,0.706563,-0.120569,0.035962,0.032014,0.001700,0.707336,-0.120542,0.035994,0.031240,0.001668
3.094187,1.644790,-0.086243,0.022607,1.625686,-0.087568,0.023626,0.019149,0.001019,1.625552,-0.087574,0.023624,0.019284,0.001016,1.625686,-0.087568,0.023626,0.019149,0.001019
4.160374,2.497582,-0.093189,-0.043391,2.491075,-0.092339,-0.039441,0.006562,0.003950,2.491053,-0.092341,-0.039441,0.006584,0.003950,2.491075,-0.092339,-0.039441,0.006562,0.003950
5.229331,3.374276,-0.140909,-0.046615,3.352200,-0.136844,-0.046291,0.022447,0.000324,3.352196,-0.136844,-0.046291,0.022451,0.000324,3.352200,-0.136844,-0.046291,0.022447,0.000324
6.321594,4.258813,-0.175214,-0.041636,4.242390,-0.171275,-0.041003,0.016890,0.000632,4.242389,-0.171275,-0.041003,0.016890,0.000632,4.242390,-0.171275,-0.041003,0.016890,0.000632
7.364671,5.131726,-0.216233,-0.049267,5.129976,-0.212434,-0.048754,0.004183,0.000513,5.129976,-0.212434,-0.048754,0.004183,0.000513,5.129976,-0.212434,-0.048754,0.004183,0.000513
8.382799,5.963257,-0.258461,-0.054276,5.952890,-0.253784,-0.053517,0.011373,0.000759,5.952890,-0.253784,-0.053517,0.011373,0.000759,5.952890,-0.253784,-0.053517,0.011373,0.000759
9.404397,6.797738,-0.310014,-0.070566,6.790741,-0.304647,-0.069148,0.008819,0.001417,6.790741,-0.304647,-0.069148,0.008819,0.001417,6.790741,-0.304647,-0.069148,0.008819,0.001417
10.432791,7.624421,-0.380383,-0.105466,7.620893,-0.373399,-0.102383,0.007824,0.003083,7.620893,-0.373399,-0.102383,0.007824,0.003083,7.620893,-0.373399,-0.102383,0.007824,0.003083
11.519842,8.497109,-0.502537,-0.178011,8.492778,-0.491005,-0.171506,0.012318,0.006505,8.492778,-0.491005,-0.171506,0.012318,0.006505,8.492778,-0.491005,-0.171506,0.012318,0.006505
12.620147,9.343337,-0.704929,-0.304357,9.350693,-0.688166,-0.293638,0.018306,0.010719,9.350693,-0.688166,-0.293638,0.018306,0.010719,9.350693,-0.688166,-0.293638,0.018306,0.010719
13.668821,10.091147,-1.023601,-0.520513,10.104765,-0.995587,-0.499424,0.031148,0.021089,10.104765,-0.995587,-0.499424,0.031148,0.021089,10.104765,-0.995587,-0.499424,0.031148,0.021089
14.773542,10.659499,-1.551457,-1.039436,10.704287,-1.516506,-0.998685,0.056811,0.040751,10.704287,-1.516506,-0.998685,0.056811,0.040751,10.704287,-1.516506,-0.998685,0.056811,0.040751
15.790904,10.777694,-2.262345,-1.765318,10.865925,-2.234837,-1.709658,0.092419,0.055659,10.865925,-2.234837,-1.709658,0.092419,0.055659,10.865925,-2.234837,-1.709658,0.092419,0.055659
16.885017,10.374737,-2.985705,-2.319358,10.505470,-2.985740,-2.268462,0.130733,0.050896,10.505470,-2.985740,-2.268462,0.130733,0.050896,10.505470,-2.985740,-2.268462,0.130733,0.050896
17.904641,9.763698,-3.414036,-2.777776,9.909307,-3.451043,-2.727757,0.150239,0.050019,9.909307,-3.451043,-2.727757,0.150239,0.050019,9.909307,-3.451043,-2.727757,0.150239,0.050019
19.006146,9.049295,-3.434691,2.881578,9.175701,-3.512981,2.923231,0.148687,0.041653,9.175701,-3.512981,2.923231,0.148687,0.041653,9.175701,-3.512981,2.923231,0.148687,0.041653
20.007536,8.910433,-3.393197,2.831065,9.023685,-3.472471,2.848363,0.138241,0.017298,9.029097,-3.474217,2.851220,0.143685,0.020155,9.023685,-3.472471,2.848363,0.138241,0.017298
21.007862,8.754034,-3.339370,2.795014,8.868335,-3.421418,2.804215,0.140701,0.009202,8.876149,-3.424228,2.806605,0.148704,0.011591,8.868335,-3.421418,2.804215,0.140701,0.009202
22.059412,8.603055,-3.282496,2.771823,8.726755,-3.369533,2.778198,0.151252,0.006375,8.720777,-3.367276,2.777975,0.145073,0.006153,8.714306,-3.364788,2.776794,0.138380,0.004971
23.128975,8.420235,-3.209570,2.754361,8.538547,-3.295500,2.757420,0.146225,0.003059,8.544260,-3.297810,2.758019,0.152212,0.003658,8.538547,-3.295500,2.757420,0.146225,0.003059
