time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad
0.523148,0.467766,-0.061958,0.029104,0.467766,-0.061958,0.029104,0.000000,0.000000,0.469281,-0.063245,0.028968,0.001988,0.000136,0.467766,-0.061958,0.029104,0.000000,0.000000
1.612502,1.188643,-0.102337,-0.119523,1.183988,-0.087475,-0.128866,0.015575,0.009343,1.159145,-0.091699,-0.109132,0.031358,0.010391,1.148548,-0.086064,-0.094716,0.043272,0.024807
2.627856,4.067751,0.169899,-0.136964,3.889568,0.135118,-0.129344,0.181546,0.007619,3.967032,0.150458,-0.074985,0.102578,0.061979,4.084454,0.160280,-0.033333,0.019275,0.103630
3.643797,5.514874,-0.181719,-0.068400,5.288553,-0.267969,-0.128289,0.242199,0.059889,5.298096,-0.280829,-0.181546,0.238360,0.113146,5.435166,-0.181550,-0.152738,0.079709,0.084337
4.674745,8.600283,-0.450519,-0.191863,8.388554,-0.656852,-0.229187,0.295639,0.037323,8.361909,-0.639842,-0.336457,0.304410,0.144594,8.575215,-0.444204,-0.272877,0.025851,0.081014
5.694289,10.121995,-0.618193,-0.493068,9.899078,-0.862732,-0.500483,0.330895,0.007416,9.903150,-0.844121,-0.504518,0.314542,0.011450,10.130487,-0.587504,-0.447232,0.031842,0.045836
6.766712,10.906889,-1.219450,-0.940821,10.690296,-1.470151,-0.925407,0.331306,0.015414,10.692613,-1.469041,-0.916631,0.328952,0.024190,10.961231,-1.167057,-0.881596,0.075486,0.059225
7.830554,11.038214,-2.413139,-1.968264,10.811548,-2.733649,-2.009318,0.392561,0.041053,10.816642,-2.706010,-1.984786,0.367243,0.016522,11.175959,-2.333297,-1.882638,0.159212,0.085626
8.900149,10.401043,-3.149856,-2.616457,10.193088,-3.424096,-2.630262,0.344170,0.013805,10.171313,-3.437699,-2.643617,0.368279,0.027160,10.590372,-3.122549,-2.551599,0.191289,0.064859
9.949918,9.137455,-3.261603,2.891874,9.076811,-3.512623,2.897681,0.258242,0.005807,9.034111,-3.516377,2.870738,0.274936,0.021136,9.368701,-3.326507,2.928036,0.240182,0.036163
11.015521,8.758649,-3.136052,2.759326,8.733917,-3.399504,2.764378,0.264609,0.005052,8.735123,-3.400403,2.760394,0.265395,0.001067,9.021913,-3.223055,2.782554,0.277268,0.023228
12.066625,8.298996,-2.934318,2.704927,8.283683,-3.208393,2.712453,0.274502,0.007526,8.289455,-3.209379,2.708956,0.275227,0.004029,8.578291,-3.037286,2.719531,0.297671,0.014604
13.167810,6.251869,-2.016287,2.820005,6.338416,-2.328674,2.794018,0.324153,0.025988,6.317299,-2.324000,2.811272,0.314592,0.008734,6.597693,-2.168634,2.827393,0.377894,0.007388
14.203119,4.349119,-2.186823,-2.877528,4.520496,-2.436026,-2.898914,0.302444,0.021386,4.511952,-2.437798,-2.855055,0.299170,0.022473,4.755975,-2.269791,-2.860200,0.415229,0.017327
15.267787,1.443619,-3.354904,-2.808999,1.750146,-3.469825,-2.810209,0.327361,0.001209,1.649908,-3.515535,-2.751153,0.261452,0.057847,1.730466,-3.335039,-2.763780,0.287534,0.045220
