time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps
1.110742,1.671479,-0.168596,-0.320523,1.671479,-0.168596,-0.320550,0.000000,0.000027,1.671479,-0.168596,-0.320523,0.000000,0.000000,1.671479,-0.168596,-0.320523,0.000000,0.000000,0.000000
1.230786,1.671379,-0.168597,-0.320507,1.671479,-0.168596,-0.320550,0.000100,0.000043,1.671479,-0.168596,-0.320520,0.000100,0.000014,1.671479,-0.168596,-0.320507,0.000100,0.000000,0.000833
1.326545,1.671378,-0.168497,-0.320449,1.671479,-0.168596,-0.320550,0.000141,0.000102,1.671479,-0.168596,-0.320472,0.000141,0.000024,1.671479,-0.168596,-0.320449,0.000141,0.000000,0.001038
1.382154,1.671278,-0.168498,-0.320444,1.671479,-0.168596,-0.320550,0.000224,0.000107,1.671479,-0.168596,-0.320487,0.000224,0.000044,1.671479,-0.168596,-0.320444,0.000224,0.000000,0.001819
1.477210,1.671278,-0.168498,-0.320439,1.671479,-0.168596,-0.320550,0.000224,0.000111,1.671479,-0.168596,-0.320487,0.000224,0.000048,1.671479,-0.168596,-0.320444,0.000224,0.000004,0.000000
1.592797,1.671278,-0.168498,-0.320439,1.671479,-0.168596,-0.320550,0.000224,0.000111,1.671479,-0.168596,-0.320505,0.000224,0.000066,1.671479,-0.168596,-0.320439,0.000224,0.000000,0.000000
1.709492,1.671278,-0.168498,-0.320439,1.671479,-0.168596,-0.320550,0.000224,0.000111,1.671479,-0.168596,-0.320512,0.000224,0.000073,1.671479,-0.168596,-0.320439,0.000224,0.000000,0.000000
1.831578,1.671278,-0.168498,-0.320434,1.671479,-0.168596,-0.320550,0.000224,0.000116,1.671479,-0.168596,-0.320513,0.000224,0.000078,1.671479,-0.168596,-0.320434,0.000224,0.000000,0.000000
1.926692,1.671479,-0.168596,-0.320429,1.671479,-0.168596,-0.320550,0.000000,0.000121,1.671479,-0.168596,-0.320513,0.000000,0.000084,1.671479,-0.168596,-0.320434,0.000000,0.000005,0.002352
2.023610,1.700352,-0.178075,-0.298750,1.730393,-0.187496,-0.298772,0.031483,0.000022,1.729991,-0.187363,-0.298838,0.031060,0.000088,1.729324,-0.190643,-0.298750,0.031580,0.000000,0.313570
2.125265,1.760880,-0.194512,-0.238098,1.807768,-0.208775,-0.238151,0.049009,0.000053,1.729991,-0.187363,-0.298838,0.031705,0.060740,1.729324,-0.190643,-0.298750,0.031793,0.060652,0.614374
2.225535,1.854424,-0.212897,-0.144204,1.980887,-0.242264,-0.144278,0.129828,0.000075,1.980633,-0.242208,-0.144281,0.129569,0.000078,1.976596,-0.258838,-0.144204,0.130524,0.000000,0.952667
2.343610,2.032729,-0.225931,0.002863,2.256346,-0.261753,0.002772,0.226469,0.000092,2.256195,-0.261739,0.002786,0.226317,0.000077,2.250691,-0.293126,0.002863,0.228085,0.000000,1.510976
2.442162,2.240712,-0.209938,0.161403,2.528714,-0.239328,0.161290,0.289497,0.000113,2.528599,-0.239339,0.161324,0.289384,0.000079,2.523893,-0.285378,0.161403,0.293058,0.000000,2.116487
2.543759,2.501660,-0.149938,0.286414,2.824442,-0.171976,0.286272,0.323534,0.000142,2.528599,-0.239339,0.161324,0.093372,0.125090,2.523893,-0.285378,0.161403,0.137253,0.125012,2.636986
2.624091,2.794456,-0.056792,0.313411,3.124719,-0.079087,0.313237,0.331015,0.000174,3.124883,-0.079118,0.313325,0.331181,0.000087,3.127907,-0.157386,0.313411,0.348295,0.000000,3.825539
2.727823,3.046874,0.020143,0.249803,3.390550,-0.002200,0.249606,0.344401,0.000197,3.124883,-0.079118,0.313325,0.126246,0.063522,3.127907,-0.157386,0.313411,0.195149,0.063608,2.570375
