phase,time_s,throttle,speed_mps,acceleration_mps2
grid_throttle_0.060_at_0.00,1788435757.4066992,0.06,0.0,nan
grid_throttle_0.060_at_0.00,1788435757.508157,0.06,0.0,0.0
grid_throttle_0.060_at_0.00,1788435757.6080358,0.06,0.047,0.4705703878048897
grid_throttle_0.060_at_0.00,1788435757.6641176,0.06,0.5451,3.4951144093214666
grid_throttle_0.060_at_0.00,1788435757.7578342,0.06,0.8412,3.159524912230713
grid_throttle_0.060_at_0.00,1788435757.8406668,0.06,1.3801,6.50589458329136
grid_throttle_0.060_at_0.00,1788435757.939662,0.06,1.4915,1.125306986243304
grid_throttle_0.060_at_0.00,1788435758.0396707,0.06,1.5007,0.09199197267007768
grid_throttle_0.060_at_0.00,1788435758.1402261,0.06,1.5003,-0.003977905918057225
grid_throttle_0.060_at_0.00,1788435758.2400143,0.06,1.4994,-0.009019103459150059
grid_throttle_0.060_at_0.00,1788435758.3421717,0.06,1.4989,-0.004894410227807431
grid_throttle_0.060_at_0.00,1788435758.3958163,0.06,1.4985,-0.005776562134171484
grid_throttle_0.060_at_0.00,1788435758.4907196,0.06,1.4984,-0.0010537049086427029
grid_throttle_0.060_at_0.00,1788435758.590723,0.06,1.4983,-0.0009999651920989732
grid_throttle_0.060_at_0.00,1788435758.6937811,0.06,1.4982,-0.0009703264493112981
grid_throttle_0.060_at_0.00,1788435758.789714,0.06,1.4981,-0.0010423946000217555
grid_throttle_0.200_at_0.00,1788435765.1297274,0.2,0.0,nan
grid_throttle_0.200_at_0.00,1788435765.2334597,0.2,0.0,0.0
grid_throttle_0.200_at_0.00,1788435765.278682,0.2,0.0,0.0
grid_throttle_0.200_at_0.00,1788435765.3846967,0.2,0.3028,2.8562069077808117
grid_throttle_0.200_at_0.00,1788435765.4406657,0.2,0.8102,5.0017369519685495
grid_throttle_0.200_at_0.00,1788435765.5319428,0.2,1.087,3.032523291993605
grid_throttle_0.200_at_0.00,1788435765.5909388,0.2,1.5492,4.917713652900009
grid_throttle_0.200_at_0.00,1788435765.6974654,0.2,1.9127,3.412292843634249
grid_throttle_0.200_at_0.00,1788435765.7455857,0.2,2.3449,5.145270525841921
grid_throttle_0.200_at_0.00,1788435765.8504155,0.2,2.6318,2.7368175105984256
grid_throttle_0.200_at_0.00,1788435765.9083135,0.2,3.0875,4.563447980894613
grid_throttle_0.200_at_0.00,1788435766.0165997,0.2,3.3889,2.783366305800501
grid_throttle_0.200_at_0.00,1788435766.1147249,0.2,3.833,4.5258497556898405
grid_throttle_0.200_at_0.00,1788435766.181756,0.2,4.4511,6.431480879321398
grid_throttle_0.200_at_0.00,1788435766.2832139,0.2,4.7217,2.6671178427663347
grid_throttle_0.200_at_0.00,1788435766.3334267,0.2,4.86,2.695972361365898
grid_throttle_0.200_at_0.00,1788435766.4307148,0.2,4.8932,0.3412543690081743
grid_throttle_0.200_at_0.00,1788435766.5307136,0.2,4.9153,0.2210028453239555
grid_throttle_0.200_at_0.00,1788435766.6306958,0.2,4.9213,0.06001064489359215
grid_throttle_0.200_at_0.00,1788435766.736874,0.2,4.9226,0.012243558238130958
grid_throttle_0.200_at_0.00,1788435766.794368,0.2,4.9225,0.007331727291403923
grid_throttle_0.200_at_0.00,1788435766.898036,0.2,4.9223,-0.0019292361119137341
grid_throttle_0.200_at_0.00,1788435766.9995258,0.2,4.9221,-0.001970641727682232
grid_throttle_0.200_at_0.00,1788435767.0807924,0.2,4.9219,-0.0024610343927270683
grid_throttle_0.200_at_0.00,1788435767.1832144,0.2,4.9218,-0.0009763527464600408
grid_throttle_0.200_at_0.00,1788435767.2363691,0.2,4.9217,-0.0012855394951359694
grid_throttle_0.200_at_0.00,1788435767.334685,0.2,4.9217,0.0
grid_throttle_0.200_at_0.00,1788435767.3864403,0.2,4.9217,0.0
grid_throttle_0.400_at_0.00,1788435774.3546853,0.4,0.0,nan
grid_throttle_0.400_at_0.00,1788435774.45543,0.4,0.0,0.0
grid_throttle_0.400_at_0.00,1788435774.5547187,0.4,0.0417,0.4199873616570656
grid_throttle_0.400_at_0.00,1788435774.6546502,0.4,0.5713,5.2996313869013685
grid_throttle_0.400_at_0.00,1788435774.7546945,0.4,1.0871,5.155718569358651
grid_throttle_0.400_at_0.00,1788435774.8546727,0.4,1.5889,5.019093733709481
grid_throttle_0.400_at_0.00,1788435774.9550111,0.4,2.0772,4.8665287945823925
grid_throttle_0.400_at_0.00,1788435775.0555282,0.4,2.5524,4.72755689837974
grid_throttle_0.400_at_0.00,1788435775.1028404,0.4,2.8497,5.225621918550547
grid_throttle_0.400_at_0.00,1788435775.205822,0.4,3.2502,3.8890454882204777
grid_throttle_0.400_at_0.00,1788435775.3036962,0.4,3.6893,4.486372904212765
grid_throttle_0.400_at_0.00,1788435775.4030688,0.4,4.1211,4.345261066365326
grid_throttle_0.400_at_0.00,1788435775.5050998,0.4,4.5453,4.157560262554649
grid_throttle_0.400_at_0.00,1788435775.5721145,0.4,4.9297,4.783322282163354
grid_throttle_0.400_at_0.00,1788435775.6740875,0.4,5.2215,2.8615401869508434
grid_throttle_0.400_at_0.00,1788435775.7212713,0.4,5.5772,4.341069006360202
grid_throttle_0.400_at_0.00,1788435775.8248045,0.4,5.7994,2.1461700605641907
grid_throttle_0.400_at_0.00,1788435775.8869996,0.4,6.1779,3.6246065943045385
grid_throttle_0.400_at_0.00,1788435775.9906433,0.4,6.4197,2.3329937388575868
grid_throttle_0.400_at_0.00,1788435776.0902414,0.4,6.7814,3.631592854013811
grid_throttle_0.400_at_0.00,1788435776.1927042,0.4,7.123,3.3338939091586055
grid_throttle_0.400_at_0.00,1788435776.2446735,0.4,7.4421,4.278256775996359
grid_throttle_0.400_at_0.00,1788435776.342107,0.4,7.6404,2.0352328874924726
grid_throttle_0.400_at_0.00,1788435776.4031122,0.4,8.0274,3.694173610617872
grid_throttle_0.400_at_0.00,1788435776.5102675,0.4,8.4146,3.6134462484592005
grid_throttle_0.400_at_0.00,1788435776.5688114,0.4,8.9788,5.741728083016661
grid_throttle_0.400_at_0.00,1788435776.6747074,0.4,9.2157,2.237100634005767
grid_throttle_0.400_at_0.00,1788435776.7242987,0.4,9.4368,2.945578211515256
grid_throttle_0.400_at_0.00,1788435776.8237112,0.4,9.5081,0.7172140539036838
grid_throttle_0.400_at_0.00,1788435776.922804,0.4,9.5878,0.8042952770038346
grid_throttle_0.400_at_0.00,1788435777.0265722,0.4,9.6267,0.3748743221478046
grid_throttle_0.400_at_0.00,1788435777.0757775,0.4,9.6461,0.38111197677119496
grid_throttle_0.400_at_0.00,1788435777.178163,0.4,9.6515,0.05274183254314815
grid_throttle_0.400_at_0.00,1788435777.2308576,0.4,9.6577,0.07480006457038152
grid_throttle_0.400_at_0.00,1788435777.3237627,0.4,9.6597,0.021527356340724512
grid_throttle_0.400_at_0.00,1788435777.4238217,0.4,9.6617,0.01998820047749787
grid_throttle_0.400_at_0.00,1788435777.5076752,0.4,9.6626,0.010733006735716527
