gt_source_stamp_s,gt_x_m,gt_y_m,gt_z_m,gt_yaw_rad,gt_vx_mps,gt_vy_mps,gt_vz_mps,gt_speed_mps,gt_ax_mps2,gt_ay_mps2,gt_accel_mps2,gt_longitudinal_accel_mps2,gt_dt_s,gt_yaw_rate_radps,gt_collision_count,odom_diagnostics_match_dt_ms,odom_diagnostics_source_stamp_s,odom_diagnostics_odom_observer_version,odom_diagnostics_odom_observer_source_stamp_s,odom_diagnostics_odom_observer_dt_s,odom_diagnostics_odom_raw_wheel_speed_mps,odom_diagnostics_odom_corrected_wheel_speed_mps,odom_diagnostics_odom_observer_speed_pred_mps,odom_diagnostics_odom_diagnostics_speed_mps,odom_diagnostics_odom_observer_body_u_mps,odom_diagnostics_odom_observer_body_v_mps,odom_diagnostics_odom_observer_ax_mps2,odom_diagnostics_odom_observer_ay_mps2,odom_diagnostics_odom_observer_yaw_rate_radps,odom_diagnostics_odom_observer_wheel_update_used,odom_diagnostics_odom_observer_turn_mode,odom_diagnostics_odom_observer_reset_epoch,odom_diagnostics_odom_observer_timing_degraded,odom_diagnostics_odom_observer_packet_drop_count,odom_diagnostics_odom_observer_packet_coherence_fault_count,odom_diagnostics_odom_observer_x_m,odom_diagnostics_odom_observer_y_m,odom_diagnostics_odom_observer_yaw_rad,odom_diagnostics_odom_observer_sensor_outlier,odom_diagnostics_odom_observer_left_angle_rad,odom_diagnostics_odom_observer_right_angle_rad,odom_diagnostics_odom_observer_imu_yaw_rad,odom_diagnostics_odom_observer_packet_wheel_speed_mps,ekf_odom_match_dt_ms,ekf_odom_source_stamp_s,ekf_odom_x_ekf_odom_m,ekf_odom_y_ekf_odom_m,ekf_odom_yaw_ekf_odom_rad,ekf_odom_ekf_odom_xy_variance,ekf_odom_ekf_odom_yaw_variance,ekf_match_dt_ms,ekf_source_stamp_s,ekf_x_ekf_m,ekf_y_ekf_m,ekf_yaw_ekf_rad,ekf_ekf_xy_variance,ekf_ekf_yaw_variance,amcl_match_dt_ms,amcl_source_stamp_s,current_map_pose_match_dt_ms,current_map_pose_source_stamp_s,pp_diagnostics_match_dt_ms,pp_diagnostics_source_stamp_s,amcl_scan_alignment_match_dt_ms,amcl_scan_alignment_source_stamp_s,amcl_localization_health_match_dt_ms,amcl_localization_health_source_stamp_s,collision_match_dt_ms,collision_source_stamp_s,imu_match_dt_ms,imu_source_stamp_s,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,imu_imu_accel_norm_mps2,imu_imu_yaw_rate_radps,imu_imu_yaw_rad,left_encoder_match_dt_ms,left_encoder_source_stamp_s,left_encoder_left_encoder_rad,left_encoder_left_encoder_speed_radps,right_encoder_match_dt_ms,right_encoder_source_stamp_s,right_encoder_right_encoder_rad,right_encoder_right_encoder_speed_radps,lidar_match_dt_ms,lidar_source_stamp_s,lidar_lidar_rate_hz,gt_reset_detected,collision_epoch,pre_collision_valid,gt_local_x_m,gt_local_y_m,gt_local_yaw_rad,gt_map_x_m,gt_map_y_m,gt_map_yaw_rad,observer_x_m,observer_y_m,observer_yaw_rad,ekf_odom_x_m,ekf_odom_y_m,ekf_odom_yaw_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,observer_xy_error_m,observer_yaw_error_rad,ekf_odom_xy_error_m,ekf_odom_yaw_error_rad,ekf_xy_error_m,ekf_yaw_error_rad,collision_gt_collision_count,gt_step_distance_m,gt_step_yaw_change_rad,amcl_scan_alignment_amcl_scan_stamp_s,amcl_scan_alignment_amcl_scan_matched_odom_stamp_s,amcl_scan_alignment_amcl_scan_source_error_ms,amcl_scan_alignment_amcl_scan_accepted,amcl_scan_alignment_amcl_scan_queued,amcl_scan_alignment_amcl_scan_dropped,amcl_scan_alignment_amcl_scan_bracket_before_stamp_s,amcl_scan_alignment_amcl_scan_bracket_after_stamp_s,amcl_scan_alignment_amcl_scan_processing_dropped,amcl_x_amcl_m,amcl_y_amcl_m,amcl_yaw_amcl_rad,amcl_amcl_xy_variance,amcl_amcl_yaw_variance,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_xy_error_m,amcl_yaw_error_rad,current_map_pose_x_current_map_m,current_map_pose_y_current_map_m,current_map_pose_yaw_current_map_rad,current_map_pose_current_map_xy_variance,current_map_pose_current_map_yaw_variance,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_xy_error_m,current_map_yaw_error_rad,amcl_localization_health_amcl_health_correction_age_s,amcl_localization_health_amcl_health_correction_accepted,amcl_localization_health_amcl_health_rejected_scans,amcl_localization_health_amcl_health_degraded,amcl_localization_health_amcl_health_xy_variance,amcl_localization_health_amcl_health_yaw_variance,amcl_localization_health_amcl_health_scan_correction_distance_m,amcl_localization_health_amcl_health_scan_correction_yaw_rad,amcl_localization_health_amcl_health_applied_xy_correction_m,amcl_localization_health_amcl_health_applied_yaw_correction_rad,amcl_localization_health_amcl_health_scan_correction_x_m,amcl_localization_health_amcl_health_scan_correction_y_m,amcl_localization_health_amcl_health_applied_x_m,amcl_localization_health_amcl_health_applied_y_m,pp_diagnostics_pp_pose_x_m,pp_diagnostics_pp_pose_y_m,pp_diagnostics_pp_pose_yaw_rad,pp_diagnostics_pp_velocity_mps,pp_diagnostics_pp_valid,pp_diagnostics_pp_cross_track_error_m,pp_diagnostics_pp_closest_distance_m,pp_diagnostics_pp_heading_error_rad,pp_diagnostics_pp_lookahead_distance_m,pp_diagnostics_pp_closest_index,pp_diagnostics_pp_target_index,pp_diagnostics_pp_target_speed_mps,pp_diagnostics_pp_raw_steering_rad,pp_diagnostics_pp_command_steering_rad,pp_diagnostics_pp_command_speed_mps,pp_diagnostics_pp_target_x_m,pp_diagnostics_pp_target_y_m,pp_x_m,pp_y_m,pp_yaw_rad,pp_xy_error_m,pp_yaw_error_rad
1788995855.525074,0.8018,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0002384185791015625,1788995855.5250742,3.0,1788995855.5250742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995855.525074,0.0,0.0,0.0,0.01,0.0001,0.0,1788995855.525074,0.0,0.0,0.0,0.01,0.0001,,,,,,,,,,,,,0.0,1788995855.525074,-0.0002,0.0002,0.0047,0.0047085029467974215,0.0,-1.5707407162970446,0.0,1788995855.525074,0.0,nan,0.0,1788995855.525074,0.0,nan,0.0,1788995855.525074,nan,0,,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995855.6011055,0.8018,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07603144645690918,0.0,0,0.0,1788995855.6011055,3.0,1788995855.6011055,0.07603120803833008,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995855.6011055,0.0,0.0,0.0,0.0100228093933,0.0001,0.0,1788995855.6011055,0.0,0.0,0.0,0.0100228093933,0.0001,,,,,,,,,,,-2.213716506958008,1788995855.5988917,0.0,1788995855.6011055,-0.0001,-0.0006,-0.0035,0.0035524639336663223,0.0,-1.5707407162970446,0.0,1788995855.6011055,0.0,0.0,0.0,1788995855.6011055,0.0,0.0,0.0,1788995855.6011055,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995855.6515517,0.8018,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050446271896362305,0.0,0,0.0002384185791015625,1788995855.651552,3.0,1788995855.651552,0.050446510314941406,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995855.6515517,0.0,0.0,0.0,0.010037943327700001,0.0001,0.0,1788995855.6515517,0.0,0.0,0.0,0.010037943327700001,0.0001,,,,,,,,,,,2.6204586029052734,1788995855.6541722,0.0,1788995855.6515517,-0.0003,-0.0001,-0.0018,0.0018275666882497064,0.0,-1.5707407162970446,0.0,1788995855.6515517,0.0,0.0,0.0,1788995855.6515517,0.0,0.0,0.0,1788995855.6515517,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995855.7009685,0.8018,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04941678047180176,0.0,0,0.0,1788995855.7009685,3.0,1788995855.7009685,0.049416542053222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995855.7009685,0.0,0.0,0.0,0.010052768334700002,0.0001,0.0,1788995855.7009685,0.0,0.0,0.0,0.010052768334700002,0.0001,,,,,,,,,,,1.4357566833496094,1788995855.7024043,0.0,1788995855.7009685,0.0007,-0.0002,-0.0074,0.007435724578008522,0.0,-1.5707407162970446,0.0,1788995855.7009685,0.0,0.0,0.0,1788995855.7009685,0.0,0.0,0.0,1788995855.7009685,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995855.750229,0.8018,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04926037788391113,0.0,0,0.0002384185791015625,1788995855.7502291,3.0,1788995855.7502291,0.049260616302490234,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995855.750229,0.0,0.0,0.0,0.010067546447500002,0.0001,0.0,1788995855.750229,0.0,0.0,0.0,0.010067546447500002,0.0001,,,,,,,,,,,3.049135208129883,1788995855.753278,0.0,1788995855.750229,-0.0003,0.0002,0.0038,0.003817066936798463,0.0,-1.5707407162970446,0.0,1788995855.750229,0.0,0.0,0.0,1788995855.750229,0.0,0.0,0.0,1788995855.750229,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995856.1283498,0.8019,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37812089920043945,0.0,0,0.0,1788995856.1283498,3.0,1788995856.1283498,0.37812066078186035,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995856.1283498,0.0,0.0,0.0,0.010180982716600003,0.0001,0.0,1788995856.1283498,0.0,0.0,0.0,0.010180982716600003,0.0001,,,,,,,,,,,1.4395713806152344,1788995856.1297894,0.0,1788995856.1283498,-0.0004,0.0001,0.0017,0.0017492855684535901,0.0,-1.5707407162970446,0.0,1788995856.1283498,0.0,0.0,0.0,1788995856.1283498,0.0,0.0,0.0,1788995856.1283498,nan,0,0.0,1,5.561049782335787e-09,9.999999984536261e-05,0.0,0.8006999999998453,3.1582999944389503,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999998899e-05,0.0,9.999999999998899e-05,0.0,3.258217203452346,1.5707963267948966,0,9.999999999998899e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995856.150615,0.8019,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.022265195846557617,0.0,0,0.0002384185791015625,1788995856.1506152,3.0,1788995856.1506152,0.02226543426513672,0.0,0.0,2.226543426513672e-06,0.0,0.0,0.0,0.0001,-0.0002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995856.150615,0.0,0.0,0.0,0.010187662294300003,0.0001,0.0,1788995856.150615,0.0,0.0,0.0,0.010187662294300003,0.0001,,,,,,,,,,,,,0.0,1788995856.150615,0.0001,-0.0002,0.0005,0.0005477225575051661,0.0,-1.5707407162970446,0.0,1788995856.150615,0.0,0.0,0.0,1788995856.150615,0.0,0.0,0.0,1788995856.150615,nan,0,0.0,1,5.561049782335787e-09,9.999999984536261e-05,0.0,0.8006999999998453,3.1582999944389503,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999998899e-05,0.0,9.999999999998899e-05,0.0,3.258217203452346,1.5707963267948966,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995856.2000852,0.8019,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.04947018623352051,0.0,0,0.0002384185791015625,1788995856.2000854,3.0,1788995856.2000854,0.04947018623352051,0.0,0.0,4.947018623352051e-06,0.0,0.0,0.0,0.0001,-0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995856.2000852,0.0,0.0,0.0,0.010202503318300003,0.0001,0.0,1788995856.2000852,0.0,0.0,0.0,0.010202503318300003,0.0001,,,,,,,,,,,1.7795562744140625,1788995856.2018647,0.0,1788995856.2000852,0.0001,-0.0001,-0.0021,0.0021047565179849186,0.0,-1.5707407162970446,0.0,1788995856.2000852,0.0,0.0,0.0,1788995856.2000852,0.0,0.0,0.0,1788995856.2000852,nan,0,0.0,1,5.561049782335787e-09,9.999999984536261e-05,0.0,0.8006999999998453,3.1582999944389503,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999998899e-05,0.0,9.999999999998899e-05,0.0,3.258217203452346,1.5707963267948966,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995856.250266,0.8019,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.050180912017822266,0.0,0,0.0002384185791015625,1788995856.2502663,3.0,1788995856.2502663,0.050180912017822266,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995856.250266,0.0,0.0,0.0,0.010217557620700002,0.0001,0.0,1788995856.250266,0.0,0.0,0.0,0.010217557620700002,0.0001,,,,,,,0.0,1788995856.250266,,,2.5434494018554688,1788995856.2528095,0.0,1788995856.250266,0.0001,0.0001,-0.0055,0.005501817881391567,0.0,-1.5707407162970446,0.0,1788995856.250266,0.0,0.0,0.0,1788995856.250266,0.0,0.0,0.0,1788995856.250266,nan,0,0.0,1,5.561049782335787e-09,9.999999984536261e-05,0.0,0.8006999999998453,3.1582999944389503,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999998899e-05,0.0,9.999999999998899e-05,0.0,3.258217203452346,1.5707963267948966,0,0.0,0.0,1788995856.250266,1788995856.250266,0.0,0.0,0.0,0.0,1788995856.2000852,1788995856.250266,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788995856.3002007,0.8019,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04993462562561035,0.0,0,0.0,1788995856.3002007,3.0,1788995856.3002007,0.04993438720703125,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788995856.3002007,0.0,0.0,0.0,0.010232537986900003,0.0001,0.0,1788995856.3002007,0.0,0.0,0.0,0.010232537986900003,0.0001,,,,,,,,,,,1.001119613647461,1788995856.3012018,0.0,1788995856.3002007,-0.0003,0.0002,0.0046,0.004614108798023731,0.0,-1.5707407162970446,0.0,1788995856.3002007,0.0,0.0,0.0,1788995856.3002007,0.0,0.0,0.0,1788995856.3002007,nan,0,0.0,1,5.561049782335787e-09,9.999999984536261e-05,0.0,0.8006999999998453,3.1582999944389503,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999998899e-05,0.0,9.999999999998899e-05,0.0,3.258217203452346,1.5707963267948966,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
