bag_time,time,x,y,yaw,vx,vy,wz
1788881640.05295,1788881640.0067327,0.8003,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788881640.1123478,1788881640.0561118,0.8003,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788881640.1721132,1788881640.1192281,0.8003,3.1518,-1.5693795772685013,0.1448,0.0059,0.0378
1788881640.228925,1788881640.1814907,0.8004,3.1424,-1.5638564383921996,0.1473,0.0201,0.1272
1788881640.2779138,1788881640.2309153,0.8005,3.1353,-1.5560707028117406,0.1417,0.031,0.1954
1788881640.3273551,1788881640.2810636,0.8007,3.1284,-1.5448954018652665,0.1364,0.0375,0.2321
1788881640.378003,1788881640.3315165,0.8009,3.1216,-1.5331565365058824,0.1361,0.0375,0.2319
1788881640.4268486,1788881640.3811424,0.8013,3.1149,-1.5218393785643485,0.136,0.0374,0.2319
1788881640.4781537,1788881640.4310787,0.8017,3.108,-1.5099567502422664,0.136,0.0374,0.2319
1788881640.5268204,1788881640.4810753,0.8023,3.1012,-1.498493795784723,0.1359,0.0374,0.2319
1788881640.5770307,1788881640.5309796,0.8028,3.0944,-1.4867482753398131,0.1359,0.0373,0.2319
1788881640.62724,1788881640.5811296,0.8035,3.0877,-1.4752861730648272,0.1359,0.0373,0.2319
1788881640.6778836,1788881640.6312706,0.8043,3.0809,-1.4635254673730094,0.1358,0.0373,0.2319
1788881640.727074,1788881640.6809661,0.8051,3.0742,-1.4520486477377075,0.1358,0.0373,0.2319
1788881640.7770104,1788881640.731141,0.806,3.0674,-1.4404351714874208,0.1358,0.0373,0.2319
1788881640.8281765,1788881640.7811337,0.807,3.0607,-1.4288082329759748,0.1358,0.0373,0.2319
1788881640.8771245,1788881640.831244,0.808,3.0539,-1.417745240114747,0.1373,0.0354,0.2202
1788881640.9270356,1788881640.8812256,0.8092,3.0471,-1.4076807484843188,0.1394,0.0327,0.2032
1788881640.9772599,1788881640.931188,0.8104,3.0402,-1.3985897741677542,0.1415,0.0297,0.1848
1788881641.028167,1788881640.9815023,0.8118,3.0329,-1.3899356497947335,0.1434,0.0266,0.1653
1788881641.0773916,1788881641.0311692,0.8133,3.0252,-1.3816854399197118,0.1669,0.0283,0.1761
1788881641.1300905,1788881641.0815828,0.815,3.0168,-1.3733136671616688,0.1713,0.0252,0.1536
1788881641.1771266,1788881641.1311386,0.8168,3.008,-1.3653466895542985,0.1936,0.0272,0.1689
1788881641.228418,1788881641.1812584,0.8189,2.9982,-1.3576646171117057,0.1964,0.0248,0.1541
1788881641.276918,1788881641.2313635,0.8211,2.9886,-1.350698551237388,0.1974,0.0222,0.1377
1788881641.3360593,1788881641.2827022,0.8233,2.979,-1.3440126083505606,0.22,0.0238,0.1479
1788881641.4040563,1788881641.3561938,0.8274,2.962,-1.3324854659226264,0.2225,0.0238,0.1476
1788881641.452825,1788881641.406161,0.8301,2.9512,-1.3252057355442306,0.2225,0.0237,0.1469
1788881641.503042,1788881641.456734,0.8332,2.9393,-1.3200849622579283,0.2477,0.0161,0.1004
1788881641.5519447,1788881641.50599,0.8358,2.9292,-1.3143630902246604,0.2258,0.0212,0.1314
1788881641.6029425,1788881641.5561042,0.839,2.9175,-1.3068016044955637,0.2228,0.0229,0.1417
1788881641.6532962,1788881641.605869,0.8419,2.907,-1.2996779399593148,0.2225,0.0235,0.1451
1788881641.7029192,1788881641.6563497,0.8453,2.8952,-1.297127053299031,0.2708,0.0083,0.0524
1788881641.7519681,1788881641.7059107,0.8487,2.8832,-1.2919572592059094,0.2271,0.0191,0.1188
1788881641.8019528,1788881641.7560918,0.8519,2.8722,-1.2849564336442663,0.2231,0.0223,0.1376
1788881641.8521745,1788881641.8061824,0.8546,2.8631,-1.2772311597500834,0.1732,0.0276,0.1711
1788881641.9019706,1788881641.8563387,0.8577,2.8533,-1.2715160184366916,0.2195,0.0192,0.1195
1788881641.9537537,1788881641.9065437,0.8608,2.8434,-1.263510138737286,0.197,0.0273,0.1691
1788881642.0037746,1788881641.9567115,0.8636,2.8348,-1.255187210420522,0.1716,0.0266,0.1641
1788881642.0530393,1788881642.0067835,0.8663,2.8268,-1.2467462863347392,0.1694,0.0271,0.1673
1788881642.1031418,1788881642.0560293,0.8698,2.8166,-1.2415892821085233,0.2423,0.0184,0.1146
1788881642.1521566,1788881642.1061025,0.8733,2.8065,-1.2341446379952787,0.1994,0.0266,0.1655
1788881642.2018063,1788881642.1562803,0.8764,2.798,-1.2258193131023873,0.1719,0.0264,0.1629
1788881642.2536283,1788881642.2059457,0.8802,2.7876,-1.220779405608606,0.243,0.0175,0.1091
1788881642.3037858,1788881642.2565434,0.8852,2.7742,-1.2197859100739006,0.2964,0.0027,0.0174
1788881642.3520997,1788881642.3058467,0.8901,2.7607,-1.220230222989087,0.3011,-0.0025,-0.0148
1788881642.4022553,1788881642.3565736,0.8954,2.7462,-1.2213932441941828,0.3016,-0.0034,-0.0204
1788881642.4544992,1788881642.4067245,0.9004,2.7325,-1.2232276517463188,0.2786,-0.0062,-0.0377
1788881642.5039396,1788881642.456749,0.9051,2.7195,-1.2253904647714253,0.2763,-0.0073,-0.0443
1788881642.552231,1788881642.5060005,0.9096,2.7067,-1.2278326492098481,0.276,-0.0079,-0.0481
1788881642.6033282,1788881642.556706,0.9143,2.6935,-1.2295512067332854,0.2761,-0.0056,-0.034
1788881642.6532152,1788881642.6064541,0.9189,2.6804,-1.2312722839066423,0.2761,-0.0052,-0.0319
1788881642.702057,1788881642.6563377,0.9221,2.6714,-1.2341579871434774,0.1587,-0.0141,-0.0903
1788881642.7530572,1788881642.7065046,0.9246,2.6642,-1.2406051001452532,0.1447,-0.0251,-0.1585
1788881642.8028948,1788881642.7561855,0.9268,2.6575,-1.2492114656852045,0.1417,-0.029,-0.1788
1788881642.8519742,1788881642.8058503,0.9288,2.6512,-1.2578128480903856,0.1411,-0.03,-0.1847
1788881642.9020338,1788881642.8561351,0.931,2.644,-1.2670913620373412,0.1421,-0.0284,-0.1754
1788881642.953317,1788881642.9062474,0.9331,2.6372,-1.2755288563170593,0.1429,-0.0271,-0.1673
1788881643.0020657,1788881642.9563487,0.9351,2.6303,-1.2835302601919947,0.1437,-0.0258,-0.1597
1788881643.0519407,1788881643.006203,0.9373,2.6226,-1.2919703527158144,0.1669,-0.0283,-0.1756
1788881643.1030946,1788881643.056164,0.9395,2.6144,-1.3004109329445566,0.1693,-0.0272,-0.1681
1788881643.1522498,1788881643.1062346,0.9417,2.6063,-1.308812879562521,0.1693,-0.0274,-0.1693
1788881643.2031631,1788881643.156614,0.9439,2.5979,-1.3170913636570922,0.1698,-0.0264,-0.1634
1788881643.2521327,1788881643.2062843,0.9458,2.59,-1.3249349866022404,0.17,-0.0261,-0.1615
1788881643.3019116,1788881643.2563221,0.9479,2.5815,-1.333054944895234,0.17,-0.026,-0.1609
1788881643.3519273,1788881643.3062346,0.9498,2.5732,-1.3411790554130918,0.17,-0.026,-0.1607
1788881643.4020996,1788881643.356102,0.9519,2.5641,-1.3485801282305232,0.1945,-0.0245,-0.1522
1788881643.453065,1788881643.4065166,0.9538,2.5552,-1.3565446637994063,0.1722,-0.0249,-0.154
1788881643.5022802,1788881643.4564593,0.9555,2.547,-1.3643568062258857,0.1703,-0.0256,-0.1583
1788881643.5533082,1788881643.5067742,0.9572,2.5385,-1.372603677093109,0.1701,-0.0258,-0.1598
1788881643.6031756,1788881643.5559132,0.959,2.5293,-1.3785715696369465,0.2177,-0.0227,-0.1416
1788881643.6532133,1788881643.606662,0.961,2.5185,-1.3876648669184646,0.1968,-0.0272,-0.1681
