bag_time,time,x,y,z,yaw,vx,vy,vz,wx,wy,wz
1788891627.6974318,1788891627.6430984,0.3172,-6.3744,0.0591,-1.7469728076580928,0.3213,-0.0054,0.0097,0.0016,-0.0067,-0.0332
1788891627.7655277,1788891627.7148883,0.3129,-6.3981,0.0591,-1.7495343109050936,0.3262,-0.0055,0.01,0.0018,0.0017,-0.0337
1788891627.8203425,1788891627.767882,0.3099,-6.4145,0.0591,-1.7510949747775022,0.3263,-0.0055,0.01,0.0016,0.0016,-0.0337
1788891627.8768315,1788891627.8219192,0.3069,-6.4308,0.0591,-1.7529393526380403,0.3263,-0.0055,0.01,0.0015,0.0012,-0.0337
1788891627.9482272,1788891627.8924868,0.3025,-6.4546,0.0591,-1.7554991068818306,0.3263,-0.0055,0.0101,0.0014,0.0008,-0.0337
1788891628.021273,1788891627.9657776,0.298,-6.4786,0.0591,-1.7579068596029885,0.3263,-0.0055,0.0101,0.0013,0.0006,-0.0337
1788891628.0887334,1788891628.039816,0.2935,-6.502,0.0591,-1.7604686324819816,0.3262,-0.0055,0.0101,0.0012,0.0004,-0.0337
1788891628.138785,1788891628.0901368,0.2906,-6.5168,0.0593,-1.7586122960767305,0.2797,0.0134,0.009,0.0039,0.0054,0.0867
1788891628.189488,1788891628.1402397,0.2881,-6.5304,0.0593,-1.754206121975944,0.2754,0.0139,0.0087,-0.0041,-0.0027,0.0853
1788891628.2450562,1788891628.1916625,0.2856,-6.5442,0.0592,-1.7499556797859002,0.275,0.0139,0.0087,-0.0038,-0.0028,0.0852
1788891628.29577,1788891628.2462103,0.283,-6.5588,0.0592,-1.745398254052186,0.275,0.0138,0.0086,-0.0035,-0.0021,0.0852
1788891628.364887,1788891628.315204,0.2798,-6.5778,0.0592,-1.7393053716062354,0.2751,0.0138,0.0086,-0.0033,-0.0015,0.0852
1788891628.4200103,1788891628.366108,0.2772,-6.593,0.059,-1.7407246089774036,0.3211,-0.0054,0.0097,0.0017,-0.0062,-0.0332
1788891628.4714403,1788891628.4210804,0.2742,-6.6102,0.059,-1.7425690132261438,0.3259,-0.0055,0.0099,0.0019,0.0021,-0.0336
1788891628.5401473,1788891628.4902477,0.2702,-6.633,0.0591,-1.7448465314923693,0.3264,-0.0055,0.01,0.0017,0.0021,-0.0337
1788891628.594868,1788891628.5419993,0.2673,-6.6494,0.0591,-1.746689018047966,0.3263,-0.0055,0.01,0.0016,0.0016,-0.0337
1788891628.6461349,1788891628.5961044,0.2641,-6.6671,0.0591,-1.7485334193939304,0.3263,-0.0055,0.01,0.0014,0.0012,-0.0337
1788891628.7151024,1788891628.6649966,0.2601,-6.6893,0.0591,-1.7508112181309898,0.3263,-0.0055,0.01,0.0014,0.0008,-0.0337
1788891628.7707696,1788891628.7175245,0.2571,-6.7056,0.0591,-1.7526556275938616,0.3263,-0.0055,0.0101,0.0013,0.0007,-0.0337
1788891628.840599,1788891628.79001,0.2532,-6.7267,0.0593,-1.7488034789150844,0.2766,0.0139,0.0088,-0.0039,-0.0005,0.0856
1788891628.8942451,1788891628.8422735,0.2508,-6.7406,0.0592,-1.744552955470453,0.2751,0.0139,0.0087,-0.0039,-0.0028,0.0852
1788891628.9463198,1788891628.8955934,0.2484,-6.755,0.0592,-1.7398671948512487,0.275,0.0138,0.0086,-0.0036,-0.0023,0.0852
1788891629.020752,1788891628.9658315,0.2451,-6.7745,0.0592,-1.7337715638392597,0.2751,0.0138,0.0086,-0.0033,-0.0016,0.0852
1788891629.089013,1788891629.0402396,0.2414,-6.7973,0.059,-1.7359078376545294,0.3246,-0.0055,0.0098,0.002,-0.0002,-0.0335
1788891629.1403592,1788891629.0903726,0.2387,-6.8134,0.059,-1.7375996213790843,0.3262,-0.0055,0.0099,0.0018,0.0022,-0.0337
1788891629.1952825,1788891629.142387,0.2359,-6.8298,0.0591,-1.7393130296454253,0.3263,-0.0055,0.01,0.0017,0.002,-0.0337
1788891629.2463331,1788891629.1966898,0.233,-6.8468,0.0591,-1.7411599156292785,0.3263,-0.0055,0.01,0.0015,0.0016,-0.0337
1788891629.3151228,1788891629.2651803,0.229,-6.8697,0.0591,-1.7435662465195312,0.3263,-0.0055,0.0101,0.0014,0.0011,-0.0337
1788891629.369003,1788891629.3169498,0.2261,-6.886,0.0591,-1.745282071107135,0.3263,-0.0055,0.0101,0.0013,0.0008,-0.0337
1788891629.4208314,1788891629.3700566,0.2231,-6.9031,0.0591,-1.7469712663266093,0.3263,-0.0055,0.0101,0.0013,0.0006,-0.0337
1788891629.4903202,1788891629.4403524,0.219,-6.9259,0.0591,-1.749532786646084,0.3262,-0.0055,0.0101,0.0012,0.0005,-0.0337
1788891629.5447047,1788891629.4923818,0.2163,-6.9407,0.0593,-1.7476761510862189,0.2797,0.0134,0.009,0.0038,0.0054,0.0867
1788891629.5960686,1788891629.5457888,0.2138,-6.9551,0.0593,-1.7429903302838121,0.2753,0.0139,0.0087,-0.0041,-0.0027,0.0852
1788891629.6653593,1788891629.6153238,0.2105,-6.9744,0.0592,-1.7370240133633723,0.275,0.0139,0.0086,-0.0037,-0.0025,0.0852
1788891629.7214875,1788891629.6671588,0.2082,-6.9883,0.0592,-1.7327730162034543,0.2751,0.0138,0.0086,-0.0034,-0.0019,0.0852
1788891629.7895973,1788891629.7404978,0.2051,-7.0084,0.0592,-1.7263950158943047,0.2751,0.0138,0.0086,-0.0032,-0.0013,0.0852
1788891629.8390222,1788891629.7908525,0.2027,-7.0235,0.059,-1.727817450246693,0.3212,-0.0054,0.0097,0.0017,-0.0061,-0.0332
1788891629.891541,1788891629.8404837,0.2003,-7.0388,0.0591,-1.7306631829864652,0.3029,-0.0101,0.0094,0.0033,0.0046,-0.0621
1788891629.9460921,1788891629.8935463,0.1978,-7.054,0.0591,-1.733915861997261,0.3011,-0.0101,0.0093,0.003,0.0009,-0.0618
1788891630.0150104,1788891629.9648085,0.1941,-7.0756,0.0591,-1.7383171058202065,0.3008,-0.01,0.0093,0.0027,0.0004,-0.0618
1788891630.0690396,1788891630.0169818,0.1915,-7.0911,0.0591,-1.7415952785209476,0.3008,-0.01,0.0093,0.0025,0.0003,-0.0618
1788891630.1205513,1788891630.0701776,0.1887,-7.1068,0.0591,-1.7448493309040134,0.3008,-0.01,0.0093,0.0024,0.0002,-0.0618
1788891630.1721044,1788891630.1221726,0.186,-7.1222,0.0591,-1.747970177357559,0.3008,-0.01,0.0093,0.0023,0.0002,-0.0618
1788891630.2417777,1788891630.1899085,0.1823,-7.1423,0.0591,-1.7523762333376498,0.3008,-0.01,0.0093,0.0022,0.0001,-0.0618
1788891630.2980525,1788891630.2430305,0.1794,-7.1577,0.0591,-1.7555014976656262,0.3008,-0.01,0.0093,0.0021,0.0001,-0.0618
1788891630.3656082,1788891630.3154805,0.1755,-7.1783,0.0592,-1.7533604965452776,0.276,0.0127,0.0087,-0.003,-0.0003,0.0786
1788891630.4198682,1788891630.367257,0.173,-7.1921,0.0592,-1.7489563424063583,0.2752,0.0139,0.0086,-0.0042,-0.0015,0.0852
1788891630.4710999,1788891630.421036,0.1705,-7.2067,0.0592,-1.744401487138787,0.2751,0.0139,0.0086,-0.0039,-0.0012,0.0851
1788891630.5394099,1788891630.4907467,0.1672,-7.2257,0.0592,-1.7384571293509108,0.2751,0.0138,0.0086,-0.0035,-0.0009,0.0852
1788891630.5947602,1788891630.5415924,0.165,-7.2396,0.0592,-1.7340532775183395,0.2752,0.0138,0.0086,-0.0033,-0.0007,0.0852
1788891630.64628,1788891630.5962925,0.1624,-7.2551,0.0591,-1.7369111850759564,0.2987,-0.0097,0.0091,0.0029,-0.0025,-0.0595
