bag_time,time,status,level,closest_point_dist_m,command_speed_mps,command_steering_rad,drivable_gap_count,emergency_stop,forward_clearance_m,gap_0_deepest_angle,gap_0_end_angle,gap_0_max_clearance,gap_0_mean_clearance,gap_0_score,gap_0_start_angle,gap_0_weighted_center,gap_0_width,gap_1_deepest_angle,gap_1_end_angle,gap_1_max_clearance,gap_1_mean_clearance,gap_1_score,gap_1_start_angle,gap_1_weighted_center,gap_1_width,no_path,rate_limited_steering,raw_steering,raw_target_angle,selected_gap_deepest_angle,selected_gap_end_angle,selected_gap_max_clearance,selected_gap_mean_clearance,selected_gap_score,selected_gap_start_angle,selected_gap_weighted_center,selected_gap_width,smoothed_target_angle,source_stamp_s,trajectory_collision_free,trajectory_free_distance_m,trajectory_min_clearance_m
1788891627.002474,1788891627.0022738,gap_selected,b'\x00',0.962175,0.330000,0.000000,1.000000,0.000000,1.500000,-0.126532,1.448628,6.068430,2.031557,42.725541,-1.418076,0.096375,2.866703,,,,,,,,,0.000000,0.000000,0.000000,-0.015079,-0.126532,1.448628,6.068430,2.031557,42.725541,-1.418076,0.096375,2.866703,-0.015079,1788891626.940274,1.000000,1.500000,0.560411
1788891627.0577729,1788891627.0576386,gap_selected,b'\x00',0.959087,0.330000,0.000000,1.000000,0.000000,1.500000,-0.126532,1.448628,6.043376,2.028434,42.402349,-1.413712,0.097733,2.862340,,,,,,,,,0.000000,0.000000,0.000000,-0.014400,-0.126532,1.448628,6.043376,2.028434,42.402349,-1.413712,0.097733,2.862340,-0.014400,1788891626.992840,1.000000,1.500000,0.556230
1788891627.1247556,1788891627.124594,gap_selected,b'\x00',0.957029,0.330000,0.000000,1.000000,0.000000,1.500000,-0.126532,1.448628,6.026669,2.025233,42.229061,-1.413712,0.098306,2.862340,,,,,,,,,0.000000,0.000000,0.000000,-0.014113,-0.126532,1.448628,6.026669,2.025233,42.229061,-1.413712,0.098306,2.862340,-0.014113,1788891627.065350,1.000000,1.500000,0.553400
1788891627.1780064,1788891627.1778698,gap_selected,b'\x00',0.953941,0.330000,0.000000,1.000000,0.000000,1.500000,-0.130895,1.448628,6.008931,2.022375,42.025592,-1.413712,0.098586,2.862340,,,,,,,,,0.000000,0.000000,0.000000,-0.016155,-0.130895,1.448628,6.008931,2.022375,42.025592,-1.413712,0.098586,2.862340,-0.016155,1788891627.116276,1.000000,1.500000,0.549220
1788891627.2311056,1788891627.2309747,gap_selected,b'\x00',0.951883,0.330000,0.000000,1.000000,0.000000,1.500000,-0.130895,1.448628,5.992205,2.019143,41.852583,-1.413712,0.099144,2.862340,,,,,,,,,0.000000,0.000000,0.000000,-0.015875,-0.130895,1.448628,5.992205,2.019143,41.852583,-1.413712,0.099144,2.862340,-0.015875,1788891627.169784,1.000000,1.500000,0.546428
1788891627.3009424,1788891627.3007834,gap_selected,b'\x00',0.949825,0.330000,0.000000,1.000000,0.000000,1.500000,-0.130895,1.448628,5.975479,2.015767,41.679871,-1.413712,0.099720,2.862340,,,,,,,,,0.000000,0.000000,0.000000,-0.015588,-0.130895,1.448628,5.975479,2.015767,41.679871,-1.413712,0.099720,2.862340,-0.015588,1788891627.240253,1.000000,1.500000,0.543594
1788891627.355868,1788891627.355723,gap_selected,b'\x00',0.946738,0.288000,0.104720,1.000000,0.000000,1.500000,-0.130895,1.448628,5.950395,2.010798,41.421147,-1.413712,0.100553,2.862340,,,,,,,,,0.000000,0.104720,0.104720,0.100553,-0.130895,1.448628,5.950395,2.010798,41.421147,-1.413712,0.100553,2.862340,0.100553,1788891627.291123,1.000000,1.500000,0.521113
1788891627.4066367,1788891627.406463,gap_selected,b'\x00',0.944680,0.288000,0.104720,1.000000,0.000000,1.500000,-0.135259,1.448628,5.941028,2.010770,41.304196,-1.413712,0.100272,2.862340,,,,,,,,,0.000000,0.104720,0.104720,0.100272,-0.135259,1.448628,5.941028,2.010770,41.304196,-1.413712,0.100272,2.862340,0.100272,1788891627.346017,1.000000,1.500000,0.519679
1788891627.4757066,1788891627.4755776,gap_selected,b'\x00',0.942622,0.288000,0.104720,1.000000,0.000000,1.500000,-0.135259,1.448628,5.924283,2.007433,41.131980,-1.413712,0.100827,2.862340,,,,,,,,,0.000000,0.104720,0.104720,0.100827,-0.135259,1.448628,5.924283,2.007433,41.131980,-1.413712,0.100827,2.862340,0.100827,1788891627.415712,1.000000,1.500000,0.518247
1788891627.5315797,1788891627.531414,gap_selected,b'\x00',0.940503,0.316000,-0.034907,1.000000,0.000000,1.500000,-0.139622,1.448628,5.902951,2.003905,40.884671,-1.413712,0.098993,2.862340,,,,,,,,,0.000000,-0.034907,-0.034907,-0.020314,-0.139622,1.448628,5.902951,2.003905,40.884671,-1.413712,0.098993,2.862340,-0.020314,1788891627.466826,1.000000,1.500000,0.352049
