bag_time,time,value
1788891627.6986907,1788891627.6986907,0
1788891627.7671788,1788891627.7671788,0
1788891627.8218794,1788891627.8218794,0
1788891627.8777287,1788891627.8777287,0
1788891627.9496062,1788891627.9496062,0
1788891628.0226479,1788891628.0226479,0
1788891628.0901158,1788891628.0901158,0
1788891628.1401954,1788891628.1401954,0
1788891628.1910648,1788891628.1910648,0
1788891628.2461867,1788891628.2461867,0
1788891628.2970207,1788891628.2970207,0
1788891628.3660772,1788891628.3660772,0
1788891628.421049,1788891628.421049,0
1788891628.4730847,1788891628.4730847,0
1788891628.5414424,1788891628.5414424,0
1788891628.596059,1788891628.596059,0
1788891628.6478035,1788891628.6478035,0
1788891628.7167099,1788891628.7167099,0
1788891628.7728264,1788891628.7728264,0
1788891628.8417227,1788891628.8417227,0
1788891628.895547,1788891628.895547,0
1788891628.947666,1788891628.947666,0
1788891629.0220642,1788891629.0220642,0
1788891629.090336,1788891629.090336,0
1788891629.1418543,1788891629.1418543,0
1788891629.1966324,1788891629.1966324,0
1788891629.2480714,1788891629.2480714,0
1788891629.3163586,1788891629.3163586,0
1788891629.3700128,1788891629.3700128,0
1788891629.4221687,1788891629.4221687,0
1788891629.4918096,1788891629.4918096,0
1788891629.54577,1788891629.54577,0
1788891629.597239,1788891629.597239,0
1788891629.667077,1788891629.667077,0
1788891629.723224,1788891629.723224,0
1788891629.790816,1788891629.790816,0
1788891629.8404288,1788891629.8404288,0
1788891629.892974,1788891629.892974,0
1788891629.9477048,1788891629.9477048,0
1788891630.016524,1788891630.016524,0
1788891630.0701437,1788891630.0701437,0
1788891630.12212,1788891630.12212,0
1788891630.1737444,1788891630.1737444,0
1788891630.2429886,1788891630.2429886,0
1788891630.2994554,1788891630.2994554,0
1788891630.3666904,1788891630.3666904,0
1788891630.4210007,1788891630.4210007,0
1788891630.4725795,1788891630.4725795,0
1788891630.5410285,1788891630.5410285,0
1788891630.5962412,1788891630.5962412,0
1788891630.6476793,1788891630.6476793,0
1788891630.717642,1788891630.717642,0
1788891630.7724106,1788891630.7724106,0
1788891630.8404825,1788891630.8404825,0
1788891630.8911462,1788891630.8911462,0
1788891630.9478352,1788891630.9478352,0
1788891631.0150461,1788891631.0150461,0
1788891631.0656655,1788891631.0656655,0
