bag_time,time,value
1788891627.696762,1788891627.696762,"{""packet_sequence"":534,""bridge_arrival_monotonic_ns"":14329835090110,""request_monotonic_ns"":14329781598437,""simulation_time_s"":null,""simulation_frame"":null}"
1788891627.7647338,1788891627.7647338,"{""packet_sequence"":535,""bridge_arrival_monotonic_ns"":14329903076960,""request_monotonic_ns"":14329853475927,""simulation_time_s"":null,""simulation_frame"":null}"
1788891627.8197324,1788891627.8197324,"{""packet_sequence"":536,""bridge_arrival_monotonic_ns"":14329958053072,""request_monotonic_ns"":14329906395556,""simulation_time_s"":null,""simulation_frame"":null}"
1788891627.8768072,1788891627.8768072,"{""packet_sequence"":537,""bridge_arrival_monotonic_ns"":14330012847513,""request_monotonic_ns"":14329960413457,""simulation_time_s"":null,""simulation_frame"":null}"
1788891627.9474607,1788891627.9474607,"{""packet_sequence"":538,""bridge_arrival_monotonic_ns"":14330085739811,""request_monotonic_ns"":14330031050507,""simulation_time_s"":null,""simulation_frame"":null}"
1788891628.020613,1788891628.020613,"{""packet_sequence"":539,""bridge_arrival_monotonic_ns"":14330158944976,""request_monotonic_ns"":14330104357063,""simulation_time_s"":null,""simulation_frame"":null}"
1788891628.0879726,1788891628.0879726,"{""packet_sequence"":540,""bridge_arrival_monotonic_ns"":14330226327230,""request_monotonic_ns"":14330178370207,""simulation_time_s"":null,""simulation_frame"":null}"
1788891628.1379888,1788891628.1379888,"{""packet_sequence"":541,""bridge_arrival_monotonic_ns"":14330276314859,""request_monotonic_ns"":14330228640306,""simulation_time_s"":null,""simulation_frame"":null}"
1788891628.1886206,1788891628.1886206,"{""packet_sequence"":542,""bridge_arrival_monotonic_ns"":14330326915158,""request_monotonic_ns"":14330278741669,""simulation_time_s"":null,""simulation_frame"":null}"
1788891628.2444494,1788891628.2444494,"{""packet_sequence"":543,""bridge_arrival_monotonic_ns"":14330382827550,""request_monotonic_ns"":14330330180404,""simulation_time_s"":null,""simulation_frame"":null}"
1788891628.295104,1788891628.295104,"{""packet_sequence"":544,""bridge_arrival_monotonic_ns"":14330433490468,""request_monotonic_ns"":14330384705839,""simulation_time_s"":null,""simulation_frame"":null}"
