# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,-0.560193,-6.754941,-2.633426,-0.794932,1.800000,-0.034479,1.475000,1.050000
0.049985,-0.606152,-6.779329,-2.673712,-0.755401,1.800000,-0.034469,1.475000,1.050000
0.099970,-0.651923,-6.801379,-2.711350,-0.728169,1.800000,-0.034458,1.475000,1.025000
0.149955,-0.697083,-6.821138,-2.746846,-0.714202,1.800000,-0.034448,1.450000,1.025000
0.199940,-0.741873,-6.838901,-2.781234,-0.718460,1.800000,-0.034437,1.450000,1.025000
0.249925,-0.791351,-6.856469,-2.819864,-0.750666,1.800000,-0.034427,1.475000,1.025000
0.299910,-0.839117,-6.871391,-2.857871,-0.764997,1.800000,-0.034417,1.450000,1.025000
0.349895,-0.885346,-6.883957,-2.894429,-0.757032,1.800000,-0.034406,1.475000,0.975000
0.399880,-0.934838,-6.895441,-2.932865,-0.763441,1.800000,-0.034396,1.450000,1.000000
0.449865,-0.984390,-6.904937,-2.971697,-0.774535,1.800000,-0.034385,1.425000,1.000000
0.499850,-1.032231,-6.912222,-3.009277,-0.776977,1.800000,-0.034375,1.450000,1.000000
0.549835,-1.082547,-6.917925,-3.047803,-0.731887,1.800000,-0.034365,1.450000,0.950000
0.599820,-1.132291,-6.921726,-3.082002,-0.630165,1.800000,-0.991607,1.425000,0.950000
0.649805,-1.181131,-6.923940,-3.109431,-0.502629,1.800000,-0.996210,1.425000,0.950000
0.699790,-1.231149,-6.924937,-3.133545,-0.456554,1.800000,-0.990352,1.425000,0.900000
0.749775,-1.280991,-6.924798,3.128571,-0.385360,1.800000,-0.979367,1.425000,0.900000
0.799760,-1.330191,-6.923709,3.110216,-0.392716,1.800000,-0.956829,1.375000,0.850000
0.849745,-1.379767,-6.921650,3.089635,-0.432511,1.800000,-0.893018,1.375000,0.800000
0.899730,-1.430732,-6.918426,3.067061,-0.450465,1.800000,-0.830020,1.350000,0.800000
0.949715,-1.478664,-6.914286,3.043103,-0.540196,1.800000,-0.749293,1.350000,0.800000
0.999700,-1.528447,-6.908657,3.014355,-0.602515,1.800000,-2.169572,1.350000,0.775000
1.049685,-1.579291,-6.901332,2.982337,-0.644540,1.800000,-0.031473,1.325000,0.775000
1.099670,-1.626563,-6.892965,2.950112,-0.694884,1.800000,-0.031463,1.300000,0.725000
1.149655,-1.675443,-6.882590,2.914445,-0.729953,1.800000,-0.031454,1.300000,0.725000
1.199640,-1.725891,-6.869904,2.875858,-0.751219,1.800000,-0.031444,1.225000,0.725000
1.249625,-1.772212,-6.856371,2.838352,-0.807530,1.800000,-0.031435,1.250000,0.650000
1.299610,-1.818775,-6.840759,2.797396,-0.857875,1.800000,-0.031425,1.225000,0.650000
1.349595,-1.866230,-6.822552,2.752771,-0.895581,1.800000,-0.031416,1.200000,0.650000
1.399580,-1.913850,-6.801722,2.705572,-0.903769,1.800000,-0.031406,1.150000,0.575000
1.449565,-1.958269,-6.779841,2.662755,-0.835034,1.800000,-0.031397,1.125000,0.575000
1.499550,-2.002426,-6.755742,2.621398,-0.816969,1.800000,-0.031387,1.100000,0.550000
1.549535,-2.045638,-6.729785,2.579697,-0.845310,1.800000,-0.031378,1.100000,0.475000
1.599520,-2.087356,-6.702239,2.535699,-0.917037,1.800000,-0.031368,1.100000,0.450000
1.649505,-2.129261,-6.671729,2.489183,-0.876180,1.800000,-0.031359,1.075000,0.425000
1.699490,-2.168701,-6.640215,2.446120,-0.828381,1.800000,-0.031349,1.100000,0.400000
1.749475,-2.205788,-6.607989,2.406715,-0.774300,1.800000,-0.031340,1.125000,0.450000
1.799460,-2.241479,-6.574515,2.370239,-0.723850,1.800000,-0.031330,1.125000,0.400000
1.849445,-2.277854,-6.537813,2.333361,-0.701874,1.800000,-0.031330,1.175000,0.375000
1.899430,-2.311742,-6.501089,2.299010,-0.671249,1.800000,1.421387,1.150000,0.325000
1.949415,-2.343313,-6.464528,2.267502,-0.631422,1.800000,3.012881,1.150000,0.350000
1.999400,-2.375507,-6.424791,2.236217,-0.593043,1.800000,3.715698,1.175000,0.325000
2.049384,-2.406067,-6.384661,2.207464,-0.544142,1.800000,2.092225,1.200000,0.350000
2.099369,-2.434405,-6.345296,2.182563,-0.479350,1.800000,1.275018,1.225000,0.325000
2.149354,-2.463038,-6.303458,2.159760,-0.425412,1.800000,1.306244,1.175000,0.300000
2.199339,-2.490472,-6.261474,2.139979,-0.358866,1.800000,1.385632,1.175000,0.325000
2.249325,-2.516226,-6.220504,2.124710,-0.268405,1.800000,1.485107,1.200000,0.300000
2.299310,-2.542700,-6.177068,2.111966,-0.229780,1.800000,1.559885,1.150000,0.275000
2.349295,-2.568023,-6.134426,2.101841,-0.176019,1.800000,1.634074,1.175000,0.300000
2.399280,-2.592874,-6.091730,2.094064,-0.163362,1.800000,1.717156,1.150000,0.275000
2.449264,-2.617563,-6.048504,2.085162,-0.192438,1.800000,1.801234,1.125000,0.250000
2.499249,-2.642022,-6.004711,2.075027,-0.213790,1.800000,1.882280,1.125000,0.275000
2.549234,-2.665436,-5.961682,2.062611,-0.290368,1.800000,1.931439,1.100000,0.275000
2.599219,-2.688854,-5.917132,2.046377,-0.351835,1.800000,1.823432,1.125000,0.250000
2.649204,-2.711139,-5.872869,2.027439,-0.424082,1.800000,1.684873,1.075000,0.275000
2.699189,-2.732231,-5.828713,2.004877,-0.491206,1.800000,1.522902,1.050000,0.300000
2.749174,-2.753171,-5.781970,1.978790,-0.521284,1.800000,0.638183,1.050000,0.275000
2.799159,-2.772077,-5.736619,1.952379,-0.566129,1.800000,-0.040928,1.025000,0.275000
2.849144,-2.789701,-5.690803,1.923189,-0.621412,1.800000,-0.040916,1.000000,0.300000
2.899129,-2.806572,-5.642506,1.890116,-0.670301,1.800000,-0.040904,0.975000,0.250000
2.949114,-2.821727,-5.593850,1.855393,-0.661435,1.800000,-0.040891,1.000000,0.275000
2.999099,-2.834867,-5.546144,1.824218,-0.604005,1.800000,-0.040879,0.975000,0.275000
3.049084,-2.846754,-5.497254,1.794667,-0.574949,1.800000,-0.040867,0.950000,0.300000
3.099069,-2.857281,-5.447722,1.765769,-0.570278,1.800000,-0.040855,0.950000,0.300000
