# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_left_m,d_right_m
0.000000,-0.493116,-6.815324,-2.596490,-0.763364,1.500000,-0.034663,1.400000,1.125000
0.049924,-0.537637,-6.841164,-2.634529,-0.716491,1.500000,-0.034653,1.375000,1.100000
0.099849,-0.582360,-6.864974,-2.669913,-0.682130,1.500000,-0.034642,1.400000,1.100000
0.149774,-0.626893,-6.886760,-2.703140,-0.660302,1.500000,-0.034632,1.400000,1.125000
0.199698,-0.670843,-6.906526,-2.734702,-0.651800,1.500000,-0.034622,1.350000,1.125000
0.249623,-0.718938,-6.926282,-2.769172,-0.674862,1.500000,-0.034611,1.375000,1.125000
0.299547,-0.766314,-6.943856,-2.803714,-0.690529,1.500000,-0.034601,1.350000,1.075000
0.349472,-0.812589,-6.959242,-2.837531,-0.694150,1.500000,-0.034590,1.350000,1.075000
0.399396,-0.859487,-6.973091,-2.871345,-0.692083,1.500000,-0.034580,1.325000,1.075000
0.449321,-0.909075,-6.985882,-2.907012,-0.699830,1.500000,-0.034570,1.350000,1.100000
0.499246,-0.957493,-6.996568,-2.941773,-0.701095,1.500000,-0.034559,1.325000,1.075000
0.549170,-1.005082,-7.005369,-2.975591,-0.693873,1.500000,-0.034549,1.375000,1.050000
0.599095,-1.055516,-7.012920,-3.010003,-0.650779,1.500000,-0.393301,1.350000,1.050000
0.649019,-1.104870,-7.018668,-3.040705,-0.580286,1.500000,-0.423191,1.350000,1.050000
0.698944,-1.153665,-7.022944,-3.066923,-0.496759,1.500000,-0.443155,1.325000,1.000000
0.748868,-1.203547,-7.026062,-3.091218,-0.472390,1.500000,-0.461522,1.325000,1.000000
0.798793,-1.253301,-7.027999,-3.113776,-0.431113,1.500000,-0.479374,1.325000,0.950000
0.848717,-1.302900,-7.028869,-3.134072,-0.406681,1.500000,-0.489885,1.325000,0.950000
0.898642,-1.352079,-7.028731,3.128157,-0.442823,1.500000,-0.495377,1.325000,0.900000
0.948566,-1.402236,-7.027489,3.105367,-0.462824,1.500000,-0.500398,1.275000,0.900000
0.998491,-1.452165,-7.025097,3.081839,-0.493093,1.500000,-0.497378,1.225000,0.900000
1.048415,-1.500782,-7.021576,3.056266,-0.553072,1.500000,-0.483003,1.225000,0.900000
1.098340,-1.550829,-7.016572,3.027276,-0.596791,1.500000,-1.570386,1.250000,0.900000
1.148265,-1.601448,-7.009964,2.996014,-0.629350,1.500000,-0.032660,1.200000,0.850000
1.198189,-1.649024,-7.002233,2.964645,-0.670389,1.500000,-0.032650,1.225000,0.850000
1.248114,-1.697832,-6.992648,2.930468,-0.702055,1.500000,-0.032640,1.175000,0.825000
1.298038,-1.747820,-6.980977,2.893804,-0.724753,1.500000,-0.032630,1.125000,0.825000
1.347963,-1.795515,-6.967987,2.857174,-0.767464,1.500000,-0.032620,1.125000,0.775000
1.397887,-1.841998,-6.953427,2.818504,-0.818456,1.500000,-0.032611,1.100000,0.775000
1.447812,-1.889150,-6.936537,2.776418,-0.860214,1.500000,-0.032601,1.075000,0.750000
1.497737,-1.936838,-6.917067,2.731233,-0.892274,1.500000,-0.032591,1.075000,0.750000
1.547661,-1.982556,-6.895945,2.686772,-0.851867,1.500000,-0.032581,1.000000,0.675000
1.597586,-2.026951,-6.873076,2.645383,-0.812502,1.500000,-0.032571,1.000000,0.675000
1.647510,-2.070713,-6.848218,2.604659,-0.811930,1.500000,-0.032562,1.000000,0.650000
1.697435,-2.113276,-6.821680,2.563153,-0.849647,1.500000,-0.032552,1.000000,0.600000
1.747359,-2.154930,-6.793156,2.518816,-0.883086,1.500000,-0.032542,0.975000,0.575000
1.797284,-2.195893,-6.762333,2.474606,-0.840129,1.500000,-0.032532,0.950000,0.550000
1.847208,-2.234615,-6.730529,2.433725,-0.790149,1.500000,-0.032522,1.000000,0.525000
1.897133,-2.271210,-6.697991,2.396379,-0.733852,1.500000,-0.032512,1.025000,0.525000
1.947057,-2.306846,-6.663930,2.361632,-0.684951,1.500000,-0.032503,1.025000,0.550000
1.996982,-2.342718,-6.627190,2.327046,-0.661102,1.500000,-0.032503,1.050000,0.500000
2.046906,-2.376405,-6.590293,2.294718,-0.631922,1.500000,2.366234,1.075000,0.475000
2.096831,-2.408031,-6.553413,2.264830,-0.597280,1.500000,2.266956,1.075000,0.450000
2.146756,-2.439729,-6.514156,2.235604,-0.562876,1.500000,0.513869,1.075000,0.450000
2.196680,-2.470474,-6.473784,2.208010,-0.522707,1.500000,0.528006,1.075000,0.450000
2.246605,-2.499216,-6.433927,2.183522,-0.471772,1.500000,0.585946,1.075000,0.425000
2.296529,-2.527071,-6.393351,2.161730,-0.419914,1.500000,0.663806,1.100000,0.450000
2.346454,-2.555008,-6.350764,2.141380,-0.376342,1.500000,0.738510,1.100000,0.400000
2.396378,-2.581295,-6.308998,2.124198,-0.317056,1.500000,0.810569,1.050000,0.425000
2.446303,-2.606860,-6.266939,2.110243,-0.259916,1.500000,0.891670,1.075000,0.400000
2.496227,-2.632471,-6.223546,2.097986,-0.224575,1.500000,0.968542,1.050000,0.375000
2.546152,-2.657122,-6.180690,2.087971,-0.178889,1.500000,1.046884,1.075000,0.400000
2.596077,-2.681395,-6.137608,2.079920,-0.161366,1.500000,1.108081,1.025000,0.375000
2.646001,-2.705463,-6.094077,2.071778,-0.164871,1.500000,1.146251,1.050000,0.350000
2.695926,-2.729337,-6.050049,2.063575,-0.161605,1.500000,1.166061,1.025000,0.375000
2.745850,-2.752366,-6.006724,2.054731,-0.205527,1.500000,1.172192,1.000000,0.375000
2.795775,-2.775289,-5.962524,2.043350,-0.249905,1.500000,1.183407,1.025000,0.350000
2.845699,-2.798175,-5.917006,2.029687,-0.285929,1.500000,1.193305,0.975000,0.375000
2.895624,-2.819151,-5.873732,2.014031,-0.360984,1.500000,1.314609,0.950000,0.400000
2.945548,-2.840053,-5.828608,1.994693,-0.412407,1.500000,1.471025,0.925000,0.375000
2.995473,-2.860834,-5.781175,1.972507,-0.440449,1.500000,1.624887,0.950000,0.375000
3.045397,-2.879165,-5.736663,1.949926,-0.499980,1.500000,1.610229,0.925000,0.400000
3.095322,-2.896884,-5.690470,1.923728,-0.558111,1.500000,-0.039824,0.900000,0.350000
3.145247,-2.913827,-5.642296,1.893794,-0.613666,1.500000,-0.039812,0.925000,0.375000
3.195171,-2.929177,-5.593882,1.861703,-0.626635,1.500000,-0.039800,0.900000,0.375000
3.245096,-2.942661,-5.546212,1.831412,-0.599749,1.500000,-0.039788,0.875000,0.400000
3.295020,-2.954857,-5.497569,1.801592,-0.592639,1.500000,-0.039776,0.850000,0.400000
3.344945,-2.965645,-5.448362,1.771526,-0.604041,1.500000,-0.039764,0.825000,0.425000
3.394869,-2.974907,-5.398985,1.740912,-0.607009,1.500000,-0.039752,0.825000,0.425000
3.444794,-2.982628,-5.349580,1.710841,-0.595081,1.500000,-0.039740,0.800000,0.425000
3.494718,-2.988860,-5.300122,1.681544,-0.579745,1.500000,-0.039728,0.800000,0.425000
3.544643,-2.993653,-5.250583,1.653136,-0.561320,1.500000,-0.039716,0.800000,0.500000
3.594568,-2.997059,-5.200858,1.625157,-0.564728,1.500000,-0.039704,0.775000,0.500000
3.644492,-2.999064,-5.151016,1.596815,-0.571456,1.500000,-0.039692,0.775000,0.550000
3.694417,-2.999649,-5.101084,1.568128,-0.577307,1.500000,-0.039680,0.775000,0.550000
3.744341,-2.998792,-5.051102,1.539143,-0.581611,1.500000,-0.039668,0.775000,0.550000
3.794266,-2.996500,-5.001421,1.510311,-0.577732,1.500000,-0.039656,0.725000,0.600000
