simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
6.813,6.83700037,6814.0,6838.0,24.0,0.024000370000000437,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,1.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
6.83700037,6.86300039,6838.0,6864.0,26.0,0.02600001999999968,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,2.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
6.86300039,6.88700056,6864.0,6888.0,24.0,0.024000169999999876,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,3.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
6.88700056,6.913,6888.0,6914.0,26.0,0.02599944000000054,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,4.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
6.913,6.938,6914.0,6939.0,25.0,0.024999999999999467,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
6.938,6.9630003,6939.0,6964.0,25.0,0.02500030000000031,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,6.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
6.9630003,6.98900032,6964.0,6990.0,26.0,0.02600001999999968,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,7.0,0.0,0.0,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0
6.98900032,7.01200056,6990.0,7013.0,23.0,0.023000240000000005,0.8029,3.1586,-1.5707963267948968,0.0,0.0,0.0,8.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.01200056,7.03500032,7013.0,7036.0,23.0,0.022999760000000258,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,9.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.03500032,7.063,7036.0,7064.0,28.0,0.02799967999999975,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,10.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.063,7.0880003,7064.0,7089.0,25.0,0.02500030000000031,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,11.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.0880003,7.11200047,7089.0,7113.0,24.0,0.024000169999999876,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,12.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.11200047,7.13800049,7113.0,7139.0,26.0,0.02600001999999968,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,13.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.13800049,7.162,7139.0,7163.0,24.0,0.023999510000000335,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,14.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.162,7.188,7163.0,7189.0,26.0,0.0259999999999998,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,15.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.188,7.2130003,7189.0,7214.0,25.0,0.02500030000000031,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,16.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.2130003,7.23700047,7214.0,7238.0,24.0,0.024000169999999876,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,17.0,0.0,0.0,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0
7.23700047,7.26200056,7238.0,7263.0,25.0,0.02500008999999981,0.803,3.1586,-1.5707963267948968,0.0,0.0,0.0,18.0,0.0,0.0,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0
7.26200056,7.28800058,7263.0,7289.0,26.0,0.026000020000000568,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0,19.0,0.0,0.0,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0
7.28800058,7.313,7289.0,7314.0,25.0,0.02499941999999944,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0,20.0,0.0,0.0,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0
7.313,7.33700037,7314.0,7338.0,24.0,0.024000370000000437,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0,21.0,0.0,0.0,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0
7.33700037,7.36200047,7338.0,7363.0,25.0,0.025000099999999748,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0,22.0,0.0,0.0,0.8001,3.16,-1.5707963267948968,0.0,0.0,0.0
