gt_source_stamp_s,gt_x_m,gt_y_m,gt_z_m,gt_yaw_rad,gt_vx_mps,gt_vy_mps,gt_vz_mps,gt_speed_mps,gt_ax_mps2,gt_ay_mps2,gt_accel_mps2,gt_longitudinal_accel_mps2,gt_dt_s,gt_yaw_rate_radps,gt_collision_count,odom_diagnostics_match_dt_ms,odom_diagnostics_source_stamp_s,odom_diagnostics_odom_observer_version,odom_diagnostics_odom_observer_source_stamp_s,odom_diagnostics_odom_observer_dt_s,odom_diagnostics_odom_raw_wheel_speed_mps,odom_diagnostics_odom_corrected_wheel_speed_mps,odom_diagnostics_odom_observer_speed_pred_mps,odom_diagnostics_odom_diagnostics_speed_mps,odom_diagnostics_odom_observer_body_u_mps,odom_diagnostics_odom_observer_body_v_mps,odom_diagnostics_odom_observer_ax_mps2,odom_diagnostics_odom_observer_ay_mps2,odom_diagnostics_odom_observer_yaw_rate_radps,odom_diagnostics_odom_observer_wheel_update_used,odom_diagnostics_odom_observer_turn_mode,odom_diagnostics_odom_observer_reset_epoch,odom_diagnostics_odom_observer_timing_degraded,odom_diagnostics_odom_observer_packet_drop_count,odom_diagnostics_odom_observer_packet_coherence_fault_count,odom_diagnostics_odom_observer_x_m,odom_diagnostics_odom_observer_y_m,odom_diagnostics_odom_observer_yaw_rad,odom_diagnostics_odom_observer_sensor_outlier,odom_diagnostics_odom_observer_left_angle_rad,odom_diagnostics_odom_observer_right_angle_rad,odom_diagnostics_odom_observer_imu_yaw_rad,odom_diagnostics_odom_observer_packet_wheel_speed_mps,ekf_odom_match_dt_ms,ekf_odom_source_stamp_s,ekf_odom_x_ekf_odom_m,ekf_odom_y_ekf_odom_m,ekf_odom_yaw_ekf_odom_rad,ekf_odom_ekf_odom_xy_variance,ekf_odom_ekf_odom_yaw_variance,ekf_match_dt_ms,ekf_source_stamp_s,ekf_x_ekf_m,ekf_y_ekf_m,ekf_yaw_ekf_rad,ekf_ekf_xy_variance,ekf_ekf_yaw_variance,amcl_match_dt_ms,amcl_source_stamp_s,current_map_pose_match_dt_ms,current_map_pose_source_stamp_s,pp_diagnostics_match_dt_ms,pp_diagnostics_source_stamp_s,amcl_scan_alignment_match_dt_ms,amcl_scan_alignment_source_stamp_s,amcl_localization_health_match_dt_ms,amcl_localization_health_source_stamp_s,collision_match_dt_ms,collision_source_stamp_s,imu_match_dt_ms,imu_source_stamp_s,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,imu_imu_accel_norm_mps2,imu_imu_yaw_rate_radps,imu_imu_yaw_rad,left_encoder_match_dt_ms,left_encoder_source_stamp_s,left_encoder_left_encoder_rad,left_encoder_left_encoder_speed_radps,right_encoder_match_dt_ms,right_encoder_source_stamp_s,right_encoder_right_encoder_rad,right_encoder_right_encoder_speed_radps,lidar_match_dt_ms,lidar_source_stamp_s,lidar_lidar_rate_hz,gt_reset_detected,collision_epoch,pre_collision_valid,gt_local_x_m,gt_local_y_m,gt_local_yaw_rad,gt_map_x_m,gt_map_y_m,gt_map_yaw_rad,observer_x_m,observer_y_m,observer_yaw_rad,ekf_odom_x_m,ekf_odom_y_m,ekf_odom_yaw_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,observer_xy_error_m,observer_yaw_error_rad,ekf_odom_xy_error_m,ekf_odom_yaw_error_rad,ekf_xy_error_m,ekf_yaw_error_rad,collision_gt_collision_count,gt_step_distance_m,gt_step_yaw_change_rad,amcl_scan_alignment_amcl_scan_stamp_s,amcl_scan_alignment_amcl_scan_matched_odom_stamp_s,amcl_scan_alignment_amcl_scan_source_error_ms,amcl_scan_alignment_amcl_scan_accepted,amcl_scan_alignment_amcl_scan_queued,amcl_scan_alignment_amcl_scan_dropped,amcl_scan_alignment_amcl_scan_bracket_before_stamp_s,amcl_scan_alignment_amcl_scan_bracket_after_stamp_s,amcl_scan_alignment_amcl_scan_processing_dropped,amcl_x_amcl_m,amcl_y_amcl_m,amcl_yaw_amcl_rad,amcl_amcl_xy_variance,amcl_amcl_yaw_variance,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_xy_error_m,amcl_yaw_error_rad,current_map_pose_x_current_map_m,current_map_pose_y_current_map_m,current_map_pose_yaw_current_map_rad,current_map_pose_current_map_xy_variance,current_map_pose_current_map_yaw_variance,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_xy_error_m,current_map_yaw_error_rad,amcl_localization_health_amcl_health_correction_age_s,amcl_localization_health_amcl_health_correction_accepted,amcl_localization_health_amcl_health_rejected_scans,amcl_localization_health_amcl_health_degraded,amcl_localization_health_amcl_health_xy_variance,amcl_localization_health_amcl_health_yaw_variance,amcl_localization_health_amcl_health_scan_correction_distance_m,amcl_localization_health_amcl_health_scan_correction_yaw_rad,amcl_localization_health_amcl_health_applied_xy_correction_m,amcl_localization_health_amcl_health_applied_yaw_correction_rad,amcl_localization_health_amcl_health_scan_correction_x_m,amcl_localization_health_amcl_health_scan_correction_y_m,amcl_localization_health_amcl_health_applied_x_m,amcl_localization_health_amcl_health_applied_y_m,pp_diagnostics_pp_pose_x_m,pp_diagnostics_pp_pose_y_m,pp_diagnostics_pp_pose_yaw_rad,pp_diagnostics_pp_velocity_mps,pp_diagnostics_pp_valid,pp_diagnostics_pp_cross_track_error_m,pp_diagnostics_pp_closest_distance_m,pp_diagnostics_pp_heading_error_rad,pp_diagnostics_pp_lookahead_distance_m,pp_diagnostics_pp_closest_index,pp_diagnostics_pp_target_index,pp_diagnostics_pp_target_speed_mps,pp_diagnostics_pp_raw_steering_rad,pp_diagnostics_pp_command_steering_rad,pp_diagnostics_pp_command_speed_mps,pp_diagnostics_pp_target_x_m,pp_diagnostics_pp_target_y_m,pp_x_m,pp_y_m,pp_yaw_rad,pp_xy_error_m,pp_yaw_error_rad
1788997967.2416892,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0002384185791015625,1788997967.2416894,3.0,1788997967.2416894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.2416892,0.0,0.0,0.0,0.01,0.0001,0.0,1788997967.2416892,0.0,0.0,0.0,0.01,0.0001,,,,,,,,,,,,,0.0,1788997967.2416892,0.0,0.0004,0.0052,0.005215361924162118,0.0,-1.5707407162970446,0.0,1788997967.2416892,0.0,nan,0.0,1788997967.2416892,0.0,nan,0.0,1788997967.2416892,nan,0,,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788997967.6037774,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3620882034301758,0.0,0,0.0,1788997967.6037774,3.0,1788997967.6037774,0.3620879650115967,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,-0.0005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.6037774,0.0,0.0,0.0,0.0101086264201,0.0001,0.0,1788997967.6037774,0.0,0.0,0.0,0.0101086264201,0.0001,,,,,,,,,,,1.3811588287353516,1788997967.6051586,0.0,1788997967.6037774,0.0008,-0.0005,-0.0077,0.007757576941287789,0.0,-1.5707407162970446,0.0,1788997967.6037774,0.0,0.0,0.0,1788997967.6037774,0.0,0.0,0.0,1788997967.6037774,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788997967.6168647,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013087272644042969,0.0,0,0.0002384185791015625,1788997967.616865,3.0,1788997967.616865,0.01308751106262207,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.6168647,0.0,0.0,0.0,0.0101125526377,0.0001,0.0,1788997967.6168647,0.0,0.0,0.0,0.0101125526377,0.0001,,,,,,,0.0,1788997967.6168647,,,-1.4493465423583984,1788997967.6154153,0.0,1788997967.6168647,-0.0004,0.0005,-0.0009,0.001104536101718726,0.0,-1.5707407162970446,0.0,1788997967.6168647,0.0,0.0,0.0,1788997967.6168647,0.0,0.0,0.0,1788997967.6168647,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,1788997967.6168647,1788997967.6168647,0.0,0.0,0.0,0.0,1788997967.6168647,1788997967.6168647,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788997967.6678312,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050966501235961914,0.0,0,0.0002384185791015625,1788997967.6678314,3.0,1788997967.6678314,0.050966501235961914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.6678312,0.0,0.0,0.0,0.0101278426111,0.0001,0.0,1788997967.6678312,0.0,0.0,0.0,0.0101278426111,0.0001,,,,,,,0.0,1788997967.6678312,,,-0.4417896270751953,1788997967.6673894,0.0,1788997967.6678312,0.0,0.0003,0.0021,0.0021213203435596424,0.0,-1.5707407162970446,0.0,1788997967.6678312,0.0,0.0,0.0,1788997967.6678312,0.0,0.0,0.0,1788997967.6678312,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,1788997967.6678312,1788997967.6678312,0.0,0.0,0.0,0.0,1788997967.6678312,1788997967.6678312,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788997967.7173135,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04948234558105469,0.0,0,0.0002384185791015625,1788997967.7173138,3.0,1788997967.7173138,0.04948234558105469,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.7173135,0.0,0.0,0.0,0.0101426873062,0.0001,0.0,1788997967.7173135,0.0,0.0,0.0,0.0101426873062,0.0001,,,,,,,0.0,1788997967.7173135,,,3.6063194274902344,1788997967.7209198,0.0,1788997967.7173135,-0.0003,-0.0001,0.0004,0.0005099019513592785,0.0,-1.5707407162970446,0.0,1788997967.7173135,0.0,0.0,0.0,1788997967.7173135,0.0,0.0,0.0,1788997967.7173135,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,1788997967.7173135,1788997967.7173135,0.0,0.0,0.0,0.0,1788997967.7173135,1788997967.7173135,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788997967.7676997,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05038619041442871,0.0,0,0.0,1788997967.7676997,3.0,1788997967.7676997,0.05038595199584961,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.7676997,0.0,0.0,0.0,0.0101578031413,0.0001,0.0,1788997967.7676997,0.0,0.0,0.0,0.0101578031413,0.0001,,,,,,,0.0,1788997967.7676997,,,0.14853477478027344,1788997967.7678483,0.0,1788997967.7676997,-0.0004,0.0001,0.0021,0.0021400934559032696,0.0,-1.5707407162970446,0.0,1788997967.7676997,0.0,0.0,0.0,1788997967.7676997,0.0,0.0,0.0,1788997967.7676997,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,1788997967.7676997,1788997967.7676997,0.0,0.0,0.0,0.0,1788997967.7676997,1788997967.7676997,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788997967.8174136,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049713850021362305,0.0,0,0.0002384185791015625,1788997967.8174138,3.0,1788997967.8174138,0.049714088439941406,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.8174136,0.0,0.0,0.0,0.0101727172879,0.0001,0.0,1788997967.8174136,0.0,0.0,0.0,0.0101727172879,0.0001,0.0,1788997967.8174136,,,,,0.0,1788997967.8174136,,,0.6418228149414062,1788997967.8180554,0.0,1788997967.8174136,-0.0005,-0.0002,0.0029,0.002949576240750525,0.0,-1.5707407162970446,0.0,1788997967.8174136,0.0,0.0,0.0,1788997967.8174136,0.0,0.0,0.0,1788997967.8174136,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,1788997967.8174136,1788997967.8174136,0.0,0.0,0.0,0.0,1788997967.8174136,1788997967.8174136,0.0,0.8006,3.1583,-1.5707963267948963,0.008969045780136749,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,2.220446049250313e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788997967.8671794,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049765825271606445,0.0,0,0.0002384185791015625,1788997967.8671796,3.0,1788997967.8671796,0.049765825271606445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.8671794,0.0,0.0,0.0,0.0101876470609,0.0001,0.0,1788997967.8671794,0.0,0.0,0.0,0.0101876470609,0.0001,0.0,1788997967.8671794,0.0,1788997967.8671794,,,0.0002384185791015625,1788997967.8671796,,,1.4100074768066406,1788997967.8685894,0.0,1788997967.8671794,0.0,-0.0002,0.0005,0.0005385164807134503,0.0,-1.5707407162970446,0.0,1788997967.8671794,0.0,0.0,0.0,1788997967.8671794,0.0,0.0,0.0,1788997967.8671794,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,1788997967.8671796,1788997967.8671796,0.0,0.0,0.0,0.0,1788997967.8671796,1788997967.8671796,0.0,0.8006,3.1583,-1.5707963267948963,0.008720736655959276,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,2.220446049250313e-16,0.8006,3.1583,-1.5707963267948963,0.0101876470609,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,2.220446049250313e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788997967.9178352,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05065584182739258,0.0,0,0.0002384185791015625,1788997967.9178355,3.0,1788997967.9178355,0.05065584182739258,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.9178352,0.0,0.0,0.0,0.0102028438171,0.0001,0.0,1788997967.9178352,0.0,0.0,0.0,0.0102028438171,0.0001,0.0,1788997967.9178352,0.0,1788997967.9178352,,,0.0,1788997967.9178352,0.762939453125,1788997967.9185982,0.06866455078125,1788997967.917904,0.0,1788997967.9178352,0.0001,0.0001,0.0004,0.0004242640687119285,0.0,-1.5707407162970446,0.0,1788997967.9178352,0.0,0.0,0.0,1788997967.9178352,0.0,0.0,0.0,1788997967.9178352,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,1788997967.9178352,1788997967.9178352,0.0,0.0,0.0,0.0,1788997967.9178352,1788997967.9178352,0.0,0.8006,3.1583,-1.5707963267948963,0.008477777614976171,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,2.220446049250313e-16,0.8006,3.1583,-1.5707963267948963,0.0102028438171,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,2.220446049250313e-16,nan,0.0,0.0,1.0,0.0101876470609,0.0001,nan,nan,0.0,0.0,nan,nan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1788997967.9685986,0.8029,3.1583,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05076336860656738,0.0,0,0.0002384185791015625,1788997967.9685988,3.0,1788997967.9685988,0.05076336860656738,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1788997967.9685986,0.0,0.0,0.0,0.0102180728299,0.0001,0.0,1788997967.9685986,0.0,0.0,0.0,0.0102180728299,0.0001,0.0,1788997967.9685986,0.0,1788997967.9685986,,,0.0002384185791015625,1788997967.9685988,1.8906593322753906,1788997967.9704893,1.4429092407226562,1788997967.9700415,0.0,1788997967.9685986,-0.0004,-0.0004,0.0,0.000565685424949238,0.0,-1.5707407162970446,0.0,1788997967.9685986,0.0,0.0,0.0,1788997967.9685986,0.0,0.0,0.0,1788997967.9685986,nan,0,0.0,1,0.0,0.0,0.0,0.8006,3.1583,-1.5707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258192635495943,1.5707963267948966,0,0.0,0.0,1788997967.9685988,1788997967.9685988,0.0,0.0,0.0,0.0,1788997967.9685988,1788997967.9685988,0.0,0.8006,3.1583,-1.5707963267948963,0.008234860819130288,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,2.220446049250313e-16,0.8006,3.1583,-1.5707963267948963,0.0102180728299,0.0001,0.8006,3.1583,-1.5707963267948963,0.0,2.220446049250313e-16,nan,0.0,0.0,1.0,0.0102028438171,0.0001,nan,nan,0.0,0.0,nan,nan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
