scan_index,scan_stamp_s,gt_x_m,gt_y_m,gt_yaw_rad,seed_x_m,seed_y_m,seed_yaw_rad,match_x_m,match_y_m,match_yaw_rad,seed_error_m,match_error_m,seed_yaw_error_rad,match_yaw_error_rad,match_score,score_margin,gt_score,seed_score,valid_beams
0,1788984868.628804,0.8006,3.1583,-1.5708,0.8006,3.1583,-1.5708,0.8006,3.1083,-1.5708,0.0,0.050000000000000266,0.0,0.0,0.9727979734453382,0.0004503377591102975,0.9709966224088971,0.9709966224088971,120
4,1788984868.8584106,0.8006,3.1583,-1.5708,0.8006,3.1583,-1.5708,0.8006,3.1083,-1.5708,0.0,0.050000000000000266,0.0,0.0,0.9727979734453382,0.0004503377591102975,0.9709966224088971,0.9709966224088971,120
8,1788984869.082184,0.8006,3.1583,-1.5708,0.8006,3.1583,-1.5708,0.8006,3.1083,-1.5708,0.0,0.050000000000000266,0.0,0.0,0.9727979734453382,0.0004503377591102975,0.9709966224088971,0.9709966224088971,120
12,1788984869.2821014,0.8006,3.1583,-1.5708,0.8006,3.1583,-1.5708,0.8006,3.1083,-1.5708,0.0,0.050000000000000266,0.0,0.0,0.9727979734453382,0.0004503377591102975,0.9709966224088971,0.9709966224088971,120
16,1788984869.5074916,0.7997972729510715,3.112300047507797,-1.6075581817956213,0.8000799021161445,3.128295615955852,-1.6075581817956213,0.8000799021161445,3.028295615955852,-1.6325581817956212,0.0159980651711813,0.08400490699721277,0.0,0.02499999999999991,0.9933857630074269,0.0011680517675912716,0.8402013054383318,0.8396023919444263,120
20,1788984869.7571561,0.7819845151294824,2.8971011031358755,-1.663930507518085,0.7860308310583428,2.9553332042858553,-1.663930507518085,0.7860308310583428,2.5303332042858555,-1.663930507518085,0.058372513025718074,0.36679021838028164,0.0,0.0,0.9577419555168339,0.00017099136372744628,0.9456720488918525,0.9406440818568569,120
24,1788984869.9573784,0.7757668604536477,2.5993014712181512,-1.449676919127404,0.7820733114615095,2.6655138178043867,-1.449676919127404,0.7820733114615095,2.5655138178043866,-1.3746769191274038,0.06651200015613966,0.034371163022557785,0.0,0.07500000000000018,0.9620439358688757,0.00382203571060602,0.6466213211310008,0.6596249871852732,120
28,1788984870.1820464,0.896740431566255,2.153494298673493,-1.2748525975476037,0.903123820934968,2.2075974934978095,-1.2748525975476037,0.903123820934968,2.2075974934978095,-1.2998525975476036,0.05447846684728349,0.05447846684728349,0.0,0.02499999999999991,0.9674410026458633,0.0,0.7893282997762545,0.7809276792849111,120
32,1788984870.4283862,1.0305043512695335,1.5448863675835218,-1.412726391967047,1.0331022021021985,1.6133661460164415,-1.412726391967047,1.0331022021021985,2.0133661460164416,-1.387726391967047,0.06852903678857994,0.46848698128070365,0.0,0.02499999999999991,0.9115667269751541,0.004430056557037099,0.784623598466297,0.792936828251977,120
36,1788984870.654063,1.1694663442433293,0.9037781282754072,-1.294640173832774,1.174144152008128,0.9684477073528881,-1.294640173832774,1.174144152008128,1.2684477073528881,-1.3196401738327739,0.06483854057227824,0.36469958018899823,0.0,0.02499999999999991,0.9199382893735495,0.00025278708460607646,0.7797957260908677,0.7795487124799277,120
40,1788984870.88216,1.279024572753654,0.19917163201974564,-1.5575448999310066,1.2816416761910405,0.25715037338696795,-1.5575448999310066,1.2566416761910406,-0.04284962661303207,-1.5575448999310066,0.05803777804955351,0.2430540756472241,0.0,0.0,0.8872685002145008,0.0017348824291091303,0.7409409438865765,0.6964349082305652,120
44,1788984871.1042519,1.3251899035629995,-0.38563110585967264,-1.3657724611133077,1.3312366944542042,-0.33322493634396333,-1.3657724611133077,1.3312366944542042,-0.9332249363439633,-1.3657724611133077,0.05275386510381222,0.5476272152336296,0.0,0.0,0.9574855193319133,0.0035651526699778113,0.6790920546081457,0.6871361811245674,120
48,1788984871.328423,1.425052892571714,-1.0099370272045256,-1.5780999583997917,1.4255898156328035,-0.9516209832937923,-1.5780999583997917,1.4255898156328035,-1.1766209832937922,-1.6780999583997918,0.058318515617015704,0.16668482085643574,0.0,0.10000000000000009,0.995496622408897,0.0008520025348732752,0.5361466252160884,0.5514053425555207,120
52,1788984871.5534112,1.3561151704726222,-1.6462329414392376,-1.6574965674364348,1.3601425333980148,-1.5860963973295006,-1.6574965674364348,1.335142533398015,-1.8860963973295006,-1.5324965674364348,0.060271250108116826,0.24077858911764424,0.0,0.125,0.9724029126197458,0.0017293323008066297,0.5430665402224709,0.5529638509352246,120
56,1788984871.7787547,1.391277015419566,-2.2898350270945955,-1.489529743350869,1.3945381069171603,-2.242915764457584,-1.489529743350869,1.3945381069171603,-2.417915764457584,-1.589529743350869,0.0470324560719144,0.12812224631656502,0.0,0.10000000000000009,0.9843754947400281,2.433649167365992e-05,0.6065041628545271,0.6029636426540395,120
60,1788984871.9826171,1.3447458500586542,-2.815532269478609,-1.8575700228934908,1.3676519557384352,-2.5288175850578356,-1.8575700228934908,1.3176519557384352,-2.728817585057836,-1.9075700228934909,0.287628232167701,0.09084886132269061,0.0,0.050000000000000044,0.9480975612074992,0.0011147841455751983,0.6594607069378362,0.6575062861023514,120
64,1788984872.2284503,1.1595119104641805,-3.388021289130786,-1.7707719058767128,1.1894205364035804,-3.098453924963026,-1.7707719058767128,1.1644205364035805,-3.173453924963026,-1.6457719058767128,0.2911078568102332,0.21462350377932315,0.0,0.125,0.9199552590318663,0.0001678277391945482,0.5744053800058087,0.596558107481076,120
68,1788984872.4325166,1.1382769153316004,-3.9783200312789613,-1.4915064581746764,1.1680705974177583,-3.661103990854205,-1.4915064581746764,1.1680705974177583,-3.8611039908542053,-1.5165064581746763,0.31861211495329483,0.12094322480035447,0.0,0.02499999999999991,0.9394092197090991,0.002020130517403018,0.9419337250258022,0.9136113259785127,120
72,1788984872.65719,1.118441932053301,-4.568418856424673,-1.7818903913502309,1.1453716086024888,-4.237867419876169,-1.7818903913502309,1.1203716086024889,-4.337867419876169,-1.856890391350231,0.33164658852960244,0.23055951194033059,0.0,0.07500000000000018,0.9163035283459046,0.0024660730913736995,0.5967762759530447,0.5970374815526538,120
76,1788984872.8814182,0.9312076189750131,-5.147207757498374,-1.8602114843766249,0.9663604399304528,-4.803656814441127,-1.8602114843766249,0.8913604399304529,-5.303656814441127,-1.7852114843766247,0.3453447137233303,0.16144381405332947,0.0,0.07500000000000018,0.9918939203360149,0.0029628619363435416,0.6468882396965095,0.6615182884025096,120
