stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_error_m,current_map_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps,collision_count
1788939323.625593,-0.038470,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1788939323.700378,0.036315,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939323.700378,0.036315,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939323.775141,0.111079,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939323.775141,0.111079,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939323.851063,0.187000,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939323.851063,0.187000,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939323.925405,0.261343,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939323.925405,0.261343,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939324.000899,0.336836,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939324.000899,0.336836,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939324.060971,0.396909,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939324.060971,0.396909,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
1788939324.129261,0.465199,-2.663502,4.217307,-2.985057,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,-2.663502,4.217307,-2.985057,0.000000,0.000000,0.000000,0
