stamp_s,dt_s,speed_pred_mps,speed_mps,body_u_mps,body_v_mps,x_m,y_m,wheel_raw_mps,wheel_mapped_mps,wheel_packet_mps,wheel_update_used,wheel_burst_rejected,turn_mode,reset_epoch,timing_degraded,sensor_outlier,left_angle_rad,right_angle_rad,ax_mps2,ay_mps2,yaw_rate_radps,yaw_rad,gt_speed_mps,gt_x_m,gt_y_m,gt_yaw_rad,gt_vx_mps,gt_vy_mps,gt_longitudinal_accel_mps2
1788998588.731876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0004,-0.0004,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998588.823022,0.09114599227905273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,0.0,0.0,-0.0003,0.0001,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998588.8726356,0.04961371421813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0002,-0.0002,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998588.923786,0.05115032196044922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998588.9734266,0.049640655517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.023484,0.050057411193847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0003,0.0,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.0734217,0.04993772506713867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.1248977,0.05147600173950195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.1742527,0.04935503005981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0003,0.0002,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.2234385,0.049185752868652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0001,0.0003,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.2738843,0.0504457950592041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0001,0.0003,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.3237832,0.04989886283874512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0001,0.0003,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.3751636,0.05138039588928223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0004,-0.0006,0.0,0.0,0.0,0.8017,3.1583,-1.5707407162970446,0.0,0.0,0.0
1788998589.424605,0.04944133758544922,0.030594299697875978,0.0358459204126498,0.0358459204126498,0.0,0.0017722700763365784,7.894900916629904e-07,0.036502973943635234,0.0358459204126498,0.11127834052813301,True,False,False,False,False,False,0.0916,0.0949,0.6188,0.0295,0.0301,0.0008909364887232929,0.1395825562167422,0.8017,3.1535,-1.5698497798083213,0.1395,0.0048,2.823209001596688
1788998589.4763875,0.05178260803222656,0.07812641987096279,0.1285913651356063,0.1285913651356063,0.0,0.008431048367130031,1.6257787985367038e-05,0.13094843700163575,0.1285913651356063,0.2796604989649711,True,False,False,False,False,False,0.3338,0.3436,0.8165,0.051,0.0666,0.0037550419158531856,0.3101846063233957,0.8017,3.1403,-1.5669856743811914,0.31,0.0107,3.2945668652789784
1788998589.5265725,0.05018496513366699,0.17761705757468557,0.261870770656638,0.261870770656638,0.0,0.021572785181798053,9.546260688404057e-05,0.28181168326396927,0.2767390729652178,0.45203777544883156,True,False,False,False,False,False,0.7134,0.733,0.9769,0.0849,0.1015,0.008298746866518991,0.4803732403038288,0.8018,3.1191,-1.5624419694305256,0.4801,0.0162,3.391227502642233
1788998589.5765483,0.04997587203979492,0.30957274051862227,0.41873174172993516,0.41873174172993516,0.0,0.04249810283620839,0.00031639541969548726,0.4460235182127014,0.43799509488487276,0.6123615006783897,True,False,False,False,False,False,1.2272,1.2566,0.9545,0.0869,0.0979,0.012816784810075088,0.6294933280027676,0.8022,3.0902,-1.5579239314869695,0.6293,0.0156,2.983841634222952
1788998589.628658,0.052109718322753906,0.46873101646061754,0.580455743431048,0.580455743431048,0.0,0.07274172732121656,0.0007933596028725665,0.6111729854581951,0.6001718717199476,0.7632904433227796,True,False,False,False,False,False,1.8948,1.9373,0.9595,0.1183,0.1185,0.018722070357656495,0.7773273763350934,0.8028,3.0524,-1.552018645939388,0.7771,0.0188,2.836976538938103
1788998589.697698,0.06904006004333496,0.6207544264783427,0.7467148018893499,0.7467148018893499,0.0,0.12428075341854763,0.0020036500307803527,0.783037783536119,0.7689431034324689,0.9214896389149616,True,False,False,False,False,False,2.9649,3.0238,0.5837,0.152,0.1457,0.028235279101088917,0.936185035129274,0.8043,2.9914,-1.5425054371959557,0.9359,0.0231,2.300956970277258
1788998589.7472217,0.04952359199523926,0.811323280006339,0.8879785037457326,0.8879785037457326,0.0,0.16823293720710172,0.0034472608885631464,0.918030444165307,0.9015058961703315,1.076028572505861,True,False,False,False,False,False,3.8583,3.9368,1.3046,0.2627,0.2026,0.037431176968490534,1.0858686706964151,0.8059,2.9409,-1.533309539328554,1.0854,0.0319,3.0224713017894653
1788998589.7978024,0.050580739974975586,0.9516900038182119,1.0321895180136664,1.0321895180136664,0.0,0.22039239304956576,0.005719134446258456,1.0655756768191382,1.0463953146363938,1.2520111416189412,True,False,False,False,False,False,4.9218,5.02,1.2596,0.3544,0.2512,0.04962642198196421,1.2336293446574624,0.8086,2.881,-1.5211142943150804,1.233,0.0394,2.9212695889622373
1788998589.84817,0.05036759376525879,1.1179705669552786,1.2108694587594224,1.2108694587594224,0.0,0.2812817087142184,0.009197388386573423,1.2497590436278072,1.2272633808425066,1.4183167123872817,True,False,False,False,False,False,6.1228,6.2406,1.7031,0.5038,0.3117,0.06449796613861472,1.4125363181171662,0.8124,2.814,-1.50624275015843,1.4117,0.0486,3.552025421216477
1788998589.8976884,0.04951834678649902,1.285429233515854,1.381704538374098,1.381704538374098,0.0,0.34952073345459883,0.014166714442780979,1.4243322790783757,1.3986942980549648,1.6064692212561695,True,False,False,False,False,False,7.458,7.602,1.5057,0.5832,0.3381,0.08089009154273774,1.5650807934416675,0.8179,2.7389,-1.4898506247543069,1.5642,0.0525,3.0805647850524
1788998589.94792,0.0502316951751709,1.4384412380744536,1.5287529499614323,1.5287529499614323,0.0,0.42600574424246523,0.02102467960075575,1.5730043899008797,1.5446903108826637,1.6951209729845695,True,False,False,False,False,False,8.8914,9.055,1.1295,0.6346,0.3546,0.09795997746326801,1.676702311085662,0.8252,2.6577,-1.4727807388337766,1.6758,0.055,2.222133202049846
1788998589.9974842,0.04956412315368652,1.5987374918544377,1.6130775412583305,1.6130775412583305,0.0,0.5055017972575395,0.029539596162419524,1.6452221366720556,1.6156081382119587,1.863952071007807,True,False,False,False,False,False,10.4458,10.6323,1.412,0.6875,0.3549,0.11544874524754656,1.8110292874495435,0.8345,2.5704,-1.455291971049498,1.8102,0.0548,2.710165495057087
1788998590.0474355,0.04995131492614746,1.692759878828521,1.731959640252699,1.731959640252699,0.0,0.5913527558749152,0.04022727684814245,1.7707507588695592,1.738877245209907,1.9171837646634302,True,False,False,False,False,False,12.0591,12.2653,1.5952,0.7553,0.3638,0.13225904905707586,1.9483049684276843,0.8458,2.4803,-1.4384816672399687,1.9475,0.056,2.748189535773018
1788998590.097351,0.04991555213928223,1.8087796749950544,1.880810825482179,1.880810825482179,0.0,0.6842975533363301,0.05345755469860633,1.9282303513033674,1.8935222049799068,2.2376963734334465,True,False,False,False,False,False,13.9408,14.1699,1.539,0.7932,0.3589,0.15053225662985148,2.095721832686772,0.8607,2.3755,-1.4202084596671931,2.095,0.055,2.953325325296246
1788998590.1479602,0.05060911178588867,1.9626356374176037,2.0824395296338607,2.0824395296338607,0.0,0.7883572734397079,0.07015229080849197,2.1421399113708164,2.1035813929661416,2.269925235716775,True,False,False,False,False,False,15.8781,16.1268,1.6168,0.8171,0.3485,0.1676248997869012,2.2369327057379262,0.8779,2.268,-1.4031158165101434,2.2363,0.0532,2.7902262669333853
1788998590.1984832,0.05052304267883301,2.193393183660846,2.287959706478344,2.287959706478344,0.0,0.9021771325695082,0.09033077131363182,2.3468919718811754,2.304647916387314,2.5318724529944463,True,False,False,False,False,False,18.038,18.3031,2.1961,0.7926,0.3104,0.18329766123584545,2.425857285579677,0.8988,2.1501,-1.3874430550611991,2.4254,0.0471,3.7393745472281705
