wheel_speed_mps,body_speed_mps,source_samples
0.0,0.0,84
2.0,1.9857692316558726,84
4.0,3.934440574041459,84
6.0,5.825400629074914,84
8.0,7.744831390242451,84
10.0,9.662913312479892,84
12.0,11.441924979752082,84
14.0,12.892738806315512,84
16.0,14.947024922247751,84
18.0,16.793615949219177,84
20.0,18.587789728119947,84
22.0,20.25266614706404,84
24.0,21.912494989919914,84
26.0,22.8734,84
28.0,22.8734,84
30.0,22.8734,84
