throttle,speed_bin_mps,acceleration_mps2,acceleration_std_mps2,samples
0.0,0.0,-0.0009637994310608198,1.4145235641750273,436
0.0,0.5,-5.717699534615543,0.6801857686658721,23
0.0,1.0,-5.114764595451012,1.0137197307247916,17
0.0,1.5,-5.181839293681239,1.308012846802696,20
0.0,2.0,-5.33667245888855,1.1158291049854214,18
0.0,2.5,-5.815497868604884,1.1471400378787975,19
0.0,3.0,-6.364573061251926,0.9414929420825371,15
0.0,3.5,-6.3132840825188445,2.311738906587924,13
0.0,4.0,-5.283127639437237,1.035701640342542,12
0.0,4.5,-6.806889200126003,1.2762528758799618,15
0.0,5.0,-6.744606004626477,1.1115781279387769,7
0.0,5.5,-6.38348027463928,1.7178500214433523,11
0.0,6.0,-6.4483828291871665,0.8494582048312476,12
0.0,6.5,-6.013152565211406,1.0875183543162519,6
0.0,7.0,-6.4153480891726335,1.0013081247744708,9
0.0,7.5,-5.066503780963282,1.7905836990756285,7
0.0,8.0,-5.833784073386919,2.711650267457351,6
0.0,8.5,-6.665063719102054,1.3328865054989043,9
0.0,9.0,-6.087769400368439,0.11821498814859188,2
0.0,9.5,-7.337473007002739,1.3435793639065408,8
0.0,10.0,-5.499203446442181,0.5587343838035319,2
0.0,10.5,-8.433326305851706,1.1229582027807576,5
0.0,11.0,-7.356172219330824,0.8778237472479663,5
0.0,11.5,-9.859017252112956,0.9763966151927086,2
0.0,12.0,-7.594517980538816,1.4615927593699642,2
0.0,12.5,-8.004097904677119,0.9158083972766575,3
0.0,13.0,-6.608632612298921,0.0,1
0.0,13.5,-8.24118592964551,2.409932357013631,4
0.0,14.0,-5.634881521351157,0.0,1
0.0,14.5,-4.416290618925342,0.616668185830955,3
0.03,0.0,3.8176176776976902,0.0,1
0.03,0.5,0.0007652985621199385,1.2718260653113627,422
0.03,1.0,-5.0994333757507135,1.360999018583529,19
0.03,1.5,-5.583738381399403,1.4154379271432391,18
0.03,2.0,-5.567821948914031,1.0203016899476534,18
0.03,2.5,-5.181093784706748,1.2851726696196046,18
0.03,3.0,-5.212910995621554,0.7897643904910827,11
0.03,3.5,-6.4763717132459355,1.81092160942435,15
0.03,4.0,-6.492297280251818,1.2160872380276353,13
0.03,4.5,-6.192214670155724,1.1745198055501198,10
0.03,5.0,-6.949432491249302,1.290252514043809,12
0.03,5.5,-6.154779881986241,1.1565619279066013,9
0.03,6.0,-6.311650112656561,1.6290450737959832,11
0.03,6.5,-6.1564287560904,0.9755921998471729,8
0.03,7.0,-7.434116780690609,1.543388055736729,7
0.03,7.5,-7.91858465857746,1.5674731794443857,8
0.03,8.0,-6.776460867747518,0.9991467949954015,5
0.03,8.5,-6.83805913189963,1.069736529571327,5
0.03,9.0,-7.233196466819815,0.8635970198526018,5
0.03,9.5,-6.367728810779791,1.5470905726220507,6
0.03,10.0,-8.453971081794197,0.9297818257689566,5
0.03,10.5,-6.442790338164252,1.5177362998369486,3
0.03,11.0,-7.57483359721989,1.3747079185451576,7
0.03,11.5,-6.657383001667861,1.6752274313402988,3
0.03,12.0,-7.5670481979144375,0.0,1
0.03,12.5,-7.7582390470751434,1.0076488970761392,3
0.03,13.0,-7.174541835302001,1.6861720682705295,3
0.03,13.5,-8.828796816050893,0.0,1
0.03,14.0,-9.192285025355606,0.08724685121587915,3
0.03,14.5,-5.963747042437519,0.0,1
