# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
0.5198201,-2.8507108,3.4267883,-2.26908589,0.69882347,2.67566395,2.93165085,0.677200,2.229666
0.5398132,-2.8634515,3.4113806,-2.25524013,0.68756614,2.69748252,2.93476149,0.697868,2.195220
0.5598062,-2.8761922,3.3959729,-2.24139436,0.67630881,2.71930109,2.93787213,0.718536,2.160773
0.5797993,-2.8883599,3.3801163,-2.22813696,0.66592574,2.74070805,2.94044482,0.729122,2.121146
0.5997924,-2.9002669,3.3640556,-2.21514732,0.65594053,2.76192769,2.94277270,0.735120,2.079161
0.6197855,-2.9121738,3.3479948,-2.20215767,0.64595533,2.78314733,2.94510058,0.741118,2.037176
0.6397786,-2.9240807,3.3319340,-2.18916803,0.63597012,2.80436698,2.94742847,0.747115,1.995192
0.6597716,-2.9355123,3.3155410,-2.17662761,0.62660976,2.82525779,2.94942788,0.754177,1.954117
0.6797647,-2.9465036,3.2988403,-2.16450340,0.61782832,2.84584395,2.95112298,0.762223,1.913885
0.6997578,-2.9574949,3.2821395,-2.15237919,0.60904688,2.86643010,2.95281807,0.770269,1.873653
0.7197509,-2.9684862,3.2654388,-2.14025498,0.60026544,2.88701626,2.95451316,0.778316,1.833422
0.7397440,-2.9794775,3.2487381,-2.12813078,0.59148399,2.90760242,2.95620826,0.786362,1.793190
0.7597370,-2.9896409,3.2315255,-2.11658786,0.58363275,2.92766721,2.95748650,0.798059,1.762158
0.7797301,-2.9996679,3.2142286,-2.10514070,0.57593473,2.94764612,2.95869607,0.810357,1.732642
0.7997232,-3.0096949,3.1969318,-2.09369354,0.56823672,2.96762503,2.95990564,0.822656,1.703126
0.8197163,-3.0197220,3.1796349,-2.08224638,0.56053870,2.98760393,2.96111522,0.834954,1.673610
0.8397094,-3.0297490,3.1623380,-2.07079922,0.55284069,3.00758284,2.96232479,0.847253,1.644094
0.8597024,-3.0390191,3.1446299,-2.05960100,0.54587206,3.02714106,2.96325873,0.853606,1.615861
0.8796955,-3.0480714,3.1268036,-2.04847439,0.53911325,3.04657827,2.96411338,0.858250,1.587998
0.8996886,-3.0571237,3.1089772,-2.03734778,0.53235443,3.06601548,2.96496803,0.862894,1.560135
0.9196817,-3.0661760,3.0911509,-2.02622116,0.52559562,3.08545268,2.96582268,0.867538,1.532273
0.9396748,-3.0752283,3.0733245,-2.01509455,0.51883681,3.10488989,2.96667733,0.872182,1.504410
0.9596678,-3.0838056,3.0552766,-2.00442058,0.51243152,3.12402654,2.96742652,0.876689,1.479902
0.9796609,-3.0916497,3.0368865,-1.99444538,0.50657199,3.14269921,2.96801290,0.880984,1.460573
0.9996540,-3.0994938,3.0184965,-1.98447017,0.50071246,3.16137187,2.96859928,0.885279,1.441245
1.0196471,-3.1073379,3.0001064,-1.97449497,0.49485293,3.18004453,2.96918566,0.889574,1.421916
1.0396402,-3.1151820,2.9817164,-1.96451977,0.48899340,3.19871720,2.96977205,0.893869,1.402588
1.0596332,-3.1230261,2.9633264,-1.95454457,0.48313387,3.21738986,2.97035843,0.898165,1.383259
1.0796263,-3.1302885,2.9447068,-1.94562424,0.47771650,3.23564876,2.97084031,0.902332,1.365673
1.0996194,-3.1371168,2.9259159,-1.93749101,0.47262904,3.25359892,2.97124422,0.906403,1.349386
1.1196125,-3.1439452,2.9071250,-1.92935779,0.46754158,3.27154908,2.97164813,0.910475,1.333100
1.1396056,-3.1507735,2.8883341,-1.92122457,0.46245412,3.28949924,2.97205204,0.914547,1.316813
1.1595986,-3.1576018,2.8695433,-1.91309134,0.45736666,3.30744940,2.97245595,0.918618,1.300526
1.1795917,-3.1644302,2.8507524,-1.90495812,0.45227920,3.32539956,2.97285986,0.922690,1.284240
1.1995848,-3.1708909,2.8318372,-1.89645521,0.44743547,3.34319398,2.97321121,0.926805,1.266879
1.2195779,-3.1768697,2.8127590,-1.88746758,0.44291129,3.36078418,2.97349366,0.930975,1.248110
1.2395710,-3.1828485,2.7936808,-1.87847995,0.43838711,3.37837438,2.97377611,0.935146,1.229342
1.2595640,-3.1888273,2.7746026,-1.86949233,0.43386293,3.39596459,2.97405856,0.939317,1.210573
1.2795571,-3.1948061,2.7555244,-1.86050470,0.42933876,3.41355479,2.97434100,0.943488,1.191804
1.2995502,-3.2007849,2.7364463,-1.85151707,0.42481458,3.43114500,2.97462345,0.947659,1.173036
1.3195433,-3.2063271,2.7172436,-1.84288578,0.42051657,3.44849755,2.97486884,0.951868,1.157829
1.3395364,-3.2113105,2.6978815,-1.83471048,0.41650797,3.46554598,2.97506681,0.956128,1.147181
1.3595294,-3.2162940,2.6785195,-1.82653518,0.41249937,3.48259441,2.97526478,0.960387,1.136533
1.3795225,-3.2212774,2.6591574,-1.81835988,0.40849077,3.49964285,2.97546275,0.964646,1.125885
1.3995156,-3.2262609,2.6397954,-1.81018457,0.40448217,3.51669128,2.97566071,0.968905,1.115237
1.4195087,-3.2312443,2.6204334,-1.80200927,0.40047357,3.53373971,2.97585868,0.973164,1.104589
1.4395018,-3.2357128,2.6009515,-1.79406662,0.39670319,3.55052691,2.97602458,0.976233,1.093836
1.4594948,-3.2397914,2.5813788,-1.78630017,0.39311323,3.56711624,2.97616619,0.978399,1.083003
1.4794879,-3.2438700,2.5618062,-1.77853371,0.38952328,3.58370558,2.97630780,0.980566,1.072170
1.4994810,-3.2479485,2.5422335,-1.77076726,0.38593332,3.60029492,2.97644941,0.982733,1.061337
1.5194741,-3.2520271,2.5226609,-1.76300081,0.38234336,3.61688425,2.97659101,0.984899,1.050504
1.5394672,-3.2561057,2.5030882,-1.75523435,0.37875341,3.63347359,2.97673262,0.987066,1.039671
1.5594602,-3.2595019,2.4833888,-1.74777894,0.37544484,3.64972696,2.97684333,0.989256,1.030475
1.5794533,-3.2627271,2.4636576,-1.74040147,0.37220678,3.66589614,2.97694629,0.991452,1.021690
1.5994464,-3.2659524,2.4439264,-1.73302401,0.36896873,3.68206531,2.97704925,0.993649,1.012905
1.6194395,-3.2691776,2.4241951,-1.72564654,0.36573068,3.69823448,2.97715222,0.995845,1.004120
1.6394326,-3.2724028,2.4044639,-1.71826908,0.36249263,3.71440366,2.97725518,0.998041,0.995334
1.6594256,-3.2755407,2.3847202,-1.71093106,0.35926393,3.73053109,2.97735519,1.000000,0.986539
1.6794187,-3.2779588,2.3648739,-1.70391818,0.35611228,3.74631457,2.97743085,1.000000,0.977658
1.6994118,-3.2803769,2.3450276,-1.69690529,0.35296062,3.76209805,2.97750652,1.000000,0.968777
1.7194049,-3.2827950,2.3251813,-1.68989240,0.34980897,3.77788153,2.97758218,1.000000,0.959896
1.7393980,-3.2852130,2.3053350,-1.68287952,0.34665732,3.79366501,2.97765785,1.000000,0.951015
1.7593910,-3.2876311,2.2854887,-1.67586663,0.34350567,3.80944849,2.97773351,1.000000,0.942134
1.7793841,-3.2896834,2.2656049,-1.66900272,0.34068147,3.82506134,2.97779990,1.001071,0.934288
1.7993772,-3.2913364,2.2456803,-1.66230141,0.33821465,3.84048798,2.97785614,1.003310,0.927571
1.8193703,-3.2929895,2.2257557,-1.65560010,0.33574783,3.85591461,2.97791239,1.005549,0.920853
1.8393634,-3.2946425,2.2058310,-1.64889879,0.33328101,3.87134124,2.97796864,1.007788,0.914136
1.8593564,-3.2962955,2.1859064,-1.64219747,0.33081419,3.88676787,2.97802488,1.010027,0.907418
1.8793495,-3.2979485,2.1659818,-1.63549616,0.32834737,3.90219451,2.97808113,1.012266,0.900701
1.8993426,-3.2989544,2.1460152,-1.62914592,0.32399658,3.91732446,2.97812495,1.016537,0.900000
1.9193357,-3.2998849,2.1260438,-1.62283656,0.31942633,3.93241985,2.97816732,1.021044,0.900000
1.9393288,-3.3008154,2.1060724,-1.61652721,0.31485608,3.94751524,2.97820969,1.025552,0.900000
1.9593218,-3.3017459,2.0861010,-1.61021786,0.31028584,3.96261063,2.97825205,1.030059,0.900000
1.9793149,-3.3026764,2.0661296,-1.60390850,0.30571559,3.97770602,2.97829442,1.034566,0.900000
1.9993080,-3.3033815,2.0461513,-1.59793261,0.29833477,3.99269341,2.97833313,1.037500,0.898419
2.0193011,-3.3036664,2.0261603,-1.59257836,0.28571455,4.00747945,2.97836501,1.037500,0.893891
2.0392942,-3.3039513,2.0061692,-1.58722411,0.27309434,4.02226549,2.97839688,1.037500,0.889363
2.0592872,-3.3042362,1.9861782,-1.58186986,0.26047412,4.03705153,2.97842876,1.037500,0.884835
2.0792803,-3.3045211,1.9661871,-1.57651561,0.24785390,4.05183757,2.97846064,1.037500,0.880307
2.0992734,-3.3048060,1.9461961,-1.57116136,0.23523369,4.06662362,2.97849251,1.037500,0.875779
2.1192665,-3.3046869,1.9262042,-1.56735198,0.21537425,4.08116827,2.97851815,1.037500,0.871241
2.1392596,-3.3044839,1.9062121,-1.56386370,0.19401018,4.09566276,2.97854248,1.037500,0.866701
2.1592526,-3.3042808,1.8862201,-1.56037542,0.17264610,4.11015724,2.97856682,1.037500,0.862161
2.1792457,-3.3040778,1.8662280,-1.55688714,0.15128202,4.12465173,2.97859115,1.037500,0.857621
2.1992388,-3.3038748,1.8462360,-1.55339886,0.12991794,4.13914621,2.97861549,1.037500,0.853081
2.2192319,-3.3035958,1.8262452,-1.55077335,0.10663940,4.15355277,2.97863802,1.037500,0.848539
2.2392250,-3.3031565,1.8062569,-1.54996878,0.07932019,4.16777376,2.97865675,1.037500,0.843993
2.2592180,-3.3027172,1.7862687,-1.54916421,0.05200099,4.18199474,2.97867548,1.037500,0.839447
2.2792111,-3.3022779,1.7662804,-1.54835964,0.02468178,4.19621573,2.97869420,1.037500,0.834902
2.2992042,-3.3018386,1.7462921,-1.54755506,-0.00263743,4.21043671,2.97871293,1.037500,0.830356
2.3191973,-3.3013993,1.7263039,-1.54675049,-0.02995664,4.22465770,2.97873166,1.037500,0.825811
2.3391904,-3.3010186,1.7063145,-1.54833382,-0.05582806,4.23866681,2.97874665,1.041235,0.825000
2.3591834,-3.3006506,1.6863248,-1.55043546,-0.08138522,4.25262995,2.97876083,1.045780,0.825000
2.3791765,-3.3002826,1.6663351,-1.55253710,-0.10694239,4.26659308,2.97877502,1.050326,0.825000
2.3991696,-3.2999146,1.6463454,-1.55463874,-0.13249955,4.28055621,2.97878920,1.054871,0.825000
2.4191627,-3.2995466,1.6263557,-1.55674038,-0.15805671,4.29451934,2.97880338,1.059417,0.825000
2.4391558,-3.2992904,1.6063649,-1.55952067,-0.17949504,4.30828535,2.96931955,1.062500,0.823540
2.4591488,-3.2992699,1.5863718,-1.56373209,-0.19224752,4.32163567,2.93980621,1.062500,0.818999
2.4791419,-3.2992494,1.5663788,-1.56794351,-0.20500000,4.33498600,2.91029286,1.062500,0.814459
2.4991350,-3.2992288,1.5463857,-1.57215493,-0.21775248,4.34833632,2.88077952,1.062500,0.809919
2.5191281,-3.2992083,1.5263926,-1.57636635,-0.23050496,4.36168664,2.85126617,1.062500,0.805379
2.5391212,-3.2991878,1.5063996,-1.58057776,-0.24325744,4.37503697,2.82175283,1.062500,0.800839
2.5591142,-3.2995804,1.4864113,-1.58542403,-0.24688237,4.38599974,2.66198479,1.066193,0.800000
2.5791073,-3.3000668,1.4664241,-1.59041421,-0.24843826,4.39642129,2.47269052,1.070722,0.800000
2.5991004,-3.3005531,1.4464370,-1.59540439,-0.24999414,4.40684285,2.28339625,1.075252,0.800000
2.6190935,-3.3010394,1.4264498,-1.60039457,-0.25155003,4.41726440,2.09410199,1.079782,0.800000
2.6390866,-3.3015257,1.4064626,-1.60538474,-0.25310591,4.42768596,1.90480772,1.084312,0.800000
2.6590796,-3.3021771,1.3864818,-1.61039847,-0.25406374,4.43605369,1.66494362,1.088169,0.798663
2.6790727,-3.3032206,1.3665160,-1.61546818,-0.25360030,4.43954053,1.30490115,1.090426,0.794148
2.6990658,-3.3042642,1.3465501,-1.62053789,-0.25313686,4.44302738,0.94485867,1.092684,0.789632
2.7190589,-3.3053078,1.3265843,-1.62560759,-0.25267341,4.44651422,0.58481619,1.094941,0.785117
2.7390520,-3.3063513,1.3066185,-1.63067730,-0.25220997,4.45000107,0.22477372,1.097199,0.780602
2.7590450,-3.3073949,1.2866527,-1.63574700,-0.25174653,4.45348791,-0.13526876,1.099457,0.776087
2.7790381,-3.3088697,1.2667155,-1.64090892,-0.25208405,4.45083303,-0.43932814,1.101709,0.769874
2.7990312,-3.3104812,1.2467875,-1.64610006,-0.25267540,4.44623181,-0.72564613,1.103959,0.763123
2.8190243,-3.3120927,1.2268595,-1.65129120,-0.25326676,4.44163058,-1.01196411,1.106209,0.756373
2.8390174,-3.3137042,1.2069315,-1.65648235,-0.25385811,4.43702935,-1.29828210,1.108459,0.749622
2.8590104,-3.3153157,1.1870034,-1.66167349,-0.25444947,4.43242813,-1.58460009,1.110710,0.742871
2.8790035,-3.3170292,1.1670849,-1.66671349,-0.25518611,4.42650358,-1.85897381,1.112957,0.737043
2.8989966,-3.3191399,1.1472036,-1.67116488,-0.25648858,4.41542548,-2.08683178,1.115195,0.734805
2.9189897,-3.3212506,1.1273222,-1.67561628,-0.25779104,4.40434739,-2.31468975,1.117432,0.732568
2.9389828,-3.3233613,1.1074409,-1.68006767,-0.25909350,4.39326929,-2.54254771,1.119670,0.730330
2.9589758,-3.3254720,1.0875595,-1.68451906,-0.26039596,4.38219120,-2.77040568,1.121908,0.728092
2.9789689,-3.3275827,1.0676782,-1.68897046,-0.26169843,4.37111310,-2.99826365,1.124145,0.725855
2.9989620,-3.3299603,1.0478281,-1.69361700,-0.26344857,4.35676350,-3.19943560,1.126444,0.720669
3.0189551,-3.3325031,1.0279974,-1.69838419,-0.26547547,4.34039149,-3.38411059,1.128780,0.713660
3.0389482,-3.3350458,1.0081666,-1.70315138,-0.26750237,4.32401949,-3.56878558,1.131116,0.706652
3.0589412,-3.3375886,0.9883359,-1.70791856,-0.26952927,4.30764748,-3.75346057,1.133452,0.699643
3.0789343,-3.3401313,0.9685052,-1.71268575,-0.27155617,4.29127547,-3.93813556,1.135789,0.692634
3.0989274,-3.3428579,0.9487013,-1.71780797,-0.27379254,4.27361211,-4.11409714,1.140153,0.686837
3.1189205,-3.3460881,0.9289709,-1.72390266,-0.27660267,4.25241156,-4.26619139,1.150075,0.684356
3.1389136,-3.3493183,0.9092405,-1.72999735,-0.27941279,4.23121100,-4.41828564,1.159996,0.681876
3.1589066,-3.3525485,0.8895101,-1.73609204,-0.28222292,4.21001044,-4.57037989,1.169917,0.679396
3.1788997,-3.3557787,0.8697797,-1.74218673,-0.28503305,4.18880989,-4.72247414,1.179839,0.676915
3.1988928,-3.3591371,0.8500721,-1.74826779,-0.28802647,4.16672394,-4.86836706,1.188647,0.673279
3.2188859,-3.3629303,0.8304422,-1.75430265,-0.29164122,4.14163682,-4.99323968,1.193683,0.665726
3.2388790,-3.3667235,0.8108122,-1.76033750,-0.29525597,4.11654970,-5.11811229,1.198718,0.658172
3.2588720,-3.3705168,0.7911823,-1.76637236,-0.29887072,4.09146258,-5.24298490,1.203754,0.650619
3.2788651,-3.3743100,0.7715523,-1.77240721,-0.30248547,4.06637546,-5.36785752,1.208790,0.643066
3.2988582,-3.3782589,0.7519549,-1.77851010,-0.30634973,4.04033579,-5.48695944,1.214528,0.636824
3.3188513,-3.3826439,0.7324487,-1.78480348,-0.31091267,4.01162882,-5.58990269,1.222234,0.634255
3.3388444,-3.3870289,0.7129424,-1.79109687,-0.31547561,3.98292186,-5.69284594,1.229940,0.631687
3.3588374,-3.3914139,0.6934361,-1.79739025,-0.32003855,3.95421489,-5.79578919,1.237646,0.629118
3.3788305,-3.3957988,0.6739298,-1.80368364,-0.32460149,3.92550793,-5.89873244,1.245352,0.626549
3.3988236,-3.4004284,0.6544826,-1.81018865,-0.32961572,3.89547800,-5.98990152,1.252076,0.620848
3.4188167,-3.4054297,0.6351251,-1.81701542,-0.33531606,3.86343670,-6.06316965,1.257308,0.610383
3.4388098,-3.4104310,0.6157677,-1.82384218,-0.34101641,3.83139539,-6.13643777,1.262541,0.599918
3.4588028,-3.4154323,0.5964103,-1.83066895,-0.34671675,3.79935409,-6.20970590,1.267773,0.589454
3.4787959,-3.4204336,0.5770528,-1.83749571,-0.35241709,3.76731278,-6.28297402,1.273005,0.578989
3.4987890,-3.4258379,0.5578068,-1.84469340,-0.35889771,3.73375740,-6.31687467,1.281577,0.571711
3.5187821,-3.4314905,0.5386295,-1.85211958,-0.36585896,3.69926935,-6.32652490,1.292207,0.566397
3.5387752,-3.4371431,0.5194521,-1.85954576,-0.37282022,3.66478129,-6.33617512,1.302836,0.561082
3.5587682,-3.4427957,0.5002747,-1.86697194,-0.37978148,3.63029324,-6.34582535,1.313465,0.555768
3.5787613,-3.4484483,0.4810974,-1.87439812,-0.38674274,3.59580518,-6.35547558,1.324094,0.550453
3.5987544,-3.4547364,0.4621200,-1.88248389,-0.39498993,3.55983411,-6.34716278,1.327461,0.540155
3.6187475,-3.4610838,0.4431612,-1.89063112,-0.40335692,3.52372487,-6.33717651,1.330152,0.529393
3.6387406,-3.4674311,0.4242025,-1.89877835,-0.41172392,3.48761563,-6.32719023,1.332842,0.518630
3.6587336,-3.4737785,0.4052437,-1.90692558,-0.42009091,3.45150639,-6.31720395,1.335533,0.507868
3.6787267,-3.4803268,0.3863567,-1.91530317,-0.42893493,3.41497547,-6.30710112,1.339689,0.498541
3.6987198,-3.4874218,0.3676649,-1.92430709,-0.43907589,3.37729808,-6.29668143,1.347829,0.493114
3.7187129,-3.4945167,0.3489730,-1.93331101,-0.44921686,3.33962069,-6.28626174,1.355970,0.487687
3.7387060,-3.5016117,0.3302812,-1.94231492,-0.45935783,3.30194329,-6.27584204,1.364110,0.482260
3.7586990,-3.5087066,0.3115893,-1.95131884,-0.46949879,3.26426590,-6.26542235,1.372251,0.476833
3.7786921,-3.5163395,0.2931153,-1.96101224,-0.48121677,3.22539067,-6.25467128,1.380415,0.469585
3.7986852,-3.5242468,0.2747524,-1.97105729,-0.49373907,3.18590450,-6.24375120,1.388592,0.461408
3.8186783,-3.5321542,0.2563894,-1.98110235,-0.50626138,3.14641834,-6.23283112,1.396769,0.453231
3.8386714,-3.5400615,0.2380265,-1.99114740,-0.51878368,3.10693217,-6.22191104,1.404945,0.445055
3.8586644,-3.5480366,0.2196947,-2.00129137,-0.53155822,3.06728389,-6.21094613,1.412915,0.442688
3.8786575,-3.5568355,0.2017420,-2.01263624,-0.54739505,3.02566750,-6.19943698,1.418369,0.510864
3.8986506,-3.5656344,0.1837892,-2.02398111,-0.56323187,2.98405111,-6.18792784,1.423823,0.579040
3.9186437,-3.5744334,0.1658364,-2.03532597,-0.57906870,2.94243472,-6.17641869,1.429277,0.647215
3.9386368,-3.5832323,0.1478836,-2.04667084,-0.59490553,2.90081832,-6.16490955,1.434731,0.715391
3.9586299,-3.5925190,0.1301871,-2.05884023,-0.61311564,2.85793674,-6.15305047,1.438839,0.747322
3.9786229,-3.6023087,0.1127548,-2.07185973,-0.63377273,2.81375068,-6.14083059,1.441559,0.741882
3.9986160,-3.6120984,0.0953225,-2.08487923,-0.65442982,2.76956463,-6.12861070,1.444279,0.736443
4.0186091,-3.6218881,0.0778902,-2.09789873,-0.67508691,2.72537857,-6.11639082,1.446998,0.731003
4.0386022,-3.6316778,0.0604579,-2.11091823,-0.69574400,2.68119251,-6.10417093,1.449718,0.725564
4.0585953,-3.6424678,0.0436311,-2.12595590,-0.72308620,2.63413752,-6.09115760,1.457279,0.717721
4.0785883,-3.6533734,0.0268743,-2.14122680,-0.75120098,2.58675096,-6.07805257,1.465400,0.709600
4.0985814,-3.6642790,0.0101175,-2.15649770,-0.77931576,2.53936441,-6.06494754,1.473520,0.701480
4.1185745,-3.6751846,-0.0066394,-2.17176861,-0.80743054,2.49197786,-6.05184251,1.481640,0.693360
4.1385676,-3.6864450,-0.0231450,-2.18791508,-0.83881235,2.44343836,-6.03841864,1.491993,0.855977
4.1585607,-3.6986252,-0.0389995,-2.20633092,-0.87866192,2.39191059,-6.02416836,1.508130,1.461124
4.1785537,-3.7108054,-0.0548541,-2.22474676,-0.91851148,2.34038281,-6.00991809,1.524267,2.066271
4.1985468,-3.7229856,-0.0707086,-2.24316260,-0.95836104,2.28885504,-5.99566781,1.540404,2.671418
4.2185399,-3.7351658,-0.0865631,-2.26157844,-0.99821061,2.23732726,-5.98141754,1.556542,3.276565
4.2385330,-3.7482784,-0.1016266,-2.28294446,-1.05066345,2.18437051,-5.88204991,1.574283,3.543767
4.2585261,-3.7619368,-0.1162269,-2.30603736,-1.11049359,2.13057731,-5.73285906,1.592964,3.613152
4.2785191,-3.7755953,-0.1308273,-2.32913026,-1.17032373,2.07678412,-5.58366821,1.611645,3.682537
4.2985122,-3.7892537,-0.1454276,-2.35222316,-1.23015387,2.02299092,-5.43447736,1.630325,3.751922
4.3185053,-3.8029121,-0.1600280,-2.37531606,-1.28998401,1.96919772,-5.28528652,1.649006,3.821308
4.3384984,-3.8181655,-0.1729414,-2.40386441,-1.34971163,1.92931658,-4.65993979,1.689996,3.959986
4.3584915,-3.8335085,-0.1857599,-2.43271941,-1.40943349,1.89021741,-4.00782908,1.732240,4.102560
4.3784845,-3.8488516,-0.1985784,-2.46157440,-1.46915535,1.85111823,-3.35571838,1.774484,4.245133
4.3984776,-3.8641946,-0.2113969,-2.49042940,-1.52887721,1.81201906,-2.70360767,1.816728,4.387707
4.4184707,-3.8798932,-0.2237219,-2.51996442,-1.58094218,1.77849299,-2.09892117,1.861543,4.521986
4.4384638,-3.8969104,-0.2342167,-2.55202130,-1.60461221,1.76563426,-1.67010323,1.915891,4.625507
4.4584569,-3.9139275,-0.2447114,-2.58407817,-1.62828224,1.75277552,-1.24128528,1.970240,4.729028
4.4784499,-3.9309447,-0.2552061,-2.61613504,-1.65195227,1.73991679,-0.81246734,2.024588,4.832549
4.4984430,-3.9479619,-0.2657009,-2.64819191,-1.67562230,1.72705806,-0.38364939,2.078937,4.936070
4.5184361,-3.9654687,-0.2752635,-2.68020593,-1.68674651,1.72099635,-0.01714771,2.149357,4.637745
4.5384292,-3.9837662,-0.2833211,-2.71215073,-1.67761175,1.72591046,0.24872578,2.245732,3.690521
4.5584223,-4.0020637,-0.2913787,-2.74409554,-1.66847698,1.73082457,0.51459926,2.342106,2.743297
4.5784153,-4.0203612,-0.2994362,-2.77604034,-1.65934222,1.73573868,0.78047275,2.438481,1.796072
4.5984084,-4.0386587,-0.3074938,-2.80798514,-1.65020745,1.74065279,1.04634623,2.534856,0.848848
4.6184015,-4.0577764,-0.3132490,-2.83979715,-1.62504414,1.75462059,1.22688062,2.636136,0.700000
4.6383946,-4.0770471,-0.3185749,-2.87158439,-1.59689248,1.77027635,1.39150449,2.738331,0.700000
4.6583877,-4.0963177,-0.3239008,-2.90337163,-1.56874083,1.78593212,1.55612837,2.840526,0.700000
4.6783807,-4.1155884,-0.3292266,-2.93515887,-1.54058917,1.80158788,1.72075224,2.942721,0.700000
4.6983738,-4.1353035,-0.3324978,-2.96518091,-1.50760009,1.82191436,1.83346443,3.049865,0.700000
4.7183669,-4.1550526,-0.3356114,-2.99506758,-1.47424002,1.84259904,1.94219552,3.157390,0.700000
4.7383600,-4.1748018,-0.3387250,-3.02495425,-1.44087995,1.86328372,2.05092660,3.264914,0.700000
4.7583531,-4.1946627,-0.3408373,-3.05372277,-1.40731786,1.88530731,2.14176733,3.374487,0.700000
4.7783461,-4.2146123,-0.3421547,-3.08160355,-1.37359537,1.90839389,2.21840445,3.485687,0.700000
4.7983392,-4.2345619,-0.3434720,-3.10948433,-1.33987289,1.93148047,2.29504157,3.596887,0.700000
4.8183323,-4.2545488,-0.3436026,-3.13625535,-1.30767372,1.95559352,2.35620074,3.746323,0.700000
4.8383254,-4.2745418,-0.3435394,3.12034021,-1.27572337,1.97987423,2.41483171,3.902006,0.700000
4.8583185,-4.2945129,-0.3427024,3.09428519,-1.24456932,2.00470336,2.46495501,4.065748,0.700000
4.8783115,-4.3144751,-0.3416037,3.06842028,-1.21371322,2.02970913,2.51223229,4.233952,0.700000
4.8983046,-4.3343805,-0.3397332,3.04330141,-1.18431262,2.05505545,2.55177753,4.450434,0.700000
4.9182977,-4.3542540,-0.3375887,3.02019974,-1.15615480,2.07978127,2.58852884,4.651728,0.711937
4.9382908,-4.3740560,-0.3348313,3.00160673,-1.13077472,2.10312024,2.61903540,4.819075,0.750556
4.9582839,-4.3938234,-0.3318506,2.98138086,-1.10519147,2.12719137,2.64866209,4.942492,0.780831
4.9782769,-4.4135311,-0.3284848,2.95833907,-1.07925785,2.15252515,2.67677141,4.990149,0.796716
4.9982700,-4.4331731,-0.3247589,2.93523801,-1.05419611,2.17805641,2.70182562,5.000000,0.806979
5.0182631,-4.4527453,-0.3206913,2.91281650,-1.03004505,2.20343978,2.72457590,5.000000,0.815079
