event_index,source_stamp_ns,stage,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_mps,steering_command_rad,steering_rate_radps,target_speed_rate_mps2
1266,1789654030561355037,15,21.91191763,0.1328365952,-0.2933048904,0.7744247913,0,0.04227113724,1.125,0.03306739777,0.1597506106,3
1266,1789654030561355037,16,21.93122043,0.1269938201,-0.2912682891,0.847258687,0,0.05424204841,1.200000048,0.03706116229,0.1440357268,3
1266,1789654030561355037,17,21.95228802,0.1206713542,-0.2888960242,0.9204698205,0,0.0676471889,1.275000095,0.04066205397,0.120775722,3
1266,1789654030561355037,18,21.97513542,0.1138824746,-0.2861725688,0.9939716458,0,0.08211956918,1.350000143,0.04368144646,0.09054137766,3
1266,1789654030561355037,19,21.99977611,0.1066431776,-0.2830937803,1.067697406,0,0.09715246409,1.425000191,0.04594498128,0.05453520268,3
1266,1789654030561355037,20,22.02621721,0.09897243232,-0.2796192765,1.141595721,0,0.1121195257,1.500000238,0.04730836302,0.01465402171,3
1266,1789654030561355037,21,22.05446761,0.09089232981,-0.2757407427,1.215627074,0,0.1263138056,1.575000286,0.04767471179,-0.02733729407,3
1266,1789654030561355037,22,22.08453806,0.0824271366,-0.271489501,1.289760828,0,0.1389874518,1.650000334,0.04699128121,-0.06877166778,3
1266,1789654030561355037,23,22.11645133,0.07359950244,-0.2670875192,1.363973618,0,0.1494162828,1.725000381,0.04527198896,-0.1063982844,3
1266,1789654030561355037,24,22.1502204,0.06442660838,-0.2627325654,1.438247204,0,0.1569824964,1.800000429,0.0426120311,-0.136719346,3
1266,1789654030561355037,25,22.18584489,0.05492099747,-0.2585064769,1.512567639,0,0.1612661183,1.875000477,0.03919404745,-0.1560890675,3
1266,1789654030561355037,26,22.2233162,0.04509419203,-0.254355818,1.586924195,0,0.1621421278,1.950000525,0.03529182076,-0.1612035185,3
1266,1789654030561355037,27,22.26263032,0.03495893255,-0.2502441406,1.661308646,0,0.1598684192,2.025000572,0.03126173466,-0.1520587504,3
1266,1789654030561355037,28,22.30374658,0.02456212789,-0.24449417,1.735714555,0,0.1550697833,2.10000062,0.0274602659,-0.1332424879,3
1266,1789654030561355037,29,22.34671191,0.01400626171,-0.2364265621,1.810137033,0,0.148574084,2.175000668,0.02412920445,-0.1153733283,3
1266,1789654030561355037,30,22.39161381,0.003380547278,-0.2278680056,1.884572148,0,0.1410491467,2.250000715,0.0212448705,,
1286,1789654030586355011,0,21.80566961,0.1656917483,-0.3014739156,0,0,0,0,0,0.01000458002,3
1286,1789654030586355011,1,21.80566961,0.1656917483,-0.3014738858,0,0,0,0.07500000298,0.0002501145063,0.01644940488,3
1286,1789654030586355011,2,21.8058031,0.1656498909,-0.301466912,0.01127937157,0,2.785388688e-06,0.150000006,0.0006613496225,0.02177147195,3
1286,1789654030586355011,3,21.80637517,0.1654704809,-0.3014368713,0.03705989942,0,2.385613516e-05,0.2250000089,0.001205636421,0.02793291211,3
1286,1789654030586355011,4,21.80768974,0.1650582999,-0.3013672233,0.07401423156,0,9.690719162e-05,0.3000000119,0.001903959317,0.0361237824,3
1286,1789654030586355011,5,21.80998109,0.1643401086,-0.3012440503,0.1195784956,0,0.0002757926704,0.375,0.00280705397,0.04691775516,3
1286,1789654030586355011,6,21.81342999,0.1632597744,-0.3010548651,0.1717770994,0,0.0006404009182,0.4499999881,0.003979997709,0.0605240874,3
1286,1789654030586355011,7,21.81817604,0.1617744714,-0.3007872701,0.2290877551,0,0.001303837984,0.5249999762,0.005493099801,0.07710745186,3
1286,1789654030586355011,8,21.82432728,0.1598517895,-0.3004277647,0.290337503,0,0.002419852652,0.5999999642,0.007420786191,0.09559126198,3
1286,1789654030586355011,9,21.83196752,0.1574675739,-0.2999601364,0.3546224833,0,0.004182566889,0.6749999523,0.009810567833,0.1148234829,3
1286,1789654030586355011,10,21.84116205,0.1546043009,-0.299364537,0.4212462902,0,0.006819517352,0.7499999404,0.01268115453,0.1330206394,3
1286,1789654030586355011,11,21.85196203,0.1512498707,-0.2986166775,0.4896722138,0,0.01057350263,0.8249999285,0.01600667089,0.1486894637,3
1286,1789654030586355011,12,21.86440789,0.147396788,-0.2976873815,0.5594867468,0,0.01567970775,0.8999999166,0.01972390711,0.160409838,3
1286,1789654030586355011,13,21.87853196,0.1430415809,-0.29654333,0.6303713322,0,0.0223387517,0.9749999046,0.02373415232,0.1667986065,3
1286,1789654030586355011,14,21.89436054,0.1381845027,-0.295147717,0.702080369,0,0.03068671562,1.049999952,0.02790411748,0.1665902436,3
1286,1789654030586355011,15,21.91191544,0.1328293383,-0.2934625745,0.7744247913,0,0.04076433554,1.125,0.03206887469,0.1589520723,3
1286,1789654030586355011,16,21.93121722,0.1269831359,-0.2914667726,0.847258687,0,0.05249130726,1.200000048,0.03604267538,0.1434432864,3
1286,1789654030586355011,17,21.95228343,0.120656006,-0.2891414762,0.9204698205,0,0.06564739347,1.275000095,0.03962875903,0.1202629209,3
1286,1789654030586355011,18,21.97512902,0.1138609201,-0.2864712179,0.9939716458,0,0.0798664242,1.350000143,0.04263533279,0.09024105221,3
1286,1789654030586355011,19,21.99976737,0.1066135392,-0.2834519446,1.067697406,0,0.09464520961,1.425000191,0.04489135742,0.05449930206,3
1286,1789654030586355011,20,22.02620552,0.09893245995,-0.2800433338,1.141595721,0,0.1093621105,1.500000238,0.04625384137,0.01440669876,3
1286,1789654030586355011,21,22.05445226,0.09083936363,-0.2762369812,1.215627074,0,0.1233044118,1.575000286,0.04661400989,-0.02765643783,3
1286,1789654030586355011,22,22.08451825,0.08235806972,-0.2720642984,1.289760828,0,0.1357223094,1.650000334,0.04592259973,-0.06898392737,3
1286,1789654030586355011,23,22.11642614,0.07351075858,-0.2677470744,1.363973618,0,0.1458943933,1.725000381,0.04419800267,-0.10645248,3
1286,1789654030586355011,24,22.1501888,0.06431408226,-0.2634831965,1.438247204,0,0.1532066911,1.800000429,0.0415366888,-0.1364754438,3
1286,1789654030586355011,25,22.18580572,0.05478003994,-0.2593544126,1.512567639,0,0.1572466195,1.875000477,0.03812480345,-0.1551180929,3
1286,1789654030586355011,26,22.22326819,0.0449195765,-0.2553068399,1.586924195,0,0.1579084098,1.950000525,0.03424685076,-0.1598846465,3
1286,1789654030586355011,27,22.26257217,0.03474482894,-0.2513043284,1.661308646,0,0.1554558426,2.025000572,0.03024973348,-0.1504190713,3
1286,1789654030586355011,28,22.30367732,0.02430203557,-0.2456702143,1.735714555,0,0.1505187303,2.10000062,0.02648925595,-0.1316196024,3
1286,1789654030586355011,29,22.34663088,0.01369301323,-0.23772192,1.810137033,0,0.1439188421,2.175000668,0.02319876663,-0.1139524132,3
1286,1789654030586355011,30,22.39152004,0.003006459214,-0.2292815149,1.884572148,0,0.1363130063,2.250000715,0.02034995705,,
1306,1789654030610355032,0,21.80566961,0.1656917483,-0.3011980653,0,0,0,0,0,0.009200930595,3
1306,1789654030610355032,1,21.80566961,0.1656917483,-0.3011980355,0,0,0,0.07500000298,0.0002300232736,0.01526880078,3
1306,1789654030610355032,2,21.80580311,0.1656499207,-0.3011910915,0.01127937157,0,2.576462748e-06,0.150000006,0.0006117433077,0.0204843767,3
1306,1789654030610355032,3,21.80637523,0.1654706746,-0.3011611104,0.03705989942,0,2.222283911e-05,0.2250000089,0.001123852795,0.0265064016,3
1306,1789654030610355032,4,21.80768992,0.1650588512,-0.3010915518,0.07401423156,0,9.080779273e-05,0.3000000119,0.001786512788,0.03441458195,3
1306,1789654030610355032,5,21.80998146,0.1643413007,-0.300968647,0.1195784956,0,0.0002596268605,0.375,0.00264687743,0.04552976787,3
1306,1789654030610355032,6,21.81343065,0.1632619202,-0.3007800579,0.1717770994,0,0.0006070423406,0.4499999881,0.00378512172,0.05956197158,3
1306,1789654030610355032,7,21.8181771,0.1617779285,-0.3005135953,0.2290877551,0,0.001245980035,0.5249999762,0.00527417101,0.07621760666,3
1306,1789654030610355032,8,21.82432887,0.1598569304,-0.3001559079,0.290337503,0,0.002329561627,0.5999999642,0.007179611363,0.09469198436,3
1306,1789654030610355032,9,21.83196975,0.1574748009,-0.2996910214,0.3546224833,0,0.004051162396,0.6749999523,0.009546911344,0.1137799397,3
1306,1789654030610355032,10,21.84116503,0.1546140164,-0.2990993261,0.4212462902,0,0.00663674064,0.7499999404,0.01239140984,0.1320090741,3
1306,1789654030610355032,11,21.85196589,0.1512624472,-0.2983567715,0.4896722138,0,0.01032886468,0.8249999285,0.01569163613,0.1479390413,3
1306,1789654030610355032,12,21.86441272,0.1474125832,-0.2974344492,0.5594867468,0,0.01536491327,0.8999999166,0.01939011179,0.1599699706,3
1306,1789654030610355032,13,21.87853785,0.1430609226,-0.2962991297,0.6303713322,0,0.02194873616,0.9749999046,0.0233893618,0.1665698439,3
1306,1789654030610355032,14,21.89436757,0.1382076591,-0.294914186,0.702080369,0,0.03021888249,1.049999952,0.02755360864,0.1665740162,3
1306,1789654030610355032,15,21.91192367,0.1328565031,-0.2932416499,0.7744247913,0,0.04021883756,1.125,0.03171795979,0.1591505259,3
1306,1789654030610355032,16,21.93122667,0.1270144582,-0.2912603915,0.847258687,0,0.05187130719,1.200000048,0.03569672257,0.1439020336,3
1306,1789654030610355032,17,21.9522941,0.1206915379,-0.2889513671,0.9204698205,0,0.06495999545,1.275000095,0.03929427266,0.1208526567,3
1306,1789654030610355032,18,21.97514089,0.1139006168,-0.2862990201,0.9939716458,0,0.07912047952,1.350000143,0.0423155874,0.09076007456,3
1306,1789654030610355032,19,21.99978039,0.1066572666,-0.2832990587,1.067697406,0,0.0938475877,1.425000191,0.04458459094,0.05481233448,3
1306,1789654030610355032,20,22.02621959,0.09897997975,-0.2799109817,1.141595721,0,0.108515121,1.500000238,0.045954898,0.0148658324,3
1306,1789654030610355032,21,22.05446727,0.09089033306,-0.2761263549,1.215627074,0,0.1224138588,1.575000286,0.04632654414,-0.02709934674,3
1306,1789654030610355032,22,22.08453405,0.08241204172,-0.2719763517,1.289760828,0,0.1347961277,1.650000334,0.04564905912,-0.06837314367,3
1306,1789654030610355032,23,22.11644258,0.07356716692,-0.267682761,1.363973618,0,0.1449414343,1.725000381,0.04393973202,-0.1060755551,3
1306,1789654030610355032,24,22.1502057,0.06437226385,-0.263443172,1.438247204,0,0.1522291899,1.800000429,0.04128784314,-0.1361943036,3
1306,1789654030610355032,25,22.18582287,0.05483921245,-0.2593392134,1.512567639,0,0.1562446654,1.875000477,0.03788298368,-0.1548060626,3
1306,1789654030610355032,26,22.22328537,0.04497884959,-0.2553170323,1.586924195,0,0.1568837315,1.950000525,0.03401283175,-0.1596129388,3
1306,1789654030610355032,27,22.2625891,0.03480320424,-0.2513400316,1.661308646,0,0.1544093788,2.025000572,0.03002250753,-0.1501422673,3
1306,1789654030610355032,28,22.30369362,0.02435842156,-0.2457313836,1.735714555,0,0.1494520903,2.10000062,0.02626895159,-0.1313495636,3
1306,1789654030610355032,29,22.34664614,0.01374620665,-0.2378093749,1.810137033,0,0.1428337693,2.175000668,0.0229852125,-0.1137330905,3
1306,1789654030610355032,30,22.39153398,0.00305510778,-0.2293965966,1.884572148,0,0.1352097988,2.250000715,0.02014188468,,
1326,1789654030636355011,0,21.80566961,0.1656917483,-0.3012089133,0,0,0,0,0,0.009197294712,3
1326,1789654030636355011,1,21.80566961,0.1656917483,-0.3012089133,0,0,0,0.07500000298,0.0002299323678,0.01524907816,3
1326,1789654030636355011,2,21.80580311,0.1656499207,-0.3012019992,0.01127937157,0,2.574003474e-06,0.150000006,0.0006111593684,0.02042425051,3
1326,1789654030636355011,3,21.80637523,0.1654706597,-0.3011720181,0.03705989942,0,2.218332156e-05,0.2250000089,0.001121765701,0.02661258355,3
1326,1789654030636355011,4,21.80768991,0.1650588214,-0.3011024594,0.07401423156,0,9.080160817e-05,0.3000000119,0.001787080313,0.03473594785,3
1326,1789654030636355011,5,21.80998145,0.1643412411,-0.3009795547,0.1195784956,0,0.0002602440072,0.375,0.002655479126,0.0458965674,3
1326,1789654030636355011,6,21.81343062,0.1632618308,-0.3007909656,0.1717770994,0,0.0006094397977,0.4499999881,0.003802893218,0.05981330201,3
1326,1789654030636355011,7,21.81817706,0.1617777795,-0.3005244136,0.2290877551,0,0.001251383685,0.5249999762,0.005298225675,0.07645206153,3
1326,1789654030636355011,8,21.8243288,0.1598567218,-0.3001665175,0.290337503,0,0.002339427825,0.5999999642,0.007209527306,0.09500293434,3
1326,1789654030636355011,9,21.83196966,0.1574745178,-0.2997012734,0.3546224833,0,0.004067659844,0.6749999523,0.009584601037,0.1140623689,3
1326,1789654030636355011,10,21.84116492,0.154613629,-0.2991090715,0.4212462902,0,0.006662113592,0.7499999404,0.01243616082,0.1322033405,3
1326,1789654030636355011,11,21.85196574,0.1512619555,-0.2983657122,0.4896722138,0,0.01036482397,0.8249999285,0.01574124396,0.1480179578,3
1326,1789654030636355011,12,21.86441254,0.1474119872,-0.2974423766,0.5594867468,0,0.01541217044,0.8999999166,0.01944169216,0.1599037051,3
1326,1789654030636355011,13,21.87853764,0.1430602223,-0.2963057458,0.6303713322,0,0.02200646885,0.9749999046,0.02343928441,0.1664078683,3
1326,1789654030636355011,14,21.89436733,0.1382068694,-0.2949192524,0.702080369,0,0.0302851405,1.049999952,0.02759948187,0.1663647741,3
1326,1789654030636355011,15,21.9119234,0.1328556389,-0.2932449877,0.7744247913,0,0.04029109702,1.125,0.03175860271,0.158916235,3
1326,1789654030636355011,16,21.9312264,0.1270135492,-0.2912619114,0.847258687,0,0.05194674432,1.200000048,0.03573150933,0.1437103748,3
1326,1789654030636355011,17,21.95229383,0.120690614,-0.2889509797,0.9204698205,0,0.06503655761,1.275000095,0.0393242687,0.1208231375,3
1326,1789654030636355011,18,21.97514063,0.1138997227,-0.2862966955,0.9939716458,0,0.07919901609,1.350000143,0.04234484583,0.0909429267,3
1326,1789654030636355011,19,21.99978014,0.1066564545,-0.2832947075,1.067697406,0,0.09393274784,1.425000191,0.0446184203,0.05513274297,3
1326,1789654030636355011,20,22.02621938,0.0989793092,-0.2799043357,1.141595721,0,0.1086137593,1.500000238,0.04599674046,0.01506453101,3
1326,1789654030636355011,21,22.05446713,0.09088988602,-0.2761170268,1.215627074,0,0.1225293279,1.575000286,0.04637335241,-0.02714742534,3
1326,1789654030636355011,22,22.08453401,0.08241191506,-0.2719639242,1.289760828,0,0.1349257231,1.650000334,0.04569466785,-0.06864675134,3
1326,1789654030636355011,23,22.11644266,0.07356749475,-0.2676669657,1.363973618,0,0.1450773776,1.725000381,0.04397849739,-0.1061283126,3
1326,1789654030636355011,24,22.15020594,0.06437318027,-0.2634239197,1.438247204,0,0.1523706764,1.800000429,0.04132528976,-0.1362632513,3
1326,1789654030636355011,25,22.18582332,0.05484087765,-0.2593163848,1.512567639,0,0.1563904881,1.875000477,0.03791870922,-0.1551319808,3
1326,1789654030636355011,26,22.22328605,0.04498143867,-0.2552906275,1.586924195,0,0.1570253521,1.950000525,0.03404041007,-0.1598588675,3
1326,1789654030636355011,27,22.26259007,0.03480690345,-0.2513101995,1.661308646,0,0.1545418948,2.025000572,0.03004393727,-0.1503855288,3
1326,1789654030636355011,28,22.3036949,0.02436341904,-0.2456983328,1.735714555,0,0.1495712399,2.10000062,0.02628429979,-0.1315040737,3
1326,1789654030636355011,29,22.34664777,0.01375269331,-0.2377734333,1.810137033,0,0.142938599,2.175000668,0.02299669757,-0.1138467267,3
1326,1789654030636355011,30,22.39153596,0.003063268028,-0.2293581814,1.884572148,0,0.1353005767,2.250000715,0.02015052922,,
1348,1789654030657355011,0,21.80566961,0.1656917483,-0.3012163639,0,0,0,0,0,0.009278595448,3
1348,1789654030657355011,1,21.80566961,0.1656917483,-0.3012163639,0,0,0,0.07500000298,0.000231964892,0.01535175927,3
1348,1789654030657355011,2,21.80580311,0.1656499207,-0.30120942,0.01127937157,0,2.593375029e-06,0.150000006,0.0006157588796,0.02050216123,3
1348,1789654030657355011,3,21.80637523,0.1654706597,-0.3011794686,0.03705989942,0,2.231606413e-05,0.2250000089,0.001128312899,0.02661634237,3
1348,1789654030657355011,4,21.8076899,0.1650588214,-0.3011099398,0.07401423156,0,9.117688023e-05,0.3000000119,0.001793721458,0.03485940397,3
1348,1789654030657355011,5,21.80998144,0.1643412262,-0.3009870052,0.1195784956,0,0.0002612294047,0.375,0.002665206557,0.04581317678,3
1348,1789654030657355011,6,21.81343061,0.1632617861,-0.3007983565,0.1717770994,0,0.0006110123941,0.4499999881,0.003810536116,0.05971094593,3
1348,1789654030657355011,7,21.81817703,0.161777705,-0.300531745,0.2290877551,0,0.001253327355,0.5249999762,0.005303309765,0.07621935755,3
1348,1789654030657355011,8,21.82432876,0.1598566025,-0.3001737893,0.290337503,0,0.002340747509,0.5999999642,0.00720879389,0.09478206187,3
1348,1789654030657355011,9,21.8319696,0.157474339,-0.2997085452,0.3546224833,0,0.004067145288,0.6749999523,0.009578345343,0.1137447506,3
1348,1789654030657355011,10,21.84116484,0.1546133906,-0.2991164029,0.4212462902,0,0.006657613441,0.7499999404,0.01242196374,0.1320693195,3
1348,1789654030657355011,11,21.85196563,0.1512616426,-0.2983732522,0.4896722138,0,0.01035546884,0.8249999285,0.01572369598,0.1479934156,3
1348,1789654030657355011,12,21.8644124,0.14741157,-0.2974502146,0.5594867468,0,0.01539801806,0.8999999166,0.01942353137,0.1599548757,3
1348,1789654030657355011,13,21.87853747,0.1430596858,-0.2963139713,0.6303713322,0,0.0219883211,0.9749999046,0.02342240326,0.166526109,3
1348,1789654030657355011,14,21.89436712,0.1382061839,-0.2949279845,0.702080369,0,0.03026455827,1.049999952,0.02758555673,0.166497305,3
1348,1789654030657355011,15,21.91192315,0.1328548044,-0.2932542861,0.7744247913,0,0.04026976228,1.125,0.03174798936,0.1590494215,3
1348,1789654030657355011,16,21.93122608,0.1270125359,-0.2912716866,0.847258687,0,0.05192628503,1.200000048,0.03572422639,0.1437018961,3
1348,1789654030657355011,17,21.95229345,0.1206893846,-0.2889612913,0.9204698205,0,0.06501621753,1.275000095,0.03931677341,0.1208391711,3
1348,1789654030657355011,18,21.97514017,0.1138982549,-0.2863075435,0.9939716458,0,0.07917863131,1.350000143,0.04233775288,0.09094557911,3
1348,1789654030657355011,19,21.99977962,0.1066547111,-0.2833060324,1.067697406,0,0.09391199797,1.425000191,0.04461139068,0.05528056994,3
1348,1789654030657355011,20,22.02621877,0.09897726029,-0.2799161077,1.141595721,0,0.108595401,1.500000238,0.04599340633,0.01518839039,3
1348,1789654030657355011,21,22.05446642,0.09088750184,-0.2761291862,1.215627074,0,0.1225153208,1.575000286,0.04637311772,-0.02699804679,3
1348,1789654030657355011,22,22.0845332,0.08240915835,-0.2719763815,1.289760828,0,0.1349184662,1.650000334,0.04569816589,-0.06840159744,3
1348,1789654030657355011,23,22.11644174,0.0735643357,-0.2676794827,1.363973618,0,0.1450814903,1.725000381,0.04398812726,-0.1061897874,3
1348,1789654030657355011,24,22.1502049,0.06436960399,-0.263436228,1.438247204,0,0.1523822397,1.800000429,0.04133338109,-0.1361451298,3
1348,1789654030657355011,25,22.18582216,0.05483686924,-0.2593282461,1.512567639,0,0.1564113647,1.875000477,0.03792975098,-0.1547825485,3
1348,1789654030657355011,26,22.22328478,0.0449769944,-0.2553017139,1.586924195,0,0.157063961,1.950000525,0.03406018764,-0.1595781147,3
1348,1789654030657355011,27,22.26258869,0.03480204195,-0.2513200641,1.661308646,0,0.1546034664,2.025000572,0.03007073514,-0.150251776,3
1348,1789654030657355011,28,22.30369344,0.02435818315,-0.2457064688,1.735714555,0,0.149655804,2.10000062,0.02631444111,-0.1314479262,3
1348,1789654030657355011,29,22.34664626,0.01374715101,-0.2377792597,1.810137033,0,0.14304398,2.175000668,0.02302824333,-0.1137730703,3
1348,1789654030657355011,30,22.39153444,0.003057522699,-0.2293610871,1.884572148,0,0.1354259104,2.250000715,0.02018391714,,
1369,1789654030681355041,0,21.80566961,0.1656917483,-0.3012239635,0,0,0,0.003000000026,0.003199999919,0.05831150711,3
1369,1789654030681355041,1,21.80566961,0.1656917483,-0.3012239635,0,0,0,0.07800000161,0.004657787737,0.03373584896,3
1369,1789654030681355041,2,21.8058112,0.1656473875,-0.3012163043,0.01196294185,0,2.457356823e-05,0.1529999971,0.005501184147,0.02261344716,3
1369,1789654030681355041,3,21.80640573,0.1654611081,-0.3011835217,0.03827018663,0,0.0001322708267,0.2280000001,0.006066520233,0.0200166218,3
1369,1789654030681355041,4,21.80775386,0.1650387794,-0.3011072576,0.0756303817,0,0.00037877055,0.3030000031,0.006566935685,0.02379593998,3
1369,1789654030681355041,5,21.81008737,0.1643080711,-0.3009716868,0.1215073764,0,0.0008120502462,0.378000021,0.007161834277,0.03260740638,3
1369,1789654030681355041,6,21.8135851,0.1632135361,-0.3007626832,0.1739469618,0,0.001490759663,0.4530000091,0.007977019064,0.04565143213,3
1369,1789654030681355041,7,21.8183852,0.1617129296,-0.3004667461,0.2314433157,0,0.00250141602,0.5279999971,0.009118304588,0.06203376502,3
1369,1789654030681355041,8,21.82459462,0.1597743928,-0.3000700474,0.2928361595,0,0.003969909623,0.6029999852,0.01066914853,0.08061693609,3
1369,1789654030681355041,9,21.83229632,0.157374233,-0.2995565832,0.3572313786,0,0.006064705551,0.6779999733,0.01268457249,0.1002582312,3
1369,1789654030681355041,10,21.841555,0.1544953883,-0.2989073396,0.4239401221,0,0.008992333896,0.7529999614,0.01519102789,0.1191777661,3
1369,1789654030681355041,11,21.85242137,0.1511262059,-0.2980992794,0.4924314916,0,0.01298077404,0.8279999495,0.01817047223,0.1357665956,3
1369,1789654030681355041,12,21.86493555,0.1472595781,-0.2971048653,0.5622965097,0,0.01825636998,0.9029999375,0.02156463638,0.1483050287,3
1369,1789654030681355041,13,21.87912964,0.142892465,-0.2958923876,0.6332199574,0,0.02501371689,0.9779999256,0.02527226135,0.1556045264,3
1369,1789654030681355041,14,21.89502978,0.1380254775,-0.2944269776,0.7049589753,0,0.03338734806,1.052999973,0.02916237526,0.156386286,3
1369,1789654030681355041,15,21.91265768,0.1326627433,-0.2926724255,0.777326405,0,0.0434204042,1.128000021,0.03307203203,0.1497450322,3
1369,1789654030681355041,16,21.93203395,0.1268116236,-0.2906103432,0.8501781225,0,0.05503755435,1.203000069,0.03681565821,0.1352783293,3
1369,1789654030681355041,17,21.95317596,0.1204824224,-0.2882228494,0.9234029651,0,0.06802628189,1.278000116,0.04019761831,0.1131128371,3
1369,1789654030681355041,18,21.97609859,0.1136883125,-0.2854958475,0.9969153404,0,0.0820293203,1.353000164,0.04302543774,0.08393331617,3
1369,1789654030681355041,19,22.00081516,0.1064450666,-0.2824264765,1.070649266,0,0.09655049443,1.428000212,0.04512377083,0.04899634048,3
1369,1789654030681355041,20,22.02733228,0.09877137095,-0.2789720297,1.1445539,0,0.1109757423,1.503000259,0.04634867981,0.009874751791,3
1369,1789654030681355041,21,22.05565902,0.09068898112,-0.2751275301,1.218590021,0,0.1246047467,1.578000307,0.04659554735,-0.03167670593,3
1369,1789654030681355041,22,22.08580592,0.08222166449,-0.2709248662,1.29272759,0,0.1366901845,1.653000355,0.04580362886,-0.07282399386,3
1369,1789654030681355041,23,22.11779635,0.07339130342,-0.2665980458,1.36694324,0,0.1465063989,1.728000402,0.04398302734,-0.1098756716,3
1369,1789654030681355041,24,22.15164217,0.06421411037,-0.2623359263,1.441218972,0,0.1534434557,1.80300045,0.04123613611,-0.1393324286,3
1369,1789654030681355041,25,22.18734234,0.05470178276,-0.2582145631,1.515541196,0,0.1570980847,1.878000498,0.03775282577,-0.1575487256,3
1369,1789654030681355041,26,22.22488817,0.04486502707,-0.2541807592,1.589899063,0,0.1573704183,1.953000546,0.03381410614,-0.1614858061,3
1369,1789654030681355041,27,22.2642743,0.03471641988,-0.2501603663,1.664284468,0,0.1545434892,2.028000593,0.02977696061,-0.1512810439,3
1369,1789654030681355041,28,22.30546095,0.02430406585,-0.2444524169,1.738691092,0,0.1492629349,2.103000641,0.02599493414,-0.1319063753,3
1369,1789654030681355041,29,22.3484982,0.01373091061,-0.2364515513,1.813114047,0,0.1423605531,2.178000689,0.0226972755,-0.11406295,3
1369,1789654030681355041,30,22.39347288,0.003083308227,-0.2280594558,1.887549639,0,0.1344892681,2.253000736,0.01984570175,,
1389,1789654030703355026,0,21.80566961,0.1656917483,-0.3012278378,0,0,0,0.07031045109,0.07259891182,1.445074916,3
1389,1789654030703355026,1,21.80579046,0.1656538844,-0.3012163639,0.0102108242,0,0.0004161779652,0.1453104615,0.1087257862,0.5584597588,3
1389,1789654030703355026,2,21.80632754,0.1654856056,-0.3011532724,0.03516798839,0,0.002402327489,0.2203104645,0.1226872802,0.08845744282,3
1389,1789654030703355026,3,21.80758994,0.1650902182,-0.3009727299,0.07148788124,0,0.006806779653,0.2953104675,0.1248987168,-0.1550222039,3
1389,1789654030703355026,4,21.80981603,0.1643936634,-0.3006017208,0.1165632755,0,0.01365874056,0.3703104854,0.1210231632,-0.2741984725,3
1389,1789654030703355026,5,21.8131899,0.1633398384,-0.2999761701,0.1683851928,0,0.0224724859,0.4453104734,0.1141682044,-0.3233388662,3
1389,1789654030703355026,6,21.81785411,0.1618870944,-0.2990491092,0.2254056185,0,0.03255796432,0.5203104615,0.1060847342,-0.3322306275,3
1389,1789654030703355026,7,21.82391941,0.160005495,-0.2977929711,0.2864317,0,0.04323240742,0.5953104496,0.09777896851,-0.3174753189,3
