wheel_speed_mps,body_speed_mps,source_samples
0.0,0.0,102
2.0,1.983797605695072,102
4.0,3.9370066489802866,102
6.0,5.852676370091052,102
8.0,7.7257791481718465,102
10.0,9.639666273937605,102
12.0,11.503000113726277,102
14.0,13.2962366828932,102
16.0,15.024662654312054,102
18.0,16.800558330603632,102
20.0,18.55870117353849,102
22.0,20.257126980583916,102
24.0,21.93867446631589,102
26.0,22.868425000000002,102
28.0,22.868425000000002,102
30.0,22.868425000000002,102
