phase,time_s,throttle,speed_mps,acceleration_mps2
grid_throttle_0.000_at_0.00,1788471763.1272058,0.0,0.0,nan
grid_throttle_0.000_at_0.00,1788471763.1822355,0.0,0.0,nan
grid_throttle_0.000_at_0.00,1788471763.2076173,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.2583947,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.3186986,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.3517382,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.3909633,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.4498959,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.5216897,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.5268524,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.5784285,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.601615,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.6545525,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.6673324,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.7009754,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.7627041,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.7727664,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.8189642,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.862332,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.863698,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.913555,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.9661798,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471763.9827564,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.0359766,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.093306,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.118984,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.126665,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.1728387,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.2172294,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.2589984,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.3155339,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.332038,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.3781762,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.43209,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.4488654,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.4939647,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.5490172,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.610713,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.676221,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.696434,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.7550263,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.8031104,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.8264687,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.8758206,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.9423141,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471764.9652565,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.0100834,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.074654,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.1062512,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.153622,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.2109668,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.236939,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.2804852,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.2908401,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.3388128,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.3633537,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.4093332,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.4754188,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.5012147,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.561013,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.6074393,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.640027,0.0,0.0,0.0
grid_throttle_0.000_at_0.00,1788471765.682041,0.0,0.0,0.0
grid_throttle_0.010_at_0.00,1788471772.9350584,0.01,0.0,nan
grid_throttle_0.010_at_0.00,1788471772.991181,0.01,0.0,nan
grid_throttle_0.010_at_0.00,1788471773.0069716,0.01,0.0,nan
grid_throttle_0.010_at_0.00,1788471773.0518286,0.01,0.0951,0.8144196467729751
grid_throttle_0.010_at_0.00,1788471773.1130233,0.01,0.2346,2.212128958461196
grid_throttle_0.010_at_0.00,1788471773.1477013,0.01,0.2513,1.6292447877369636
grid_throttle_0.010_at_0.00,1788471773.1958582,0.01,0.252,0.2100562395843827
grid_throttle_0.010_at_0.00,1788471773.2564337,0.01,0.252,0.0064378198339240696
grid_throttle_0.010_at_0.00,1788471773.272778,0.01,0.2518,0.003997544842835634
grid_throttle_0.010_at_0.00,1788471773.3205335,0.01,0.2517,-0.002406250980062369
grid_throttle_0.010_at_0.00,1788471773.3809242,0.01,0.2516,-0.0018493485421014653
grid_throttle_0.010_at_0.00,1788471773.419178,0.01,0.2515,-0.002027482628188637
grid_throttle_0.010_at_0.00,1788471773.4371908,0.01,0.2515,-0.0017144239887509965
grid_throttle_0.010_at_0.00,1788471773.4670463,0.01,0.2514,-0.0023222860180163655
grid_throttle_0.010_at_0.00,1788471773.5404742,0.01,0.2513,-0.001936419499448081
grid_throttle_0.010_at_0.00,1788471773.5665553,0.01,0.2513,-0.0010049342191957606
grid_throttle_0.010_at_0.00,1788471773.6139033,0.01,0.2512,-0.0013618688135490938
grid_throttle_0.010_at_0.00,1788471773.680084,0.01,0.2512,-0.0008808343168677556
grid_throttle_0.010_at_0.00,1788471773.6969585,0.01,0.2512,0.0
grid_throttle_0.010_at_0.00,1788471773.759382,0.01,0.2512,0.0
grid_throttle_0.010_at_0.00,1788471773.7961383,0.01,0.2512,0.0
grid_throttle_0.010_at_0.00,1788471773.862558,0.01,0.2511,-0.0009692187886335417
grid_throttle_0.010_at_0.00,1788471773.937303,0.01,0.2511,-0.0007083919957843324
grid_throttle_0.010_at_0.00,1788471773.960018,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.0179102,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.0617383,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.0831714,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.1333337,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.198247,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.2291088,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.2755687,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.334027,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.3658428,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.416293,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.4669163,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.5005627,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.5402443,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.5435236,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.5975184,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.6238,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.6777322,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.7336826,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.7593007,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.8019674,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.803076,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.8584657,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.8753119,0.01,0.2511,0.0
grid_throttle_0.010_at_0.00,1788471774.9202905,0.01,0.2511,0.0
grid_throttle_0.020_at_0.00,1788471781.803945,0.02,0.0,nan
grid_throttle_0.020_at_0.00,1788471781.881313,0.02,0.0,nan
grid_throttle_0.020_at_0.00,1788471781.9274833,0.02,0.0951,0.7698020298866947
grid_throttle_0.020_at_0.00,1788471781.9939022,0.02,0.365,3.2418762771767327
grid_throttle_0.020_at_0.00,1788471782.024912,0.02,0.4917,4.070664992193732
grid_throttle_0.020_at_0.00,1788471782.0726585,0.02,0.5013,2.7979981980887123
grid_throttle_0.020_at_0.00,1788471782.1352727,0.02,0.5033,0.10510995450283604
grid_throttle_0.020_at_0.00,1788471782.1534207,0.02,0.5031,0.02228766874987114
grid_throttle_0.020_at_0.00,1788471782.1996834,0.02,0.5031,0.01417045127360041
grid_throttle_0.020_at_0.00,1788471782.2056727,0.02,0.503,0.012780590139487125
grid_throttle_0.020_at_0.00,1788471782.2527912,0.02,0.5028,-0.003019005254444352
grid_throttle_0.020_at_0.00,1788471782.277222,0.02,0.5025,-0.0048464784501024314
grid_throttle_0.020_at_0.00,1788471782.3213828,0.02,0.5025,-0.004321146947497305
grid_throttle_0.020_at_0.00,1788471782.3233125,0.02,0.5024,-0.005100315554592137
grid_throttle_0.020_at_0.00,1788471782.3924077,0.02,0.5022,-0.002604489116665414
grid_throttle_0.020_at_0.00,1788471782.4058688,0.02,0.5021,-0.0036338860875738924
grid_throttle_0.020_at_0.00,1788471782.460665,0.02,0.5021,-0.0021841617224844755
grid_throttle_0.020_at_0.00,1788471782.4624424,0.02,0.502,-0.0028750115242314155
grid_throttle_0.020_at_0.00,1788471782.505583,0.02,0.5019,-0.0020057307905657806
grid_throttle_0.020_at_0.00,1788471782.5372097,0.02,0.5019,-0.001522753973613152
grid_throttle_0.020_at_0.00,1788471782.5825198,0.02,0.5018,-0.0016655927535683306
grid_throttle_0.020_at_0.00,1788471782.6380782,0.02,0.5018,-0.00099139013834481
grid_throttle_0.020_at_0.00,1788471782.6672094,0.02,0.5017,-0.0011807822889862275
grid_throttle_0.020_at_0.00,1788471782.7115805,0.02,0.5017,-0.0007748289366732318
grid_throttle_0.020_at_0.00,1788471782.776045,0.02,0.5017,0.0
grid_throttle_0.020_at_0.00,1788471782.840897,0.02,0.5017,0.0
grid_throttle_0.020_at_0.00,1788471782.8812501,0.02,0.5017,0.0
grid_throttle_0.020_at_0.00,1788471782.8975592,0.02,0.5017,0.0
grid_throttle_0.020_at_0.00,1788471782.9502883,0.02,0.5017,0.0
grid_throttle_0.020_at_0.00,1788471782.999355,0.02,0.5017,0.0
grid_throttle_0.020_at_0.00,1788471783.0271719,0.02,0.5016,-0.0007715294269131932
grid_throttle_0.020_at_0.00,1788471783.0756967,0.02,0.5016,-0.0007973946817590724
grid_throttle_0.020_at_0.00,1788471783.1313734,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.1480176,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.1951985,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.2584918,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.2866118,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.3388343,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.3832183,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.4071138,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.459453,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.5236979,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.5634778,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.6100414,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.674411,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.7611809,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.7717288,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.8054073,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.8556352,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.90379,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471783.9757128,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.0010056,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.0557017,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.0654287,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.1015856,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.161499,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.17005,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.2259638,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.2506266,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.302033,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.313157,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.350892,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.422077,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.4249594,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.4805496,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.4965525,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.5407736,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.5425956,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.612313,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.640191,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.7000363,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.7060359,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.7558181,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.77913,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.8226817,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.8269334,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.8905392,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.9147573,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.9616735,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471784.9626129,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471785.0221906,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471785.0525322,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471785.1011982,0.02,0.5016,0.0
grid_throttle_0.020_at_0.00,1788471785.1028597,0.02,0.5016,0.0
