model,regime,bin,samples,absolute_error_median_mps,absolute_error_p95_mps,relative_error_median_pct,relative_error_p95_pct
leave_one_recording_out,accelerating,1-3_mps,1510,0.014055392165094105,0.3224006156344294,0.7482508508058168,17.77293682599144
leave_one_recording_out,accelerating,3-5_mps,1573,0.016638412285257864,0.4973483594532875,0.4169261074908178,11.920802644083174
leave_one_recording_out,accelerating,5-10_mps,3809,0.02722871163736862,0.618479758224717,0.38589180774564413,7.931894309300683
leave_one_recording_out,accelerating,10-15_mps,3702,0.09095920758348708,1.336732459492688,0.7277210336832296,10.16522150113063
leave_one_recording_out,accelerating,15-20_mps,2648,0.8691995571753584,2.4797828347270654,5.089465316680679,14.389100126120612
leave_one_recording_out,accelerating,20-23_mps,485,1.0455589041121733,1.803103584894147,4.916247030874994,8.748360749683917
leave_one_recording_out,steady,1-3_mps,2291,0.2398920020095876,2.22949534438831,11.960801845290739,89.60184888382412
leave_one_recording_out,steady,3-5_mps,1802,0.35628040734445854,1.6812637995409876,8.99889197645799,37.88165922087755
leave_one_recording_out,steady,5-10_mps,4033,0.7462211103781469,2.3398378023510404,10.442488553988804,35.43543038398607
leave_one_recording_out,steady,10-15_mps,2464,0.681138145236206,1.9666491564735762,5.286677911413647,15.625923784830741
leave_one_recording_out,steady,15-20_mps,4505,0.6194017476568767,3.3513690766857858,3.4243420835334497,18.004066740484877
leave_one_recording_out,steady,20-23_mps,1490,0.9527984394867097,1.8191486460605872,4.242849172571521,8.762764219413981
leave_one_recording_out,decelerating,1-3_mps,102,4.3049281232294385,7.309877775206534,195.114387141365,376.6550627759973
leave_one_recording_out,decelerating,3-5_mps,110,4.0183758022044165,9.266453300585573,90.61212262846226,212.1407645873294
leave_one_recording_out,decelerating,5-10_mps,435,2.3453505336637885,7.040396816912339,35.47249151929634,94.21840442728764
leave_one_recording_out,decelerating,10-15_mps,210,1.5974890855190935,5.520647440927666,12.832977412798208,50.03712837884414
leave_one_recording_out,decelerating,15-20_mps,33,0.6728093617590503,1.7363695395862488,4.298235904727111,11.348845130647538
leave_one_recording_out,decelerating,20-23_mps,14,2.7455822508414247,3.9535972101382204,12.524742266177435,17.527402731791806
leave_one_recording_out,frozen,1-3_mps,2271,0.07536041198445376,2.584404047643812,4.115269858975334,139.21098499739088
leave_one_recording_out,frozen,3-5_mps,2065,0.17431453727904245,2.3103274771938085,4.589494486784835,58.44202988985035
leave_one_recording_out,frozen,5-10_mps,3969,0.32272044009163636,2.5035117741326802,4.4336132962905905,37.22494164534301
leave_one_recording_out,frozen,10-15_mps,2798,0.4845993781669904,2.2540266015010677,3.844516554006116,18.83045707780611
leave_one_recording_out,frozen,15-20_mps,2386,0.9362005430830829,3.207170956316652,5.315938216437971,17.79223358029867
leave_one_recording_out,frozen,20-23_mps,612,1.0589338401196677,1.9528501669887068,4.924366611435524,9.45402476445978
leave_one_recording_out,all,1-3_mps,6174,0.11778314562134529,2.2839830065320967,5.933334353759424,117.15413946833989
leave_one_recording_out,all,3-5_mps,5550,0.1521039776919395,1.9678629699893633,3.854215614142743,49.2402241380008
leave_one_recording_out,all,5-10_mps,12246,0.33186345513186755,2.3702000337969373,4.780199657293712,35.660939769384754
leave_one_recording_out,all,10-15_mps,9174,0.3678922255009631,1.9419465974738492,2.9534436028559004,15.55370241224467
leave_one_recording_out,all,15-20_mps,9572,0.7297569038160425,2.884104282191467,4.1802763834032355,16.977427415017107
leave_one_recording_out,all,20-23_mps,2601,0.9898220617123172,1.9192918644543937,4.472723196827245,9.28984332149598
