simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
0.145000011,0.169000015,146.0,170.0,24.0,0.02400000399999999,0.8005,3.1589,-1.5707978570033414,0.0445,0.0002,0.0,6.0,0.0,0.0,0.8005,3.1586,-1.570798197687013,0.0067,0.0,0.0
0.169000015,0.194,170.0,195.0,25.0,0.024999985000000002,0.8005,3.1586,-1.570798197687013,0.0067,0.0,0.0,7.0,0.0,0.0,0.8005,3.1586,-1.5707963267948966,0.0031,0.0,0.0
0.194,0.219000012,195.0,220.0,25.0,0.025000011999999988,0.8005,3.1586,-1.5707963267948966,0.0031,0.0,0.0,8.0,0.0,0.0,0.8005,3.1585,-1.5707982977725807,0.0025,0.0,0.0
0.219000012,0.244000018,220.0,245.0,25.0,0.02500000600000002,0.8005,3.1585,-1.5707982977725807,0.0025,0.0,0.0,9.0,0.0,0.0,0.8005,3.1585,-1.5707963267948966,0.0022,0.0,0.0
0.244000018,0.269000024,245.0,270.0,25.0,0.02500000599999999,0.8005,3.1585,-1.5707963267948966,0.0022,0.0,0.0,10.0,0.0,0.0,0.8005,3.1585,-1.5707963267948966,0.002,0.0,0.0
0.269000024,0.294,270.0,295.0,25.0,0.02499997599999998,0.8005,3.1585,-1.5707963267948966,0.002,0.0,0.0,11.0,0.0,0.0,0.8005,3.1585,-1.5707963267948966,0.0017,0.0,0.0
0.294,0.320000023,295.0,321.0,26.0,0.02600002300000004,0.8005,3.1585,-1.5707963267948966,0.0017,0.0,0.0,12.0,0.0,0.0,0.8005,3.1585,-1.5707963267948966,0.0015,0.0,0.0
0.320000023,0.344,321.0,345.0,24.0,0.02399997699999995,0.8005,3.1585,-1.5707963267948966,0.0015,0.0,0.0,13.0,0.0,0.0,0.8005,3.1584,-1.5707963267948966,0.0014,0.0,0.0
0.344,0.369000018,345.0,370.0,25.0,0.025000018000000013,0.8005,3.1584,-1.5707963267948966,0.0014,0.0,0.0,14.0,0.0,0.0,0.8005,3.1584,-1.5707963267948966,0.0012,0.0,0.0
0.369000018,0.394000024,370.0,395.0,25.0,0.02500000600000002,0.8005,3.1584,-1.5707963267948966,0.0012,0.0,0.0,15.0,0.0,0.0,0.8005,3.1584,-1.5707984379023836,0.0011,0.0,0.0
0.394000024,0.41900003,395.0,420.0,25.0,0.02500000600000002,0.8005,3.1584,-1.5707984379023836,0.0011,0.0,0.0,16.0,0.0,0.0,0.8005,3.1584,-1.5707963267948966,0.0009,0.0,0.0
