event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_objective,r2_objective,r1_slack_m,r2_slack_m,selected_candidate,r1_iterations,r2_iterations,r1_solve_us,r2_solve_us,total_rti_us,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_state_mps,steering_state_rad,state_age_s,path_curvature_per_m,lateral_accel_proxy_mps2,minimum_predicted_corridor_slack_m,candidate_progress_error_max_m,candidate_curvature_error_max_per_m,candidate_left_bound_error_max_m,candidate_right_bound_error_max_m,nonlinear_failure_stage,nonlinear_failure_reason
161,1789729638886458884,0,0.01162016392,3,0.0002905041038,0.07500000298,49,0.009834766388,0.00906265527,2,1,32,0,0,0,344403.1875,344402.875,0.8055509925,0.8055486679,R1,49,27,731.9430001,272.1100001,1099.532,7,1,7,14,24,26,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.004600728,-0.05188309756,0.267937839,0.8055509925,0.006014320999,0.005636457354,0.001356601715,0.00366204977,-1,-1
182,1789729638909300748,0,0.009883463383,3,0.000247086602,0.07500000298,27,0.009094715118,0.007116787136,2,1,32,0,0,0,344402.8438,344402.875,0.8055485487,0.8055486679,R2,27,27,272.411,271.77,597.49,1,1,14,14,4,6,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.003968609,-0.05188309756,0.2599781156,0.8055486679,3.087334335e-06,2.786517143e-06,5.960464478e-07,1.966953278e-06,-1,-1
203,1789729638934214105,0,0.009883284569,3,0.00024708212,0.07500000298,27,0.00910115242,0.007123045623,2,1,32,0,0,0,344402.875,344402.875,0.8055486083,0.8055486679,R2,27,27,286.848,271.6899998,611.908,1,1,14,14,4,6,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.004079268,-0.05188309756,0.2599771321,0.8055486679,1.9967556e-06,1.840293407e-06,3.576278687e-07,1.25169754e-06,-1,-1
224,1789729638959384526,0,0.009883284569,3,0.00024708212,0.07500000298,27,0.00910115242,0.007130399346,2,1,32,0,0,0,344402.875,344402.875,0.8055486083,0.8055486679,R2,27,27,272.0600002,279.4850001,604.2030001,1,1,14,14,4,6,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.003336491,-0.05188309756,0.259976685,0.8055486679,1.9967556e-06,1.840293407e-06,3.576278687e-07,1.25169754e-06,-1,-1
244,1789729638984254933,0,0.009883463383,3,0.000247086602,0.07500000298,27,0.009094238281,0.007124088705,2,1,32,0,0,0,344402.875,344402.875,0.8055486083,0.8055486679,R2,27,27,272.6919999,271.599,597.4400001,1,1,14,14,4,6,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.00362326,-0.05188309756,0.2599773407,0.8055486679,2.007931471e-06,1.851469278e-06,3.576278687e-07,1.25169754e-06,-1,-1
267,1789729639009481278,0,0.06799855828,3,0.004899963737,0.07800000161,27,0.009069442749,0.007082521915,2,1,32,0,0,0,344179.5,344179.5,0.8054326773,0.8054328561,R2,27,27,465.573,468.7290001,1002.47,1,1,14,14,4,6,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.003000000026,0.003199999919,0.003465143,-0.05188309756,0.2598684728,0.8054328561,4.153698683e-06,3.695487976e-06,7.152557373e-07,2.562999725e-06,-1,-1
288,1789729639033925694,0,1.313271284,3,0.105600372,0.1525041908,28,0.009107589722,0.006033599377,2,1,96,0,0,0,338624.7812,338624.875,0.8058085442,0.805809021,R2,27,28,384.161,309.7509999,747.2509999,1,1,14,14,14,16,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.07750418782,0.07276859134,0.003391555,-0.05188309756,0.256608814,0.805809021,1.73485605e-05,1.33626163e-05,1.084804535e-05,9.477138519e-06,-1,-1
310,1789729639059650577,0,-0.07189736515,3,0.07097115368,0.2256385535,29,0.009199142456,0.007119134068,2,1,96,0,0,0,333118.8438,333118.6562,0.8056740761,0.8056739569,R1,29,26,309.661,264.3760002,626.7949998,1,1,14,14,6,8,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.1506385505,0.07276859134,0.0043574,-0.05188309756,0.3655175269,0.8056740761,0.004146491177,0.002297196537,0.002588272095,0.001867711544,-1,-1
333,1789729639083841867,0,-0.07307069749,3,0.0701668188,0.304015398,25,0.008753538132,0.00581330061,2,1,32,0,0,0,327293.4688,327293.4688,0.8056361675,0.8056361675,R1,25,24,260.3989999,281.9090002,595.3170002,1,1,14,14,6,8,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.229015395,0.0719935894,0.003316885,-0.05188309756,0.4312649369,0.8056361675,0.0007884368533,0.0004650317132,0.0004402399063,0.0003418326378,-1,-1
355,1789729639109663121,0,-0.05002585053,3,0.07074294239,0.376247704,23,0.009108066559,0.005869366229,2,1,32,0,0,0,321871.25,321871.25,0.8066949844,0.8066949844,R1,23,24,252.8439999,282.8400002,588.8840001,1,1,14,14,6,8,21.80577648,0.1656584591,-0.3013655841,0.008686403744,0,0.01240000036,0.3012476861,0.0719935894,0.003172353,-0.05187451569,0.4851767123,0.8066949844,0.0004833631683,0.0002502053976,0.0002712607384,0.0003004670143,-1,-1
