bag_time,time,status,level,closest_point_dist_m,command_speed_mps,command_steering_rad,drivable_gap_count,emergency_stop,forward_clearance_m,gap_0_deepest_angle,gap_0_end_angle,gap_0_max_clearance,gap_0_mean_clearance,gap_0_score,gap_0_start_angle,gap_0_weighted_center,gap_0_width,gap_1_deepest_angle,gap_1_end_angle,gap_1_max_clearance,gap_1_mean_clearance,gap_1_score,gap_1_start_angle,gap_1_weighted_center,gap_1_width,no_path,rate_limited_steering,raw_steering,raw_target_angle,selected_gap_deepest_angle,selected_gap_end_angle,selected_gap_max_clearance,selected_gap_mean_clearance,selected_gap_score,selected_gap_start_angle,selected_gap_weighted_center,selected_gap_width,smoothed_target_angle,source_stamp_s,trajectory_collision_free,trajectory_free_distance_m,trajectory_min_clearance_m
1788892904.8292341,1788892904.8290732,gap_selected,b'\x00',0.617518,0.330000,0.000000,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.157034,2.354619,19.499952,-1.457345,-0.626891,1.121374,-0.126532,1.330818,8.706116,1.485785,37.314836,-0.126532,0.093858,1.457350,0.000000,0.000000,0.000000,-0.016337,-0.126532,1.330818,8.706116,1.485785,37.314836,-0.126532,0.093858,1.457350,-0.016337,1788892904.768995,1.000000,1.500000,0.241459
1788892904.8798482,1788892904.8796232,gap_selected,b'\x00',0.616614,0.330000,0.000000,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.167602,2.360617,19.542894,-1.457345,-0.627026,1.121374,-0.126532,1.330818,8.683151,1.480579,37.166948,-0.126532,0.093767,1.457350,0.000000,0.000000,0.000000,-0.016382,-0.126532,1.330818,8.683151,1.480579,37.166948,-0.126532,0.093767,1.457350,-0.016382,1788892904.821022,1.000000,1.500000,0.240464
1788892904.9304118,1788892904.9302464,gap_selected,b'\x00',0.615710,0.330000,0.000000,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.178123,2.366746,19.585645,-1.457345,-0.627177,1.121374,-0.126532,1.326455,8.660233,1.478157,36.906716,-0.126532,0.093131,1.452987,0.000000,0.000000,0.000000,-0.016701,-0.126532,1.326455,8.660233,1.478157,36.906716,-0.126532,0.093131,1.452987,-0.016701,1788892904.871955,1.000000,1.500000,0.239522
1788892904.980513,1788892904.9803348,gap_selected,b'\x00',0.614806,0.330000,0.000000,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.188528,2.372872,19.628005,-1.457345,-0.627298,1.121374,-0.126532,1.326455,8.637431,1.473030,36.760634,-0.126532,0.093018,1.452987,0.000000,0.000000,0.000000,-0.016757,-0.126532,1.326455,8.637431,1.473030,36.760634,-0.126532,0.093018,1.452987,-0.016757,1788892904.923050,1.000000,1.500000,0.238406
1788892905.0316794,1788892905.0314798,gap_selected,b'\x00',0.613901,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.199165,2.379546,19.671383,-1.457345,-0.627402,1.121374,-0.130895,1.326455,8.757964,1.489124,37.602924,-0.130895,0.086065,1.457350,0.000000,-0.034907,-0.034907,-0.022415,-0.130895,1.326455,8.757964,1.489124,37.602924,-0.130895,0.086065,1.457350,-0.022415,1788892904.973350,1.000000,1.500000,0.374751
1788892905.082623,1788892905.0824418,gap_selected,b'\x00',0.612998,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.209738,2.385771,19.714421,-1.457345,-0.627561,1.121374,-0.130895,1.326455,8.734612,1.482010,37.452917,-0.130895,0.086141,1.457350,0.000000,-0.034907,-0.034907,-0.022377,-0.130895,1.326455,8.734612,1.482010,37.452917,-0.130895,0.086141,1.457350,-0.022377,1788892905.024032,1.000000,1.500000,0.372249
1788892905.154898,1788892905.154724,gap_selected,b'\x00',0.611643,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.340335,-0.340335,7.085553,2.376476,19.112929,-1.457345,-0.633445,1.117011,-0.130895,1.326455,8.699744,1.474157,37.228049,-0.130895,0.085920,1.457350,0.000000,-0.034907,-0.034907,-0.022488,-0.130895,1.326455,8.699744,1.474157,37.228049,-0.130895,0.085920,1.457350,-0.022488,1788892905.094224,1.000000,1.500000,0.368492
1788892905.2063107,1788892905.2061565,gap_selected,b'\x00',0.611021,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.340335,-0.340335,7.060190,2.376155,19.008935,-1.457345,-0.634215,1.117011,-0.130895,1.322091,8.714093,1.477645,37.203393,-0.130895,0.084559,1.452987,0.000000,-0.034907,-0.034907,-0.023168,-0.130895,1.322091,8.714093,1.477645,37.203393,-0.130895,0.084559,1.452987,-0.023168,1788892905.147914,1.000000,1.500000,0.367659
1788892905.2568226,1788892905.2566361,gap_selected,b'\x00',0.609748,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.152698,2.391247,19.477096,-1.457345,-0.629528,1.121374,-0.130895,1.322091,8.749232,1.483488,37.423326,-0.130895,0.083137,1.452987,0.000000,-0.034907,-0.034907,-0.023879,-0.130895,1.322091,8.749232,1.483488,37.423326,-0.130895,0.083137,1.452987,-0.023879,1788892905.199259,1.000000,1.500000,0.367563
1788892905.32711,1788892905.3269658,gap_selected,b'\x00',0.606798,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.084657,2.385647,19.196979,-1.457345,-0.631019,1.121374,-0.126532,1.322091,8.655498,1.468960,36.746947,-0.126532,0.088026,1.448623,0.000000,-0.034907,-0.034907,-0.019253,-0.126532,1.322091,8.655498,1.468960,36.746947,-0.126532,0.088026,1.448623,-0.019253,1788892905.269819,1.000000,1.500000,0.367323
1788892905.3784292,1788892905.378288,gap_selected,b'\x00',0.604866,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.335971,-0.335971,7.039903,2.381863,19.013357,-1.457345,-0.632074,1.121374,-0.126532,1.322091,8.690520,1.473320,36.965735,-0.126532,0.086818,1.448623,0.000000,-0.034907,-0.034907,-0.019857,-0.126532,1.322091,8.690520,1.473320,36.965735,-0.126532,0.086818,1.448623,-0.019857,1788892905.320355,1.000000,1.500000,0.367422
1788892905.4304547,1788892905.4302883,gap_selected,b'\x00',0.602960,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.331608,-0.331608,7.131057,2.396704,19.476835,-1.457345,-0.627408,1.125737,-0.126532,1.322091,8.726134,1.479186,37.187973,-0.126532,0.085413,1.448623,0.000000,-0.034907,-0.034907,-0.020559,-0.126532,1.322091,8.726134,1.479186,37.187973,-0.126532,0.085413,1.448623,-0.020559,1788892905.371747,1.000000,1.500000,0.367243
1788892905.482796,1788892905.4825764,gap_selected,b'\x00',0.601082,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.331608,-0.331608,7.085515,2.393031,19.288628,-1.457345,-0.628406,1.125737,-0.126532,1.317728,8.762335,1.486647,37.300634,-0.126532,0.083729,1.444260,0.000000,-0.034907,-0.034907,-0.021401,-0.126532,1.317728,8.762335,1.486647,37.300634,-0.126532,0.083729,1.444260,-0.021401,1788892905.423526,1.000000,1.500000,0.367090
1788892905.5519683,1788892905.5518053,gap_selected,b'\x00',0.598317,0.330000,0.000000,2.000000,0.000000,1.500000,-0.331608,-0.331608,7.018329,2.386932,19.011866,-1.457345,-0.630018,1.125737,-0.122169,1.317728,8.668058,1.472574,36.623062,-0.122169,0.088565,1.439897,0.000000,0.000000,0.000000,-0.016802,-0.122169,1.317728,8.668058,1.472574,36.623062,-0.122169,0.088565,1.439897,-0.016802,1788892905.494217,1.000000,1.500000,0.251755
1788892905.602324,1788892905.6021702,gap_selected,b'\x00',0.596507,0.330000,0.000000,2.000000,0.000000,1.500000,-0.327245,-0.327245,7.108160,2.401671,19.470766,-1.457345,-0.625333,1.130101,-0.122169,1.317728,8.704121,1.478413,36.847146,-0.122169,0.087288,1.439897,0.000000,0.000000,0.000000,-0.017441,-0.122169,1.317728,8.704121,1.478413,36.847146,-0.122169,0.087288,1.439897,-0.017441,1788892905.545124,1.000000,1.500000,0.254398
1788892905.6512527,1788892905.6510894,gap_selected,b'\x00',0.594725,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.327245,-0.327245,7.062786,2.397591,19.282505,-1.457345,-0.626434,1.130101,-0.122169,1.317728,8.740668,1.483260,37.075297,-0.122169,0.086165,1.439897,0.000000,-0.034907,-0.034907,-0.018002,-0.122169,1.317728,8.740668,1.483260,37.075297,-0.122169,0.086165,1.439897,-0.018002,1788892905.595189,1.000000,1.500000,0.366929
1788892905.702585,1788892905.7023957,gap_selected,b'\x00',0.592650,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.327245,-0.327245,7.057140,2.400618,19.258614,-1.457345,-0.626836,1.130101,-0.122169,1.317728,8.733849,1.481110,37.030429,-0.122169,0.085762,1.439897,0.000000,-0.034907,-0.034907,-0.018203,-0.122169,1.317728,8.733849,1.481110,37.030429,-0.122169,0.085762,1.439897,-0.018203,1788892905.644249,1.000000,1.500000,0.365384
1788892905.7520764,1788892905.7519267,gap_selected,b'\x00',0.590412,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.327245,-0.327245,7.066077,2.406460,19.294771,-1.457345,-0.627063,1.130101,-0.122169,1.317728,8.710874,1.475879,36.883807,-0.122169,0.085599,1.439897,0.000000,-0.034907,-0.034907,-0.018285,-0.122169,1.317728,8.710874,1.475879,36.883807,-0.122169,0.085599,1.439897,-0.018285,1788892905.695284,1.000000,1.500000,0.363155
1788892905.8023775,1788892905.8022053,gap_selected,b'\x00',0.588445,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.327245,-0.327245,7.041111,2.406207,19.191268,-1.457345,-0.627759,1.130101,-0.122169,1.313365,8.725638,1.480018,36.860895,-0.122169,0.084333,1.435533,0.000000,-0.034907,-0.034907,-0.018918,-0.122169,1.313365,8.725638,1.480018,36.860895,-0.122169,0.084333,1.435533,-0.018918,1788892905.745305,1.000000,1.500000,0.362184
1788892905.851274,1788892905.8511257,gap_selected,b'\x00',0.586714,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.327245,-0.327245,6.996529,2.402424,19.007319,-1.457345,-0.628793,1.130101,-0.122169,1.313365,8.763187,1.485515,37.094999,-0.122169,0.083231,1.435533,0.000000,-0.034907,-0.034907,-0.019469,-0.122169,1.313365,8.763187,1.485515,37.094999,-0.122169,0.083231,1.435533,-0.019469,1788892905.795187,1.000000,1.500000,0.362406
1788892905.906748,1788892905.9065747,gap_selected,b'\x00',0.585012,0.316000,-0.034907,2.000000,0.000000,1.500000,-0.327245,-0.327245,6.952505,2.398773,18.826337,-1.457345,-0.629785,1.130101,-0.122169,1.313365,8.801362,1.491847,37.332963,-0.122169,0.081974,1.435533,0.000000,-0.034907,-0.034907,-0.020097,-0.122169,1.313365,8.801362,1.491847,37.332963,-0.122169,0.081974,1.435533,-0.020097,1788892905.844627,1.000000,1.500000,0.362177
