stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_error_m,current_map_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps,collision_count
1788938992.735109,0.082961,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1788938992.806255,0.154106,-2.674281,4.212203,-2.982469,-2.665588,4.213570,-2.985663,0.008800,0.003194,-2.691812,4.209404,-2.982469,0.017752,0.000000,-2.665588,4.213570,-2.985663,0.008800,0.003194,-2.665588,4.213570,-2.985663,0.008800,0.003194,0.123691,0
1788938992.806255,0.154106,-2.674281,4.212203,-2.982469,-2.691812,4.209404,-2.982469,0.017752,0.000000,-2.691812,4.209404,-2.982469,0.017752,0.000000,-2.665588,4.213570,-2.985663,0.008800,0.003194,-2.665588,4.213570,-2.985663,0.008800,0.003194,0.123691,0
1788938992.908879,0.256731,-2.727866,4.202770,-2.953525,-2.691812,4.209404,-2.982469,0.036660,0.028944,-2.691812,4.209404,-2.953525,0.036660,0.000000,-2.665588,4.213570,-2.956718,0.063208,0.003194,-2.665588,4.213570,-2.956718,0.063208,0.003194,0.530177,0
1788938992.908879,0.256731,-2.727866,4.202770,-2.953525,-2.691812,4.209404,-2.982469,0.036660,0.028944,-2.691812,4.209404,-2.953525,0.036660,0.000000,-2.665588,4.213570,-2.956718,0.063208,0.003194,-2.665588,4.213570,-2.956718,0.063208,0.003194,0.530177,0
1788938992.980989,0.328841,-2.756822,4.197005,-2.938113,-2.691812,4.209404,-2.982469,0.066183,0.044357,-2.712230,4.205966,-2.967057,0.045484,0.028944,-2.665588,4.213570,-2.956718,0.092726,0.018606,-2.665588,4.213570,-2.956718,0.092726,0.018606,0.409435,0
1788938992.980989,0.328841,-2.756822,4.197005,-2.938113,-2.712122,4.205376,-2.938113,0.045477,0.000000,-2.712230,4.205966,-2.967057,0.045484,0.028944,-2.685899,4.209542,-2.941306,0.072023,0.003194,-2.685899,4.209542,-2.941306,0.072023,0.003194,0.409435,0
1788938993.055461,0.403312,-2.775026,4.193031,-2.928474,-2.712122,4.205376,-2.938113,0.064104,0.009639,-2.732317,4.201108,-2.928474,0.043466,0.000000,-2.706093,4.205273,-2.931668,0.070011,0.003194,-2.706093,4.205273,-2.931668,0.070011,0.003194,0.250196,0
1788938993.055461,0.403312,-2.775026,4.193031,-2.928474,-2.732317,4.201108,-2.928474,0.043466,0.000000,-2.732317,4.201108,-2.928474,0.043466,0.000000,-2.706093,4.205273,-2.931668,0.070011,0.003194,-2.706093,4.205273,-2.931668,0.070011,0.003194,0.250196,0
1788938993.112852,0.460704,-2.790677,4.189559,-2.921879,-2.732317,4.201108,-2.928474,0.059492,0.006595,-2.748088,4.197641,-2.921879,0.043349,0.000000,-2.706093,4.205273,-2.931668,0.086031,0.009789,-2.706093,4.205273,-2.931668,0.086031,0.009789,0.279333,0
1788938993.112852,0.460704,-2.790677,4.189559,-2.921879,-2.732317,4.201108,-2.928474,0.059492,0.006595,-2.748088,4.197641,-2.921879,0.043349,0.000000,-2.721864,4.201806,-2.925073,0.069894,0.003194,-2.721864,4.201806,-2.925073,0.069894,0.003194,0.279333,0
1788938993.180749,0.528601,-2.808257,4.185481,-2.914492,-2.732317,4.201108,-2.928474,0.077531,0.013982,-2.750790,4.197039,-2.921087,0.058618,0.006595,-2.721864,4.201806,-2.925073,0.087922,0.010581,-2.721864,4.201806,-2.925073,0.087922,0.010581,0.265797,0
1788938993.180749,0.528601,-2.808257,4.185481,-2.914492,-2.766533,4.193450,-2.914492,0.042478,0.000000,-2.750790,4.197039,-2.921087,0.058618,0.006595,-2.740310,4.197615,-2.917686,0.069022,0.003194,-2.740310,4.197615,-2.917686,0.069022,0.003194,0.265797,0
1788938993.240075,0.587927,-2.824256,4.181650,-2.907671,-2.766533,4.193450,-2.914492,0.058917,0.006821,-2.782615,4.189676,-2.907671,0.042408,0.000000,-2.756391,4.193841,-2.910865,0.068951,0.003194,-2.756391,4.193841,-2.910865,0.068951,0.003194,0.277307,0
1788938993.240075,0.587927,-2.824256,4.181650,-2.907671,-2.766533,4.193450,-2.914492,0.058917,0.006821,-2.782615,4.189676,-2.907671,0.042408,0.000000,-2.756391,4.193841,-2.910865,0.068951,0.003194,-2.756391,4.193841,-2.910865,0.068951,0.003194,0.277307,0
1788938993.305435,0.653287,-2.827865,4.180780,-2.907214,-2.766533,4.193450,-2.914492,0.062627,0.007278,-2.780678,4.190178,-2.914035,0.048114,0.006821,-2.770513,4.190473,-2.910408,0.058165,0.003194,-2.770513,4.190473,-2.910408,0.058165,0.003194,0.056795,0
1788938993.305435,0.653287,-2.827865,4.180780,-2.907214,-2.796736,4.186307,-2.907214,0.031615,0.000000,-2.780678,4.190178,-2.914035,0.048114,0.006821,-2.770513,4.190473,-2.910408,0.058165,0.003194,-2.770513,4.190473,-2.910408,0.058165,0.003194,0.056795,0
1788938993.365744,0.713596,-2.827865,4.180780,-2.907189,-2.796736,4.186307,-2.907214,0.031615,0.000024,-2.796736,4.186307,-2.907189,0.031615,0.000000,-2.770513,4.190473,-2.910408,0.058165,0.003218,-2.770513,4.190473,-2.910408,0.058165,0.003218,0.000000,0
1788938993.365744,0.713596,-2.827865,4.180780,-2.907189,-2.796736,4.186307,-2.907214,0.031615,0.000024,-2.796736,4.186307,-2.907189,0.031615,0.000000,-2.770513,4.190473,-2.910383,0.058165,0.003194,-2.770513,4.190473,-2.910383,0.058165,0.003194,0.000000,0
1788938993.431165,0.779016,-2.827766,4.180795,-2.907170,-2.796736,4.186307,-2.907214,0.031515,0.000043,-2.796736,4.186307,-2.907195,0.031515,0.000024,-2.770513,4.190473,-2.910364,0.058065,0.003194,-2.770513,4.190473,-2.910364,0.058065,0.003194,0.001529,0
1788938993.431165,0.779016,-2.827766,4.180795,-2.907170,-2.796736,4.186307,-2.907214,0.031515,0.000043,-2.796736,4.186307,-2.907195,0.031515,0.000024,-2.770513,4.190473,-2.910364,0.058065,0.003194,-2.770513,4.190473,-2.910364,0.058065,0.003194,0.001529,0
1788938993.487754,0.835605,-2.827766,4.180795,-2.907161,-2.796736,4.186307,-2.907214,0.031515,0.000053,-2.796736,4.186307,-2.907205,0.031515,0.000043,-2.770513,4.190473,-2.910364,0.058065,0.003203,-2.770513,4.190473,-2.910364,0.058065,0.003203,0.000000,0
1788938993.487754,0.835605,-2.827766,4.180795,-2.907161,-2.796736,4.186307,-2.907214,0.031515,0.000053,-2.796736,4.186307,-2.907205,0.031515,0.000043,-2.770513,4.190473,-2.910355,0.058065,0.003194,-2.770513,4.190473,-2.910355,0.058065,0.003194,0.000000,0
1788938993.556230,0.904082,-2.827667,4.180811,-2.907148,-2.796736,4.186307,-2.907214,0.031415,0.000066,-2.796736,4.186307,-2.907200,0.031415,0.000053,-2.770513,4.190473,-2.910341,0.057965,0.003194,-2.770513,4.190473,-2.910341,0.057965,0.003194,0.001460,0
1788938993.556230,0.904082,-2.827667,4.180811,-2.907148,-2.796736,4.186307,-2.907214,0.031415,0.000066,-2.796736,4.186307,-2.907200,0.031415,0.000053,-2.770513,4.190473,-2.910341,0.057965,0.003194,-2.770513,4.190473,-2.910341,0.057965,0.003194,0.001460,0
1788938993.615323,0.963174,-2.827667,4.180811,-2.907143,-2.796736,4.186307,-2.907214,0.031415,0.000071,-2.796736,4.186307,-2.907200,0.031415,0.000057,-2.770513,4.190473,-2.910337,0.057965,0.003194,-2.770513,4.190473,-2.910337,0.057965,0.003194,0.000000,0
1788938993.615323,0.963174,-2.827667,4.180811,-2.907143,-2.796736,4.186307,-2.907214,0.031415,0.000071,-2.796736,4.186307,-2.907209,0.031415,0.000066,-2.770513,4.190473,-2.910337,0.057965,0.003194,-2.770513,4.190473,-2.910337,0.057965,0.003194,0.000000,0
1788938993.680870,1.028722,-2.827667,4.180811,-2.907421,-2.796736,4.186307,-2.907214,0.031415,0.000207,-2.796736,4.186307,-2.907492,0.031415,0.000071,-2.770513,4.190473,-2.910615,0.057965,0.003194,-2.770513,4.190473,-2.910615,0.057965,0.003194,0.000000,0
1788938993.680870,1.028722,-2.827667,4.180811,-2.907421,-2.796736,4.186307,-2.907214,0.031415,0.000207,-2.796736,4.186307,-2.907492,0.031415,0.000071,-2.770513,4.190473,-2.910615,0.057965,0.003194,-2.770513,4.190473,-2.910615,0.057965,0.003194,0.000000,0
1788938993.741342,1.089193,-2.827667,4.180811,-2.907134,-2.796736,4.186307,-2.907214,0.031415,0.000079,-2.796736,4.186307,-2.906927,0.031415,0.000207,-2.770513,4.190473,-2.910328,0.057965,0.003194,-2.770513,4.190473,-2.910328,0.057965,0.003194,0.000000,0
1788938993.741342,1.089193,-2.827667,4.180811,-2.907134,-2.796736,4.186307,-2.907214,0.031415,0.000079,-2.796736,4.186307,-2.906927,0.031415,0.000207,-2.770513,4.190473,-2.910328,0.057965,0.003194,-2.770513,4.190473,-2.910328,0.057965,0.003194,0.000000,0
1788938993.805732,1.153583,-2.827667,4.180811,-2.907417,-2.796736,4.186307,-2.907214,0.031415,0.000203,-2.796736,4.186307,-2.907496,0.031415,0.000079,-2.770513,4.190473,-2.910611,0.057965,0.003194,-2.770513,4.190473,-2.910611,0.057965,0.003194,0.000000,0
1788938993.805732,1.153583,-2.827667,4.180811,-2.907417,-2.796736,4.186307,-2.907214,0.031415,0.000203,-2.796736,4.186307,-2.907496,0.031415,0.000079,-2.770513,4.190473,-2.910611,0.057965,0.003194,-2.770513,4.190473,-2.910611,0.057965,0.003194,0.000000,0
1788938993.866560,1.214411,-2.827667,4.180811,-2.907412,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.796736,4.186307,-2.907209,0.031415,0.000203,-2.770513,4.190473,-2.910611,0.057965,0.003198,-2.770513,4.190473,-2.910611,0.057965,0.003198,0.000000,0
1788938993.866560,1.214411,-2.827667,4.180811,-2.907412,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.796736,4.186307,-2.907209,0.031415,0.000203,-2.770513,4.190473,-2.910606,0.057965,0.003194,-2.770513,4.190473,-2.910606,0.057965,0.003194,0.000000,0
1788938993.930384,1.278235,-2.827667,4.180811,-2.907412,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.770513,4.190473,-2.910606,0.057965,0.003194,-2.770513,4.190473,-2.910606,0.057965,0.003194,0.000000,0
1788938993.930384,1.278235,-2.827667,4.180811,-2.907412,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.770513,4.190473,-2.910606,0.057965,0.003194,-2.770513,4.190473,-2.910606,0.057965,0.003194,0.000000,0
1788938994.005490,1.353342,-2.827667,4.180811,-2.907412,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.770513,4.190473,-2.910606,0.057965,0.003194,-2.770513,4.190473,-2.910606,0.057965,0.003194,0.000000,0
1788938994.005490,1.353342,-2.827667,4.180811,-2.907412,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.770513,4.190473,-2.910606,0.057965,0.003194,-2.770513,4.190473,-2.910606,0.057965,0.003194,0.000000,0
1788938994.066767,1.414618,-2.827667,4.180811,-2.907412,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.770513,4.190473,-2.910606,0.057965,0.003194,-2.770513,4.190473,-2.910606,0.057965,0.003194,0.000000,0
1788938994.066767,1.414618,-2.827667,4.180811,-2.907412,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.796736,4.186307,-2.907214,0.031415,0.000199,-2.770513,4.190473,-2.910606,0.057965,0.003194,-2.770513,4.190473,-2.910606,0.057965,0.003194,0.000000,0
1788938994.131130,1.478982,-2.827667,4.180811,-2.907408,-2.796736,4.186307,-2.907214,0.031415,0.000194,-2.796736,4.186307,-2.907209,0.031415,0.000199,-2.770513,4.190473,-2.910602,0.057965,0.003194,-2.770513,4.190473,-2.910602,0.057965,0.003194,0.000000,0
1788938994.131130,1.478982,-2.827667,4.180811,-2.907408,-2.796736,4.186307,-2.907214,0.031415,0.000194,-2.796736,4.186307,-2.907209,0.031415,0.000199,-2.770513,4.190473,-2.910602,0.057965,0.003194,-2.770513,4.190473,-2.910602,0.057965,0.003194,0.000000,0
1788938994.189238,1.537090,-2.827667,4.180811,-2.907408,-2.796736,4.186307,-2.907214,0.031415,0.000194,-2.796736,4.186307,-2.907214,0.031415,0.000194,-2.770513,4.190473,-2.910602,0.057965,0.003194,-2.770513,4.190473,-2.910602,0.057965,0.003194,0.000000,0
1788938994.189238,1.537090,-2.827667,4.180811,-2.907408,-2.796736,4.186307,-2.907214,0.031415,0.000194,-2.796736,4.186307,-2.907214,0.031415,0.000194,-2.770513,4.190473,-2.910602,0.057965,0.003194,-2.770513,4.190473,-2.910602,0.057965,0.003194,0.000000,0
