model,bin,samples,absolute_error_median_mps,absolute_error_p95_mps,relative_error_median_pct,relative_error_p95_pct
random_forest_grouped_cv,1-3_mps,1493,0.021167531151131236,0.28992621912462485,1.0645650583443131,16.576908973156932
random_forest_grouped_cv,3-5_mps,1290,0.026238728596828187,0.4311418308928031,0.66831463338281,11.193126577447984
random_forest_grouped_cv,5-10_mps,2567,0.058348355668374374,0.5140347618566254,0.8069376110937726,7.409663272028818
random_forest_grouped_cv,1-10_mps,5350,0.03563519328298037,0.4432309759644689,0.8145973451107954,10.63865515279859
